mode,status,strictP,class,mismatch,kappa,T1,T_alpha,gap_cain,gap_frac,direct_min_margin_alpha,direct_min_margin_alpha1,float_err_est,X,Y,Z,s,a,K,r,m,q1,q2,h,e1,e2,e3,mu1,mu2,c1,c2
m_sweep,feasible,True,frac_only,False,17.782899111603047,17.78252041057407,39.148892381744595,2.1296251613067696e-05,-0.5457623950583251,0.15707442290273255,-5.209776757109097e-06,1.4789353348685073e-15,1.0006422572564422,0.03294842059722361,0.0014938788258396867,0.05532237340899787,0.48761114848566278,1.0775700231981009,0.10916276472969126,0.15470644342619727,0.070499590390764505,1.4103105636399993,0.06882702567202155,0.50034226083323818,0.001265128164820811,0.52969604209733412,0.033594313067441831,0.0029141091570401944,0.04854396796991365,0.048514135346771445
lognormal:0.02,feasible,True,frac_only,False,17.846595060054614,17.846135678144297,39.273981120125086,2.574125393883797e-05,-0.545587318854479,0.15707333304133897,-6.299638150686349e-06,1.4760916232597606e-15,0.9892457798950393,0.04126888412961595,0.002155455603251052,0.050266806287313025,0.50262497246250237,1.0990612367916803,0.11088051632789184,0.19459803855759755,0.069962905170612488,1.3982696612391714,0.070172906015111225,0.50425846800506868,0.0012545158595617869,0.51158834190155289,0.032746070751228137,0.0031047725053470867,0.048527111624717068,0.051985547342150697
lognormal:0.02,feasible,True,frac_only,False,17.976934617740106,17.97646781004263,39.53228546516642,2.5967709697427566e-05,-0.5452594150272352,0.15707327294576712,-6.3597337225385075e-06,1.4707375905575524e-15,1.0100620660004591,0.03196632700790449,0.0013263851184987354,0.0530725862440667,0.49787980552938343,1.0850747827396301,0.1121050645694989,0.20069057299963844,0.071234171816513675,1.419362980699743,0.070776974204983994,0.49950565688350806,0.001285288552363143,0.51295094516211603,0.034278724991002249,0.0029366909251152375,0.049029605790520493,0.05013431259666247
lognormal:0.02,feasible,True,frac_only,False,17.976934617740106,17.97646781004263,39.53228546516642,2.5967709697427566e-05,-0.5452594150272352,0.15707327294576712,-6.3597337225385075e-06,1.4707375905575524e-15,1.0100620660004591,0.03196632700790449,0.0013263851184987354,0.0530725862440667,0.49787980552938343,1.0850747827396301,0.1121050645694989,0.20069057299963844,0.071234171816513675,1.419362980699743,0.070776974204983994,0.49950565688350806,0.001285288552363143,0.51295094516211603,0.034278724991002249,0.0029366909251152375,0.049029605790520493,0.05013431259666247
lognormal:0.3,feasible,True,unstable,False,112.27880166720993,53.010946619881494,112.27586438049181,1.118030497970778,2.6161336938557156e-05,-4.54977115627031e-06,-0.15708418245064593,1.2003062321426727e-15,0.8892067569039134,0.18224958346930412,0.015026911794184195,0.004351415002648558,0.64914044913343549,1.8608375507964512,0.13996820848967362,0.23915715578385666,0.041924432148038149,1.546686675309151,0.051712855384001409,1.1034247995637141,0.001415349864072467,0.56133614337091653,0.027512465962691718,0.0061551442815973171,0.070483351630521093,0.071991860319653031
m_sweep,feasible,True,frac_only,False,18.058514346001854,18.058019836569702,39.69368660426473,2.7384477181202627e-05,-0.5450532341316559,0.15707292289213237,-6.709787357284114e-06,1.4673565732571594e-15,1.0050878583151688,0.038105504832828506,0.0017617121495933305,0.050233697874662746,0.4977600033056534,1.1019319317429879,0.10835510264072107,0.19284269155435144,0.070059773846828197,1.4061129486567432,0.072897847050838863,0.50875185121317246,0.0012815345946255226,0.4921940396389346,0.033781351752234325,0.0030894256609337121,0.050244960907816952,0.050488452592594352
m_sweep,feasible,True,classical,False,18.15655474732791,18.157056115162472,39.8903978045996,-2.7612837201318463e-05,-0.5448389650996575,0.15708640229152748,6.769612037826889e-06,1.4634156531061276e-15,0.9944703445347584,0.041117340119568795,0.002293548554661182,0.048585876299011385,0.49756077169653545,1.1112430862675429,0.10805790241465205,0.19479588774212656,0.070368093256157616,1.3919669320649903,0.073729353304622866,0.48798288756537944,0.001291554508126014,0.50589574407115567,0.031871836487863056,0.0032057039791691362,0.051258357971669756,0.050492362998400736
lognormal:0.02,feasible,True,classical,False,18.125397621416802,18.12591181693693,39.82870722580996,-2.8367980895116496e-05,-0.5449162454946288,0.157086586242158,6.95356266833258e-06,1.4646873134324478e-15,1.0269023577634588,0.036674732726049084,0.001618311777027229,0.04951330116536911,0.51214019258834209,1.1201497455194216,0.1090591464252873,0.20100999142584799,0.070336874925509052,1.4164649231471127,0.070079576593346973,0.49112386983275502,0.0012720572013205341,0.49875907127390401,0.033505351979552553,0.0030541011623794298,0.050570889285370839,0.048249087317152994
boundary,feasible,True,classical,False,17.502486478098117,17.503007212724857,38.599065107064256,-2.975115192549449e-05,-0.5465567254141894,0.15708689817661092,7.265497121267117e-06,1.491492126948287e-15,1.0154366610376033,0.03949189750399712,0.0017952420568106706,0.05607463352896238,0.45077086186825382,1.1066211235491743,0.11571331147537027,0.18934677282397294,0.07245938310845175,1.3983934178061717,0.07524521754641926,0.51073983109373988,0.0011853415402984515,0.52774473661821208,0.035303607373620441,0.0031629368962664429,0.054200501213258603,0.049273651322023521
lognormal:0.02,feasible,True,classical,False,18.188733282507663,18.189294378598653,39.954204392765206,-3.0847600754113635e-05,-0.5447604686679426,0.15708719669052762,7.56401103796378e-06,1.4620896328622153e-15,0.9996186840415776,0.03840735933836015,0.0027432466713119014,0.05022457905069339,0.4852022601514191,1.1220068285708349,0.11264406644346769,0.20030520360590209,0.070938664250444455,1.4179934654402329,0.073935242457250722,0.4930820289533151,0.0012561001247380597,0.4831061387479117,0.032837771795322858,0.0030163339716775695,0.050111443196537764,0.049570661893020777
