mode,status,strictP,class,mismatch,kappa,T1,T_alpha,gap_cain,gap_frac,direct_min_margin_alpha,direct_min_margin_alpha1,float_err_est,X,Y,Z,s,a,K,r,m,q1,q2,h,e1,e2,e3,mu1,mu2,c1,c2
lognormal:0.02,feasible,True,classical,False,18.019412133764774,18.023051583021353,39.624301187082594,-0.0002019330211542325,-0.5452434088695286,0.15712911002828278,4.9477348793125486e-05,1.46873155490408e-15,0.9935455332202198,0.040061988940185145,0.0018195627966273995,0.050925427205683105,0.49796459372619412,1.0943339478810137,0.11129609318886559,0.19956455733886083,0.071165133752941589,1.431999916029135,0.069911254173431428,0.49770276872050767,0.0012521551614465747,0.49523845551253198,0.033090359760148888,0.0030780999021205063,0.049246309990106291,0.0497199976634893
m_sweep,feasible,True,classical,False,18.22858272284492,18.2323294513287,40.04013765015487,-0.00020549916530310242,-0.54474225633002,0.15713003986839746,5.0407188907808376e-05,1.4604625039977465e-15,1.0273662260367085,0.03663485863081442,0.0019888446625317756,0.04890640568247967,0.48952210666789242,1.1304206833595303,0.11003169565182232,0.21720075031116226,0.069715120285440371,1.4096256426994207,0.070797890367070196,0.49060780383998531,0.0012867955161920083,0.49324128045152649,0.033142123699202129,0.0030478377048498537,0.050658129615843067,0.047770099533797968
lognormal:0.02,feasible,True,classical,False,18.00434250058904,18.00804591429135,39.595039190223055,-0.00020565327964716662,-0.5452879232145138,0.15713001679232175,5.038411283209143e-05,1.46944898187089e-15,1.0191130584884378,0.03320579442539256,0.0006333217377530077,0.05201434879461813,0.5068225050330627,1.0796722057453871,0.10819201898493762,0.19904335716106786,0.070608492269847431,1.447511595042517,0.071226158657566666,0.49417372625838529,0.001258968776278383,0.50409029381309611,0.033848553272988087,0.0030181655077149245,0.050175239557703026,0.049377945214499619
lognormal:0.02,feasible,True,classical,False,18.127736088016615,18.131468267012217,39.83922557541649,-0.00020583986584210567,-0.5449776990845259,0.15713009741649664,5.0464737006983285e-05,1.464326768257491e-15,1.0130648869463,0.033681667651716325,0.0018727696845615045,0.05147190146303876,0.49255310030001626,1.1068756086242588,0.11194433648494084,0.20343038154293419,0.071803852643492747,1.4328530166784283,0.070676257373234713,0.49569602482759267,0.0013086796065978322,0.5066640912739081,0.034273211375976442,0.0030100846173375371,0.049057238535120617,0.051084982016530701
lognormal:0.02,feasible,True,classical,False,17.917760060508904,17.921459622249177,39.42323466766092,-0.00020643194350533633,-0.5455025390088821,0.15713018339338958,5.055071389992172e-05,1.4729524893108655e-15,0.9862337804569388,0.0379848849275718,0.002638930567639549,0.05014932667184561,0.49338652165807118,1.1032269995362209,0.11264176721880297,0.20432311965694355,0.070139424500848244,1.3824814597587967,0.069827916280349414,0.51208978935261096,0.001248499005404867,0.49207855388630062,0.033390336545161624,0.0028758062543099449,0.048667380256367056,0.049888166096121581
m_sweep,feasible,True,classical,False,18.115630036552133,18.11938307675457,39.81530643511557,-0.0002071284759828096,-0.5450083985646574,0.15713040999356975,5.0777314080097113e-05,1.4648247264950566e-15,0.9729510991573318,0.039876026388684545,0.001908289456792019,0.05059414399900438,0.49045044040138563,1.0767730846589023,0.10695057329188919,0.1799617535202484,0.072302860616640277,1.4173918552820983,0.071318259146500834,0.50047435508106386,0.0012766073008302801,0.49097258285413786,0.033061829773049077,0.0030617587819053924,0.050381592862496098,0.04979418647842089
lognormal:0.02,feasible,True,frac_only,False,17.84267344827912,17.838974910516942,39.26089753090202,0.00020732905229858822,-0.545535772985443,0.1570289041621713,-5.0728517318354704e-05,1.4766561147054168e-15,1.0288426499308858,0.034068846714050076,0.0010503513686904572,0.05154889074739825,0.48655177201714422,1.0996259158303847,0.10750831177647555,0.19787148148653458,0.068619127053050302,1.3871712232763675,0.072062925497547989,0.50543719118243047,0.0012548983072809159,0.51356645838163018,0.03392866586907916,0.002999087538911534,0.049272033750778224,0.050208704921822257
m_sweep,feasible,True,frac_only,False,18.091719186336018,18.08794274923769,39.753186615622816,0.0002087820130063367,-0.5448988942379261,0.1570284756964413,-5.115698304836158e-05,1.4662076508847054e-15,1.0061426407410508,0.03690674588562195,0.001490402059788109,0.05022330390328039,0.49434803556320628,1.0942116408379241,0.11224386470834666,0.22903988120356888,0.069608404389507272,1.4155419279750727,0.072737363095104923,0.50352344255707127,0.0012827753655277104,0.49484221211162394,0.033308091739099613,0.00308051499238279,0.050079192076322922,0.050231328540202326
lognormal:0.02,feasible,True,classical,False,18.188631444659443,18.19243207750949,39.96121188962134,-0.00020891285089619238,-0.5448428467360029,0.15713086612647675,5.1233446987097864e-05,1.4621083452776269e-15,0.9753832559356048,0.03747455954188597,0.002934649988395334,0.046808452987853265,0.4874489241330876,1.1081289404820864,0.10770010392252195,0.20777525356366144,0.071004294674982926,1.4002300751201386,0.070622372638244446,0.50312842291445292,0.0012985476592929856,0.49018640123979984,0.032738747936566788,0.0029198953435912111,0.050670735386246661,0.051423310205821499
lognormal:0.02,feasible,True,classical,False,18.188631444659443,18.19243207750949,39.96121188962134,-0.00020891285089619238,-0.5448428467360029,0.15713086612647675,5.1233446987097864e-05,1.4621083452776269e-15,0.9753832559356048,0.03747455954188597,0.002934649988395334,0.046808452987853265,0.4874489241330876,1.1081289404820864,0.10770010392252195,0.20777525356366144,0.071004294674982926,1.4002300751201386,0.070622372638244446,0.50312842291445292,0.0012985476592929856,0.49018640123979984,0.032738747936566788,0.0029198953435912111,0.050670735386246661,0.051423310205821499
lognormal:0.02,feasible,True,classical,False,18.02564018794398,18.029423828570792,39.637779376755546,-0.00020985920918970002,-0.5452409173427457,0.15713105292584206,5.142024635240716e-05,1.468656448164361e-15,0.9892944351858493,0.03709619038445565,0.0022193078666911136,0.0492807154943725,0.48717758968938035,1.0972669473722321,0.1082836880565512,0.20161183383452352,0.071613940899986336,1.3643287841589709,0.073165061285629371,0.49672404628742783,0.0012601688131638224,0.50007968458942942,0.033176260997296744,0.0029445106086792567,0.049948725374577396,0.051212750684303587
lognormal:0.3,feasible,True,frac_only,False,20.40471366353692,20.400430664025908,44.363373882879415,0.00020994652424488613,-0.5400549625146647,0.15702767650861227,-5.1956170877387464e-05,1.3826130595454103e-15,0.5710973208963568,0.013889394490619681,0.007116370079555404,0.031847877846426446,0.59196973379080475,0.79019620683645564,0.10546955625454327,0.15320237278491802,0.074526767528045337,1.331051489776607,0.11102903513887621,0.56372860576550754,0.0021732970442786027,0.48221576582683884,0.022225757856362435,0.0017909028459793962,0.070381496444467215,0.084985463223540378
lognormal:0.02,feasible,True,classical,False,17.919255643762202,17.923033054856802,39.426805703219514,-0.00021075735803410822,-0.545505771412292,0.15713124252206345,5.160984257379653e-05,1.4729865857913917e-15,1.0115913206693719,0.03458672013714779,0.0016968916483588396,0.050069413621568144,0.48945822422023877,1.1029520670556836,0.10810699202327416,0.20268500224219085,0.068897674117831695,1.4395448900711194,0.068834051381696751,0.51138685009511253,0.0012899436752621129,0.50968432400825303,0.033779857862956647,0.0030065912938807035,0.050455896827515889,0.050264115066350007
lognormal:0.02,feasible,True,frac_only,False,18.02326780378633,18.019469556711584,39.61752448836613,0.00021078573166599668,-0.5450682990281499,0.1570280043960175,-5.162828347216042e-05,1.4690094316176947e-15,1.0113711955643376,0.038633521339961396,0.0016896960935716074,0.04867968953607363,0.50110846085061567,1.1082173348926596,0.10630541667087801,0.19899240774508634,0.068717161577904529,1.3819045372765033,0.072521167603085135,0.50021889915693973,0.00124156772398014,0.49003877947296237,0.032699114957087723,0.0030254952883415542,0.050288929097521196,0.048948370157962988
m_sweep,feasible,True,frac_only,False,18.192279814615386,18.188442234971095,39.95251160145878,0.00021099001193802813,-0.544652411440608,0.1570279066882172,-5.1725991272455474e-05,1.4621599415638482e-15,1.024614495783688,0.037538775973922654,0.001825941137274216,0.04828980785588812,0.52485097714749884,1.1238310559509006,0.11219030705050005,0.22695457069909555,0.06810799948108566,1.3922594539637978,0.073848972365620325,0.50233888432973817,0.001280042804881604,0.48363033730715088,0.033085173484522203,0.0030741109902815622,0.048894033071591528,0.050728638065942369
boundary,feasible,True,frac_only,False,18.245459356036957,18.241563532255096,40.059962515999764,0.00021356852305842722,-0.5445462698885501,0.15702726298101433,-5.2369698475329685e-05,1.4604863587008929e-15,0.9970765964936602,0.05339672641766794,0.0007715527710115984,0.04396517822287904,0.50044499927229857,1.1012936703118927,0.11187433586131151,0.2936914513314961,0.07367538095536301,1.3461264687118828,0.071237480924043153,0.48067809535951406,0.0011906628773031642,0.46759866779719272,0.032496746692676617,0.0033388883179497953,0.051667995078139212,0.049100081110309293
lognormal:0.02,feasible,True,classical,False,17.91359718615128,17.917429956307664,39.41541977726704,-0.00021391294207551148,-0.5455180412290572,0.15713201417293998,5.238149345032639e-05,1.4731545997723374e-15,0.9689127396032577,0.041044838842291445,0.0018133034886702742,0.05135887434682615,0.49843145133361222,1.070765499766885,0.11124665854965529,0.19539034161771376,0.071581132828035132,1.4560833074311337,0.070006109818485512,0.51658244694997424,0.0012429861356341694,0.48639728558139472,0.033616993748913755,0.0030602410698995081,0.050775927080924016,0.050181660734563552
lognormal:0.1,feasible,True,classical,False,18.198628987702662,18.202525297719827,39.98403485040496,-0.00021405326752399478,-0.544852612904364,0.15713212550239852,5.2492822908867254e-05,1.4623163334793769e-15,0.9827808725460121,0.0315006066968978,0.004558311021356554,0.052688024082203744,0.47449193995744782,1.1470045142657677,0.12066694858410026,0.17926427516346702,0.078682007147084176,1.5460812840644647,0.07322722830120329,0.42133048908127907,0.0012752858441996524,0.57904744977439426,0.030455636538662793,0.0030405417818310256,0.056851794700886638,0.051091927285343376
lognormal:0.1,feasible,True,unstable,False,69.65351177221777,32.790616997381335,69.63840957239331,1.1241903370644204,0.0002168659496559755,-3.715998754105776e-05,-0.1571167926670307,1.2787648435671497e-15,0.7417614991548863,0.04752190933831328,0.009748259445502592,0.019994718830567835,0.49393846293156801,1.2069514573221756,0.09775524418578653,0.182177019463648,0.080012318511575101,1.3602213689231586,0.078528808114013499,0.60110857281831009,0.0014030897967124577,0.55462297358561374,0.032714715341254724,0.0029903162885951068,0.046201715213015512,0.050789431790226193
lognormal:0.3,feasible,True,frac_only,False,22.914671533876515,22.909689553788585,49.55592206007105,0.00021746170223013728,-0.5375997341730491,0.1570256046285543,-5.402805093535079e-05,1.3398194087429488e-15,0.7598597867315132,0.15164673709926194,0.008367877560231317,0.01960931819176699,0.50760059928751855,1.2811637780404324,0.1199518673389225,0.20238633228170499,0.071994613332398774,1.2607543103334162,0.066728610489448156,0.52907349816097504,0.0015599484462123106,0.40211319892893832,0.020779489452754575,0.0049235059370644251,0.05015293390190894,0.07647978413532458
m_sweep,feasible,True,classical,False,18.035478039206772,18.03941634815059,39.65772470453819,-0.0002183168716664019,-0.5452215634261312,0.15713312833385396,5.349565436429948e-05,1.4682780203731462e-15,1.0229223146110278,0.03424508098064004,0.001883472487989983,0.04989196763795781,0.49158276144281782,1.1177828204196534,0.11194893688856837,0.22365887833647929,0.070253988762387254,1.3846491665737444,0.072726621640417322,0.48426178545240117,0.0012591965131829622,0.51152332533607303,0.032948040908517079,0.0029637997934900406,0.050113766172847678,0.049735478553504804
m_sweep,feasible,True,classical,False,17.88068372905317,17.884675853214784,39.350444447931494,-0.00022321478982212373,-0.5456040209987236,0.15713428232085236,5.4649641362702894e-05,1.4744864276234148e-15,1.0203108245984052,0.03110191191520712,0.0005222507142858045,0.05073679087711387,0.49277209986253384,1.076665605007592,0.10819904915180854,0.22949823638913946,0.070726178889699606,1.4556791817691179,0.069261238631248556,0.50074911925303289,0.0012519381254575202,0.50921487126739351,0.034516553521003551,0.0029300687741014996,0.050886780245106511,0.050349573650176255
lognormal:0.02,feasible,True,classical,False,18.10362316929462,18.107668180076544,39.79274123936386,-0.00022338661950815908,-0.5450521224361866,0.15713439179470856,5.475911521890531e-05,1.4654414816296446e-15,0.9916517165152392,0.03526012126320804,0.0020705118820196792,0.05021266873883774,0.4909176123638001,1.0914712914525222,0.10874523142734303,0.19807386650583972,0.06998132471792011,1.3792909598153977,0.073700012122749486,0.50237442004176014,0.0012818692786735872,0.49352613270852158,0.032922885934183466,0.0029343817298565691,0.050704464651917219,0.048993126772355379
lognormal:0.02,feasible,True,classical,False,18.067792705302686,18.071861576586766,39.721797235734506,-0.00022514953796193282,-0.5451416108370709,0.15713481313838362,5.518045889396639e-05,1.4669034082756915e-15,1.0186605684968528,0.03875010022456499,0.0017549623490645757,0.05044297120775143,0.49594401490198298,1.1149527629009426,0.10952412858785748,0.19685364232560357,0.069264841322585993,1.3950811802707641,0.073548866795086931,0.50256962746585021,0.0012581975269372093,0.48835872239056732,0.033443323782504683,0.0030916167911662819,0.048711827084919668,0.050292020468114866
m_sweep,feasible,True,classical,False,18.228946014202634,18.233061612277293,40.042732983391666,-0.0002257217225596353,-0.5447626908542089,0.15713499954078736,5.5366861297700964e-05,1.4606798825270013e-15,0.9994756698864934,0.03610211507765731,0.0015249602073604338,0.0465357304428994,0.49966620155708941,1.0946494080860023,0.1072999570857677,0.24075677767463902,0.070149346189843559,1.4354197825457196,0.070620835990102881,0.4895793616612748,0.0013008289723821804,0.50138434581740876,0.032332936603363845,0.0030675495738467407,0.052213952976436433,0.050504444204220456
lognormal:0.1,feasible,True,frac_only,False,16.765374864477337,16.761590105668375,37.13795855732767,0.00022579950858503395,-0.5485649853747987,0.15702477751992783,-5.4855159561828515e-05,1.5252184184840817e-15,0.8654961622814752,0.05475683238197027,0.005135975433559771,0.04407725527148504,0.49011252628916119,1.060270741013515,0.10931096901111634,0.18843709920478463,0.067840111036250136,1.2294859433063177,0.06667495286128701,0.56169510433313741,0.0011129146899165653,0.56177444047227532,0.029672160431079751,0.0029495352924761029,0.054158109486830135,0.05563146015091807
lognormal:0.02,feasible,True,classical,False,18.143997709415768,18.148115492314314,39.87253060414886,-0.00022689864963065798,-0.5449499333376189,0.1571352657388505,5.5633059360848947e-05,1.463716008358097e-15,1.0016170439355065,0.033609780138265245,0.001948419028715007,0.04942043415834652,0.50840628652644326,1.0990535353389579,0.10843621542379328,0.19956352164717775,0.070530651284570686,1.404045367539265,0.072038482938581838,0.49685219637821321,0.0013018626494769483,0.50138401447250736,0.033235235877179845,0.0029483941158686229,0.05130585614653748,0.049468629088038209
lognormal:0.02,feasible,True,frac_only,False,18.276240422420024,18.272056458947972,40.11825407296619,0.00022898153152328682,-0.5444407827623903,0.15702347155105523,-5.6161128434428775e-05,1.4587900537039005e-15,0.9946428224294124,0.038862193022713994,0.003659391587930256,0.04732722943843998,0.49620309986764932,1.145013676808923,0.11198340050199741,0.20270766730889395,0.070723840439682162,1.3837107039748329,0.071116547379571196,0.49012063405529449,0.001292453556559702,0.49087015203664214,0.032323881774403193,0.0029491217844100095,0.048720653988314273,0.050915371269846355
lognormal:0.02,feasible,True,classical,False,17.80101526516929,17.80509554198364,39.19250128675816,-0.00022916343272227913,-0.545805583192424,0.1571357139125511,5.6081233061444635e-05,1.4777176096588422e-15,0.9840083324729885,0.038493990696490475,0.0010685268188922515,0.05178437508586568,0.49277513433272524,1.0614902586784698,0.10809138747161304,0.19682629108199734,0.070017173746085709,1.4135503880492437,0.071305766911346019,0.51535549420486892,0.0012372751454676173,0.49798732095844161,0.033467826430222052,0.0030352712946662887,0.050986595377897008,0.04923423755059908
lognormal:0.02,feasible,True,classical,False,18.20308050202195,18.207253100421312,39.990796015085714,-0.00022917231810570815,-0.5448182503005139,0.15713583956411914,5.6206884629483866e-05,1.461551119559621e-15,1.0170891394510992,0.03461643369831278,0.001723794855411686,0.05114238072513821,0.50364200666811942,1.1084834528500696,0.11103894979758559,0.19848875083426099,0.070263913501417183,1.4478950464768328,0.069874931995800249,0.49370738134090009,0.0012995277172202849,0.49845637198491111,0.033427485064745972,0.003036591176212263,0.050111940676160496,0.04804508043017152
lognormal:0.02,feasible,True,frac_only,False,17.7177469311767,17.713665676770425,39.0115593245844,0.00023040145844155369,-0.5458334084069465,0.15702329891915245,-5.633376033720161e-05,1.4816265075345251e-15,0.977643810157447,0.0412372212126501,0.002255372109070686,0.05037880655083996,0.51354359301202235,1.0902258473140021,0.11314935079882531,0.19993426459991709,0.07168942773274585,1.3911456465320693,0.068017368158681493,0.51275944816832364,0.0012356111610938038,0.5119939118175626,0.033640562800723861,0.0030060423530427014,0.051983699142179124,0.048998150348673469
lognormal:0.02,feasible,True,frac_only,False,17.996172594098333,17.992019102955215,39.56290060255362,0.00023085186378191125,-0.5451250459392061,0.157023098691065,-5.653398842464519e-05,1.470086108483245e-15,0.9918324468548206,0.03705587067675064,0.0011915167186035169,0.0524657009147904,0.49714377623349865,1.0723097042324818,0.11096332421499341,0.19926697000200821,0.072494731678276095,1.4657464067951835,0.068907198742103951,0.493968768366912,0.0012511713960458746,0.50299373105584533,0.033636157317890089,0.0030427997818577761,0.048558857829902879,0.050753870137016911
lognormal:0.02,feasible,True,frac_only,False,17.982218127768572,17.978062040028238,39.535280288823664,0.00023117551441753648,-0.5451602215438949,0.15702302392267087,-5.660875681878785e-05,1.4706662208955569e-15,0.9962480723219156,0.03677044773945709,0.002074583435644066,0.050108439193111004,0.5161892597354818,1.0999797131747291,0.11157103525268264,0.19995711197198909,0.071930350333190285,1.3952741322569751,0.070540828435583972,0.49901271121995289,0.0012666419849817082,0.50580422999764307,0.03377411283600041,0.0029674364367722355,0.050013836993046373,0.050713587214827549
lognormal:0.02,feasible,True,frac_only,False,17.982218127768572,17.978062040028238,39.535280288823664,0.00023117551441753648,-0.5451602215438949,0.15702302392267087,-5.660875681878785e-05,1.4706662208955569e-15,0.9962480723219156,0.03677044773945709,0.002074583435644066,0.050108439193111004,0.5161892597354818,1.0999797131747291,0.11157103525268264,0.19995711197198909,0.071930350333190285,1.3952741322569751,0.070540828435583972,0.49901271121995289,0.0012666419849817082,0.50580422999764307,0.03377411283600041,0.0029674364367722355,0.050013836993046373,0.050713587214827549
lognormal:0.02,feasible,True,classical,False,18.159581640737013,18.16378948812684,39.90400205887995,-0.00023166131674112744,-0.5449182862926425,0.15713643786010079,5.680518061113027e-05,1.463168605684502e-15,1.0024998004545345,0.03952113960848352,0.0021900360307308808,0.04924988733779115,0.48781843776349748,1.1148792638688085,0.10895369900375271,0.1996110598378657,0.071584831023757609,1.4098202997682618,0.070201978058725523,0.51022330554718154,0.0012843740908546418,0.4805714332711023,0.034462407043253651,0.0030408942862873937,0.050590660129893307,0.049175503340452301
lognormal:0.02,feasible,True,frac_only,False,17.945396824539305,17.94122958315171,39.46220508833657,0.00023227178317308805,-0.5452510374326943,0.15702276712415109,-5.686555533856996e-05,1.4721584635402696e-15,0.9815943883973415,0.037890290116766354,0.0014253969777458457,0.05122614054840798,0.50320044258451635,1.0685477476795973,0.10963408822649938,0.19914223687295027,0.070159158879618308,1.433335937590263,0.068013303378462175,0.50306710051690628,0.0012744580333495386,0.50912536457631397,0.032724766306394586,0.003032972774578856,0.048123955603127697,0.05063155795344082
lognormal:0.02,feasible,True,frac_only,False,18.045472353111524,18.041240714189215,39.66035496682985,0.0002345536534513748,-0.5449997265984141,0.15702217645277772,-5.7456226711938285e-05,1.4680546217838423e-15,0.9945336730116175,0.039939848339140854,0.0015040499078343194,0.04963015795878411,0.50533640851389294,1.0877367097352868,0.10755279093388156,0.19799063796048616,0.070129642365256414,1.3917447626793926,0.071536899453348082,0.5048201918008357,0.0012487336633596735,0.48538071744074324,0.033087357403941142,0.0030423460464069317,0.050435430181738877,0.048461887751256802
lognormal:0.02,feasible,True,classical,False,17.887604576913596,17.891826092290326,39.366134458596406,-0.00023594659119507977,-0.5456093207290392,0.1571373997056611,5.776702617144025e-05,1.4745240655595047e-15,1.0566010662989207,0.033420214910405845,0.0004963017456435615,0.05220174724297838,0.49119630368023165,1.1122583251078106,0.10946855759072198,0.21042394373054549,0.068539249451901013,1.4186921468398876,0.071111757802634318,0.48899430423676588,0.00121690026709616,0.50860255489364725,0.033746322698662706,0.0030089011799525789,0.048793488588637204,0.04826062258672055
lognormal:0.02,feasible,True,classical,False,17.98505674044019,17.989329780292383,39.557544812980346,-0.0002375319094364281,-0.5453444639835533,0.15713782299271095,5.819031322129575e-05,1.470121740489659e-15,1.0038683326418185,0.036148976426495366,0.0015801164771887695,0.05028089015534873,0.49607371808530354,1.0947899574471471,0.10893408079469719,0.20350529180112054,0.071778026425649552,1.4129916023360534,0.071568109902383228,0.4892336771985209,0.0012453617075847308,0.50517834988880927,0.03327529322511618,0.002995668726802046,0.051555813469422819,0.049222888522626539
lognormal:0.02,feasible,True,classical,False,17.8450343983464,17.849301939407106,39.281681462036715,-0.00023908728056665218,-0.5457161268518378,0.15713815494883798,5.8522269348326716e-05,1.476236235098635e-15,1.057455024698442,0.033822666999923416,0.001007683755529862,0.04995732694757122,0.50826966369041637,1.1289739364594065,0.10708944879569729,0.20046541306867469,0.068261156671276829,1.3936783080413588,0.073551008989652861,0.49553905164786988,0.0012431229106586981,0.51759757099422943,0.03398997252596174,0.0030682528961467458,0.050423515658242983,0.051032982170760556
m_sweep,feasible,True,frac_only,False,18.23672919398813,18.232355730394325,40.039784038083766,0.00023987375292988666,-0.5445347762954391,0.15702081342478835,-5.8819254701303336e-05,1.4604407396063093e-15,0.9933113181032603,0.038804386474103156,0.0023262508570372703,0.049222245296120584,0.49383000667963972,1.1078012171575473,0.10924357131337721,0.19776735706258142,0.071498145705931937,1.4036438457879137,0.068354770135525433,0.49156703314067185,0.0013174859906865798,0.50392823147655941,0.032858142741584717,0.0030579652676454949,0.048806260195018616,0.049693065876268164
m_sweep,feasible,True,frac_only,False,18.03602661162886,18.031699888857354,39.64177492075473,0.00023995090857620305,-0.5450247460492499,0.15702085826675938,-5.877441273027806e-05,1.468516810365299e-15,0.9956294273863355,0.038664542228777944,0.00235445296253745,0.04782279910519835,0.49983785186956564,1.1101568419600352,0.11068821096259725,0.2229834152446451,0.070817369166090438,1.3428094457144499,0.069894381148124157,0.50239729841747849,0.0012728074700838125,0.4987987976617439,0.033321248137984774,0.0029335315737380532,0.050101344716044875,0.04931394495030493
boundary,feasible,True,classical,False,17.938045561183824,17.94236535786573,39.46706156850553,-0.0002407595986229083,-0.5454932582186895,0.15713859376449113,5.8961085001474345e-05,1.4726145759866059e-15,0.967988780660747,0.04047785649879896,0.00374773371071909,0.052356671495288665,0.30013707951985258,1.1123525073184279,0.1064048318107005,0.21522979881586185,0.076781004342032111,1.3579846571991216,0.068796061186129687,0.51431638244621025,0.0012877525977113926,0.50680665138371817,0.035887071350837713,0.0029184136603081176,0.051403743873442258,0.049541457366577939
lognormal:0.02,feasible,True,frac_only,False,18.04556677015447,18.041221562674227,39.66061968295487,0.00024084885079123097,-0.5450003828883693,0.1570206352084471,-5.899747104254338e-05,1.4681226611705274e-15,1.0043483148167645,0.04417609524745426,0.003801049329565861,0.04588520202973162,0.49785291895229611,1.1652345601763607,0.10917170732648852,0.19449238111740927,0.067886836113041624,1.3489356061339339,0.070604737193291842,0.51381123826142383,0.0012621379320091265,0.48250336992635146,0.032591376593347599,0.0030234835808891224,0.049188238198834992,0.050357275460751222
boundary,feasible,True,frac_only,False,17.47871017590072,17.47448808083035,38.538503080813825,0.00024161480730300333,-0.5464611030882931,0.15702064328809873,-5.898939139092896e-05,1.4918360106806264e-15,0.953007514919429,0.03870645662880056,8.030184336739437e-05,0.055553430384633284,0.48813363526158038,1.0020503943805075,0.10753601158618724,0.18410638042054284,0.069690109607392289,1.3771708647118113,0.067858755174921986,0.53281583942963706,0.0012429244667378442,0.52705268741649047,0.033399894035918941,0.0030118579516785612,0.051198857196848559,0.046889044309150495
lognormal:0.1,feasible,True,frac_only,False,18.154296707704155,18.149881325896533,39.88018875851511,0.00024327331558482435,-0.5447790676811203,0.15702001330120763,-5.961937828202757e-05,1.464624998069307e-15,0.9892350824055977,0.04234771492018173,0.0020307545594798085,0.06064693603952544,0.51718543472564249,1.0780550912763307,0.13854701633021213,0.23405690453380595,0.070615413012323464,1.3452603746309162,0.065770855251822344,0.50707870048614834,0.001441551480238733,0.55194997877144181,0.03352772253209297,0.003356333703797113,0.04158003120702309,0.048931831059764674
lognormal:0.02,feasible,True,frac_only,False,18.075000245347475,18.07059618801878,39.7190448884282,0.00024371400272982235,-0.5449286281651382,0.15701992419660327,-5.970848288638919e-05,1.4669711739096347e-15,0.9905586242978739,0.03956679212692621,0.0021969727533604428,0.049971847288429606,0.48273034764859563,1.1000913733302042,0.10986728560253683,0.20243893614733655,0.070570347670153522,1.3926144483008236,0.071241202634561351,0.48712594497692985,0.0012603762901709675,0.50507859984122683,0.031879537831510062,0.0030571140693868449,0.050952617907191161,0.047902688291361892
lognormal:0.02,feasible,True,classical,False,17.86862775609067,17.87298444469094,39.32687765961257,-0.00024375831656708868,-0.5456382804973817,0.15713930970339973,5.967702391007634e-05,1.4748777264388782e-15,0.9907787012954612,0.04007471462344072,0.001432471953666848,0.049686758784186234,0.50862783092219666,1.0834945515597607,0.10846778324730376,0.2026057736679544,0.070704588171350141,1.4279693972412133,0.071482169246333674,0.49399600693461793,0.0012052424767376175,0.49761538180393383,0.032457286913493866,0.0030589985720463429,0.051055175320467008,0.050027656121095922
m_sweep,feasible,True,frac_only,False,17.93013178604132,17.925754255365955,39.43250063472804,0.00024420343004827316,-0.5452955938013648,0.15701985347746228,-5.9779202027376854e-05,1.473007178949616e-15,0.9727582018079737,0.03631756062618301,0.0024277379834345865,0.05350037022317166,0.50626696122420578,1.0792473922584689,0.1109184561740887,0.15520547804851939,0.07037756883992019,1.4390698656200367,0.070235320574432533,0.49275133978886781,0.0012596386096149961,0.51736720473469167,0.031753255350233198,0.0029652794021194622,0.049842678062565184,0.0484956514648716
lognormal:0.02,feasible,True,frac_only,False,18.07205000670512,18.067539660018785,39.71316211097736,0.000249638122910234,-0.5449355063642813,0.15701847445031358,-6.115822917607261e-05,1.467134809844526e-15,1.0001635922031489,0.03692911472950989,0.0019430897040522371,0.05046287123349363,0.49146751024628271,1.1004247590762937,0.11041014040927941,0.20325400121866244,0.069049884427831068,1.4535801002964797,0.070437491253886611,0.5102292156676036,0.0012735131749397189,0.48785740582707565,0.033261623837778316,0.0030240814656621847,0.049785697437304044,0.049604827487691829
boundary,feasible,True,classical,False,18.326888711413055,18.33148349261619,40.24121994339258,-0.0002506497199196156,-0.544574226696071,0.15714114148135994,6.15088018702803e-05,1.4574548027145017e-15,1.0650000511981925,0.01887761804158692,0.002075309140622153,0.051190121908780944,0.52481978001335849,1.1483881175697197,0.11198194962665869,0.1927686257653814,0.070914365459768841,1.5045749134700204,0.065231032906008374,0.47262911191557228,0.001367242921864282,0.53915240545805887,0.034628614846599119,0.0027526742507754135,0.049304867795753528,0.04918486782829698
lognormal:0.1,feasible,True,classical,False,18.259659690905277,18.26426886281798,40.10840813147026,-0.00025236005598261446,-0.5447423485107553,0.15714153836910616,6.190568961650378e-05,1.460253066012767e-15,1.122654059954582,0.03511418204088724,0.0024069265963980496,0.05064629663868071,0.43156923820614373,1.2371272705506198,0.1107415475818203,0.19700158789181682,0.066738102738790203,1.5619185004770153,0.071766006917377168,0.46313771401235865,0.0013125777254510784,0.5379496235118606,0.032840922429974995,0.0035277098868931197,0.048025622172206385,0.053812614608187065
lognormal:0.02,feasible,True,classical,False,17.957920342781748,17.96245790224238,39.50437037941576,-0.0002526135056420964,-0.5454194011875977,0.1571415089527266,6.187627323694933e-05,1.4712380102504582e-15,1.0091166822204565,0.037269487081625655,0.0003854974618844104,0.050043494424441476,0.51315063137736794,1.0697848085117598,0.10437739205351627,0.19991843619711613,0.069954729174986602,1.3991607320094095,0.072229208810529189,0.50282101757303854,0.0012567154239781697,0.49929671734209741,0.033609908357473843,0.0030989198430899619,0.049843245913651218,0.05067971844486005
