beta12,beta13,beta23,alpha,T1,T_Phi,T_alpha,certified_band_fraction,T_Phi_over_T_alpha,x1*,x2*,x3*
0.01,0.1,0.158489319246,0.7,0.663141388919,78.3161105879,4186.71079979,0.0185504264489,0.0187058801845,0.334849580202,0.333569618946,0.331580800851
0.01,0.1,0.251188643151,0.7,0.841650281572,99.3977719222,4212.00463038,0.0234035400925,0.0235986853398,0.3361880328,0.332900106541,0.330911860659
0.01,0.1,0.398107170553,0.7,1.09659665565,129.506597521,4251.87739533,0.0302085680129,0.0304586857708,0.338275749006,0.331855771756,0.329868479239
0.01,0.1,0.63095734448,0.7,1.46544583093,173.067191512,4314.55072851,0.0397863094362,0.040112447947,0.341503884244,0.33024089494,0.328255220815
0.01,0.1,1,0.7,2.00570108524,236.870614054,4412.6463778,0.0532496138733,0.0536799448163,0.346430918774,0.327775976714,0.325793104512
0.01,0.1,1.58489319246,0.7,2.80613816913,331.401162483,4565.27270861,0.0720213549494,0.0725917559884,0.353810957792,0.324083493662,0.322105548546
0.01,0.1,2.51188643151,0.7,4.00448509046,472.924330215,4800.87500499,0.0977553684594,0.0985079448483,0.364581314117,0.318693964868,0.316724721015
0.01,0.1,3.98107170553,0.7,5.81528441069,686.777306647,5161.07533976,0.132090721889,0.133068645861,0.379772835235,0.311090627268,0.309136537497
0.01,0.1,6.3095734448,0.7,8.57385275376,1012.56053633,5706.00570198,0.176217409905,0.177455226864,0.400325100331,0.300801760219,0.29887313945
0.01,0.1,10,0.7,12.8057010852,1512.33616104,6522.29253309,0.230360779376,0.231871869189,0.426843252611,0.287522438441,0.285634308948
0.01,0.1,15.8489319246,0.7,19.3362426425,2283.58437952,7735.86858766,0.293428192307,0.295194308647,0.459389568358,0.271219251197,0.269391180444
0.01,0.1,25.1188643151,0.7,29.4642707205,3479.69094178,9532.96148756,0.363048106642,0.365016783747,0.497400707262,0.25217237525,0.250426917487
0.01,0.1,39.8107170553,0.7,45.2364019275,5342.3585304,12193.9761113,0.436022357479,0.438114564244,0.539754920495,0.230942535848,0.229302543657
0.01,0.1,63.095734448,0.7,69.8814093337,8252.9009241,16147.1714684,0.508980026155,0.511105052687,0.58494604903,0.208284170129,0.206769780841
0.01,0.1,100,0.7,108.497800874,12813.4450869,22052.9430546,0.57895960181,0.581031069422,0.631300103825,0.185036865235,0.18366303094
0.01,0.158489319246,0.158489319246,0.7,0.803200145206,94.856862273,4202.74358203,0.0223833880493,0.0225702235746,0.334422739868,0.334422739868,0.331154520263
0.01,0.158489319246,0.251188643151,0.7,0.998589306227,117.932060712,4228.06596026,0.0276630252475,0.0278926728722,0.335761101309,0.333753099439,0.330485799252
0.01,0.158489319246,0.398107170553,0.7,1.27478667911,150.55060083,4267.98379572,0.0349861717391,0.035274407785,0.337848721371,0.332708522359,0.329442756271
0.01,0.158489319246,0.63095734448,0.7,1.67038927682,197.270738208,4330.72811803,0.0451831232537,0.0455514021733,0.341076815712,0.331093170564,0.327830013724
0.01,0.158489319246,1,0.7,2.24432509446,265.051790207,4428.93515419,0.0593688322177,0.059845489035,0.346004030819,0.328627299003,0.325368670178
0.01,0.158489319246,1.58489319246,0.7,3.08716349543,364.58987744,4581.73519101,0.0789540300482,0.0795746288776,0.35338485938,0.324932893093,0.321682247527
0.01,0.158489319246,2.51188643151,0.7,4.33889051232,512.417163021,4817.605793,0.105557884655,0.106363447953,0.364157396172,0.31953955662,0.316303047208
0.01,0.158489319246,3.98107170553,0.7,6.21689139133,734.206553614,5178.21467349,0.140755988864,0.141787585087,0.379353835969,0.311928996236,0.308717167795
0.01,0.158489319246,6.3095734448,0.7,9.06006148446,1069.98113676,5723.75499132,0.185647893423,0.186936921372,0.399915671464,0.301627292938,0.298457035598
0.01,0.158489319246,10,0.7,13.398417109,1582.33513025,6540.93039867,0.240356802169,0.241912852424,0.426450152542,0.288326946811,0.285222900647
0.01,0.158489319246,15.8489319246,0.7,20.063043404,2369.41857681,7755.76607536,0.303702911514,0.305504131222,0.459021101514,0.271992295812,0.268986602674
0.01,0.158489319246,25.1188643151,0.7,30.3598741656,3585.46051012,9554.59696951,0.373268808867,0.375260256561,0.497065375925,0.252902434626,0.250032189449
0.01,0.158489319246,39.8107170553,0.7,46.3445153607,5473.22524394,12217.9525469,0.445863908409,0.44796582921,0.539459738,0.23161871513,0.22892154687
0.01,0.158489319246,63.095734448,0.7,71.2570569912,8415.3630715,16174.239618,0.518171461896,0.520294200547,0.584695173075,0.208897861071,0.206406965854
0.01,0.158489319246,100,0.7,110.210254164,13015.6835289,22084.0338167,0.587311226833,0.589370747977,0.631094250886,0.185582844124,0.183322904991
0.01,0.251188643151,0.251188643151,0.7,1.21522946605,143.51697367,4253.43347354,0.0334652964726,0.0337414407826,0.335091290134,0.335091290134,0.329817419733
0.01,0.251188643151,0.398107170553,0.7,1.51818026136,179.295057175,4293.42256492,0.0414214439512,0.041760403143,0.337178716098,0.334046379871,0.328774904031
0.01,0.251188643151,0.63095734448,0.7,1.94746342241,229.99282401,4356.27911439,0.0523720696693,0.0527957043088,0.340406679425,0.332430355405,0.327162965171
0.01,0.251188643151,1,0.7,2.56380055713,302.781414813,4454.66222996,0.0674328339807,0.0679695562048,0.345334076033,0.329963098527,0.32470282544
0.01,0.251188643151,1.58489319246,0.7,3.46001905366,408.623619895,4607.73683313,0.0879972289248,0.0886820655549,0.352715991785,0.326265839995,0.321018168221
0.01,0.251188643151,2.51188643151,0.7,4.77894762933,564.387319637,4844.03147865,0.115639423324,0.116511901734,0.363491731697,0.320866765477,0.315641502826
0.01,0.251188643151,3.98107170553,0.7,6.74155025841,796.168063695,5205.28595895,0.151855298594,0.152953760845,0.378695590776,0.313245195451,0.308059213773
0.01,0.251188643151,6.3095734448,0.7,9.69122764457,1144.52101562,5751.79002453,0.197633274543,0.198985187348,0.399272061953,0.302923764162,0.297804173885
0.01,0.251188643151,10,0.7,14.1636680068,1672.7102372,6570.36924528,0.25297354539,0.254583901567,0.425831719487,0.289590911926,0.284577368587
0.01,0.251188643151,15.8489319246,0.7,20.9970969855,2479.7290548,7787.19475209,0.316594048595,0.318436758518,0.458440854646,0.273207397738,0.268351747616
0.01,0.251188643151,25.1188643151,0.7,31.5064377352,3720.86813331,9588.77099321,0.386026950929,0.388044321419,0.496536694273,0.254050554194,0.249412751534
0.01,0.251188643151,39.8107170553,0.7,47.7586131545,5640.22830099,12255.824214,0.458096300487,0.460207996012,0.538993721118,0.232682653643,0.228323625239
0.01,0.251188643151,63.095734448,0.7,73.0079604184,8622.14242313,16216.9946807,0.529555345333,0.53167325962,0.584298477548,0.209863965492,0.20583755696
0.01,0.251188643151,100,0.7,112.385170762,13272.5382685,22133.1425643,0.597624907381,0.599668042167,0.630768144734,0.186442759652,0.182789095613
0.01,0.398107170553,0.398107170553,0.7,1.85481162001,219.050770137,4333.52414398,0.0501413985814,0.0505479519344,0.336133398783,0.336133398783,0.327733202434
0.01,0.398107170553,0.63095734448,0.7,2.32649609813,274.756075775,4396.55784632,0.0619970952743,0.0624934517819,0.339360996534,0.334516499112,0.326122504354
0.01,0.398107170553,1,0.7,2.99621332841,353.848784428,4495.21887643,0.0781022218647,0.0787166974856,0.344288430664,0.332047346332,0.323664223005
0.01,0.398107170553,1.58489319246,0.7,3.95963338372,467.627403671,4648.72677763,0.099825837526,0.100592576428,0.351671676538,0.328346032441,0.319982291021
0.01,0.398107170553,2.51188643151,0.7,5.36316370945,633.382456877,4885.69049343,0.128683846541,0.129640315474,0.362451886719,0.322938574285,0.314609538996
0.01,0.398107170553,3.98107170553,0.7,7.43227363157,877.74156971,5247.96341878,0.166072726595,0.167253751535,0.377666599119,0.315300605979,0.307032794902
0.01,0.398107170553,6.3095734448,0.7,10.5160357555,1241.92974973,5795.98751077,0.21284587078,0.214274055528,0.398264981438,0.304949391279,0.296785627283
0.01,0.398107170553,10,0.7,15.1572788014,1790.05434235,6616.7804463,0.268857676137,0.270532528149,0.424862839186,0.291566989125,0.283570171688
0.01,0.398107170553,15.8489319246,0.7,22.2032177682,2622.17030515,7836.74335596,0.332708904351,0.334599486808,0.457530419468,0.275108462863,0.267361117669
0.01,0.398107170553,25.1188643151,0.7,32.9800927421,3894.90481751,9642.64784332,0.401879110185,0.403924822393,0.495705668053,0.255848240436,0.24844609151
0.01,0.398107170553,39.8107170553,0.7,49.5690737948,5854.04127977,12315.5303506,0.473217881174,0.475338139172,0.538259650157,0.234349877474,0.227390472369
0.01,0.398107170553,63.095734448,0.7,75.2424342295,8886.03078994,16284.3991842,0.543568582353,0.545677534027,0.583672069654,0.211379071644,0.204948858702
0.01,0.398107170553,100,0.7,115.153445529,13599.4678139,22210.5630891,0.610276731041,0.61229730013,0.630251729016,0.187792327773,0.181955943212
0.01,0.63095734448,0.63095734448,0.7,2.85156067181,336.765499264,4459.87050869,0.0749186715351,0.0755101518324,0.337743151409,0.337743151409,0.324513697181
0.01,0.63095734448,1,0.7,3.58847946087,423.794622077,4558.96909647,0.0922439150413,0.092958432731,0.34267006388,0.335271688468,0.322058247652
0.01,0.63095734448,1.58489319246,0.7,4.63650126624,547.564594785,4713.15905028,0.115307527545,0.116177830823,0.35005450215,0.331565029688,0.318380468162
0.01,0.63095734448,2.51188643151,0.7,6.14653888502,725.898016766,4951.17566975,0.145550503108,0.146611242498,0.360840378942,0.326145941295,0.313013679763
0.01,0.63095734448,3.98107170553,0.7,8.34973354488,986.092357689,5315.05083368,0.184246786411,0.185528302277,0.376070165539,0.318484443758,0.305445390703
0.01,0.63095734448,6.3095734448,0.7,11.6022983525,1370.21590875,5865.46556899,0.232088374392,0.233607356932,0.39670024196,0.308089514128,0.295210243912
0.01,0.63095734448,10,0.7,16.4560513865,1943.43764657,6689.73927954,0.288760648889,0.290510222501,0.423354606653,0.294633232933,0.282012160413
0.01,0.63095734448,15.8489319246,0.7,23.7695245775,2807.14904323,7914.63439636,0.352734404135,0.354678296262,0.456109868862,0.278061592119,0.265828539019
0.01,0.63095734448,25.1188643151,0.7,34.8832051848,4119.65985017,9727.34229869,0.421438626213,0.423513404142,0.494405426022,0.258644158545,0.246950415434
0.01,0.63095734448,39.8107170553,0.7,51.8961994083,6128.87170047,12409.3869414,0.491764519831,0.493889966475,0.537107392189,0.23694610668,0.225946501131
0.01,0.63095734448,63.095734448,0.7,78.1033607985,9223.90238914,16390.355113,0.560670541828,0.562764035651,0.582685123652,0.213741278325,0.203573598024
0.01,0.63095734448,100,0.7,118.686387686,14016.7035546,22332.2606323,0.62565425149,0.627643738599,0.629434538909,0.189898835008,0.180666626083
0.01,1,1,0.7,4.41,520.815098355,4658.75385208,0.110951213483,0.111792791568,0.340196480701,0.340196480701,0.319607038598
0.01,1,1.58489319246,0.7,5.56452909841,657.163439838,4814.01306339,0.135511258172,0.136510522756,0.34758076063,0.336483762422,0.315935476948
0.01,1,2.51188643151,0.7,7.20865145492,851.332089909,5053.6797154,0.167270044306,0.168457863943,0.358372427097,0.331049952665,0.310577620239
0.01,1,3.98107170553,0.7,9.58064879847,1131.46180188,5420.0647582,0.207353192504,0.208754295816,0.373621285507,0.323356709555,0.303022004938
0.01,1,6.3095734448,0.7,13.0457235941,1540.68249814,5974.22288252,0.256264280328,0.25788835275,0.394294672304,0.312900415589,0.292804912107
0.01,1,10,0.7,18.1670108524,2145.49966982,6803.94507096,0.31349870864,0.315331715268,0.421029313369,0.299337682863,0.279633003768
0.01,1,15.8489319246,0.7,25.8172896768,3048.98736106,8036.55858897,0.377389552156,0.379389676228,0.453912081911,0.282600063478,0.263487854611
0.01,1,25.1188643151,0.7,37.3549834549,4411.57355603,9859.91132087,0.445323846697,0.447425277213,0.492385376648,0.262948856619,0.244665766733
0.01,1,39.8107170553,0.7,54.9017786339,6483.82658482,12556.2899031,0.514256876291,0.516380764928,0.535308542023,0.240950853841,0.223740604135
0.01,1,63.095734448,0.7,81.780955612,9658.2214151,16556.1862506,0.581292027725,0.58336027808,0.581135693953,0.21739172965,0.201472576397
0.01,1,100,0.7,123.21,14550.9361153,22522.7173869,0.644109080885,0.646055973855,0.628143283526,0.193159761679,0.178696954795
0.01,1.58489319246,1.58489319246,0.7,6.85314293456,809.347009411,4970.93783683,0.161659986878,0.162815757505,0.343863483437,0.343863483437,0.312273033126
0.01,1.58489319246,2.51188643151,0.7,8.66606797476,1023.45103053,5213.17345617,0.194981942931,0.196320156835,0.354657549078,0.338414172058,0.306928278864
0.01,1.58489319246,3.98107170553,0.7,11.2505753064,1328.67788769,5583.46406634,0.236428003792,0.237966587034,0.369926289701,0.330682433692,0.299391276607
0.01,1.58489319246,6.3095734448,0.7,14.9831843263,1769.49401781,6143.44412805,0.286288980153,0.288029642807,0.390653291312,0.320145945996,0.289200762692
0.01,1.58489319246,10,0.7,20.4412772179,2414.08748407,6981.63632708,0.343855643996,0.345776745017,0.41749477802,0.306437683075,0.276067538905
0.01,1.58489319246,15.8489319246,0.7,28.5155692131,3367.65056334,8226.2446887,0.407324387701,0.409378846702,0.450554177355,0.289466307539,0.259979515106
0.01,1.58489319246,25.1188643151,0.7,40.5870639468,4793.27793682,10066.136726,0.474057885412,0.476178504953,0.489280121553,0.269478877339,0.241241001107
0.01,1.58489319246,39.8107170553,0.7,58.8058747136,6944.89510721,12784.7841192,0.541104903702,0.543215672823,0.532523614315,0.247042685851,0.220433699834
0.01,1.58489319246,63.095734448,0.7,86.5310691923,10219.2034721,16814.0853987,0.605747391599,0.607776351184,0.578717266534,0.222959737496,0.19832299597
0.01,1.58489319246,100,0.7,129.025186511,15237.70186,22818.8719903,0.665878302493,0.66776753323,0.626108912935,0.198146414117,0.175744672949
0.01,2.51188643151,2.51188643151,0.7,10.691503003,1262.65219684,5459.36909545,0.229773311523,0.231281705773,0.349198816605,0.349198816605,0.301602366791
0.01,2.51188643151,3.98107170553,0.7,13.5435445589,1599.47448787,5835.67614375,0.27239691235,0.274085546982,0.364478534247,0.341429296838,0.294092168914
0.01,2.51188643151,6.3095734448,0.7,17.6129592122,2080.06691256,6404.61915352,0.322914036812,0.324776050332,0.385260146152,0.330799828389,0.28394002546
0.01,2.51188643151,10,0.7,23.4950652746,2774.73576685,7255.84431898,0.380407611008,0.382413905932,0.412229058597,0.316908091113,0.270862850291
0.01,2.51188643151,15.8489319246,0.7,32.1031582253,3791.34002463,8518.90276464,0.442951058201,0.445050275766,0.445515177432,0.299626883877,0.254857938691
0.01,2.51188643151,25.1188643151,0.7,44.8466685468,5296.3315397,10384.2298442,0.507910847478,0.510036046886,0.484579844224,0.279178676394,0.236241479383
0.01,2.51188643151,39.8107170553,0.7,63.9114968143,7547.86224475,13137.1204381,0.572464708668,0.574544648525,0.528265807216,0.256127403296,0.215606789488
0.01,2.51188643151,63.095734448,0.7,92.7017642234,10947.9542974,17211.6375465,0.634107906664,0.636078599022,0.574977353153,0.231295778807,0.19372686804
0.01,2.51188643151,100,0.7,136.536728919,16124.8049662,23275.2504585,0.690974806298,0.69278760265,0.622922020189,0.205639838477,0.171438141334
0.01,3.98107170553,3.98107170553,0.7,16.7323917481,1976.07307347,6221.11751055,0.315799332924,0.317639567187,0.3566899194,0.3566899194,0.286620161201
0.01,3.98107170553,6.3095734448,0.7,21.2258195722,2506.7408862,6803.65939031,0.366463606418,0.368440091191,0.377502594408,0.345974637656,0.276522767936
0.01,3.98107170553,10,0.7,27.6417265902,3264.45091899,7674.64845997,0.423277931517,0.425355107275,0.404594801521,0.331879532785,0.263525665694
0.01,3.98107170553,15.8489319246,0.7,36.9218351287,4360.41931837,8965.67667108,0.48422177142,0.486345813968,0.438137854311,0.31422255351,0.247639592178
0.01,3.98107170553,25.1188643151,0.7,50.5113629509,5965.32436809,10869.5570749,0.546703763215,0.548810252981,0.477617909936,0.29318437371,0.229197716353
0.01,3.98107170553,39.8107170553,0.7,70.6412641487,8342.63876089,13674.3512993,0.608069230773,0.610093932669,0.521874035013,0.269316103522,0.208809861465
0.01,3.98107170553,63.095734448,0.7,100.772378935,11901.0830945,17817.4073831,0.666058239206,0.667946959879,0.569277275627,0.243463076359,0.187259648014
0.01,3.98107170553,100,0.7,146.295370468,17277.2874737,23970.1973333,0.71906743614,0.72078202918,0.617982091798,0.216633912998,0.165383995204
0.01,6.3095734448,6.3095734448,0.7,26.2530483518,3100.44987743,7406.43508935,0.416547561022,0.418615682177,0.366748103835,0.366748103835,0.26650379233
0.01,6.3095734448,10,0.7,33.3409709576,3937.52405182,8306.81905026,0.471891391195,0.47401105381,0.393905056845,0.352474036111,0.253620907045
0.01,6.3095734448,15.8489319246,0.7,43.4670969968,5133.40598585,9639.43886716,0.530424537583,0.532541993013,0.427678881518,0.334417860592,0.23790325789
0.01,6.3095734448,25.1188643151,0.7,58.1216977493,6864.09472332,11600.6487298,0.589643239013,0.591699212967,0.467601042796,0.31269190806,0.219707049145
0.01,6.3095734448,39.8107170553,0.7,79.5924463246,9399.76139702,14482.6335544,0.647097295688,0.649036748858,0.512520399774,0.287815444871,0.199664155355
