beta12,beta13,beta23,alpha,T1,T_Phi,T_alpha,certified_band_fraction,T_Phi_over_T_alpha,x1*,x2*,x3*
0.1,10,39.8107170553,0.9,95.8064879847,202.915745288,206.134532904,0.970825299967,0.984385015114,0.623876433882,0.32226712884,0.0538564372779
0.1,10,63.095734448,0.9,130.457235941,276.305162794,279.478777841,0.978703649101,0.988644522234,0.676307662084,0.278558852407,0.0451334855094
0.1,10,100,0.9,181.670108524,384.772746013,387.971789809,0.984493370214,0.991754442256,0.724864187905,0.237676379494,0.0374594326011
0.1,15.8489319246,15.8489319246,0.9,68.5314293456,145.147853281,148.206161157,0.961615084151,0.979364502447,0.467956663949,0.467956663949,0.0640866721017
0.1,15.8489319246,25.1188643151,0.9,86.6606797476,183.545152193,186.221020573,0.973123149662,0.985630685667,0.524690328296,0.42062847047,0.0546812012338
0.1,15.8489319246,39.8107170553,0.9,112.505753064,238.284371052,240.647222482,0.981560602977,0.990181264486,0.581536776813,0.372368445964,0.046094777223
0.1,15.8489319246,63.095734448,0.9,149.831843263,317.340096512,319.45071221,0.987556716355,0.993392984842,0.636733895298,0.3248329916,0.0384331131015
0.1,15.8489319246,100,0.9,204.412772179,432.941138808,434.852745697,0.991704534328,0.995604013293,0.688776421742,0.279486052148,0.0317375261096
0.1,25.1188643151,25.1188643151,0.9,106.91503003,226.4433595,228.565688037,0.982553908281,0.990714579448,0.476784989574,0.476784989574,0.0464300208529
0.1,25.1188643151,39.8107170553,0.9,135.435445589,286.848886314,288.5090502,0.989154473174,0.994245712972,0.534354903725,0.42669117366,0.0389539226145
0.1,25.1188643151,63.095734448,0.9,176.129592122,373.03807085,374.314976316,0.993557014956,0.99658868721,0.59151507784,0.376154912398,0.0323300097616
0.1,25.1188643151,100,0.9,234.950652746,497.61960605,498.58085109,0.996353812854,0.998072037788,0.646562217907,0.32685855996,0.0265792221323
0.1,39.8107170553,39.8107170553,0.9,167.323917481,354.387872205,355.484414589,0.994172302897,0.996915357358,0.483730539521,0.483730539521,0.0325389209577
0.1,39.8107170553,63.095734448,0.9,212.258195722,449.557549645,450.216423401,0.997231136901,0.998536539936,0.541746508409,0.431355496531,0.0268979950605
0.1,39.8107170553,100,0.9,276.417265902,585.444855572,585.781509171,0.998911788914,0.999425291523,0.598955125388,0.379012652739,0.0220322218725
0.1,63.095734448,63.095734448,0.9,262.530483518,556.032997813,556.278671959,0.999163657323,0.999558361378,0.488920267695,0.488920267695,0.0221594646095
0.1,63.095734448,100,0.9,333.409709576,706.153425809,706.185445472,0.999914104756,0.99995465828,0.547132973503,0.434768652592,0.0180983739053
0.1,100,100,0.9,412.749110641,874.192292867,874.243969313,0.999888023788,0.999940890132,0.492625602164,0.492625602164,0.0147487956713
0.158489319246,0.158489319246,0.158489319246,0.9,1.42640387322,3.02108772698,6.87613935224,0.29261674441,0.439358129937,0.333333333333,0.333333333333,0.333333333333
0.158489319246,0.158489319246,0.251188643151,0.9,1.68325084612,3.56508319148,7.44960292148,0.326347111789,0.478560163415,0.353688879118,0.323155560441,0.323155560441
0.158489319246,0.158489319246,0.398107170553,0.9,2.03681902014,4.31393174078,8.28871719134,0.364227416743,0.520458309916,0.379322048629,0.310338975686,0.310338975686
0.158489319246,0.158489319246,0.63095734448,0.9,2.52982568553,5.35810752725,9.50403302691,0.405534522172,0.563771981018,0.410097405996,0.294951297002,0.294951297002
0.158489319246,0.158489319246,1,0.9,3.2263859592,6.83340476486,11.2537911686,0.449338075205,0.607209131795,0.445417608805,0.277291195598,0.277291195598
0.158489319246,0.158489319246,1.58489319246,0.9,4.22359940395,8.94547789906,13.7696907196,0.494639988135,0.649649878216,0.484336075567,0.257831962216,0.257831962216
0.158489319246,0.158489319246,2.51188643151,0.9,5.66967308641,12.0082257901,17.3971892563,0.540485522409,0.69023941817,0.525717065223,0.237141467388,0.237141467388
0.158489319246,0.158489319246,3.98107170553,0.9,7.79234192142,16.5039852915,22.6580368531,0.586023284487,0.728394317586,0.568389162887,0.215805418556,0.215805418556
0.158489319246,0.158489319246,6.3095734448,0.9,10.9435307218,23.1781243547,30.3474985627,0.630520197376,0.763757326055,0.611259775358,0.194370112321,0.194370112321
0.158489319246,0.158489319246,10,0.9,15.6696589242,33.1879456798,41.6862044863,0.673351760473,0.796137381391,0.653381082872,0.173309458564,0.173309458564
0.158489319246,0.158489319246,15.8489319246,0.9,22.8224619714,48.3374036317,58.5582807381,0.713987885009,0.825458039793,0.693974153241,0.153012923379,0.153012923379
0.158489319246,0.158489319246,25.1188643151,0.9,33.733870852,71.4474947301,83.8858542642,0.751986687508,0.851722800665,0.732425947692,0.133787026154,0.133787026154
0.158489319246,0.158489319246,39.8107170553,0.9,50.4922200584,106.941259198,122.219165075,0.786999071639,0.874995825183,0.768274576828,0.115862711586,0.115862711586
0.158489319246,0.158489319246,63.095734448,0.9,76.3788023657,161.768393063,180.667640886,0.818779765013,0.895392181298,0.801193751762,0.0994031241191,0.0994031241191
0.158489319246,0.158489319246,100,0.9,116.558244099,246.867445707,270.370326894,0.847197432344,0.913071521356,0.83098104766,0.0845094761699,0.0845094761699
0.158489319246,0.251188643151,0.251188643151,0.9,1.96134881784,4.15408773992,8.03317564541,0.361133310346,0.517116508251,0.343244318468,0.343244318468,0.313511363063
0.158489319246,0.251188643151,0.398107170553,0.9,2.34167041428,4.95959936878,8.88742894319,0.399942793938,0.55804658473,0.368716239918,0.329960099739,0.301323660343
0.158489319246,0.251188643151,0.63095734448,0.9,2.86835764301,6.075109746,10.1245855674,0.441931005533,0.600035399531,0.399517457001,0.313847314833,0.286635228166
0.158489319246,0.251188643151,1,0.9,3.60731923375,7.64021191266,11.9047127593,0.486043317881,0.641780450075,0.435113465019,0.2951753211,0.269711213881
0.158489319246,0.251188643151,1.58489319246,0.9,4.65791277407,9.86534275413,14.4614900305,0.531176512801,0.682180240992,0.474582368751,0.274427305458,0.250990325791
0.158489319246,0.251188643151,2.51188643151,0.9,6.17118801531,13.0704218658,18.1425919994,0.576309500513,0.72042748171,0.516767796636,0.252220411875,0.231011791489
0.158489319246,0.251188643151,3.98107170553,0.9,8.37845860037,17.7453657579,23.4723761834,0.620574950538,0.756010623689,0.560438890527,0.229218441652,0.210342667821
0.158489319246,0.251188643151,6.3095734448,0.9,11.6361546938,24.6450846039,31.2493100994,0.663275726983,0.788660118431,0.604420745103,0.206058314028,0.189520940869
0.158489319246,0.251188643151,10,0.9,16.4963676339,34.9388940499,42.6980657334,0.703867602243,0.81827814562,0.647679017912,0.183300865967,0.169020116121
0.158489319246,0.251188643151,15.8489319246,0.9,23.8179733649,50.4458718638,59.7079354347,0.741931642253,0.844877175814,0.689359514655,0.161406835702,0.149233649643
0.158489319246,0.251188643151,25.1188643151,0.9,34.9418922334,74.0060538016,85.2076715606,0.777152211527,0.868537450281,0.728794349708,0.140732324507,0.130473325785
0.158489319246,0.251188643151,39.8107170553,0.9,51.9677756641,110.066449065,123.75599864,0.809306471069,0.889382739218,0.765489820835,0.121535539535,0.11297463963
0.158489319246,0.251188643151,63.095734448,0.9,78.1911636048,165.606928837,182.47317336,0.838263142776,0.907568634817,0.799108584102,0.10398764624,0.0969037696577
0.158489319246,0.251188643151,100,0.9,118.794618509,251.604030772,272.512011185,0.863984289291,0.923276848157,0.82945297431,0.0881835114209,0.0823635142692
0.158489319246,0.398107170553,0.398107170553,0.9,2.75567257406,5.83644558839,9.76433409277,0.439566528659,0.59773104166,0.35505965521,0.35505965521,0.28988068958
0.158489319246,0.398107170553,0.63095734448,0.9,3.32476111987,7.04176089465,11.0342029087,0.482136045202,0.638175766108,0.385695630258,0.338279178182,0.27602519156
0.158489319246,0.398107170553,1,0.9,4.11710280617,8.71992076859,12.859922587,0.526468356641,0.678069460341,0.421431951329,0.318584186292,0.259983862379
0.158489319246,0.398107170553,1.58489319246,0.9,5.23489790527,11.0873828308,15.4782592065,0.571344186089,0.716319754232,0.461403605512,0.296441926143,0.242154468345
0.158489319246,0.398107170553,2.51188643151,0.9,6.83277489657,14.4716463331,19.2403538316,0.615661723894,0.752150737961,0.504453748802,0.272505073071,0.223041178127
0.158489319246,0.398107170553,3.98107170553,0.9,9.14655277467,19.3721700078,24.674630345,0.658524352862,0.785104771055,0.549294888534,0.24751767517,0.203187436296
0.158489319246,0.398107170553,6.3095734448,0.9,12.5383336058,26.5558769747,32.5845230281,0.699262242495,0.814984370089,0.594655121427,0.222224517145,0.183120361428
0.158489319246,0.398107170553,10,0.9,17.5673492296,37.2072062828,44.20093702,0.737409364736,0.841774152116,0.639386022316,0.197301098661,0.163312879024
0.158489319246,0.398107170553,15.8489319246,0.9,25.1014649487,53.1642749362,61.4210972465,0.772662282409,0.865570257119,0.68252488566,0.173311323483,0.144163790857
0.158489319246,0.398107170553,25.1188643151,0.9,36.4929180415,77.2910876696,87.1839018517,0.804840753947,0.886529348056,0.723317103845,0.150691016068,0.125991880087
0.158489319246,0.398107170553,39.8107170553,0.9,53.8556071055,114.064828841,126.061050885,0.83385986684,0.904837997461,0.761211667329,0.129749962914,0.109038369757
0.158489319246,0.398107170553,63.095734448,0.9,80.503008217,170.503357903,185.189355026,0.859714303057,0.920697401206,0.795843334403,0.110684017945,0.0934726476519
0.158489319246,0.398107170553,100,0.9,121.640264077,257.63103691,275.742681584,0.88247008083,0.934316861758,0.827010904634,0.0935907900832,0.0793983052829
0.158489319246,0.63095734448,0.63095734448,0.9,3.94722976123,8.36013390819,12.3514492651,0.525081971613,0.676854491222,0.368445885969,0.368445885969,0.263108228062
0.158489319246,0.63095734448,1,0.9,4.80677300632,10.1806250028,14.2434813355,0.569462550821,0.714756790352,0.404051209169,0.347878586909,0.248070203922
0.158489319246,0.63095734448,1.58489319246,0.9,6.00916985548,12.7272714556,16.9517981941,0.613938570537,0.750791822194,0.444332334523,0.324404122373,0.231263543104
0.158489319246,0.63095734448,2.51188643151,0.9,7.71355413982,16.3371147406,20.8328898798,0.657316862053,0.784198199813,0.488170021008,0.298678325463,0.213151653529
0.158489319246,0.63095734448,3.98107170553,0.9,10.1614167557,21.5216265363,26.4214537451,0.698658298752,0.814551187985,0.534241038845,0.271510086105,0.19424887505
0.158489319246,0.63095734448,6.3095734448,0.9,13.7220002705,29.0628533652,34.5285533875,0.737308722327,0.841704922852,0.581175215785,0.243757041162,0.175067743053
0.158489319246,0.63095734448,10,0.9,18.9635258824,40.1642735128,46.3946135988,0.772873020916,0.865709839942,0.627688154972,0.216232424285,0.156079420744
0.158489319246,0.63095734448,15.8489319246,0.9,26.7651758256,56.6879729617,63.9289104157,0.805161199922,0.886734539868,0.672672992942,0.189637977212,0.137689029846
0.158489319246,0.63095734448,25.1188643151,0.9,38.4934345519,81.5281316027,90.0856934559,0.83413089415,0.905006427492,0.715248075824,0.164527596522,0.120224327654
0.158489319246,0.63095734448,39.8107170553,0.9,56.2801367867,119.199922064,129.45624413,0.859840562194,0.920773832618,0.754768197425,0.141297827277,0.103933975298
0.158489319246,0.63095734448,63.095734448,0.9,83.4613388537,176.7690282,189.202317696,0.882417491948,0.934285744237,0.790811950199,0.120196873961,0.0889911758402
0.158489319246,0.63095734448,100,0.9,125.270610301,265.320019414,280.529482387,0.902038042856,0.945783014163,0.823156809334,0.101343593455,0.0754995972113
0.158489319246,1,1,0.9,5.75091800146,12.1803004881,16.2288431896,0.61361217714,0.750534116681,0.382941822989,0.382941822989,0.234116354022
0.158489319246,1,1.58489319246,0.9,7.05982214366,14.9525267236,19.0645880145,0.657464265845,0.784308935089,0.423166474868,0.358405136953,0.218428388179
0.158489319246,1,2.51188643151,0.9,8.89829116575,18.8463581295,23.115273495,0.699731260363,0.815320577264,0.467526321548,0.331048260738,0.201425417714
0.158489319246,1,3.98107170553,0.9,11.5149564653,24.3883897872,28.9250785594,0.739422345941,0.843157253217,0.51470631967,0.30170620704,0.18358747329
0.158489319246,1,6.3095734448,0.9,15.2880499682,32.3797074557,37.3165721046,0.775887614322,0.867703157859,0.563259362952,0.271333180798,0.16540745625
0.158489319246,1,10,0.9,20.7971098043,44.0477583987,49.5444732896,0.808792382172,0.889054933358,0.611759527861,0.240888923301,0.147351548838
0.158489319246,1,15.8489319246,0.9,28.935565381,61.2848037552,67.536067954,0.838052258855,0.907438138048,0.658926931536,0.211242656821,0.129830411643
0.158489319246,1,25.1188643151,0.9,41.0878372779,87.0230116866,94.2684506592,0.863757890104,0.923140362211,0.703709893054,0.183108282243,0.113181824703
0.158489319246,1,39.8107170553,0.9,59.4083404683,125.825379221,134.361945964,0.886108657653,0.936465889338,0.745322693744,0.157013807245,0.097663499011
0.158489319246,1,63.095734448,0.9,87.2615581232,184.817797563,195.01522149,0.905363552308,0.947709600056,0.783246928119,0.133299628684,0.0834534431968
0.158489319246,1,100,0.9,129.916847071,275.160632683,287.480688111,0.921809119743,0.957144754632,0.817208438823,0.112136412755,0.0706551484219
0.158489319246,1.58489319246,1.58489319246,0.9,8.5028110236,18.00874108,22.07549998,0.700371907655,0.815779533705,0.398044019427,0.398044019427,0.203911961147
0.158489319246,1.58489319246,2.51188643151,0.9,10.5100827294,22.260092348,26.3609145002,0.741286627003,0.844435512576,0.442453316726,0.369457368659,0.188089314615
0.158489319246,1.58489319246,3.98107170553,0.9,13.339258017,28.2522148452,32.4789469428,0.779164012854,0.869862403327,0.490392060308,0.338205009692,0.17140293
0.158489319246,1.58489319246,6.3095734448,0.9,17.3798857441,36.8101633092,41.2690669385,0.813350504018,0.89195530793,0.540385907009,0.305293483392,0.154320609599
0.158489319246,1.58489319246,10,0.9,23.2257512136,49.1915601598,54.0069377879,0.843561013591,0.910837795561,0.59088898092,0.271812985215,0.137298033865
0.158489319246,1.58489319246,15.8489319246,0.9,31.788219961,67.3266548067,72.6461449492,0.86980518115,0.926775327911,0.640438669919,0.238813748241,0.120747581839
0.158489319246,1.58489319246,25.1188643151,0.9,44.4742928136,94.1954398109,100.197028787,0.892295507913,0.940102126297,0.687778142091,0.207206401489,0.10501545642
0.158489319246,1.58489319246,39.8107170553,0.9,63.4668115918,134.421119552,141.322049555,0.911362033128,0.951168766479,0.731932044075,0.177699554424,0.0903684015014
0.158489319246,1.58489319246,63.095734448,0.9,92.1660467473,195.205381801,203.273293743,0.927386267224,0.96031002502,0.772233969456,0.15077635864,0.0769896719032
0.158489319246,1.58489319246,100,0.9,135.886408626,287.804014748,297.370838023,0.940756992416,0.96782864339,0.808314341005,0.126703098856,0.0649825601392
0.158489319246,2.51188643151,2.51188643151,0.9,12.7298644232,26.9615344555,30.963013511,0.780538236359,0.870765839568,0.413260435764,0.413260435764,0.173479128472
0.158489319246,2.51188643151,3.98107170553,0.9,15.826573935,33.5202877482,37.499562259,0.816394746709,0.893884774352,0.461369594981,0.380630113634,0.158000291385
0.158489319246,2.51188643151,6.3095734448,0.9,20.2040072956,42.7915821197,46.8341275743,0.848196500342,0.913683767287,0.512359859113,0.345548607981,0.142091532906
0.158489319246,2.51188643151,10,0.9,26.4738859358,56.0710282608,60.2721876113,0.875699099001,0.930296882908,0.564620770276,0.309187919494,0.126191310229
0.158489319246,2.51188643151,15.8489319246,0.9,35.5701556389,75.3366999805,79.8046858757,0.898993255466,0.944013489356,0.616528788119,0.272764504147,0.110706707734
0.158489319246,2.51188643151,25.1188643151,0.9,48.9282440792,103.628797192,108.489076133,0.918398068429,0.955200291911,0.666608493476,0.237404616185,0.0959868903388
0.158489319246,2.51188643151,39.8107170553,0.9,68.7667803581,145.646320839,151.047390715,0.934357926456,0.964242547648,0.713654407734,0.204041269275,0.0823043229911
0.158489319246,2.51188643151,63.095734448,0.9,98.531088444,208.686380915,214.807081647,0.947360580945,0.971506057038,0.756797915385,0.173356170809,0.0698459138064
0.158489319246,2.51188643151,100,0.9,143.5922977,304.124895071,311.183526561,0.95788185612,0.977316821465,0.795519115163,0.145766817918,0.0587140669186
0.158489319246,3.98107170553,3.98107170553,0.9,19.2600890803,40.7923869485,44.5924826273,0.849990658336,0.914781697388,0.428123575053,0.428123575053,0.143752849894
0.158489319246,3.98107170553,6.3095734448,0.9,24.0615356116,50.9617306105,54.6546595218,0.879288923807,0.932431581431,0.479402635538,0.391527769361,0.1290695951
0.158489319246,3.98107170553,10,0.9,30.8652152074,65.3717538243,69.0328092227,0.904079481746,0.946966443352,0.532879685723,0.352754451689,0.114365862588
0.158489319246,3.98107170553,15.8489319246,0.9,40.6335004982,86.0607377509,89.7694615785,0.924521190874,0.958686130423,0.586831243109,0.31313421499,0.100034541902
0.158489319246,3.98107170553,25.1188643151,0.9,54.8376064393,116.144678868,119.987024096,0.941022569874,0.967976993708,0.639585395016,0.273995983141,0.0864186218435
0.158489319246,3.98107170553,39.8107170553,0.9,75.7412156485,160.418000343,164.489531604,0.954122720897,0.975247474892,0.689689674263,0.236521373384,0.0737889523525
0.158489319246,3.98107170553,63.095734448,0.9,106.846371112,226.297941628,230.708025923,0.964395080128,0.980884564908,0.736027752126,0.201640877669,0.0623313702056
0.158489319246,3.98107170553,100,0.9,153.595607205,325.311654404,330.188705482,0.972382549911,0.985229503624,0.777870208119,0.16998470621,0.0521450856709
0.158489319246,6.3095734448,6.3095734448,0.9,29.3967830985,62.2616513452,65.6727373353,0.905968400779,0.948059329814,0.442181399895,0.442181399895,0.115637200209
0.158489319246,6.3095734448,10,0.9,36.8724782821,78.0949867659,81.290682757,0.928054363545,0.960688040957,0.496051811584,0.401764922387,0.102183266029
0.158489319246,6.3095734448,15.8489319246,0.9,47.4867810736,100.575814599,103.620462306,0.94576076892,0.970617312064,0.551413760852,0.35950839175,0.0890778473979
0.158489319246,6.3095734448,25.1188643151,0.9,62.755959945,132.915553543,135.871805432,0.95956756201,0.978242344839,0.606465072623,0.316888318812,0.076646608565
0.158489319246,6.3095734448,39.8107170553,0.9,85.0004165316,180.028756227,182.958883847,0.970088061804,0.983984775385,0.65952816431,0.275323598538,0.065148237152
0.158489319246,6.3095734448,63.095734448,0.9,117.793598832,249.483896132,252.451754758,0.977960052958,0.988243858205,0.709218059369,0.236022215171,0.0547597254604
0.158489319246,6.3095734448,100,0.9,166.667934805,352.998517304,356.072045049,0.983772644951,0.99136824194,0.754544469959,0.199882650251,0.0455728797902
0.158489319246,10,10,0.9,45.1941909664,95.7201660928,98.521583433,0.947467573219,0.971565445433,0.454997076878,0.454997076878,0.0900058462449
0.158489319246,10,15.8489319246,0.9,56.8735666883,120.456791753,122.929001823,0.962573706994,0.979889122718,0.510844927619,0.410980700752,0.0781743716287
0.158489319246,10,25.1188643151,0.9,73.4835929371,155.636411907,157.83763331,0.973904967751,0.986053887418,0.567484012062,0.365529479964,0.0669865079738
0.158489319246,10,39.8107170553,0.9,97.4160763606,206.32481321,208.306576311,0.98212864852,0.99048631524,0.623081613972,0.320241163849,0.0566772221787
0.158489319246,10,63.095734448,0.9,132.334358541,280.280861511,282.08876889,0.9879275183,0.993590998374,0.67600401093,0.276590694475,0.0474052945946
0.158489319246,10,100,0.9,183.884036757,389.461790638,391.136581628,0.99191908118,0.995718142795,0.724973356282,0.235776969253,0.0392496744646
0.158489319246,15.8489319246,15.8489319246,0.9,69.8937897875,148.033298622,150.017299823,0.975238214104,0.986774850614,0.466183890343,0.466183890343,0.0676322193149
0.158489319246,15.8489319246,25.1188643151,0.9,88.1918428732,186.788117396,188.359012778,0.984317262998,0.991660099728,0.523404538494,0.41888230596,0.0577131555457
0.158489319246,15.8489319246,39.8107170553,0.9,114.249426177,241.977427095,243.200973148,0.990511582978,0.994968991952,0.580770099063,0.370611266936,0.0486186340014
0.158489319246,15.8489319246,63.095734448,0.9,151.843050601,321.599783351,322.533065595,0.994532297369,0.997106398247,0.636469139763,0.323050259182,0.0404806010553
0.158489319246,15.8489319246,100,0.9,206.760785151,437.914171553,438.606715654,0.997012912417,0.99842103626,0.688951998483,0.277688161017,0.0333598404994
0.158489319246,25.1188643151,25.1188643151,0.9,108.61499584,230.043844565,231.100423486,0.991373839799,0.995428052856,0.475475719671,0.475475719671,0.0490485606581
0.158489319246,25.1188643151,39.8107170553,0.9,137.347921386,290.899462219,291.549165506,0.995786653407,0.997771548118,0.533539899168,0.425305203611,0.0411548972213
0.158489319246,25.1188643151,63.095734448,0.9,178.309602143,377.655277551,377.998773714,0.998279845819,0.999091277043,0.591205169345,0.374663143133,0.0341316875225
0.158489319246,25.1188643151,100,0.9,237.467468401,502.950158658,503.084168216,0.999495477663,0.999733623981,0.646719940988,0.325262133433,0.0280179255798
0.158489319246,39.8107170553,39.8107170553,0.9,169.448903267,358.888538949,359.144159024,0.998652469857,0.999288252172,0.482795963409,0.482795963409,0.034408073182
0.158489319246,39.8107170553,63.095734448,0.9,214.650715731,454.624847185,454.665731886,0.999829657738,0.999910077452,0.541304442185,0.430251554953,0.0284440028622
0.158489319246,39.8107170553,100,0.9,279.146591545,591.225499019,591.236989849,0.999963181085,0.999980564765,0.598998946673,0.377722045526,0.0232790078011
0.158489319246,63.095734448,63.095734448,0.9,265.190537752,561.666926148,561.702675256,0.999879434589,0.999936355817,0.488273668965,0.488273668965,0.0234526620692
0.158489319246,63.095734448,100,0.9,336.406569444,712.500700052,712.851142541,0.999069072808,0.999508393172,0.546971552708,0.433875093132,0.0191533541607
0.158489319246,100,100,0.9,416.082776141,881.252913017,882.449171957,0.997434937529,0.998644387713,0.492189849833,0.492189849833,0.0156203003334
0.251188643151,0.251188643151,0.251188643151,0.9,2.26069778836,4.78810137232,8.62752076998,0.396964638605,0.554979987876,0.333333333333,0.333333333333,0.333333333333
0.251188643151,0.251188643151,0.398107170553,0.9,2.66777280722,5.65027608073,9.49772823459,0.436679756584,0.594908165528,0.358622907192,0.320688546404,0.320688546404
0.251188643151,0.251188643151,0.63095734448,0.9,3.2281405993,6.83712104871,10.7577145994,0.479307388357,0.63555516235,0.389404658923,0.305297670538,0.305297670538
0.251188643151,0.251188643151,1,0.9,4.00950350711,8.49202814441,12.5694107195,0.523665096601,0.675610681669,0.425210348355,0.287394825822,0.287394825822
0.251188643151,0.251188643151,1.58489319246,0.9,5.11347714299,10.8302166932,15.1685309237,0.568543905864,0.713992458968,0.465152050943,0.267423974528,0.267423974528
0.251188643151,0.251188643151,2.51188643151,0.9,6.69395394301,14.1776270255,18.9050372319,0.612859064628,0.749939122131,0.508064579507,0.245967710246,0.245967710246
0.251188643151,0.251188643151,3.98107170553,0.9,8.98582627814,19.0317553082,24.3059792951,0.655732943326,0.783007138988,0.552667907259,0.22366604637,0.22366604637
0.251188643151,0.251188643151,6.3095734448,0.9,12.3500296646,26.1570539369,32.1731268228,0.696511960877,0.813009381431,0.597710737855,0.201144631073,0.201144631073
0.251188643151,0.251188643151,10,0.9,17.3443273424,36.7348515038,43.7353126526,0.734740440096,0.83993572415,0.642073150857,0.178963424571,0.178963424571
0.251188643151,0.251188643151,15.8489319246,0.9,24.8347357571,52.5993491798,60.8871413096,0.770118193146,0.863882718887,0.684822867875,0.157588566062,0.157588566062
0.251188643151,0.251188643151,25.1188643151,0.9,36.1711646137,76.6096219572,86.5641742292,0.802461644026,0.885003786374,0.725232553658,0.137383723171,0.137383723171
0.251188643151,0.251188643151,39.8107170553,0.9,53.4645822686,113.236648016,125.333855078,0.831677619805,0.903480132685,0.76277208183,0.118613959085,0.118613959085
0.251188643151,0.251188643151,63.095734448,0.9,80.0247758428,169.490473696,184.327570576,0.857749766746,0.91950690375,0.797089491139,0.10145525443,0.10145525443
0.251188643151,0.251188643151,100,0.9,121.052243918,256.385624921,274.712292023,0.880732387318,0.933287779126,0.82798968833,0.0860051558351,0.0860051558351
0.251188643151,0.398107170553,0.398107170553,0.9,3.10852838943,6.58378537989,10.3916096084,0.477168506843,0.633567428725,0.345593168067,0.345593168067,0.308813663866
0.251188643151,0.398107170553,0.63095734448,0.9,3.71129749858,7.86043527691,11.6855760164,0.520315131841,0.672661344711,0.376168075707,0.329534648759,0.294297275533
0.251188643151,0.398107170553,1,0.9,4.54604050195,9.62840007989,13.5444394094,0.564807098484,0.710874757443,0.412044839728,0.310622453924,0.277332706348
0.251188643151,0.398107170553,1.58489319246,0.9,5.71721569661,12.1089198493,16.2070881066,0.609321439091,0.747137287692,0.452401415254,0.289281769897,0.258316814849
0.251188643151,0.398107170553,2.51188643151,0.9,7.3822942467,15.6355145723,20.0270637367,0.65269836134,0.78071926958,0.49608575282,0.266125160301,0.237789086879
0.251188643151,0.398107170553,3.98107170553,0.9,9.78067387486,20.7152226377,25.5356195573,0.694039127981,0.811228511265,0.541774681604,0.241866757583,0.216358560812
0.251188643151,0.398107170553,6.3095734448,0.9,13.2789619991,28.1245093874,33.5396539442,0.732726573629,0.838545008072,0.588129195888,0.217235459222,0.19463534489
0.251188643151,0.398107170553,10,0.9,18.4420623606,39.0598268163,45.2744243536,0.768391707784,0.862734918752,0.633918593698,0.192903860134,0.173177546168
0.251188643151,0.398107170553,15.8489319246,0.9,26.1449807633,55.3744153317,62.6426989765,0.800856491841,0.883972374059,0.678100089769,0.169441692485,0.152458217746
0.251188643151,0.398107170553,25.1188643151,0.9,37.7489438442,79.9513189046,88.5904709255,0.830076858096,0.902482152644,0.719854512919,0.147294306743,0.132851180338
0.251188643151,0.398107170553,39.8107170553,0.9,55.3791671325,117.291690871,127.698519916,0.856098974282,0.918504701138,0.758588569142,0.126780748441,0.114630682417
0.251188643151,0.398107170553,63.095734448,0.9,82.3633738774,174.443565842,187.115245948,0.879031468782,0.93227874061,0.793917473409,0.108103731369,0.0979787952217
0.251188643151,0.398107170553,100,0.9,123.924642908,262.469294139,278.029258792,0.899029859918,0.944034794321,0.82563933891,0.0913648656212,0.0829957954688
0.251188643151,0.63095734448,0.63095734448,0.9,4.36744670329,9.25014288121,13.0285277696,0.563751353961,0.709991416127,0.359608956501,0.359608956501,0.280782086998
0.251188643151,0.63095734448,1,0.9,5.26939126544,11.1604389049,14.9557425537,0.608180259429,0.746231012254,0.395290251558,0.339807725926,0.264902022516
0.251188643151,0.63095734448,1.58489319246,0.9,6.52516821016,13.8201430649,17.7109710417,0.652163726164,0.780315378099,0.435865692306,0.317133036479,0.247001271216
0.251188643151,0.63095734448,2.51188643151,0.9,8.29675405328,17.5723175707,21.653274079,0.694459597225,0.811531665214,0.480234646385,0.292196888973,0.227568464643
0.251188643151,0.63095734448,3.98107170553,0.9,10.8292184192,22.936013757,27.3203899828,0.734137977465,0.839519998483,0.527054123868,0.265772221427,0.207173654705
0.251188643151,0.63095734448,6.3095734448,0.9,14.4963092271,30.7028203686,35.5271011449,0.770608696283,0.864208431852,0.574899747102,0.238694907702,0.186405345196
0.251188643151,0.63095734448,10,0.9,19.8719195767,42.0882286371,47.5184884746,0.803582865649,0.885723220332,0.622411459138,0.21177149963,0.165817041233
0.251188643151,0.63095734448,15.8489319246,0.9,27.8423722036,58.969447948,65.2097364318,0.833001641602,0.904304344332,0.668402253424,0.185708537753,0.145889208822
0.251188643151,0.63095734448,25.1188643151,0.9,39.7831409179,84.2596974285,91.5626357964,0.858960803209,0.920241064443,0.711921075907,0.161070601914,0.127008322179
0.251188643151,0.63095734448,39.8107170553,0.9,57.837377377,122.498118685,131.17810236,0.881648515518,0.933830543981,0.752273632889,0.138265692852,0.109460674258
0.251188643151,0.63095734448,63.095734448,0.9,85.3553850774,180.780570729,191.230179219,0.901302207243,0.94535586102,0.789012604245,0.117551036274,0.0934363594808
0.251188643151,0.63095734448,100,0.9,127.588669696,270.229611233,282.940062654,0.918182571915,0.955077229778,0.821910188076,0.0990509799274,0.0790388319968
0.251188643151,1,1,0.9,6.25593757766,13.2499193192,16.9789170956,0.652242385597,0.780374816871,0.374894582994,0.374894582994,0.250210834013
0.251188643151,1,1.58489319246,0.9,7.61822181542,16.135203262,19.8649726662,0.695448249933,0.812243919641,0.415329128681,0.351121562531,0.233549308788
