beta12,beta13,beta23,k,one_minus_alpha,T1,C_beta,T_alpha,rate_(T-T1)/(1-alpha),rel_err_vs_C,D_estimate
100.0,0.01,1.0,8,1e-8,123.21,1405.78760959730481214272729313,123.2100140578690977084913647263459317813,1405.78690977084913647263459318,4.9781806e-7,-69982.64556756700927
100.0,0.01,1.0,9,1e-9,123.21,1405.78760959730481214272729313,123.2100014057875396145484465184422900935,1405.78753961454844651844229009,4.9781884e-8,-69982.756365624285003
100.0,0.01,1.0,10,1e-10,123.21,1405.78760959730481214272729313,123.2100001405787602599028067597861368043,1405.78760259902806759786136804,4.9781892e-9,-69982.767445448659251
0.0001,1.0,1.0,2,1e-2,4.0401,180.840345574110611615916533283,4.901729504079698436600635208269607248728,86.162950407969843660063520827,0.52354133,-9467.7395166140767956
0.0001,1.0,1.0,3,1e-3,4.0401,180.840345574110611615916533283,4.175546036053635004606671929307275660383,135.446036053635004606671929307,0.25101871,-45394.309520475607009
0.0001,1.0,1.0,4,1e-4,4.0401,180.840345574110611615916533283,4.057345994633918683509921103162532472064,172.459946339186835099211031625,0.046341425,-83803.992349237765167
0.0001,1.0,1.0,5,1e-5,4.0401,180.840345574110611615916533283,4.041899194878592183102757531434117574503,179.919487859218310275753143412,0.0050921033,-92085.771489230134016
0.0001,1.0,1.0,6,1e-6,4.0401,180.840345574110611615916533283,4.040280747340248070670794621127985409841,180.747340248070670794621127985,0.00051429522,-93005.326039940821295
0.0001,1.0,1.0,7,1e-7,4.0401,180.840345574110611615916533283,4.040118083103574684596909472668362495302,180.831035746845969094726683625,5.1480919e-5,-93098.272646425211898
0.0001,1.0,1.0,8,1e-8,4.0401,180.840345574110611615916533283,4.040101808394144983376489738417232576396,180.839414498337648973841723258,5.1486065e-6,-93107.577296264207481
0.0001,1.0,1.0,9,1e-9,4.0401,180.840345574110611615916533283,4.040100180840252465602750398369050770882,180.840252465602750398369050771,5.1486579e-7,-93108.507861217547483
0.0001,1.0,1.0,10,1e-10,4.0401,180.840345574110611615916533283,4.040100018084033626325051974465119271475,180.840336263250519744651192715,5.1486631e-8,-93108.600918712653406
10000.0,10000.0,0.0001,2,1e-2,40004.0001,266601.855944950857970482341597,42642.1855189489405685951816132937635004,263818.541894894056859518161329,0.010439965,-278331.4050056801111
10000.0,10000.0,0.0001,3,1e-3,40004.0001,266601.855944950857970482341597,40257.49061633530343554666205941173792975,253490.516335303435546662059412,0.049179476,-13111339.609647422424
