beta12,beta13,beta23,k,one_minus_alpha,T1,C_beta,T_alpha,rate_(T-T1)/(1-alpha),rel_err_vs_C,D_estimate
0.35150220103552726,0.045444741672625195,0.5973185523273599,4,1e-4,2.49298141218177823283177783986,33.4359608133289980029080856686,2.496326932094622985659935511318832799164,33.4551991284475282815767145934,0.00057537797,192.38315118530278669
0.35150220103552726,0.045444741672625195,0.5973185523273599,5,1e-5,2.49298141218177823283177783986,33.4359608133289980029080856686,2.493315791018360443964887235686512966897,33.4378836582211133109395827024,5.7508289e-5,192.28448921153080315
0.35150220103552726,0.045444741672625195,0.5973185523273599,6,1e-6,2.49298141218177823283177783986,33.4359608133289980029080856686,2.493014848334866190485770960070159003999,33.4361530879576539931202106703,5.750534e-6,192.27462865599021213
0.35150220103552726,0.045444741672625195,0.5973185523273599,7,1e-7,2.49298141218177823283177783986,33.4359608133289980029080856686,2.492984755779782302158146768617959682597,33.4359800406932636892875847101,5.7505045e-7,192.27364265686379499
0.35150220103552726,0.045444741672625195,0.5973185523273599,8,1e-8,2.49298141218177823283177783986,33.4359608133289980029080856686,2.492981746541405593476163620484246704408,33.4359627360644385780624758027,5.7505015e-8,192.27354405751543901
0.35150220103552726,0.045444741672625195,0.5973185523273599,9,1e-9,2.49298141218177823283177783986,33.4359608133289980029080856686,2.492981445617739238434310040353820627974,33.435961005602532200494331951,5.7505012e-9,192.27353419758624628
0.35150220103552726,0.045444741672625195,0.5973185523273599,10,1e-10,2.49298141218177823283177783986,33.4359608133289980029080856686,2.492981415525374316087412972266231078244,33.4359608325563513240674240124,5.7505012e-10,192.27353321159338344
0.30353244799796514,2.8697291544057872,3.0098624315447564,2,1e-2,15.8392919478233098554503071262,109.753279705840506187893985651,16.99532996558969985169502653217189873797,115.603801776638999624471940593,0.053306125,585.05220707984934366
0.30353244799796514,2.8697291544057872,3.0098624315447564,3,1e-3,15.8392919478233098554503071262,109.753279705840506187893985651,15.94960647905891722317944121678994222526,110.314531235607367729134090552,0.0051137563,561.25152976686154124
0.30353244799796514,2.8697291544057872,3.0098624315447564,4,1e-4,15.8392919478233098554503071262,109.753279705840506187893985651,15.85027286547339542642747895927301097536,109.809176500855709771718330353,0.00050929499,558.96795015203583824
0.30353244799796514,2.8697291544057872,3.0098624315447564,5,1e-5,15.8392919478233098554503071262,109.753279705840506187893985651,15.8403895364944201569172624927539841523,109.758867111030146695536651624,5.0908777e-5,558.74051896405076427
0.30353244799796514,2.8697291544057872,3.0098624315447564,6,1e-6,15.8392919478233098554503071262,109.753279705840506187893985651,15.83940170166173348103281154443414256206,109.753838423625582504418196401,5.0906705e-6,558.71778507631652421
0.30353244799796514,2.8697291544057872,3.0098624315447564,7,1e-7,15.8392919478233098554503071262,109.753279705840506187893985651,15.8393029231568675946187240877420150989,109.753335577391684169615042735,5.0906498e-7,558.71551177981721057
0.30353244799796514,2.8697291544057872,3.0098624315447564,8,1e-8,15.8392919478233098554503071262,109.753279705840506187893985651,15.83929304535616278538381411417597726182,109.753285292993350698793823571,5.0906477e-8,558.71528445108998379
0.30353244799796514,2.8697291544057872,3.0098624315447564,9,1e-9,15.8392919478233098554503071262,109.753279705840506187893985651,15.83929205757659012000607503235821532788,109.753280264555767906120473774,5.0906475e-9,558.71526171822648812
0.30353244799796514,2.8697291544057872,3.0098624315447564,10,1e-10,15.8392919478233098554503071262,109.753279705840506187893985651,15.8392919587986378316215103394765424269,109.753279761712032132388008734,5.0906475e-10,558.71525944494023083
0.7179774996742871,0.15513797649233255,0.5428774533837913,2,1e-2,3.91253659616815949895526632176,39.1949036020812902611736738339,4.329364923670527648389676922050316432964,41.6828327502368149434410600285,0.063475833,248.79291481555246823
0.7179774996742871,0.15513797649233255,0.5428774533837913,3,1e-3,3.91253659616815949895526632176,39.1949036020812902611736738339,3.951969042498029637500794557633242312584,39.4324463298701385455282358683,0.0060605514,237.54272778884828435
0.7179774996742871,0.15513797649233255,0.5428774533837913,4,1e-4,3.91253659616815949895526632176,39.1949036020812902611736738339,3.916458451214146186850264831668813626266,39.2185504598668789499850990392,0.00060331461,236.46857785588688811
0.7179774996742871,0.15513797649233255,0.5428774533837913,5,1e-5,3.91253659616815949895526632176,39.1949036020812902611736738339,3.912928568840345372565446779553012794285,39.1972672185873610180457788115,6.030418e-5,236.36165060707568721
0.7179774996742871,0.15513797649233255,0.5428774533837913,6,1e-6,3.91253659616815949895526632176,39.1949036020812902611736738339,3.912575791308112542985072551800047226449,39.1951399530440298062300351494,6.0301453e-6,236.35096273954505636
0.7179774996742871,0.15513797649233255,0.5428774533837913,7,1e-7,3.91253659616815949895526632176,39.1949036020812902611736738339,3.912540515660883206024305893985957951606,39.1949272370706903957222106008,6.030118e-7,236.34989400134548537
0.7179774996742871,0.15513797649233255,0.5428774533837913,8,1e-8,3.91253659616815949895526632176,39.1949036020812902611736738339,3.912536988117219154746881734605954662649,39.1949059655791615412841056793,6.0301153e-8,236.34978712801104318
0.7179774996742871,0.15513797649233255,0.5428774533837913,9,1e-9,3.91253659616815949895526632176,39.1949036020812902611736738339,3.912536635363063337386333023621025798964,39.1949038384310667018561279293,6.030115e-9,236.3497764406824541
0.7179774996742871,0.15513797649233255,0.5428774533837913,10,1e-10,3.91253659616815949895526632176,39.1949036020812902611736738339,3.912536600087649861526893101601761690449,39.1949036257162677983686382077,6.030115e-10,236.34977537194964374
2.690983069936903,12.762023598192359,1.631744235051902,2,1e-2,42.1229104441393142268645592364,265.340202189980585053054119716,44.90374512058681321758244792172510773536,278.083467644749899071788868531,0.048026139,1274.3265454769314019
2.690983069936903,12.762023598192359,1.631744235051902,3,1e-3,42.1229104441393142268645592364,265.340202189980585053054119716,42.38947461017051662054566186142090279872,266.564166031202393681102625008,0.0046128096,1223.963841221808628
2.690983069936903,12.762023598192359,1.631744235051902,4,1e-4,42.1229104441393142268645592364,265.340202189980585053054119716,42.14945665551940271524743000148528335856,265.462113800884883828707650724,0.00045945398,1219.1161090429877565
2.690983069936903,12.762023598192359,1.631744235051902,5,1e-5,42.1229104441393142268645592364,265.340202189980585053054119716,42.12556396802452869863407475871667614234,265.352388521447176951552230375,4.5927196e-5,1218.6331466591898498
2.690983069936903,12.762023598192359,1.631744235051902,6,1e-6,42.1229104441393142268645592364,265.340202189980585053054119716,42.12317578556008907590678648349453032735,265.341420774849042227247081604,4.5925376e-6,1218.584868457174193
2.690983069936903,12.762023598192359,1.631744235051902,7,1e-7,42.1229104441393142268645592364,265.340202189980585053054119716,42.12293697817171902533123718721652597391,265.340324047984666779508035997,4.5925195e-7,1218.5800408172645392
2.690983069936903,12.762023598192359,1.631744235051902,8,1e-8,42.1229104441393142268645592364,265.340202189980585053054119716,42.12291309754145798462621527459624315237,265.340214375776165603818331685,4.5925176e-8,1218.5795580550764212
2.690983069936903,12.762023598192359,1.631744235051902,9,1e-9,42.1229104441393142268645592364,265.340202189980585053054119716,42.12291070947951763542465406834268381656,265.340203408560094831929757519,4.5925175e-9,1218.5795097788756378
2.690983069936903,12.762023598192359,1.631744235051902,10,1e-10,42.1229104441393142268645592364,265.340202189980585053054119716,42.12291047067333445804841279123089566673,265.340202311838535548179693691,4.5925174e-10,1218.5795049512557397
0.10355103224575767,13.744965936264974,1.846240968662849,2,1e-2,29.030310714028862915080733323,216.296304114605818190881849777,31.28135954245780178352751876528568177322,225.104882842893886844678544224,0.040724592,880.85787282880686538
0.10355103224575767,13.744965936264974,1.846240968662849,3,1e-3,29.030310714028862915080733323,216.296304114605818190881849777,29.24742382012153888099902669805506224572,217.113106092675965918293375012,0.0037763104,816.80197807014772741
0.10355103224575767,13.744965936264974,1.846240968662849,4,1e-4,29.030310714028862915080733323,216.296304114605818190881849777,29.05194844698863093053860074678887859175,216.377329597680154578674237463,0.0003746041,810.25483074336387792
0.10355103224575767,13.744965936264974,1.846240968662849,5,1e-5,29.030310714028862915080733323,216.296304114605818190881849777,29.03247375802983458340620081325249251481,216.304400097166832546749020987,3.7430055e-5,809.59825610143558672
0.10355103224575767,13.744965936264974,1.846240968662849,6,1e-6,29.030310714028862915080733323,216.296304114605818190881849777,29.03052701114251010045822977569209291255,216.297113647185377496452649474,3.7427019e-6,809.5325795593055708
0.10355103224575767,13.744965936264974,1.846240968662849,7,1e-7,29.030310714028862915080733323,216.296304114605818190881849777,29.03033234366736963577969071907557377606,216.296385067206989573960329553,3.7426715e-7,809.5260117138307848
0.10355103224575767,13.744965936264974,1.846240968662849,8,1e-8,29.030310714028862915080733323,216.296304114605818190881849777,29.0303128769919850136744079688816745878,216.296312209859367464583905614,3.7426685e-8,809.52535492737020558
0.10355103224575767,13.744965936264974,1.846240968662849,9,1e-9,29.030310714028862915080733323,216.296304114605818190881849777,29.03031093032516783921184076262948439997,216.296304924131107439586865951,3.7426682e-9,809.52528924870501617
0.10355103224575767,13.744965936264974,1.846240968662849,10,1e-10,29.030310714028862915080733323,216.296304114605818190881849777,29.03031073565849333463656796893918648618,216.296304195558346458965680369,3.7426681e-10,809.52528268083830592
0.303042290444421,17.84884461885936,0.08406620952810895,2,1e-2,25.6564921849201066124377793646,250.31775959354537909025988823,28.17653377763723278531228032756306529732,252.004159271712617287450096296,0.0067370357,168.63996781672381972
0.303042290444421,17.84884461885936,0.08406620952810895,3,1e-3,25.6564921849201066124377793646,250.31775959354537909025988823,25.90674054213246698734316172429659230831,250.24835721236037490538235969,0.00027725712,-69.402381185004184878
0.303042290444421,17.84884461885936,0.08406620952810895,4,1e-4,25.6564921849201066124377793646,250.31775959354537909025988823,25.68152297730475056807659613082528694615,250.307923846439556388167662185,3.9293045e-5,-98.357471058227020922
0.303042290444421,17.84884461885936,0.08406620952810895,5,1e-5,25.6564921849201066124377793646,250.31775959354537909025988823,25.65899535238404289805586654835704901899,250.316746393628561808718375029,4.0476549e-6,-101.31999168172815415
0.303042290444421,17.84884461885936,0.08406620952810895,6,1e-6,25.6564921849201066124377793646,250.31775959354537909025988823,25.65674250257808322383627176029473020101,250.31765797661139849239568797,4.0595176e-7,-101.6169339805978642
0.303042290444421,17.84884461885936,0.08406620952810895,7,1e-7,25.6564921849201066124377793646,250.31775959354537909025988823,25.6565172166950495006243526602679045492,250.317749428881865732956611447,4.0607041e-8,-101.64663513357303277
0.303042290444421,17.84884461885936,0.08406620952810895,8,1e-8,25.6564921849201066124377793646,250.31775959354537909025988823,25.65649468809769238293103845498396834839,250.317758577049325909037720853,4.0608228e-9,-101.64960531812221674
0.303042290444421,17.84884461885936,0.08406620952810895,9,1e-9,25.6564921849201066124377793646,250.31775959354537909025988823,25.65649243523786610433325611759697545399,250.317759491895476752990215633,4.0608346e-10,-101.6499023372696726
0.303042290444421,17.84884461885936,0.08406620952810895,10,1e-10,25.6564921849201066124377793646,250.31775959354537909025988823,25.65649220995188257077581795324083520844,250.317759583380385886340753872,4.0608358e-11,-101.64993203919134358
25.387331672271365,0.8342752084318759,4.249743498743814,2,1e-2,64.2155662275698012160883502608,404.916824150056959126825742455,68.45797758440493625210340865564705995815,424.241135683513503601505839488,0.047724151,1932.4311533456544475
25.387331672271365,0.8342752084318759,4.249743498743814,3,1e-3,64.2155662275698012160883502608,404.916824150056959126825742455,64.62233758174972606749787605768318622394,406.771354179924851409525796921,0.0045800271,1854.5300298678922827
25.387331672271365,0.8342752084318759,4.249743498743814,4,1e-4,64.2155662275698012160883502608,404.916824150056959126825742455,64.25607638005273872042448394421546800843,405.101524829375043361336834534,0.00045614474,1847.0067931808423451
25.387331672271365,0.8342752084318759,4.249743498743814,5,1e-5,64.2155662275698012160883502608,404.916824150056959126825742455,64.21961558043700315296288781212177802528,404.935286720193687453755135971,4.5595957e-5,1846.2570136728326929
25.387331672271365,0.8342752084318759,4.249743498743814,6,1e-6,64.2155662275698012160883502608,404.916824150056959126825742455,64.215971146240133334089193920866910461,404.918670332118000843660104846,4.5594106e-6,1846.1820610417168344
25.387331672271365,0.8342752084318759,4.249743498743814,7,1e-7,64.2155662275698012160883502608,404.916824150056959126825742455,64.21560671927067796744457974755633689445,404.917008767513562294867942727,4.5593921e-7,1846.174566031680422
25.387331672271365,0.8342752084318759,4.249743498743814,8,1e-8,64.2155662275698012160883502608,404.916824150056959126825742455,64.21557027673822733403959484976057361184,404.916842611795124458899850938,4.5593902e-8,1846.1738165332074108
25.387331672271365,0.8342752084318759,4.249743498743814,9,1e-9,64.2155662275698012160883502608,404.916824150056959126825742455,64.21556663248662721231905097097322259562,404.916825996230700710211158367,4.5593901e-9,1846.1737415833854159
25.387331672271365,0.8342752084318759,4.249743498743814,10,1e-10,64.2155662275698012160883502608,404.916824150056959126825742455,64.21556626806148364955578351432867316908,404.916824334674332535666089403,4.55939e-10,1846.1737340884034695
5.474036531237968,0.19785497030869667,0.3567792573009802,2,1e-2,11.4364686617871648937187323432,99.205353797328402326267619746,12.47560054480449569095586681913981488586,103.913188301733079723713447598,0.047455448,470.78345044046773974
5.474036531237968,0.19785497030869667,0.3567792573009802,3,1e-3,11.4364686617871648937187323432,99.205353797328402326267619746,11.5361199424439701929334559890931412711,99.6512806568052992147236459345,0.0044949878,445.92685947689688846
5.474036531237968,0.19785497030869667,0.3567792573009802,4,1e-4,11.4364686617871648937187323432,99.205353797328402326267619746,11.4463936321832378825366875167272145531,99.2497039607298881795517356856,0.00044705413,443.50163401485853284
5.474036531237968,0.19785497030869667,0.3567792573009802,5,1e-5,11.4364686617871648937187323432,99.205353797328402326267619746,11.43746075965110362176263174494528875863,99.2097863938728043899401786639,4.4681021e-5,443.25965444020636726
5.474036531237968,0.19785497030869667,0.3567792573009802,6,1e-6,11.4364686617871648937187323432,99.205353797328402326267619746,11.43656786758419768397110132448974334351,99.2057970327902523689813310932,4.4678583e-6,443.23546185004271371
5.474036531237968,0.19785497030869667,0.3567792573009802,7,1e-7,11.4364686617871648937187323432,99.205353797328402326267619746,11.43647858232697695698541133808948893583,99.2053981206326667899493083883,4.4678339e-7,443.23304264463681689
5.474036531237968,0.19785497030869667,0.3567792573009802,8,1e-8,11.4364686617871648937187323432,99.205353797328402326267619746,11.43646965384074719028282806906178041238,99.2053582296564095725903130311,4.4678315e-8,443.23280072463226933
5.474036531237968,0.19785497030869667,0.3567792573009802,9,1e-9,11.4364686617871648937187323432,99.205353797328402326267619746,11.43646876099251913427991120206344477866,99.2053542405611788589047946774,4.4678312e-9,443.23277653263717493
5.474036531237968,0.19785497030869667,0.3567792573009802,10,1e-10,11.4364686617871648937187323432,99.205353797328402326267619746,11.43646867170770027788390031691978926677,99.2053538416516797376113916556,4.4678312e-10,443.2327741134377191
0.01450659030540241,0.20692546172475473,6.856592122824041,2,1e-2,10.2006358854484579326469498764,157.995479512520069953043744058,11.67463180090587355630606332065902885534,147.399591545741562365911344425,0.067064501,-1059.5887966778507587
0.01450659030540241,0.20692546172475473,6.856592122824041,3,1e-3,10.2006358854484579326469498764,157.995479512520069953043744058,10.3568382290726491253335154227379657497,156.202343624191192686565546329,0.011349286,-1793.1358883288772665
0.01450659030540241,0.20692546172475473,6.856592122824041,4,1e-4,10.2006358854484579326469498764,157.995479512520069953043744058,10.21641637526507703324959283219932481867,157.804898166191006026429557904,0.0012062456,-1905.8134632906392661
0.01450659030540241,0.20692546172475473,6.856592122824041,5,1e-5,10.2006358854484579326469498764,157.995479512520069953043744058,10.20221564847491533288275215285491291623,157.976302645740023580227644595,0.00012137605,-1917.6866780046372816
0.01450659030540241,0.20692546172475473,6.856592122824041,6,1e-6,10.2006358854484579326469498764,157.995479512520069953043744058,10.20079387900909008954347482668726517319,157.993560632156896524950278304,1.214516e-5,-1918.8803631734280935
0.01450659030540241,0.20692546172475473,6.856592122824041,7,1e-7,10.2006358854484579326469498764,157.995479512520069953043744058,10.20065168497721918669745681929863446902,157.995287612540505069428896734,1.2145916e-6,-1918.9997956488361485
0.01450659030540241,0.20692546172475473,6.856592122824041,8,1e-8,10.2006358854484579326469498764,157.995479512520069953043744058,10.20063746540306115667369577834026142626,157.995460322402674590193130032,1.2145991e-7,-1919.0117395362850614
0.01450659030540241,0.20692546172475473,6.856592122824041,9,1e-9,10.2006358854484579326469498764,157.995479512520069953043744058,10.20063604344393552615408589802334845172,157.995477593507136021614387344,1.2145999e-8,-1919.0129339314293567
0.01450659030540241,0.20692546172475473,6.856592122824041,10,1e-10,10.2006358854484579326469498764,157.995479512520069953043744058,10.20063590124800586470882633800325770712,157.995479320618764615942965998,1.2146e-9,-1919.0130533710077806
0.41294327370980943,94.8448469433374,3.2292152609704465,2,1e-2,148.31440753219810022798731595,932.625985229478469799761930964,158.1043308457244636371129380719197606906,978.992331352636340912562212234,0.049715906,4636.6346123157871113
0.41294327370980943,94.8448469433374,3.2292152609704465,3,1e-3,148.31440753219810022798731595,932.625985229478469799761930964,149.2514940164726530139273032903765785307,937.086484274552785939987340801,0.0047827308,4460.4990450743161402
0.41294327370980943,94.8448469433374,3.2292152609704465,4,1e-4,148.31440753219810022798731595,932.625985229478469799761930964,148.4077145660325342277234179138919014531,933.070338344339997361019643168,0.00047645371,4443.5311486152756126
0.41294327370980943,94.8448469433374,3.2292152609704465,5,1e-5,148.31440753219810022798731595,932.625985229478469799761930964,148.323734236234447570141059433967060467,932.670403634734215374348439198,4.7627244e-5,4441.8405255745574587
0.41294327370980943,94.8448469433374,3.2292152609704465,6,1e-6,148.31440753219810022798731595,932.625985229478469799761930964,148.3153401626250012311053513873635419122,932.630426901003118035437788461,4.7625432e-6,4441.6715246482356759
0.41294327370980943,94.8448469433374,3.2292152609704465,7,1e-7,148.31440753219810022798731595,932.625985229478469799761930964,148.3145007948410397220859868528761440545,932.626429394940986709033010636,4.7625251e-7,4441.6546251690927108
0.41294327370980943,94.8448469433374,3.2292152609704465,8,1e-8,148.31440753219810022798731595,932.625985229478469799761930964,148.3144168584583966880655366784962036136,932.626029646007822072892112318,4.7625232e-8,4441.6529352273130181
0.41294327370980943,94.8448469433374,3.2292152609704465,9,1e-9,148.31440753219810022798731595,932.625985229478469799761930964,148.3144084648240898991185519825334060152,932.625989671131236032958325583,4.7625231e-9,4441.6527662331963946
0.41294327370980943,94.8448469433374,3.2292152609704465,10,1e-10,148.31440753219810022798731595,932.625985229478469799761930964,148.3144076254606987953516904228891269857,932.625985673643744733140465536,4.762523e-10,4441.6527493337853457
0.11333999381596403,1.3643158202142913,0.20418496863726282,2,1e-2,3.82815705374224461969662471799,43.531977511082568200306629529,4.289024445440533573812958162977352388811,46.0867391698288954116333444984,0.058687011,255.47616587463272113
0.11333999381596403,1.3643158202142913,0.20418496863726282,3,1e-3,3.82815705374224461969662471799,43.531977511082568200306629529,3.871932263408183123437127089301365575061,43.7752096659385037405023713076,0.0055874364,243.2321548559355402
0.11333999381596403,1.3643158202142913,0.20418496863726282,4,1e-4,3.82815705374224461969662471799,43.531977511082568200306629529,3.832512672081004104519935959919384326755,43.5561833875948482331124192565,0.00055604817,242.05876512280032806
0.11333999381596403,1.3643158202142913,0.20418496863726282,5,1e-5,3.82815705374224461969662471799,43.531977511082568200306629529,3.828592397711546828304972600227906174625,43.5343969302208608347882234169,5.5577975e-5,241.94191382926344816
0.11333999381596403,1.3643158202142913,0.20418496863726282,6,1e-6,3.82815705374224461969662471799,43.531977511082568200306629529,3.828200585961685935819978149361814323915,43.5322194413161233534313680771,5.5575291e-6,241.93023355515312474
0.11333999381596403,1.3643158202142913,0.20418496863726282,7,1e-7,3.82815705374224461969662471799,43.531977511082568200306629529,3.828161406942415018609207479218530287052,43.5320017039891258276122479308,5.5575023e-7,241.92906557627305618
0.11333999381596403,1.3643158202142913,0.20418496863726282,8,1e-8,3.82815705374224461969662471799,43.531977511082568200306629529,3.82815748906204392341718460809378299477,43.531979930372055989010004579,5.5574996e-8,241.92894877887033751
0.11333999381596403,1.3643158202142913,0.20418496863726282,9,1e-9,3.82815705374224461969662471799,43.531977511082568200306629529,3.828157097274222372708130017435285231071,43.5319777530115052994415480264,5.5574994e-9,241.9289370991349185
0.11333999381596403,1.3643158202142913,0.20418496863726282,10,1e-10,3.82815705374224461969662471799,43.531977511082568200306629529,3.828157058095442373224170897336014408849,43.5319775352754617934227720415,5.5574993e-10,241.92893593116142513
0.5081401039057489,0.6473171187407176,0.5196250177088451,2,1e-2,5.00976249200598745541199796459,43.3845524780089090069035694498,5.47065637124681390013911606000059546061,46.0893879240826444727118095411,0.062345588,270.48354460737354658
0.5081401039057489,0.6473171187407176,0.5196250177088451,3,1e-3,5.00976249200598745541199796459,43.3845524780089090069035694498,5.053405479962844412189111687246895634915,43.6429879568569567771137226569,0.0059568548,258.43547884804777021
0.5081401039057489,0.6473171187407176,0.5196250177088451,4,1e-4,5.00976249200598745541199796459,43.3845524780089090069035694498,5.014103520092060123716513450378267098353,43.4102808607266830451548578828,0.00059303096,257.28382717774038251
0.5081401039057489,0.6473171187407176,0.5196250177088451,5,1e-5,5.00976249200598745541199796459,43.3845524780089090069035694498,5.010196363247684685817407009674464007612,43.3871241697230405409045084479,5.9276668e-5,257.16917141315340009
0.5081401039057489,0.6473171187407176,0.5196250177088451,6,1e-6,5.00976249200598745541199796459,43.3845524780089090069035694498,5.009805876815623175230458573316083432198,43.3848096357198184606087260988,5.9274026e-6,257.15771090945370516
0.5081401039057489,0.6473171187407176,0.5196250177088451,7,1e-7,5.00976249200598745541199796459,43.3845524780089090069035694498,5.009766830463806821951996556396874033679,43.3845781936653999859180688944,5.9273762e-7,257.15656490979014499
0.5081401039057489,0.6473171187407176,0.5196250177088451,8,1e-8,5.00976249200598745541199796459,43.3845524780089090069035694498,5.009762925851537951146119066708869019431,43.3845550495734121102118884426,5.9273736e-8,257.1564503103308319
0.5081401039057489,0.6473171187407176,0.5196250177088451,9,1e-9,5.00976249200598745541199796459,43.3845524780089090069035694498,5.009762535390540190577345821883525041249,43.3845527351653478572935404476,5.9273733e-9,257.156438850389971
0.5081401039057489,0.6473171187407176,0.5196250177088451,10,1e-10,5.00976249200598745541199796459,43.3845524780089090069035694498,5.009762496344442705784453242324300894769,43.3845525037245527773431630109,5.9273733e-10,257.15643770439593561
0.7752688797626557,0.3473661020171863,1.7082328609936435,2,1e-2,7.71097974806273680032561103625,60.9885854624919352658023970362,8.356037221409560679552108253129510583123,64.5057473346823879226497216876,0.057669183,351.71618721904526568
0.7752688797626557,0.3473661020171863,1.7082328609936435,3,1e-3,7.71097974806273680032561103625,60.9885854624919352658023970362,7.772304976944718685623850583578213581801,61.3252288819818852982395473243,0.0055197775,336.64341948995003244
0.7752688797626557,0.3473661020171863,1.7082328609936435,4,1e-4,7.71097974806273680032561103625,60.9885854624919352658023970362,7.717081958614962602484849655568203161971,61.0221055222580215923861931432,0.00054961202,335.20059766086326584
0.7752688797626557,0.3473661020171863,1.7082328609936435,5,1e-5,7.71097974806273680032561103625,60.9885854624919352658023970362,7.711589667423055099275604344152224879589,60.9919360318298949993307898342,5.4937646e-5,335.05693379597335284
0.7752688797626557,0.3473661020171863,1.7082328609936435,6,1e-6,7.71097974806273680032561103625,60.9885854624919352658023970362,7.711040736983241865828335550855642313625,60.9889205050655027245146017596,5.4935292e-6,335.0425735674587122
0.7752688797626557,0.3473661020171863,1.7082328609936435,7,1e-7,7.71097974806273680032561103625,60.9885854624919352658023970362,7.710985846924633460895199235338482827605,60.9886189666056958819908460014,5.4935056e-7,335.04113760616188449
0.7752688797626557,0.3473661020171863,1.7082328609936435,8,1e-8,7.71097974806273680032561103625,60.9885854624919352658023970362,7.710980357948624929344364759050151478249,60.9885888129018753722796268792,5.4935033e-8,335.04099401064772298
0.7752688797626557,0.3473661020171863,1.7082328609936435,9,1e-9,7.71097974806273680032561103625,60.9885854624919352658023970362,7.710979809051322597858525953158741744031,60.9885857975329149169048590575,5.493503e-9,335.04097965110246202
0.7752688797626557,0.3473661020171863,1.7082328609936435,10,1e-10,7.71097974806273680032561103625,60.9885854624919352658023970362,7.710979754161595349925214344985602364929,60.9885854959960330873171967838,5.493503e-10,335.04097821514799748
0.08209979006224166,0.00269444546095486,3.4332337942185256,2,1e-2,4.80195965266148772876292180074,136.214079486449587677869905583,5.871270021023158917208356276374689024107,106.931036836167118844543447563,0.21497809,-2928.3042650282468833
0.08209979006224166,0.00269444546095486,3.4332337942185256,3,1e-3,4.80195965266148772876292180074,136.214079486449587677869905583,4.93159479686047539569060037792449470687,129.635144198987666927678577184,0.048298497,-6578.9352874619207502
0.08209979006224166,0.00269444546095486,3.4332337942185256,4,1e-4,4.80195965266148772876292180074,136.214079486449587677869905583,4.815505760075737792215159754694088517503,135.461074142500634522379539536,0.0055281021,-7530.0534394895315549
0.08209979006224166,0.00269444546095486,3.4332337942185256,5,1e-5,4.80195965266148772876292180074,136.214079486449587677869905583,4.803321029405806624920698923360789062764,136.137674431889615777712262025,0.00056091892,-7640.5054559971900158
0.08209979006224166,0.00269444546095486,3.4332337942185256,6,1e-6,4.80195965266148772876292180074,136.214079486449587677869905583,4.802095859089247677088735177996501304386,136.206427759948325813377255963,5.617427e-5,-7651.7265012618644926
0.08209979006224166,0.00269444546095486,3.4332337942185256,7,1e-7,4.80195965266148772876292180074,136.214079486449587677869905583,4.801973273992907869832021283507330917244,136.213314201410690994827667931,5.6182521e-6,-7652.8503889668304224
0.08209979006224166,0.00269444546095486,3.4332337942185256,8,1e-8,4.80195965266148772876292180074,136.214079486449587677869905583,4.801961014801517296979239171525294051627,136.214002956821631737078475621,5.6183346e-7,-7652.962795594079143
0.08209979006224166,0.00269444546095486,3.4332337942185256,9,1e-9,4.80195965266148772876292180074,136.214079486449587677869905583,4.801959788875559562238473043213917621173,136.214071833475551242473379785,5.6183429e-8,-7652.9740364353965258
0.08209979006224166,0.00269444546095486,3.4332337942185256,10,1e-10,4.80195965266148772876292180074,136.214079486449587677869905583,4.801959666282895600878128963314386253184,136.214078721152071625738484165,5.6183437e-9,-7652.9751605213142142
3.236921581600319,2.4197059005660746,0.02278666264657392,2,1e-2,12.2894948915137470988239105848,124.620367074667623518106364492,13.54146317861577990084907285406123085098,125.196828710203280202516226923,0.0046257418,57.646163553565668441
3.236921581600319,2.4197059005660746,0.02278666264657392,3,1e-3,12.2894948915137470988239105848,124.620367074667623518106364492,12.41404240020301869677871447759893568441,124.547508689271597954803892772,0.00058464268,-72.858385396025563302
3.236921581600319,2.4197059005660746,0.02278666264657392,4,1e-4,12.2894948915137470988239105848,124.620367074667623518106364492,12.30195604497155735644984571147177397972,124.611534578102576259351266448,7.0875225e-5,-88.324965650472587551
3.236921581600319,2.4197059005660746,0.02278666264657392,5,1e-5,12.2894948915137470988239105848,124.620367074667623518106364492,12.29074108619453197245699257684812572932,124.619468078487363308199202119,7.2138784e-6,-89.899618026020990716
3.236921581600319,2.4197059005660746,0.02278666264657392,6,1e-6,12.2894948915137470988239105848,124.620367074667623518106364492,12.28961951179076440000264678784527309244,124.620277017301178736203018336,7.2265368e-7,-90.057366444781903346
3.236921581600319,2.4197059005660746,0.02278666264657392,7,1e-7,12.2894948915137470988239105848,124.620367074667623518106364492,12.28950735354955383414504673007573739262,124.620358067353211361452488004,7.2278028e-8,-90.073144121566538765
3.236921581600319,2.4197059005660746,0.02278666264657392,8,1e-8,12.2894948915137470988239105848,124.620367074667623518106364492,12.28949613771740883802795400617369281726,124.620366173920404342134675584,7.2279294e-9,-90.074721917597168891
3.236921581600319,2.4197059005660746,0.02278666264657392,9,1e-9,12.2894948915137470988239105848,124.620367074667623518106364492,12.28949501613411408341665440544954482172,124.620366984592743820622607843,7.2279421e-10,-90.074879697483756649
3.236921581600319,2.4197059005660746,0.02278666264657392,10,1e-10,12.2894948915137470988239105848,124.620367074667623518106364492,12.28949490397578380538992398188282092123,124.620367065660133970558839424,7.2279434e-11,-90.074895475475250675
