mech,index,alpha,a11,a12,a13,a21,a22,a23,a31,a32,a33,float_mismatch,hp_dps,theorem_pred_member,gap_kappa_over_T_minus_1,hp_min_margin,hp_margin_independent_start,consistent
M4a,372787,0.6666667666666666,-0.09336694496624887,687786.0233156248,6.634796599521155e-07,2.002879896998658e-09,-0.02428697348760401,300831.00588943355,-38977.3172894601,1.2630172603878318e-10,-0.021222081675944436,False,40,True,-6.83882914188e-10,3.58080556647e-17,3.58080556647e-17,True
M4a,343631,0.6666667666666666,-7.256627188695913,-5.384541523148194e-08,94199761.48652379,-5276438.016933693,-1.916270017286734,-5.2208558265971534e-08,-1.4060493883633247e-10,139771.56724544975,-0.029811619287248212,False,40,True,-6.88108739945e-10,3.60292929902e-17,3.60292929902e-17,True
M4a,198179,0.6666667666666666,-0.45820958165690573,2798293.010233062,-1.0275364297534103e-07,-4.596669410232417e-06,-30.193792801565994,-39737624.46558567,136396431.2627332,-2.520904910889766e-06,-6.541592316805181,False,40,True,-6.92860813549e-10,3.62781218202e-17,3.62781218202e-17,True
M4a,199994,0.6666667666666666,-26.315133368061655,502059482.6999409,-1.7804466031583188e-05,-6.564867901698584e-08,-5.075241041974159,-7935120.422191105,4343913.579849722,1.3555598805947385e-07,-0.7732054393869092,False,40,True,-6.93392466879e-10,3.63059574305e-17,3.63059574305e-17,True
M4a,71944,0.6666667666666666,-0.06955890627336576,2.2016129535325322e-09,345742.310309488,-1002633338.068317,-32.174599681315726,-7.481039328224341e-05,-1.4076210390728311e-05,19020075.23637486,-17.579561264152073,False,40,True,-6.95570108677e-10,3.64199854866e-17,3.64199854866e-17,True
M4a,427968,0.6666667666666666,-15.570757142877005,256989454.11078495,2.6551864551545286e-06,2.8017736882008967e-07,-23.11407155318007,-55596631.58647521,2336554.8330394165,-1.8751812378896529e-07,-0.5535047195012076,False,40,True,-6.95800061469e-10,3.64320054917e-17,3.64320054917e-17,True
M4a,239227,0.6666667666666666,-13.373105349023264,1.7535823962702925e-05,-427080370.1850636,43564.159066344444,-0.06731199454292798,-1.8455576481430568e-07,1.9748607979851966e-08,1405767.8396732465,-0.17337779285674793,False,40,True,-6.9636667782e-10,3.64617324335e-17,3.64617324335e-17,True
M4a,268271,0.6666667666666666,-1.1096545517656211,4.9047662901461506e-08,24124663.151612766,-2245510.1100048684,-0.09329852371786607,-2.841220514468474e-08,1.754220665605947e-07,1511766.7418753966,-4.720261706442811,False,40,True,-6.96704812442e-10,3.64793827468e-17,3.64793827468e-17,True
M4a,323780,0.6666667666666666,-46.59013261944019,2.888608179626177e-06,21064524.28021311,-41461386.89796096,-1.1919691805455292,1.0847638333409129e-07,8.564827909586597e-06,45883060.991305016,-4.305826092969479,False,40,True,-6.97043804853e-10,3.64971322046e-17,3.64971322046e-17,True
M4a,36427,0.6666667666666666,-0.18172590413963344,6336976.249268686,1.0251709245127486e-07,1.0268433288364709e-09,-0.04456271446446327,-179517.08299892742,32412.552947991895,-3.6571246232699353e-09,-0.027169422150038123,False,40,True,-6.97675347911e-10,3.65301946316e-17,3.65301946316e-17,True
M4a,73302,0.6666667666666666,-176.7402470117383,-180192483.48228237,6.085024164748249e-07,-7.248423632154596e-07,-0.8459196791142671,787576.3735319996,89523455.01783657,-5.057564311784398e-08,-0.5070716444578005,False,40,True,-7.02933805413e-10,3.68055282162e-17,3.68055282162e-17,True
M4a,409798,0.6666667666666666,-11.722696587421847,-3.2428715352383674e-06,-35394513.965250865,323171.67903296446,-0.036539696948867204,-1.449756591602143e-08,1.747124333444437e-07,2880775.674960097,-0.4590429911985228,False,40,True,-7.06658146538e-10,3.70005509833e-17,3.70005509833e-17,True
M4a,419455,0.6666667666666666,-0.635647771465344,-774067.9575154711,-5.913999824007302e-09,-1.7076794508408768e-07,-0.38334093602963254,948526.6164149981,1910520152.1555612,4.549210838925396e-06,-34.351535320560046,False,40,True,-7.08005437883e-10,3.70710805949e-17,3.70710805949e-17,True
M4a,112318,0.6666667666666666,-2.1530187370349196,153692642.87705582,4.584709346832996e-06,2.467690900722545e-09,-0.2797699235365055,-2033608.54463412,144838.70588166107,6.050209366125798e-07,-0.44845945754744265,False,40,True,-7.08436825515e-10,3.70936878294e-17,3.70936878294e-17,True
M4a,151260,0.6666667666666666,-2.2613122575622184,-1.5765391243174151e-06,250850417.01150417,-1183176.335771885,-1.3103840256314014,-9.528804654402255e-07,2.6170532296017215e-09,938097.8871011166,-0.5606875910936081,False,40,True,-7.13336485382e-10,3.73502145618e-17,3.73502145618e-17,True
M4a,114088,0.6666667666666666,-2.802427693069092,2.8485485437899956e-05,3294601109.741198,-12923.96021205162,-0.2721188661469673,-5.683132132334951e-07,-8.025718743370706e-12,1351076.3049002476,-0.45014491131844364,False,40,True,-7.16258402916e-10,3.75032210187e-17,3.75032210187e-17,True
M4a,31311,0.6666667666666666,-0.21915761682996757,-176875.86022067157,9.664488036993884e-08,5.106931223285866e-06,-1.0352939680120408,104949805.3243926,1637256.4233565736,7.312615486468687e-09,-0.799307890240948,False,40,True,-7.16387880981e-10,3.75099899965e-17,3.75099899965e-17,True
M4d,23724,0.6666666794744174,-1.9544056041875293,-2.0975443555248333e-07,53794777.66143062,2574417.22743443,-0.07594375614823486,1.782665706432015e-09,1.853966705119756e-08,-62887173.82392676,-0.7356320226731592,False,40,True,-5.60438088922e-9,3.75836673071e-17,3.75836673071e-17,True
M4a,382314,0.6666667666666666,-0.5363162428106754,-9.951191019892859e-09,13159522.390933312,3044716.3024324602,-3.542720227948856,2.4816020769154033e-07,1.82521795155718e-08,-9284652.56353685,-1.1683216152774538,False,40,True,-7.17938067172e-10,3.75911531163e-17,3.75911531163e-17,True
M4a,418948,0.6666667666666666,-0.05280035597423691,2.0685212953793826e-07,6172.891030057738,-1682826.391208944,-0.1606154204747149,-6.316866548645026e-09,-6.659419037223314e-07,4327412.790437193,-0.031629762109864304,False,40,True,-7.24096428027e-10,3.79137157999e-17,3.79137157999e-17,True
M4a,76298,0.6666667666666666,-0.20160906375458695,4.3870729001919235e-10,1639516.116541862,4289141.780997074,-0.016008202628089285,-7.563469509561579e-08,-1.0801537394834327e-06,-437588.6018961741,-5.6894074616690204,False,40,True,-7.25359426e-10,3.79797355329e-17,3.79797355329e-17,True
M4a,428395,0.6666667666666666,-1.4982070559432887,-4.0967698712344726e-08,886770.1203212672,4135756.593190153,-0.17252000455668287,6.557028338898011e-08,-2.7463895558866127e-07,-5709323.28042796,-0.483399885293575,False,40,True,-7.28789806913e-10,3.81593611465e-17,3.81593611465e-17,True
M4a,326527,0.6666667666666666,-11.934954209453773,1.7909460370949462e-05,32727778.35145018,-700543.9180979563,-5.074390318189143,-2.8933474170432175e-08,6.849674915078552e-08,262254956.95525557,-0.592431848776946,False,40,True,-7.31504162698e-10,3.83014774418e-17,3.83014774418e-17,True
M4a,107429,0.6666667666666666,-0.47551279243044764,-3264199.299603134,-1.7497947937381082e-07,1.7273884068301632e-08,-0.25167390717771804,1080264.2629216018,627200.8241489632,-4.406832185712859e-08,-0.1102757906175008,False,40,True,-7.32360552936e-10,3.83463222647e-17,3.83463222647e-17,True
M4d,97444,0.6666666790766871,-0.10954474384476803,4.47689600063868e-10,-688719.6374469951,100776100.526238,-1.1269512332919247,7.017389850039325e-09,1.2940055161502352e-08,30834608.620432157,-0.1977092573487166,False,40,False,5.91924236455e-9,-3.84624762549e-17,-3.84624762549e-17,True
M4a,153895,0.6666667666666666,-0.5048051566959552,3.88180459909631e-08,285309.45537901693,-356258557.57223624,-4.805768786551995,-1.5213759983240372e-07,8.574875128829704e-08,226452.38009903042,-0.05661596706772853,False,40,True,-7.39380997728e-10,3.8713913642e-17,3.8713913642e-17,True
M4a,239941,0.6666667666666666,-0.4139877741819207,1.3776824722565158e-06,453785.7363812864,-427908.97045594995,-0.1328841059574094,-5.318969235452826e-09,-2.658005885169977e-05,1436119910.5379395,-30.248157640841765,False,40,True,-7.39389441268e-10,3.87143758949e-17,3.87143758949e-17,True
M4a,294845,0.6666667666666666,-52.1830815397351,1.197021972170426e-06,8689634920.078804,8758770.864498083,-2.473881003702255,1.0320159966938688e-05,4.725534225289074e-10,-243034.55408216166,-0.8550110558869002,False,40,True,-7.39566530639e-10,3.87236188584e-17,3.87236188584e-17,True
M4a,92617,0.6666667666666666,-0.4649835123415173,-1.1821424106599744e-07,110795399.21016672,-2729186.750105987,-1.2082582922373182,1.8801503797780797e-06,-2.099837041735292e-12,3496.254093159001,-0.011228670231049506,False,40,True,-7.3972671517e-10,3.8732001356e-17,3.8732001356e-17,True
