rank,regime,beta12,beta13,beta23,alpha,T,x1,x2,x3,float_err_dT_b12,float_err_dT_b13,float_err_dT_b23,float_err_dT_alpha,float_err_dx_max,hess_min_eig,hess_cond,hp_err_dT_b12,hp_err_dT_b13,hp_err_dT_b23,hp_err_dT_alpha,hp_err_euler,dx1_dalpha_fd,dx2_dalpha_fd,dx3_dalpha_fd
429,near_23,0.3549401848,8.352429449,0.6946376664,0.666671650166,1.35412924237e+15,0.333325984,0.3333490555,0.3333249605,4.96e-07,1.8e-08,1.34e-07,2.81e-07,4.03e-08,0.3333,3,1.8e-36,6.82e-38,3.38e-37,1.75e-28,8.62e-42,-1.47463,3.15464,-1.68001
430,near_1,0.8394531501,4.78584344,1.073516553,0.99999998998,17.1394377373,0.2502684502,0.528422097,0.2213094528,2.21e-12,8.94e-14,1.31e-12,4.81e-07,3.48e-12,0.1653,4.286,1.06e-34,6.45e-35,1.03e-34,3.69e-32,1.75e-46,-0.137717,0.323447,-0.18573
431,near_23,2.053155879,0.03554374624,7.76617117,0.666679275615,8.36139326003e+13,0.3333674897,0.3333085648,0.3333239456,6.73e-10,4.8e-07,1.5e-08,2.81e-07,1.57e-07,0.3333,3,1.33e-37,3.31e-36,5.56e-39,1.75e-28,1.16e-41,2.70845,-1.96413,-0.74432
432,near_1,2.151545326,0.908891816,1.189276075,0.999999983132,12.3251016833,0.310631942,0.271556917,0.417811141,8.94e-13,5.36e-13,2.5e-13,4.78e-07,2.83e-12,0.2425,2.398,7.96e-35,9.96e-35,9.42e-35,6.71e-32,5.25e-46,-0.0459032,-0.124914,0.170818
433,near_23,0.202362252,1.824303129,0.04896194314,0.66668114479,5.5220708863e+13,0.3333277056,0.3333432459,0.3333290485,3.26e-07,1.36e-08,4.75e-07,2.8e-07,1.76e-07,0.3333,3,8.1e-37,3.02e-38,4.74e-37,1.75e-28,4.51e-42,-0.388701,0.684649,-0.295949
434,near_1,0.1564769439,0.1502117643,146.0907698,0.999999971892,165.635522266,0.9391493537,0.03011451991,0.03073612641,8.46e-12,4.45e-12,2.76e-13,4.72e-07,6.78e-11,0.02327,6.423,1.33e-34,1.33e-34,8.32e-36,3.11e-32,3.5e-46,3.22016,-1.61173,-1.60843
435,anisotropic,8391.279115,0.0001597836125,2.166454361,0.822433686957,43484.8377498,0.02199564881,0.011151261,0.9668530902,5.22e-13,4.71e-07,4.8e-11,1.64e-11,5.25e-08,0.02238,15.2,3.06e-36,1.48e-36,8.68e-36,1.36e-29,8.76e-46,-0.0355114,-0.0557043,0.0912157
436,near_23,0.145724417,0.2550242926,1.932914917,0.666668711669,1.9595304779e+16,0.3333347614,0.3333326869,0.3333325517,6.79e-08,4.27e-07,2.37e-07,2.76e-07,4.67e-07,0.3333,3,1.07e-35,1.16e-35,4.97e-37,1.75e-28,8.59e-41,0.698326,-0.316121,-0.382205
437,near_23,1.902091437,1.364767928,1.258478882,0.666669036137,1.25974845556e+16,0.3333329752,0.3333331275,0.3333338973,8.41e-08,2.84e-07,4.63e-07,2.77e-07,3.83e-08,0.3333,3,4.04e-38,3.42e-37,8.54e-37,1.75e-28,2.65e-41,-0.151128,-0.0868663,0.237994
438,near_1,0.1857318657,1.090234148,0.1141205708,0.999999986776,3.28670244244,0.1863381766,0.575943276,0.2377185474,1.27e-12,9.83e-14,1.43e-12,4.59e-07,3.82e-12,0.1621,3.885,1.04e-34,5.8e-35,1.11e-34,7.74e-32,3.5e-46,-1.09579,1.80856,-0.712772
439,near_1,4.274619317,0.3939026499,0.4456755538,0.99999998328,11.3078957082,0.1985265313,0.186639517,0.6148339517,2.69e-13,8.06e-13,7.44e-13,4.51e-07,5.09e-12,0.2365,1.63,5.27e-35,1.11e-34,1.1e-34,8.13e-33,8.76e-47,-0.464595,-0.505562,0.970157
440,near_1,0.3809301403,0.7847492669,1.154163899,0.999999973187,6.64287021149,0.4168270526,0.3437064019,0.2394665455,5.01e-13,8.39e-14,4.11e-14,4.43e-07,2.88e-12,0.1816,4.162,1.04e-34,8.97e-35,7.97e-35,4.33e-32,3.5e-46,0.318175,0.0395295,-0.357705
441,near_1,0.3679058983,0.4260214637,0.622131192,0.999999988036,4.19433969675,0.3851316482,0.3187013954,0.2961669564,2.53e-14,8.84e-13,8.31e-13,4.4e-07,2.41e-12,0.2077,3.372,9.62e-35,9.31e-35,8.41e-35,1.32e-32,5.25e-46,0.264901,-0.0748288,-0.190072
442,near_23,2.539776675,0.5929656439,0.8963347749,0.666669850643,5.19193199368e+15,0.3333324735,0.3333318895,0.3333356371,9.21e-08,4.4e-07,9.17e-08,2.8e-07,2.34e-08,0.3333,3,2.52e-37,5.92e-37,1.14e-36,1.75e-28,7.8e-42,-0.270062,-0.453479,0.723541
443,anisotropic,0.0005684358553,0.0006379792386,4728.445009,0.683411890535,2567307.27567,0.8825963499,0.05870191616,0.05870173397,4.3e-07,6.07e-08,4.14e-13,1.84e-11,5.2e-08,0.02644,41.02,2.65e-37,1.29e-36,8.58e-36,8.26e-29,2.19e-45,3.06535,-1.53267,-1.53268
444,near_23,0.08448985659,1.128549426,0.2004592871,0.66667698111,1.52719396997e+14,0.3333316452,0.3333374329,0.333330922,2.28e-08,1.14e-08,4.28e-07,2.8e-07,2.48e-08,0.3333,3,2.97e-37,2.05e-37,1.55e-36,1.75e-28,1.29e-41,-0.163669,0.397457,-0.233788
445,near_1,0.2911583396,0.1628706177,3.907185685,0.999999988101,8.52536996424,0.6769793457,0.1382180676,0.1848025867,7.5e-13,2.29e-12,2.48e-13,4.26e-07,4.83e-12,0.1258,4.37,1.11e-34,1.18e-34,4.42e-35,5.8e-33,1.75e-46,1.79794,-1.02083,-0.777106
446,near_23,1.697812487,2.243757772,1.640436233,0.66667084423,2.29867017401e+15,0.3333327771,0.3333343009,0.333332922,4.21e-07,1.21e-07,2.11e-07,2.78e-07,2.81e-08,0.3333,3,1.19e-37,1.18e-37,8.6e-37,1.75e-28,2.94e-41,-0.133148,0.231607,-0.0984592
447,near_23,1.813812678,2.189836939,1.942194623,0.666669031006,1.26797662781e+16,0.3333332765,0.3333336305,0.333333093,4.19e-07,1.79e-07,1.1e-07,2.78e-07,3.33e-08,0.3333,3,4.17e-37,4.57e-37,3.25e-37,1.75e-28,7.37e-41,-0.0240343,0.125687,-0.101653
448,near_23,3.391039501,1.464552559,1.200053991,0.666667006144,4.28351717656e+18,0.3333331653,0.3333332196,0.333333615,3.66e-07,4.17e-07,3.32e-07,3.28e-07,3.39e-07,0.3333,3,2.6e-36,2.69e-36,3.06e-36,1.75e-28,8.1e-40,-0.49486,-0.334944,0.829804
449,near_1,2.019226741,0.2401818214,24.27452553,0.999999983382,46.7582071708,0.720520708,0.0716706279,0.2078086641,1.14e-13,3e-12,1.66e-13,4.17e-07,4.54e-12,0.09806,4.464,1.08e-34,1.27e-34,3.82e-35,2.73e-34,0,0.641659,-0.433635,-0.208024
450,near_23,0.8657665246,4.215163697,4.789683154,0.66666891476,1.47504154715e+16,0.3333353714,0.3333345905,0.3333300381,4.15e-07,1.22e-07,3.71e-08,2.81e-07,4.24e-08,0.3333,3,4.62e-37,9.16e-38,2.01e-37,1.75e-28,6.92e-41,0.906551,0.559218,-1.46577
451,near_23,0.3550696887,9.622311531,0.291651878,0.666678456378,1.02283172522e+14,0.3333110168,0.3333775143,0.3333114689,8.12e-09,1.22e-08,4.12e-07,2.81e-07,3.74e-08,0.3333,3,3.55e-37,1.19e-38,6.5e-37,1.75e-28,8.12e-43,-1.89254,3.74674,-1.8542
452,near_23,1.798720651,15.00951758,11.53126773,0.666667157815,1.41450892296e+18,0.3333339524,0.3333349852,0.3333310624,4.1e-07,4e-08,1.65e-07,2.72e-07,4.51e-08,0.3333,3,1.03e-37,3.08e-39,1.02e-36,1.75e-28,3.52e-40,1.26044,3.36329,-4.62373
453,near_1,0.2760793043,0.3471699947,0.5811361014,0.99999998538,3.52300434964,0.4061461709,0.3139167834,0.2799370457,2.39e-13,8.1e-13,8.78e-13,4.1e-07,3.05e-12,0.2003,3.56,9.84e-35,9.38e-35,8.12e-35,5.44e-32,5.25e-46,0.422985,-0.112795,-0.31019
454,near_1,0.8580446401,0.1889754394,0.09407385427,0.999999969241,2.78133995046,0.1839109559,0.2606608203,0.5554282238,1.87e-14,1.23e-12,2.16e-12,4.08e-07,2.94e-12,0.2379,1.882,6.08e-35,1.01e-34,1.12e-34,5.26e-33,5.25e-46,-1.19792,-0.582617,1.78054
455,anisotropic,0.002271309729,0.0001218418011,1514.113558,0.908515764662,3153.34626266,0.9463790272,0.02678746751,0.02683350526,1.96e-08,4.05e-07,3.86e-14,1.56e-12,2.96e-08,0.01129,51.63,5.8e-39,3.45e-37,4e-36,1.74e-30,0,0.151879,-0.0760139,-0.075865
456,near_1,0.4398635431,4.696758839,2.310616733,0.999999977664,18.9268015203,0.3494019904,0.4981504693,0.1524475403,2.15e-12,2.83e-13,2.67e-13,4.05e-07,4.12e-12,0.1285,6.431,1.16e-34,6.86e-35,8.89e-35,4.92e-32,1.75e-46,0.0265945,0.272784,-0.299379
457,near_1,0.1517728987,0.33212776,0.4417655493,0.999999986288,2.65866155668,0.4076283871,0.3534443891,0.2389272238,1.08e-12,8.37e-13,1.23e-12,4.03e-07,2.5e-12,0.1816,4.178,1.04e-34,8.84e-35,8.1e-35,2.16e-32,1.75e-46,0.52569,0.1423,-0.66799
458,near_1,2.151802176,0.9713358107,0.06835315338,0.999999984687,7.36531019941,0.09633495017,0.3631526419,0.540512408,9.97e-13,1.15e-12,1.63e-12,4.03e-07,3.92e-12,0.158,3.029,6.28e-35,8.71e-35,1.24e-34,9.95e-33,1.75e-46,-1.28791,0.162046,1.12587
459,near_1,0.3247079167,0.1219180172,0.1902590093,0.999999979365,1.83652955274,0.3218649728,0.257652919,0.4204821082,1.64e-13,8.32e-13,2.62e-13,4.03e-07,2.77e-12,0.2415,2.392,7.92e-35,1.01e-34,9.27e-35,4.91e-32,1.75e-46,-0.0999406,-0.659515,0.759456
460,near_1,0.2340051756,0.3424948798,0.1397061651,0.999999978334,2.08151171847,0.259070782,0.4056370882,0.3352921298,5.61e-13,7.12e-13,2.08e-12,4.02e-07,2.88e-12,0.2172,2.988,9.09e-35,8.13e-35,1.01e-34,3.5e-32,1.75e-46,-0.598716,0.582923,0.0157922
461,near_23,0.9649388035,0.0441051368,2.232451058,0.666697150412,5.91655774544e+12,0.3333545631,0.3333142325,0.3333312044,1.54e-08,4e-07,7.55e-09,2.8e-07,7.23e-08,0.3333,3,2.94e-38,3.24e-36,1.19e-39,1.75e-28,6.67e-42,0.696385,-0.626575,-0.0698093
462,near_23,0.1404073629,0.3818433325,0.5523997754,0.666673010619,6.56372411836e+14,0.3333340781,0.333333424,0.3333324979,3.91e-07,3.96e-07,1.87e-07,2.81e-07,6.14e-08,0.3333,3,3.66e-36,1e-36,6.21e-37,1.75e-28,1.04e-41,0.117405,0.0142852,-0.13169
463,near_23,0.677997496,1.076470231,0.6703268964,0.666667391739,4.39631271605e+17,0.3333332729,0.3333334509,0.3333332762,2.46e-07,3.93e-07,3.45e-07,2.76e-07,2.95e-07,0.3333,3,1.19e-35,1.03e-36,8.94e-37,1.75e-28,1.4e-40,-0.0833972,0.162157,-0.0787596
464,near_23,2.101087578,1.156377862,10.7309714,0.666669799505,5.45066198428e+15,0.3333448264,0.3333266921,0.3333284815,9.52e-08,3.87e-07,1.24e-08,2.79e-07,3.7e-08,0.3333,3,9.1e-37,1.76e-39,3.96e-38,1.75e-28,2.33e-42,3.66836,-2.11976,-1.5486
465,near_23,0.4290656049,3.948845933,0.3759619376,0.666673072921,6.37435327779e+14,0.3333286521,0.3333424902,0.3333288578,2.14e-07,8.06e-08,3.86e-07,2.8e-07,4.17e-08,0.3333,3,2.95e-37,1.55e-37,8.37e-37,1.75e-28,3.86e-41,-0.73071,1.42931,-0.698603
466,near_23,1.718986493,0.5947003618,0.2915637925,0.666672846911,7.09938572391e+14,0.3333311779,0.3333323106,0.3333365115,7.12e-08,1.32e-08,3.86e-07,2.82e-07,8.31e-08,0.3333,3,8.52e-38,1.45e-36,1.67e-36,1.75e-28,2.02e-41,-0.348763,-0.165484,0.514247
467,near_23,0.534846364,1.054545109,0.6446665392,0.666672695106,7.64928984451e+14,0.3333329688,0.3333344627,0.3333325685,3.82e-07,2.37e-07,6.61e-08,2.8e-07,2.13e-08,0.3333,3,3.22e-37,1.69e-37,7.83e-37,1.75e-28,1.3e-41,-0.0604712,0.18734,-0.126869
468,near_1,3.329779279,12.46909102,1.323053467,0.999999984896,42.3302378292,0.1767923066,0.5427402929,0.2804674005,1.18e-12,7.86e-13,1.34e-12,3.82e-07,3.57e-12,0.1761,3.472,9.84e-35,6.25e-35,1.13e-34,6.29e-32,1.75e-46,0.0480935,-0.0643358,0.0162422
469,near_1,4.418120055,0.9938739964,3.675045469,0.999999952603,25.1593161295,0.3821923641,0.1987542025,0.4190534334,3.88e-13,4.11e-13,2.17e-13,3.8e-07,3.02e-12,0.2251,2.513,7.94e-35,1.1e-34,8.45e-35,2.03e-32,3.5e-46,0.025615,-0.0705545,0.0449396
470,anisotropic,7903.816538,0.0001145260695,0.2012927312,0.714786521277,470781.256314,0.02906649121,0.0283117884,0.9426217204,7.4e-13,3.76e-07,6.19e-10,6.4e-12,2.63e-07,0.03081,13.63,4.12e-36,3.27e-36,1.89e-39,7.94e-29,1.75e-45,-0.281071,-0.289535,0.570606
471,near_1,0.7818294379,0.09159531945,0.250447827,0.99999998688,2.84700201552,0.2965956563,0.1793671161,0.5240372276,6.08e-13,8.15e-13,2.03e-12,3.75e-07,7.32e-12,0.233,2.055,6.51e-35,1.12e-34,9.62e-35,7.38e-32,3.5e-46,-0.282866,-1.18548,1.46834
472,near_1,0.1034398906,1.123504497,0.500813495,0.999999983069,4.3649974551,0.3387240639,0.5073357103,0.1539402258,1.52e-12,8.92e-13,2.11e-12,3.75e-07,2.78e-12,0.1293,6.333,1.16e-34,6.74e-35,9.04e-35,6.16e-32,3.5e-46,0.0330623,1.06718,-1.10025
473,near_23,1.691256793,2.807431289,0.3890277087,0.666672786931,7.31034940793e+14,0.3333287442,0.3333376929,0.3333335629,1.48e-07,8.48e-09,3.75e-07,2.82e-07,7.81e-08,0.3333,3,2.63e-37,1.59e-37,7.71e-37,1.75e-28,3.43e-42,-0.74981,0.712302,0.0375078
474,near_23,2.709051964,1.842930934,10.49680412,0.666667543379,2.48696562473e+17,0.3333362383,0.3333316513,0.3333321104,2.2e-07,3.72e-07,1.89e-07,2.85e-07,1.14e-07,0.3333,3,1.77e-36,1.22e-36,4.61e-37,1.75e-28,1.24e-41,3.31342,-1.91853,-1.39488
475,anisotropic,1.055287106,0.0001275930764,978.8350354,0.699626297678,146995.516504,0.8293406273,0.08157751991,0.08908185281,5.66e-11,3.7e-07,4.35e-13,2.34e-11,2.09e-07,0.04225,25,1.15e-38,2.63e-36,1.32e-35,8.69e-29,3.77e-45,2.10642,-1.12046,-0.985958
476,near_23,0.4510622627,3.406616849,0.1270936514,0.666684717224,2.84967776157e+13,0.3333202254,0.3333560136,0.333323761,1e-08,7.8e-09,3.7e-07,2.81e-07,9.03e-08,0.3333,3,2.18e-37,4.5e-38,4.41e-37,1.75e-28,9.6e-43,-0.726139,1.2564,-0.530256
477,near_23,0.8465953108,2.980887976,3.771233885,0.666672179456,1.00033317927e+15,0.3333374606,0.3333348265,0.333327713,3.69e-07,1.68e-08,2.62e-08,2.82e-07,1.11e-08,0.3333,3,9.42e-37,2.21e-37,3.54e-38,1.75e-28,4.6e-41,0.748639,0.270847,-1.01949
478,near_23,4.519735541,0.7591595044,0.9909576556,0.666668025648,6.6772314081e+16,0.3333324304,0.3333322399,0.3333353297,1.35e-09,1.88e-07,3.69e-07,2.77e-07,5.85e-08,0.3333,3,7.32e-37,3.84e-36,1.3e-36,1.75e-28,3.68e-41,-0.664437,-0.804582,1.46902
479,anisotropic,724.4615829,0.0001508291972,0.002559373877,0.680647350356,715213.133061,0.1316926039,0.1316813543,0.7366260418,3.3e-13,3.65e-07,2.04e-08,2.08e-11,1.1e-07,0.1788,2.355,1.97e-35,5.98e-37,2.85e-37,9.51e-29,8.23e-45,-3.28835,-3.28892,6.57727
480,near_1,9.370812432,1.710323127,13.26877878,0.999999982331,64.1858220929,0.4546696349,0.163237353,0.382093012,6.73e-13,1.01e-12,2.88e-13,3.64e-07,3.08e-12,0.199,2.865,8.45e-35,1.14e-34,7.46e-35,2.02e-32,1.75e-46,-0.173808,0.243654,-0.069846
481,near_23,0.7681339268,2.937083587,1.197401195,0.666670341433,3.37717006736e+15,0.3333323629,0.333336228,0.3333314092,3.62e-07,7.63e-08,2.14e-07,2.78e-07,3.19e-08,0.3333,3,1.12e-36,2.24e-38,1.64e-36,1.75e-28,4.69e-41,-0.26408,0.787694,-0.523614
482,near_1,0.8756891159,3.177926145,0.3025313103,0.999999973547,10.6829960826,0.1682824047,0.5454128864,0.2863047089,8.34e-13,1.96e-13,6.5e-13,3.62e-07,3.45e-12,0.1749,3.435,9.76e-35,6.22e-35,1.14e-34,3.71e-32,3.5e-46,-0.527934,0.67836,-0.150426
483,near_23,3.689236909,3.134548261,1.792002493,0.666667245651,8.63445423283e+17,0.3333329553,0.3333334253,0.3333336194,5.93e-08,3.6e-07,3.29e-07,2.78e-07,4.16e-08,0.3333,3,2.11e-36,1.63e-37,2.14e-36,1.75e-28,1.21e-40,-0.652918,0.158779,0.49414
484,near_1,6.217982923,0.6080196717,2.167658985,0.999999960946,22.521120888,0.3102419602,0.1643099602,0.5254480796,9.3e-13,2.35e-13,1.1e-12,3.58e-07,5.67e-11,0.2237,2.14,6.49e-35,1.14e-34,9.43e-35,7.72e-33,8.76e-47,-0.0277942,-0.203448,0.231242
485,near_23,0.5394111506,1.089166193,0.02602641681,0.666778660739,119305589073,0.3332977463,0.3333697388,0.333332515,9.12e-09,1.72e-09,3.57e-07,2.8e-07,8.33e-09,0.3333,3,2.93e-38,8.74e-39,1.32e-37,1.75e-28,1.68e-42,-0.317795,0.32508,-0.00728475
486,near_23,0.7733050832,3.555130684,0.1981119727,0.666672307798,9.3357043655e+14,0.333328863,0.3333403123,0.3333308248,3.56e-07,4.02e-09,3.44e-07,2.82e-07,7.56e-08,0.3333,3,9.74e-37,1.41e-38,3.12e-36,1.75e-28,1.72e-41,-0.792442,1.23712,-0.444676
487,anisotropic,7176.262477,0.0001058039706,0.01910356087,0.920060885293,13122.6883273,0.01287116078,0.01267841632,0.9744504229,1.2e-13,3.53e-07,4.49e-09,9.39e-12,7.2e-08,0.01321,15.48,1.85e-36,2.07e-36,1.39e-38,8.26e-31,3.5e-46,-0.0321639,-0.0326779,0.0648418
488,anisotropic,0.000228943407,2716.199474,0.0001445903146,0.756963271122,45075.9678873,0.03467441148,0.9306504303,0.03467515826,9.47e-08,3.92e-13,3.53e-07,2.56e-12,1.05e-07,0.01485,66.9,3.21e-38,4.99e-36,1e-36,8.13e-29,1.31e-45,-0.186117,0.372229,-0.186112
489,near_23,0.2938434743,1.498507471,0.2196913379,0.666677506136,1.31586892255e+14,0.3333303778,0.3333387585,0.3333308637,3.5e-07,8.7e-08,2.42e-07,2.8e-07,4.67e-08,0.3333,3,4.92e-39,2.94e-37,1.32e-36,1.75e-28,8.93e-42,-0.272666,0.500499,-0.227832
490,near_1,2.081730324,0.5150889455,2.080355182,0.99999998777,12.9806076384,0.4003328696,0.1992019701,0.4004651603,7.61e-13,4.61e-13,1.63e-12,3.48e-07,8.16e-12,0.2209,2.618,8.2e-35,1.09e-34,8.2e-35,3.15e-32,1.75e-46,0.143544,-0.287373,0.143828
491,anisotropic,0.5590265757,0.0001083487074,4633.148378,0.866152168633,14261.4434395,0.9633266113,0.01571027081,0.02096311789,7.12e-11,3.42e-07,7.97e-14,1.55e-11,2.03e-07,0.008651,83.99,6.56e-37,2.2e-36,2.96e-36,5.16e-30,5.25e-46,0.0958783,-0.0538769,-0.0420014
492,near_23,0.5555094805,2.280594632,0.5094737683,0.666672648208,7.83071963746e+14,0.3333311428,0.3333375479,0.3333313093,7.52e-08,4.91e-08,3.4e-07,2.79e-07,2.99e-08,0.3333,3,5.51e-37,3.2e-37,1.89e-36,1.75e-28,2.59e-41,-0.366208,0.704582,-0.338374
493,near_1,3.478239766,0.8022280049,0.466179164,0.999999979235,11.8573422443,0.1982817765,0.2601089353,0.5416092882,8.87e-13,1.59e-12,1.36e-12,3.34e-07,3.51e-12,0.243,1.893,6.27e-35,1.01e-34,1.1e-34,1.26e-32,8.76e-47,-0.369777,-0.200492,0.570269
494,symmetric,0.02804997727,0.02804997727,0.02804997727,0.949275562554,1.22081893979,0.3333333333,0.3333333333,0.3333333333,1.31e-12,3.09e-12,3.09e-12,1.61e-11,3.34e-07,0.2927,3,2.08e-36,2.08e-36,2.08e-36,4.13e-31,7.01e-46,0,0,0
495,near_1,3.771140955,0.4200282197,1.107375659,0.999999978211,13.2667709026,0.2889115531,0.1779330709,0.533155376,1.12e-12,9.06e-13,4.88e-14,3.33e-07,3.65e-12,0.2331,2.018,6.38e-35,1.12e-34,9.72e-35,1.9e-32,3.5e-46,-0.11046,-0.386423,0.496884
496,near_23,0.1269507899,1.021397333,0.751994906,0.666671589353,1.40484119108e+15,0.3333336862,0.333334488,0.3333318259,3.33e-07,9.46e-08,2.61e-07,2.8e-07,1.39e-07,0.3333,3,8.71e-36,2.66e-39,4.04e-37,1.75e-28,3.49e-41,0.0716753,0.234555,-0.30623
497,near_1,1.457412147,0.1097714936,2.732862562,0.99999994552,10.1868785906,0.5179506643,0.1038064968,0.3782428389,1.11e-12,1.91e-12,1.29e-13,3.33e-07,3.52e-12,0.1527,3.489,8.5e-35,1.23e-34,6.59e-35,5.29e-34,4.38e-46,0.757708,-0.942026,0.184318
498,near_23,0.9611759312,0.793491287,12.86557122,0.666671450884,1.53055477099e+15,0.3333564485,0.3333215332,0.3333220183,3.32e-07,4.96e-08,1.97e-08,2.8e-07,4.2e-08,0.3333,3,2.03e-37,2.87e-37,1.23e-38,1.75e-28,5.96e-42,4.83103,-2.46621,-2.36482
499,near_23,3.601609068,3.562552744,0.198464823,0.666676550228,1.73595133347e+14,0.3333198545,0.3333399561,0.3333401894,8.33e-09,6.08e-09,3.31e-07,2.8e-07,4.79e-08,0.3333,3,9.32e-38,7.33e-39,7.6e-38,1.75e-28,9.62e-42,-1.36371,0.670051,0.69366
