rank,regime,beta12,beta13,beta23,alpha,T,x1,x2,x3,float_err_dT_b12,float_err_dT_b13,float_err_dT_b23,float_err_dT_alpha,float_err_dx_max,hess_min_eig,hess_cond,hp_err_dT_b12,hp_err_dT_b13,hp_err_dT_b23,hp_err_dT_alpha,hp_err_euler,dx1_dalpha_fd,dx2_dalpha_fd,dx3_dalpha_fd
87,near_23,0.1610166934,0.3032570033,6.772683485,0.666667198292,1.11536410535e+18,0.3333347348,0.3333326554,0.3333326097,1.29e-05,6.61e-06,2.58e-07,2.77e-07,6.22e-07,0.3333,3,1.3e-35,3.34e-35,9.32e-37,1.75e-28,1.64e-40,2.63625,-1.27512,-1.36112
88,near_23,0.4805885308,0.123581355,0.498815398,0.666667973105,7.51562356507e+16,0.3333334369,0.3333331405,0.3333334225,1.49e-06,1.28e-05,2.89e-06,2.84e-07,5.85e-07,0.3333,3,1.2e-36,1.46e-35,1.87e-36,1.75e-28,8.63e-41,0.0792958,-0.147572,0.0682758
89,near_23,1.273148012,16.82161402,0.1979233848,0.666667014073,3.99690774376e+18,0.3333320942,0.3333355858,0.33333232,1.26e-06,6.61e-08,1.27e-05,2.81e-07,6.92e-07,0.3333,3,4.05e-36,4.99e-37,5.02e-35,1.75e-28,7.47e-40,-3.56685,6.48363,-2.91677
90,near_23,0.4715193888,0.5912798957,1.215879313,0.666666881346,1.69379540691e+19,0.3333333926,0.3333333115,0.3333332959,1.25e-05,3.98e-06,4.68e-06,2.98e-07,3.83e-07,0.3333,3,2.69e-35,3.02e-35,4.6e-36,1.75e-28,2.63e-40,0.275891,-0.101742,-0.174149
91,near_23,1.816851879,0.3866013907,6.934834554,0.666666805797,6.22249934303e+19,0.3333336604,0.3333331096,0.3333332299,2.95e-06,1.25e-05,3.03e-07,2.51e-07,2.09e-06,0.3333,3,1.07e-35,1.39e-35,4.75e-36,1.75e-28,9.83e-41,2.35112,-1.60793,-0.743197
92,near_23,0.6124058379,0.5448033806,0.1650798239,0.666667464066,3.30525305556e+17,0.3333332004,0.3333333835,0.3333334161,3.2e-06,3.67e-06,1.25e-05,2.82e-07,9.7e-07,0.3333,3,4.39e-36,6.71e-36,1.76e-35,1.75e-28,1.8e-40,-0.166678,0.0629029,0.103775
93,near_23,0.03410134664,2.583383705,1.626163239,0.666668556363,2.48347846014e+16,0.3333335751,0.3333346687,0.3333317562,1.24e-05,9.21e-08,2.54e-07,2.81e-07,2.19e-06,0.3333,3,4.99e-35,4.28e-37,1.26e-36,1.75e-28,1.13e-41,0.127945,0.706669,-0.834614
94,near_23,4.316184617,0.2399498541,0.2482637809,0.666666972193,5.87604643729e+18,0.3333330834,0.3333330818,0.3333338348,3.56e-07,4.26e-06,1.24e-05,2.8e-07,1.37e-06,0.3333,3,4.4e-37,8.85e-35,2.59e-35,1.75e-28,9.08e-40,-0.818143,-0.82317,1.64131
95,near_23,1.175831435,1.143985265,0.4799572232,0.666666808032,5.93204935692e+19,0.3333332946,0.3333333513,0.3333333541,3.49e-07,3.9e-06,1.22e-05,2.83e-07,3.9e-07,0.3333,3,2.1e-35,2.73e-35,1.54e-35,1.75e-28,9.09e-40,-0.274066,0.127406,0.14666
96,near_23,0.3107138118,4.828303221,12.75230306,0.666667179285,1.24410020381e+18,0.3333354373,0.3333329814,0.3333315813,1.19e-05,2.24e-08,2.03e-07,2.87e-07,3.14e-07,0.3333,3,1.7e-35,1.42e-36,5.48e-37,1.75e-28,5.07e-40,4.10424,-0.686463,-3.41778
97,near_23,2.470109974,3.045956457,0.02738321388,0.666668678734,2.0573635558e+16,0.3333311188,0.3333347909,0.3333340904,2.75e-07,2.87e-07,1.19e-05,2.78e-07,2.48e-06,0.3333,3,8.38e-37,5.88e-37,7.96e-35,1.75e-28,2.34e-41,-1.10062,0.724385,0.376238
98,near_23,0.5375681453,10.05226342,58.15590218,0.666666976558,5.6314517947e+18,0.3333399358,0.3333309234,0.3333291408,1.13e-05,3.89e-08,7.48e-08,2.76e-07,5.54e-07,0.3333,3,3.42e-36,6.67e-37,3.42e-39,1.75e-28,6.87e-40,21.305,-7.77625,-13.5288
99,near_23,1.386887495,0.3531506705,0.1806003069,0.666667190229,1.16769221115e+18,0.3333331878,0.3333332425,0.3333335697,9.03e-07,7.49e-07,1.11e-05,2.58e-07,1.6e-06,0.3333,3,7.16e-36,2.46e-35,1.71e-35,1.75e-28,7.14e-41,-0.277882,-0.173558,0.45144
100,near_23,0.1024771967,1.119232156,0.2127149378,0.666667093197,2.15964989764e+18,0.3333332649,0.3333334987,0.3333332365,1.08e-05,1.28e-06,6.87e-06,2.73e-07,3.45e-06,0.3333,3,2.22e-35,8.14e-36,2.02e-35,1.75e-28,2.92e-40,-0.160477,0.387604,-0.227127
101,near_23,0.1100667674,10.47119009,1.21690178,0.666667460996,3.34376957973e+17,0.3333320291,0.3333364734,0.3333314975,1.04e-05,8.24e-08,4.82e-07,2.76e-07,1.08e-06,0.3333,3,5.34e-35,1.3e-37,4.32e-36,1.75e-28,2.38e-40,-1.64193,3.95305,-2.31112
102,near_23,7.418073327,2.921461295,0.2940644799,0.666666794958,7.93678499111e+19,0.3333330812,0.333333285,0.3333336338,6.66e-07,1.99e-06,1.04e-05,2.84e-07,3.82e-07,0.3333,3,5.86e-37,9.79e-37,1.14e-34,1.75e-28,6.38e-40,-1.96523,-0.376706,2.34193
103,near_23,7.062938161,0.2461432515,1.634115219,0.666666915903,1.08242583561e+19,0.3333331304,0.3333329212,0.3333339484,1.04e-07,1.04e-05,8.74e-07,3.08e-07,5.88e-07,0.3333,3,3.44e-38,5.13e-35,1.3e-35,1.75e-28,5.76e-41,-0.814359,-1.65353,2.46788
104,near_23,0.2472146889,4.103906986,0.6142632645,0.66666747578,3.16377644064e+17,0.3333328242,0.3333345312,0.3333326446,1.03e-05,5.31e-08,1.39e-06,2.9e-07,3.77e-07,0.3333,3,1.63e-35,9.83e-37,1.13e-35,1.75e-28,3.44e-40,-0.6293,1.48052,-0.851218
105,near_23,0.1335476507,5.379934885,2.117539095,0.666666847266,2.84503620692e+19,0.3333332868,0.333333643,0.3333330702,1.03e-05,1.09e-06,6.7e-08,2.69e-07,7.04e-06,0.3333,3,3.4e-34,4.26e-36,2.13e-36,1.75e-28,4.26e-40,-0.257639,1.7148,-1.45716
106,near_23,9.209261551,3.096121608,0.7454689146,0.66666681799,4.83632883856e+19,0.3333330035,0.3333332186,0.3333337779,4.64e-08,2.64e-06,1.03e-05,3.77e-07,1.76e-06,0.3333,3,4.33e-37,5.75e-36,2.4e-35,1.75e-28,1.2e-40,-2.17946,-0.75826,2.93772
107,near_23,0.3580796943,0.5199654961,0.6001701893,0.666666837446,3.36452430596e+19,0.3333333444,0.3333333361,0.3333333194,1.02e-05,9.27e-06,4.03e-08,2.35e-07,1.67e-06,0.3333,3,6.34e-35,5.57e-36,3.47e-35,1.75e-28,1.02e-39,0.0649532,0.0164615,-0.0814147
108,near_23,5.656240418,0.2965684043,0.3898564281,0.666667344918,5.37110369859e+17,0.3333326262,0.333332588,0.3333347858,3.13e-07,9.78e-06,4.44e-06,3.04e-07,9.43e-07,0.3333,3,4.57e-37,2.57e-35,6.04e-36,1.75e-28,7.5e-41,-1.04254,-1.09894,2.14148
109,symmetric,0.0875673882,0.0875673882,0.0875673882,0.967948401285,1.46044633496,0.3333333333,0.3333333333,0.3333333333,1.48e-12,1.35e-12,1.35e-12,1.55e-11,9.56e-06,0.2529,3,2.8e-35,2.8e-35,2.8e-35,3.76e-32,0,0,0,0
110,near_23,1.643475445,0.07167104971,0.130970651,0.666667429202,3.77965547479e+17,0.33333311,0.3333330827,0.3333338073,8.82e-08,9.39e-06,4.24e-06,2.76e-07,3.86e-06,0.3333,3,3.57e-36,1.87e-35,3.12e-35,1.75e-28,2.9e-40,-0.292869,-0.328722,0.62159
111,near_23,0.3842686553,0.7969940181,0.2860731484,0.666667017814,3.8704665217e+18,0.3333332902,0.3333333987,0.3333333111,5.57e-06,4.5e-07,9.08e-06,2.72e-07,8.23e-07,0.3333,3,2.12e-35,1.42e-35,4.06e-35,1.75e-28,3.47e-40,-0.122757,0.186146,-0.0633882
112,near_23,0.4337551716,25.16639687,25.89641575,0.666666945069,7.76648522187e+18,0.3333348029,0.33333468,0.333330517,9.07e-06,4.28e-07,1.44e-07,2.81e-07,8.58e-07,0.3333,3,1.68e-35,7.3e-37,5.02e-37,1.75e-28,6.28e-40,5.27856,4.83721,-10.1158
113,near_23,0.1825862829,3.911357137,0.2904392215,0.666667112045,1.89691200833e+18,0.333333018,0.333333993,0.333332989,9.05e-06,5.25e-07,3.92e-06,2.81e-07,1.8e-06,0.3333,3,4.06e-35,1.22e-37,5.54e-35,1.75e-28,2.11e-40,-0.707996,1.4812,-0.773204
114,near_23,2.25222331,0.0481362286,16.78004098,0.66666833624,3.60113157313e+16,0.3333438509,0.3333269621,0.333329187,4.18e-07,9e-06,1.74e-08,2.85e-07,1.59e-06,0.3333,3,1.37e-37,7.07e-35,2.98e-38,1.75e-28,5.03e-41,6.29925,-3.81592,-2.48333
115,near_23,0.1902815908,2.635514053,2.742685887,0.666666797617,7.46290806968e+19,0.3333334035,0.333333395,0.3333332014,2.06e-06,8.68e-06,6.55e-07,2.55e-07,2.91e-06,0.3333,3,2.24e-34,1.35e-36,8.3e-36,1.75e-28,3.93e-40,0.535993,0.471197,-1.00719
116,near_23,3.16085976,6.013943105,0.8187631725,0.666666830914,3.78215521179e+19,0.3333330838,0.3333335997,0.3333333164,3.65e-06,3.17e-07,8.54e-06,2.28e-07,7.31e-07,0.3333,3,5.31e-36,1.61e-36,1.31e-35,1.75e-28,4.43e-40,-1.51901,1.62199,-0.102979
117,symmetric,0.008998937555,0.008998937555,0.008998937555,0.950990070866,0.850034356394,0.3333333333,0.3333333333,0.3333333333,7.42e-12,4.59e-12,4.59e-12,1.41e-11,8.48e-06,0.3128,3,1.48e-37,1.48e-37,1.48e-37,4.25e-31,1.75e-46,0,0,0
118,near_23,6.104116562,0.09359647703,1.098247681,0.666668722874,1.92770633782e+16,0.3333316753,0.3333304263,0.3333378984,2.34e-08,8.2e-06,4.01e-07,2.81e-07,3.27e-07,0.3333,3,4.52e-38,1.36e-35,3.82e-37,1.75e-28,1.36e-41,-0.806335,-1.41375,2.22008
119,near_23,0.2234639434,0.8878276367,0.5705716386,0.666667136352,1.61737963814e+18,0.3333333362,0.3333334263,0.3333332376,8.02e-06,1.6e-06,1.39e-06,2.76e-07,1.37e-06,0.3333,3,3.59e-35,9.02e-36,5.49e-36,1.75e-28,8.33e-41,0.00601616,0.197829,-0.203845
120,near_23,0.4522930297,1.262504742,2.239290098,0.666666983523,5.26801129771e+18,0.3333335098,0.3333333227,0.3333331675,7.91e-06,5.88e-07,5.17e-07,2.71e-07,1.06e-06,0.3333,3,4.61e-36,1.73e-35,3.23e-36,1.75e-28,5.85e-40,0.55699,-0.0335644,-0.523426
121,near_23,2.684737153,2.009775813,0.2935399352,0.666667772252,1.24010421674e+17,0.3333324181,0.3333335653,0.3333340165,6.5e-07,9.33e-07,7.86e-06,2.74e-07,1.87e-07,0.3333,3,1.08e-36,3.01e-36,1.19e-35,1.75e-28,5.48e-41,-0.82778,0.209852,0.617928
122,near_23,4.045045514,0.861591514,0.2949933745,0.666666867442,2.07062592426e+19,0.3333331587,0.3333332274,0.3333336139,1.62e-06,6.33e-06,7.85e-06,2.98e-07,1.07e-06,0.3333,3,4.02e-37,1.76e-35,7.01e-35,1.75e-28,6.74e-41,-0.869947,-0.527382,1.39733
123,near_23,3.259853794,5.022007249,0.1523431516,0.666668332892,3.6227654871e+16,0.3333306546,0.3333355603,0.3333337851,1.85e-07,1.44e-07,7.8e-06,2.83e-07,5.67e-07,0.3333,3,9.65e-37,7.83e-38,2.19e-35,1.75e-28,2.05e-42,-1.60764,1.3365,0.271142
124,near_23,2.465190423,1.242069812,0.765147891,0.666666839748,3.23205637562e+19,0.3333332574,0.3333333073,0.3333334353,2.26e-06,1.68e-06,7.75e-06,3.12e-07,6.63e-07,0.3333,3,8.73e-36,3.1e-35,2e-35,1.75e-28,1.48e-39,-0.43873,-0.150384,0.589114
125,near_23,0.1963643773,1.303049707,3.067894354,0.666667822801,1.08445170835e+17,0.3333344136,0.33333318,0.3333324064,7.69e-06,9.36e-07,4.3e-08,2.74e-07,2.37e-07,0.3333,3,1.93e-35,8.84e-38,3.29e-37,1.75e-28,1.52e-40,0.934375,-0.132637,-0.801738
126,near_23,1.390522631,0.496380785,0.1469729391,0.666667278268,7.32533398235e+17,0.333333137,0.3333332662,0.3333335968,1.16e-06,3.24e-06,7.61e-06,2.72e-07,1.02e-06,0.3333,3,1.54e-36,9.65e-36,3.25e-35,1.75e-28,1.92e-40,-0.321034,-0.109782,0.430816
127,near_23,0.05756341479,0.3591791442,0.852326909,0.666669582001,6.76342673238e+15,0.33333409,0.3333332208,0.3333326892,7.56e-06,2.09e-06,3.12e-08,2.76e-07,9.91e-08,0.3333,3,2.55e-35,6.1e-36,1.02e-36,1.75e-28,5.47e-41,0.259558,-0.0385997,-0.220959
128,near_23,0.1109911948,4.150528851,0.2134600755,0.666667122523,1.76908264211e+18,0.333332981,0.3333340661,0.3333329528,2.89e-06,1.43e-07,7.45e-06,2.67e-07,4.73e-06,0.3333,3,6.26e-35,1.04e-37,2.2e-35,1.75e-28,2.44e-40,-0.772796,1.60754,-0.834748
129,near_23,2.386659873,0.5009670795,0.03040928099,0.666669375989,8.42662032047e+15,0.3333317898,0.3333325607,0.3333356495,1.68e-07,1.14e-06,7.33e-06,2.81e-07,1.77e-06,0.3333,3,8.04e-38,9.09e-37,1.09e-35,1.75e-28,2.88e-42,-0.569693,-0.285191,0.854883
130,near_23,0.2977029963,1.39094627,3.813205623,0.666666869752,2.00075847015e+19,0.3333335764,0.3333332789,0.3333331447,7.23e-06,3.64e-06,3.13e-07,2.33e-07,2.17e-06,0.3333,3,7.44e-36,6.42e-36,3.29e-36,1.75e-28,7.12e-40,1.19665,-0.26784,-0.928814
131,near_23,1.192031637,0.4332570499,15.95342527,0.666666893278,1.44010084942e+19,0.3333347163,0.3333325899,0.3333326938,5.86e-06,6.99e-06,4.22e-07,2.73e-07,1.32e-06,0.3333,3,6.27e-36,3.64e-35,1.18e-36,1.75e-28,4.79e-40,6.10267,-3.28071,-2.82196
132,near_23,5.136014983,0.6041059207,1.553704016,0.666667008551,4.19370262923e+18,0.3333331519,0.3333329557,0.3333338924,4.68e-07,6.92e-06,3.73e-08,2.52e-07,5.93e-07,0.3333,3,4.4e-37,3.93e-36,6.77e-37,1.75e-28,5.7e-40,-0.530575,-1.1047,1.63528
133,near_23,0.4643130781,0.1739597029,0.2934827469,0.666667146338,1.51845118362e+18,0.3333333284,0.3333332937,0.3333333779,6.89e-06,3.54e-06,4.5e-07,2.71e-07,9.13e-07,0.3333,3,3.68e-36,8.19e-35,2.07e-35,1.75e-28,5.23e-40,-0.0103401,-0.0826039,0.092944
134,near_23,0.7358617046,2.2162676,4.402780969,0.666666892535,1.45433585713e+19,0.3333335998,0.3333333012,0.333333099,6.88e-06,1.33e-07,7.23e-07,2.35e-07,5.13e-07,0.3333,3,2.29e-35,4.99e-36,1.65e-36,1.75e-28,8.34e-41,1.17966,-0.142303,-1.03735
135,near_23,0.713007147,0.7431755704,0.527253421,0.666667169595,1.3173878587e+18,0.3333332926,0.3333333583,0.3333333491,2.25e-06,1.6e-06,6.73e-06,2.8e-07,2.31e-07,0.3333,3,5.24e-36,8.31e-36,2.91e-35,1.75e-28,9.19e-41,-0.0809511,0.0495955,0.0313557
136,near_23,335.9164316,1.779361239,0.203260874,0.666668394767,3.25074465425e+16,0.3332159881,0.3332176349,0.333566377,1.06e-09,1.51e-07,6.69e-06,2.8e-07,3.14e-07,0.3334,2.996,6.15e-39,2.94e-37,1.79e-35,1.75e-28,5.07e-41,-67.8334,-66.8805,134.714
137,near_23,1.579203681,0.3469769365,0.1337521953,0.666668004588,6.99746671847e+16,0.3333328861,0.3333330586,0.3333340553,5.79e-07,2.21e-06,6.63e-06,2.82e-07,8.93e-07,0.3333,3,2.51e-36,6.77e-36,3.32e-35,1.75e-28,4.55e-41,-0.334278,-0.205362,0.53964
138,near_23,1.810531808,15.6148451,2.420982662,0.666666797693,7.45008289501e+19,0.3333330011,0.3333340462,0.3333329527,6.46e-06,3.42e-07,3.77e-06,3.46e-07,4.64e-07,0.3333,3,1.97e-35,1.11e-36,1.54e-36,1.75e-28,1.17e-39,-2.53596,5.44099,-2.90503
139,near_23,4.356715444,1.438408431,0.5073479139,0.666666812694,5.38178310301e+19,0.3333331926,0.3333332748,0.3333335325,7.64e-07,7.61e-07,6.38e-06,2.9e-07,1.78e-06,0.3333,3,4.82e-36,1.24e-35,1.23e-36,1.75e-28,1.58e-40,-0.963414,-0.400495,1.36391
140,near_23,1.382827414,0.8935213884,1.656940448,0.666666793381,8.23678725001e+19,0.3333333598,0.3333333013,0.3333333388,1.68e-06,1.9e-06,6.12e-06,2.6e-07,9.33e-07,0.3333,3,5.77e-36,4.1e-35,1.14e-35,1.75e-28,1.99e-39,0.209097,-0.252466,0.0433685
141,near_23,0.416824518,2.372195869,1.979289094,0.666666861408,2.26914034799e+19,0.3333333792,0.3333334255,0.3333331953,6.08e-06,5.18e-07,1.99e-06,2.92e-07,1.16e-06,0.3333,3,3.48e-36,8.96e-36,1.08e-35,1.75e-28,3.56e-40,0.235705,0.473256,-0.70896
142,near_23,1.327399953,0.1931957311,0.03733681186,0.66666772189,1.42626182249e+17,0.3333330258,0.3333331253,0.3333338489,1.62e-07,6.07e-06,4.53e-06,2.72e-07,3.26e-06,0.3333,3,4.43e-36,1.93e-35,4.17e-35,1.75e-28,1.35e-40,-0.291402,-0.197169,0.488571
143,near_23,0.007424549467,2.746653202,0.4661430719,0.666672107607,1.0404416745e+15,0.3333313357,0.3333388376,0.3333298267,5.97e-06,2.42e-08,3.57e-08,2.81e-07,2.47e-06,0.3333,3,1.25e-34,1.69e-37,9.72e-37,1.75e-28,1.9e-41,-0.367134,1.01162,-0.644481
144,near_23,6.560217947,0.830514381,0.5704199582,0.666666880438,1.71547167424e+19,0.3333330641,0.3333330977,0.3333338382,7.61e-07,5.27e-06,5.94e-06,3e-07,3.84e-07,0.3333,3,3.52e-36,1.21e-35,2.32e-36,1.75e-28,6.11e-40,-1.25956,-1.1023,2.36186
145,near_23,6.692485437,0.1672846197,2.158318145,0.666667697716,1.52897565186e+17,0.3333328049,0.3333315638,0.3333356313,1.12e-07,5.93e-06,8.07e-07,2.71e-07,4.78e-07,0.3333,3,2.95e-37,5.45e-35,1.56e-36,1.75e-28,1.52e-40,-0.512502,-1.71628,2.22878
146,near_23,0.6116627183,4.091184638,0.322483433,0.666667124686,1.7441455156e+18,0.3333329588,0.3333340024,0.3333330388,3.86e-06,4.65e-07,5.76e-06,2.59e-07,3.98e-07,0.3333,3,6.57e-36,2.43e-38,2.29e-35,1.75e-28,2.2e-40,-0.817794,1.46075,-0.642956
147,near_23,0.05000106973,2.550393162,0.4821932694,0.666671061337,1.97450793971e+15,0.3333318844,0.3333373796,0.333330736,5.74e-06,2.36e-08,5.75e-07,2.79e-07,1.92e-07,0.3333,3,7.18e-36,2.88e-38,5.91e-37,1.75e-28,6.55e-41,-0.329698,0.920704,-0.591006
148,near_23,0.1550652945,0.9644262662,4.028877237,0.666667635876,1.84069864594e+17,0.3333346886,0.3333328929,0.3333324186,5.7e-06,1.29e-06,4.86e-08,2.76e-07,5.79e-07,0.3333,3,3.28e-36,1.96e-36,8.04e-37,1.75e-28,1.33e-40,1.39828,-0.454468,-0.943808
149,symmetric,0.01893102866,0.01893102866,0.01893102866,0.938494538383,1.47851129716,0.3333333333,0.3333333333,0.3333333333,2.28e-12,1.61e-12,1.61e-12,1.52e-11,5.66e-06,0.3081,3,3.22e-37,3.22e-37,3.22e-37,9e-31,7.01e-46,0,0,0
150,near_23,2.7536467,0.08359829153,3.20474974,0.666669096088,1.1687796271e+16,0.3333350823,0.3333304979,0.3333344197,1.17e-07,5.58e-06,1.33e-07,2.82e-07,4.21e-07,0.3333,3,2.16e-37,1.89e-35,1.17e-37,1.75e-28,7.14e-41,0.719915,-1.1671,0.447189
151,near_23,0.7369592906,0.05848774752,5.038439998,0.666668135008,5.29366670387e+16,0.3333360799,0.3333316589,0.3333322612,1.09e-06,5.58e-06,1.71e-07,2.81e-07,1.18e-06,0.3333,3,4.3e-36,5.7e-36,1.26e-37,1.75e-28,1.1e-40,1.87048,-1.14034,-0.730137
152,near_23,2.472305867,1.832852072,0.2437126856,0.666667772903,1.23791644709e+17,0.3333324822,0.3333335451,0.3333339727,4.84e-08,1.23e-07,5.51e-06,2.8e-07,4.39e-07,0.3333,3,3.5e-37,1.14e-36,1.06e-36,1.75e-28,1.54e-40,-0.769397,0.191394,0.578003
153,near_23,0.8020648425,4.596913302,1.203240091,0.666666945985,7.69018996153e+18,0.3333331649,0.333333738,0.3333330971,5.47e-06,1.58e-06,2.26e-06,2.76e-07,4.32e-07,0.3333,3,4.61e-36,1.59e-37,1.02e-35,1.75e-28,3.36e-40,-0.603085,1.44872,-0.845635
154,near_23,3.343575094,7.127444622,0.093713591,0.666669503215,7.34314080964e+15,0.3333274548,0.3333395171,0.3333330281,1.6e-07,3.06e-08,5.38e-06,2.8e-07,2.66e-07,0.3333,3,4.82e-38,8.76e-38,1.87e-35,1.75e-28,7.46e-41,-2.07239,2.17995,-0.107563
155,near_23,0.8530304495,2.569208356,3.913185505,0.666666929852,9.19284444599e+18,0.3333335669,0.3333333531,0.33333308,5.35e-06,2.72e-06,7.14e-07,3.27e-07,6.76e-07,0.3333,3,3.71e-36,1.07e-35,2.4e-36,1.75e-28,3.04e-40,0.887576,0.0750115,-0.962587
156,near_23,1.122955447,0.121275045,0.2512937523,0.666669503843,7.33792838118e+15,0.3333329093,0.3333326862,0.3333344045,1.26e-07,5.29e-06,6.55e-07,2.81e-07,2.38e-07,0.3333,3,8.63e-37,1.05e-35,2.1e-36,1.75e-28,5.3e-41,-0.149466,-0.228076,0.377542
157,near_23,0.3395605527,1.970338121,0.858777283,0.666666885597,1.59703733021e+19,0.3333333072,0.3333334543,0.3333332385,4.66e-06,5.89e-08,5.27e-06,3.15e-07,6.28e-07,0.3333,3,7.19e-35,5.75e-36,6.18e-36,1.75e-28,3.08e-40,-0.119377,0.552672,-0.433295
158,near_23,0.8199034057,0.8422640799,3.05618042,0.666666898521,1.34458865092e+19,0.3333335413,0.3333332309,0.3333332278,5.16e-06,3.35e-06,6.54e-07,2.76e-07,8.51e-07,0.3333,3,1.1e-35,2.01e-36,6.5e-36,1.75e-28,4.53e-40,0.89686,-0.44167,-0.45519
159,near_23,1.779697515,9.851405846,0.4171812188,0.666666767656,1.62706946493e+20,0.3333331136,0.3333336896,0.3333331968,6.37e-08,8.97e-08,5.12e-06,2.58e-07,2.16e-06,0.3333,3,1.25e-35,4.7e-36,5.35e-35,1.75e-28,2.8e-40,-2.1759,3.52802,-1.35212
160,near_23,1.434150141,3.235912387,0.8680428419,0.66666687973,1.73264146107e+19,0.3333332074,0.3333335124,0.3333332803,2.94e-06,2.9e-06,4.85e-06,2.8e-07,4.92e-07,0.3333,3,4.1e-37,7.29e-36,1.36e-35,1.75e-28,4.48e-40,-0.591293,0.840318,-0.249025
161,near_23,0.4881853643,2.212163461,3.54390842,0.666667345117,5.36637195471e+17,0.3333339332,0.333333387,0.3333326798,4.83e-06,4.57e-07,1.03e-08,2.89e-07,9.5e-07,0.3333,3,2.53e-35,3.51e-36,3.11e-36,1.75e-28,9.77e-41,0.884214,0.0790498,-0.963264
162,near_23,3.51355611,1.099263727,0.4590164805,0.666666994178,4.77037660435e+18,0.3333330895,0.3333332162,0.3333336943,2.1e-07,3.09e-06,4.83e-06,2.69e-07,3.61e-07,0.3333,3,1.23e-36,2.24e-36,1.3e-35,1.75e-28,4.73e-40,-0.744621,-0.357527,1.10215
163,near_23,9.522613418,0.3111562615,1.909156257,0.666667155588,1.43390035286e+18,0.3333327406,0.3333322682,0.3333349911,5.23e-07,4.73e-06,9.79e-07,2.86e-07,8.91e-07,0.3333,3,3.5e-37,5.02e-36,4.44e-36,1.75e-28,3.49e-40,-1.21229,-2.17844,3.39073
164,near_23,0.7810701364,0.1679009785,0.7724975301,0.666667357658,5.07941589099e+17,0.3333334163,0.3333331637,0.3333334199,1.08e-06,4.71e-06,1.27e-06,2.85e-07,4.58e-07,0.3333,3,1.55e-36,2.21e-36,5.47e-36,1.75e-28,4.52e-41,0.120119,-0.245421,0.125302
165,near_23,1.562518467,0.9583732475,1.191829588,0.666666842901,3.06167361413e+19,0.3333333285,0.3333333036,0.333333368,3.46e-06,8.04e-07,4.66e-06,2.83e-07,6.88e-07,0.3333,3,1.49e-35,1.45e-35,1.97e-35,1.75e-28,4.48e-41,-0.0276569,-0.168804,0.196461
166,near_23,1.977225443,2.42070785,0.09603778441,0.666670859122,2.27424323012e+15,0.3333297797,0.3333356722,0.3333345481,2.35e-07,6.45e-09,4.54e-06,2.79e-07,2.34e-07,0.3333,3,1.68e-37,3.72e-37,2.25e-35,1.75e-28,5.83e-41,-0.84761,0.557864,0.289746
167,near_23,0.3893815713,0.3798760662,0.4940822553,0.666667519132,2.70521821839e+17,0.3333333709,0.3333333121,0.333333317,7.65e-07,4.48e-06,2.86e-06,2.81e-07,2.77e-07,0.3333,3,3.61e-36,5.56e-36,2.23e-36,1.75e-28,2.36e-40,0.0441171,-0.0249321,-0.019185
168,near_23,5.754177343,0.386116195,3.503981238,0.666667298588,6.64119956438e+17,0.3333334438,0.3333322526,0.3333343035,2.19e-07,4.43e-06,6.75e-07,2.75e-07,4.15e-07,0.3333,3,1.32e-36,9.84e-36,9e-37,1.75e-28,2.55e-41,0.174869,-1.71018,1.53531
169,near_23,0.4584854535,34.15927571,1.301785379,0.666667188321,1.18058407334e+18,0.3333299678,0.3333403304,0.3333297018,4.37e-06,9.01e-08,1.4e-06,3.05e-07,7.57e-07,0.3333,3,2.02e-35,3.01e-37,6.92e-36,1.75e-28,2.96e-40,-6.4515,13.4129,-6.96136
170,near_23,0.1459548141,0.2456256811,0.4805546443,0.666669062445,1.21868451423e+16,0.3333336083,0.333333268,0.3333331237,4.36e-06,2.22e-06,1.74e-07,2.8e-07,1.02e-07,0.3333,3,9.6e-36,6.97e-36,2.53e-36,1.75e-28,6.73e-41,0.11478,-0.0272591,-0.0875207
171,near_23,0.7981442002,0.03478087787,0.1265577987,0.666669068196,1.20995109292e+16,0.3333330527,0.3333329195,0.3333340278,1.96e-07,2.72e-06,4.34e-06,2.83e-07,6.32e-07,0.3333,3,1.92e-36,7.88e-36,7.56e-37,1.75e-28,2.41e-41,-0.116851,-0.17234,0.289192
172,near_23,11.79806146,6.189997377,0.2981662838,0.666667056637,2.82581849246e+18,0.3333319665,0.3333333556,0.3333346779,2.31e-07,5.3e-08,4.32e-06,2.63e-07,1.35e-06,0.3333,3,1.34e-36,1.31e-36,1.76e-35,1.75e-28,4.01e-40,-3.50497,0.0572065,3.44776
173,near_23,1.202883014,1.460587139,4.628043631,0.666666983142,5.28707825685e+18,0.3333337538,0.3333331477,0.3333330984,4.3e-06,9.74e-07,1.42e-06,3.1e-07,2.99e-07,0.3333,3,1.45e-35,3.81e-36,5.58e-36,1.75e-28,2.99e-40,1.32862,-0.586409,-0.742216
174,near_23,1.031005377,0.7825508219,1.761370779,0.666666866683,2.09429969254e+19,0.3333334022,0.3333332839,0.3333333139,1.11e-07,4.3e-06,5.92e-07,3.24e-07,9.09e-07,0.3333,3,2.29e-35,1.75e-35,1.05e-36,1.75e-28,3.41e-40,0.344457,-0.247336,-0.0971209
