family,beta12,beta13,beta23,alpha_name,alpha,status,method,unconditional_certified,conditional_certified,L,U,mid,rel_width,x1_hat,x2_hat,x3_hat,x_enclosure_radius,core_rho,T1,hp_T_dps50,hp_in_bracket,closed_form_27h,closed_form_in_bracket,dps,boxes,seconds,method,reason
A,316.227766017,316.227766017,316.227766017,1-1e-2,0.99,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,3781.12674842262708043275988189770294863605674,3781.12674842262708043275988189770294864169911,3781.12674842262708043275988189770294863887792,1.49225e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,6.21824e-40,0.009375,2846.049894153,3781.12674842262708043275988189770294864011416,True,3781.12674842262708043275988189770294864011416,True,40,1135,0.89,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,316.227766017,316.227766017,316.227766017,1-1e-3,0.999,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,2938.7901551912218509707297655136598851626142,2938.79015519122185097072976551365988516849167,2938.79015519122185097072976551365988516557644,1.99996e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.37455e-40,0.009375,2846.049894153,2938.79015519122185097072976551365988516684151,True,2938.79015519122185097072976551365988516684151,True,40,1089,0.75,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,316.227766017,316.227766017,316.227766017,1-1e-4,0.9999,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,2855.31745504237434411161675384968710864308785,2855.31745504237434411161675384968710864887129,2855.31745504237434411161675384968710864595606,2.0255e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.22808e-40,0.009375,2846.049894153,2855.31745504237434411161675384968710864710219,True,2855.31745504237434411161675384968710864710219,True,40,1137,0.84,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,316.227766017,316.227766017,316.227766017,1-1e-5,0.99999,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,2846.97658678788746384473397631042028229335013,2846.97658678788746384473397631042028229748787,2846.976586787887463844733976310420282295419,1.45338e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21371e-40,0.009375,2846.049894153,2846.97658678788746384473397631042028229603502,True,2846.97658678788746384473397631042028229603502,True,40,1185,0.92,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,316.227766017,316.227766017,316.227766017,1-1e-6,0.999999,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,2846.1425627831453868121839621875540126283896,2846.14256278314538681218396218755401263262138,2846.14256278314538681218396218755401263050549,1.48685e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21227e-40,0.009375,2846.049894153,2846.14256278314538681218396218755401263093111,True,2846.14256278314538681218396218755401263093111,True,40,1241,0.86,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,316.227766017,316.227766017,316.227766017,1-1e-7,0.9999999,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,2846.05916100968230213156912103521945369650587,2846.05916100968230213156912103521945370219527,2846.05916100968230213156912103521945369932706,1.99904e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21213e-40,0.009375,2846.049894153,2846.05916100968230213156912103521945370028017,True,2846.05916100968230213156912103521945370028017,True,40,1297,0.89,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,316.227766017,316.227766017,316.227766017,1-1e-8,0.99999999,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,2846.05082083860490904469710076018866076304795,2846.05082083860490904469710076018866076883139,2846.05082083860490904469710076018866076591616,2.03209e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21212e-40,0.009375,2846.049894153,2846.05082083860490904469710076018866076721958,True,2846.05082083860490904469710076018866076721958,True,40,1345,1.0,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,316.227766017,316.227766017,316.227766017,1-1e-9,0.999999999,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,2846.04998682155985769398214770491060553535259,2846.04998682155985769398214770491060553953735,2846.04998682155985769398214770491060553746848,1.47037e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21211e-40,0.009375,2846.049894153,2846.04998682155985769398214770491060553860943,True,2846.04998682155985769398214770491060553860943,True,40,1401,0.88,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,316.227766017,316.227766017,316.227766017,1-1e-10,0.9999999999,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,2846.04990341985597943729453618242839605038868,2846.04990341985597943729453618242839605612509,2846.04990341985597943729453618242839605325688,2.01557e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21211e-40,0.009375,2846.049894153,2846.04990341985597943729453618242839605417034,True,2846.04990341985597943729453618242839605417034,True,40,1457,0.85,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,1000.0,1000.0,1000.0,2/3+1e-8,0.666666676666666666666666666666666666666666667,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,167593003128151428806726.177676844107834942268,167593003128151428806726.177676844107834942478,167593003128151428806726.177676844107834942373,1.25256e-42,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.54584e-50,0.01875,9000.0,167593003128151428806726.177676844107834942362,True,167593003128151428806726.177676844107834942362,True,50,349,0.45,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,1000.0,1000.0,1000.0,2/3+1e-7,0.666666766666666666666666666666666666666666667,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,167675032252817811839.787745126316569038340017,167675032252817811839.787745126316569038340038,167675032252817811839.787745126316569038340027,1.25277e-43,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.54642e-50,0.01875,9000.0,167675032252817811839.787745126316569038340026,True,167675032252817811839.787745126316569038340026,True,50,349,0.42,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,1000.0,1000.0,1000.0,2/3+1e-6,0.666667666666666666666666666666666666666666667,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,168495324480138533.07182681870617923996979818,168495324480138533.071826818706179239969798183,168495324480138533.071826818706179239969798181,1.84531e-44,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.55226e-50,0.01875,9000.0,168495324480138533.071826818706179239969798181,True,168495324480138533.071826818706179239969798181,True,50,349,0.42,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,1000.0,1000.0,1000.0,2/3+1e-5,0.666676666666666666666666666666666666666666667,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,176699181401747.980051265052146255589154734595,176699181401747.980051265052146255591088947824,176699181401747.980051265052146255590121841209,1.09464e-35,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.38578e-40,0.01875,9000.0,176699181401747.980051265052146255590229322707,True,176699181401747.980051265052146255590229322707,True,40,359,0.41,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,1000.0,1000.0,1000.0,2/3+1e-4,0.666766666666666666666666666666666666666666667,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,259371364228.722765660471947592669933303906795,259371364228.722765660471947592669933616604947,259371364228.722765660471947592669933460255871,1.2056e-36,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.15318e-40,0.01875,9000.0,259371364228.722765660471947592669933466065105,True,259371364228.722765660471947592669933466065105,True,40,447,0.43,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,1000.0,1000.0,1000.0,2/3+1e-3,0.667666666666666666666666666666666666666666667,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,1216043602.85498449725846533241420948620226285,1216043602.85498449725846533241420948643850204,1216043602.85498449725846533241420948632037012,1.94269e-37,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.49436e-40,0.009375,9000.0,1216043602.85498449725846533241420948634287686,True,1216043602.85498449725846533241420948634287686,True,40,855,0.76,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,1000.0,1000.0,1000.0,2/3+1e-2,0.676666666666666666666666666666666666666666667,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,18209825.5327042895161874895872365742421021705,18209825.5327042895161874895872365742424099341,18209825.5327042895161874895872365742422562449,1.6901e-38,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.57895e-40,0.0046875,9000.0,18209825.5327042895161874895872365742423090033,True,18209825.5327042895161874895872365742423090033,True,40,1369,1.16,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,1000.0,1000.0,1000.0,0.7,0.7,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,2480727.17662631033192327416748846236211778015,2480727.17662631033192327416748846236213650982,2480727.17662631033192327416748846236212716906,7.55007e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.01851e-40,0.0046875,9000.0,2480727.17662631033192327416748846236212900556,True,2480727.17662631033192327416748846236212900556,True,40,1541,1.21,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,1000.0,1000.0,1000.0,0.75,0.75,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,543353.181465311986475372410369323695818442645,543353.181465311986475372410369323695819706537,543353.181465311986475372410369323695819080609,2.3261e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.24067e-40,0.0046875,9000.0,543353.181465311986475372410369323695819181125,True,543353.181465311986475372410369323695819181125,True,40,1625,1.39,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,1000.0,1000.0,1000.0,2/3+1e-1,0.766666666666666666666666666666666666666666667,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,397470.310567079645779594161052914785110668907,397470.310567079645779594161052914785111782335,397470.31056707964577959416105291478511122863,2.80129e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.26713e-40,0.0046875,9000.0,397470.310567079645779594161052914785111379733,True,397470.310567079645779594161052914785111379733,True,40,1625,1.21,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,1000.0,1000.0,1000.0,0.8,0.8,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,238161.55327151054571324469576828617440669433,238161.553271510545713244695768286174407127664,238161.553271510545713244695768286174406910997,1.8195e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.28826e-40,0.0046875,9000.0,238161.553271510545713244695768286174406971113,True,238161.553271510545713244695768286174406971113,True,40,1641,1.32,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,1000.0,1000.0,1000.0,0.85,0.85,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,127701.180344746806014524319356668303105937142,127701.180344746806014524319356668303106149296,127701.180344746806014524319356668303106042467,1.66133e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.2568e-40,0.0046875,9000.0,127701.180344746806014524319356668303106069574,True,127701.180344746806014524319356668303106069574,True,40,1645,1.32,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,1000.0,1000.0,1000.0,0.9,0.9,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,71804.399983384484618521346596599258448894413,71804.3999833844846185213465965992584490147837,71804.3999833844846185213465965992584489545984,1.67637e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.13209e-40,0.0046875,9000.0,71804.3999833844846185213465965992584489741783,True,71804.3999833844846185213465965992584489741783,True,40,1629,1.26,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,1000.0,1000.0,1000.0,1-1e-1,0.9,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,71804.399983384484618521346596599258448894413,71804.3999833844846185213465965992584490147837,71804.3999833844846185213465965992584489545984,1.67637e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.13209e-40,0.0046875,9000.0,71804.3999833844846185213465965992584489741783,True,71804.3999833844846185213465965992584489741783,True,40,1629,1.35,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,1000.0,1000.0,1000.0,0.95,0.95,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,36426.3650924492314509452273290293970279594053,36426.3650924492314509452273290293970280210952,36426.3650924492314509452273290293970279902502,1.69355e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.80262e-40,0.0046875,9000.0,36426.3650924492314509452273290293970280026502,True,36426.3650924492314509452273290293970280026502,True,40,1549,1.21,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,1000.0,1000.0,1000.0,1-1e-2,0.99,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,14207.3812791488771462459131895961839509891766,14207.3812791488771462459131895961839510158839,14207.3812791488771462459131895961839510025302,1.87981e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,6.07831e-40,0.009375,9000.0,14207.3812791488771462459131895961839510079838,True,14207.3812791488771462459131895961839510079838,True,40,1205,0.87,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,1000.0,1000.0,1000.0,1-1e-3,0.999,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,9517.99467013994276845024901280482336876112097,9517.99467013994276845024901280482336879083747,9517.99467013994276845024901280482336877597922,3.12214e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.80595e-40,0.009375,9000.0,9517.99467013994276845024901280482336878293452,True,9517.99467013994276845024901280482336878293452,True,40,1115,0.85,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,1000.0,1000.0,1000.0,1-1e-4,0.9999,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,9051.77872925376958909746811942774592464016162,9051.77872925376958909746811942774592466874964,9051.77872925376958909746811942774592465445563,3.15828e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.59257e-40,0.009375,9000.0,9051.77872925376958909746811942774592466045708,True,9051.77872925376958909746811942774592466045708,True,40,1145,0.85,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,1000.0,1000.0,1000.0,1-1e-5,0.99999,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,9005.1776722064600853508392073473440185511535,9005.17767220646008535083920734734401857259452,9005.17767220646008535083920734734401856187401,2.38097e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.57197e-40,0.009375,9000.0,9005.17767220646008535083920734734401856580193,True,9005.17767220646008535083920734734401856580193,True,40,1201,0.88,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,1000.0,1000.0,1000.0,1-1e-6,0.999999,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,9000.51776522011247832774438031769848518859378,9000.51776522011247832774438031769848520947056,9000.51776522011247832774438031769848519893813,2.31951e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.56992e-40,0.009375,9000.0,9000.51776522011247832774438031769848520122004,True,9000.51776522011247832774438031769848520122004,True,40,1257,0.92,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,1000.0,1000.0,1000.0,1-1e-7,0.9999999,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,9000.05177650201256787216213146099935872612905,9000.05177650201256787216213146099935875490515,9000.05177650201256787216213146099935874042306,3.19733e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.56971e-40,0.009375,9000.0,9000.05177650201256787216213146099935874570297,True,9000.05177650201256787216213146099935874570297,True,40,1305,0.87,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,1000.0,1000.0,1000.0,1-1e-8,0.99999999,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,9000.0051776500012766429219205883833295073462,9000.00517765000127664292192058838332953631038,9000.00517765000127664292192058838332952182829,3.21824e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.56969e-40,0.009375,9000.0,9000.00517765000127664292192058838332952908231,True,9000.00517765000127664292192058838332952908231,True,40,1361,0.91,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,1000.0,1000.0,1000.0,1-1e-9,0.999999999,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,9000.00051776499812786950455800147238859233466,9000.0005177649981278695045580014723886135876,9000.00051776499812786950455800147238860286709,2.36144e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.56969e-40,0.009375,9000.0,9000.00051776499812786950455800147238860980613,True,9000.00051776499812786950455800147238860980613,True,40,1417,0.96,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,1000.0,1000.0,1000.0,1-1e-10,0.9999999999,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,9000.00005177649979278900923476814556855662206,9000.000051776499792789009234768145568585022,9000.00005177649979278900923476814556857072799,3.15555e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.56969e-40,0.009375,9000.0,9000.0000517764997927890092347681455685754433,True,9000.0000517764997927890092347681455685754433,True,40,1465,0.94,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
B,0.001,0.001,1,2/3+1e-8,0.666666676666666666666666666666666666666666667,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,167583887267337383405575.450623558095915075285,167583887267337383405575.450623558095915075495,167583887267337383405575.45062355809591507539,1.25254e-42,0.333333337359967958377799862857,0.333333331320016020811100068571,0.333333331320016020811100068571,3.97869e-50,0.01875,1.13049110640673517327995574178,167583887267337383405575.450623558095915075379,True,,,50,349,0.42,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
B,0.001,0.001,1,2/3+1e-7,0.666666766666666666666666666666666666666666667,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,167583873643689215107.886700620559164974805569,167583873643689215107.88670062055916497480559,167583873643689215107.88670062055916497480558,1.25254e-43,0.333333373599682863784780505846,0.333333313200158568107609747077,0.333333313200158568107609747077,3.97869e-50,0.01875,1.13049110640673517327995574178,167583873643689215107.886700620559164974805579,True,,,50,349,0.33,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
B,0.001,0.001,1,2/3+1e-6,0.666667666666666666666666666666666666666666667,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,167583737407044114.231727707483214163777734903,167583737407044114.231727707483214163777734906,167583737407044114.231727707483214163777734904,1.84199e-44,0.333333735997156640031557100335,0.333333132001421679984221449832,0.333333132001421679984221449832,4.94892e-50,0.01875,1.13049110640673517327995574178,167583737407044114.231727707483214163777734904,True,,,50,349,0.33,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
B,0.001,0.001,1,2/3+1e-5,0.666676666666666666666666666666666666666666667,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,167582375024250.826881745963663449494859747856,167582375024250.826881745963663449496663046828,167582375024250.826881745963663449495761397342,1.07607e-35,0.333337360004368124287150045192,0.333331319997815937856424977404,0.333331319997815937856424977404,3.08743e-40,0.0187499,1.13049110640673517327995574178,167582375024250.826881745963663449495865058241,True,,,40,349,0.36,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
B,0.001,0.001,1,2/3+1e-4,0.666766666666666666666666666666666666666666667,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,167568749561.601375227999412093758642820130625,167568749561.601375227999412093758643000622,167568749561.601375227999412093758642910376312,1.07712e-36,0.333373603325359557079827691067,0.333313198337320221460086154466,0.333313198337320221460086154466,2.85642e-40,0.0187489,1.13049110640673517327995574178,167568749561.601375227999412093758642914628355,True,,,40,349,0.35,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
B,0.001,0.001,1,2/3+1e-3,0.667666666666666666666666666666666666666666667,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,167432330.974148107298629256414184968203637836,167432330.974148107298629256414184968228221946,167432330.974148107298629256414184968215929891,1.4683e-37,0.333736362930558252142555318857,0.333131818534720873928722340571,0.333131818534720873928722340571,4.26377e-40,0.0187387,1.13049110640673517327995574178,167432330.974148107298629256414184968220494623,True,,,40,349,0.29,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
B,0.001,0.001,1,2/3+1e-2,0.676666666666666666666666666666666666666666667,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,166051.253795228298029631728165717429113585612,166051.253795228298029631728165717429115508533,166051.253795228298029631728165717429114545568,1.15803e-38,0.337398139038378182576523211578,0.331300930480810908711738394211,0.331300930480810908711738394211,3.90545e-40,0.0186357,1.13049110640673517327995574178,166051.253795228298029631728165717429115332639,True,,,40,359,0.29,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
B,0.001,0.001,1,0.7,0.7,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,4382.45435165509319469226357072556844992217263,4382.45435165509319469226357072556844994540039,4382.45435165509319469226357072556844993373949,5.30017e-39,0.347227789876410841517258713904,0.326386105061794579241370643048,0.326386105061794579241370643048,5.05829e-40,0.0183592,1.13049110640673517327995574178,4382.45435165509319469226357072556844993887238,True,,,40,373,0.41,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
B,0.001,0.001,1,2/3+1e-1,0.766666666666666666666666666666666666666666667,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,149.985995666785774746391916139721459251516686,149.985995666785774746391916139721459251831131,149.985995666785774746391916139721459251675378,2.09649e-39,0.379403210121700672101859156136,0.310298394939149663949070421932,0.310298394939149663949070421932,1.10426e-39,0.0174543,1.13049110640673517327995574178,149.985995666785774746391916139721459251740068,True,,,40,441,0.29,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
B,0.001,0.001,1,0.8,0.8,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,60.1496119345410692863042052547306583651562855,60.149611934541069286304205254730658365234162,60.1496119345410692863042052547306583651952237,1.29471e-39,0.399158109248065968416804021788,0.300420945375967015791597989106,0.300420945375967015791597989106,1.86925e-39,0.0168987,1.13049110640673517327995574178,60.1496119345410692863042052547306583652039726,True,,,40,477,0.44,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
B,0.001,0.001,1,0.9,0.9,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,8.821678746346856436661374749307499596505364,8.82167874634685643666137474930749959651656793,8.82167874634685643666137474930749959651087413,1.27005e-39,0.492523949281339230669107196949,0.253738025359330384665446401525,0.253738025359330384665446401525,4.55075e-39,0.00713638,1.13049110640673517327995574178,8.82167874634685643666137474930749959651231325,True,,,40,975,0.72,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
B,0.001,0.001,1,1-1e-1,0.9,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,8.821678746346856436661374749307499596505364,8.82167874634685643666137474930749959651656793,8.82167874634685643666137474930749959651087413,1.27005e-39,0.492523949281339230669107196949,0.253738025359330384665446401525,0.253738025359330384665446401525,4.55075e-39,0.00713638,1.13049110640673517327995574178,8.82167874634685643666137474930749959651231325,True,,,40,975,0.84,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
B,0.001,0.001,1,0.99,0.99,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,1.73364067736220774535070019877867063518930928,1.73364067736220774535070019877867063519139854,1.73364067736220774535070019877867063519036539,1.20513e-39,0.776309881816281949416527042825,0.111845059091859025291736478587,0.111845059091859025291736478587,1.6528e-38,0.000393205,1.13049110640673517327995574178,1.73364067736220774535070019877867063519067187,True,,,40,9479,7.36,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
B,0.001,0.001,1,1-1e-2,0.99,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,1.73364067736220774535070019877867063518930928,1.73364067736220774535070019877867063519139854,1.73364067736220774535070019877867063519036539,1.20513e-39,0.776309881816281949416527042825,0.111845059091859025291736478587,0.111845059091859025291736478587,1.6528e-38,0.000393205,1.13049110640673517327995574178,1.73364067736220774535070019877867063519067187,True,,,40,9479,6.25,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
B,0.001,0.001,1,1-1e-3,0.999,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,1.22419638673257501091137766195446417106117377,1.22419638673257501091137766195446417106509974,1.22419638673257501091137766195446417106312528,3.20698e-39,0.90543794829415011278601610765,0.0472810258529249436069919461749,0.0472810258529249436069919461749,2.75196e-38,4.15556e-5,1.13049110640673517327995574178,1.22419638673257501091137766195446417106396496,True,,,40,41599,22.12,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
