family,beta12,beta13,beta23,alpha_name,alpha,status,method,unconditional_certified,conditional_certified,L,U,mid,rel_width,x1_hat,x2_hat,x3_hat,x_enclosure_radius,core_rho,T1,hp_T_dps50,hp_in_bracket,closed_form_27h,closed_form_in_bracket,dps,boxes,seconds,method,reason
A,0.001,0.001,0.001,0.8,0.8,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,43.743034465017227197732214842180105131247342,43.7430344650172271977322148421801051313046474,43.7430344650172271977322148421801051312759947,1.31005e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.32912e-40,0.01875,0.009,43.7430344650172271977322148421801051312825929,True,43.7430344650172271977322148421801051312825929,True,40,349,0.47,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,0.001,0.001,0.001,0.85,0.85,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,12.3396298131970583140380655273415193343294382,12.3396298131970583140380655273415193343465196,12.3396298131970583140380655273415193343378871,1.38427e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.33052e-40,0.01875,0.009,12.3396298131970583140380655273415193343413061,True,12.3396298131970583140380655273415193343413061,True,40,349,0.42,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,0.001,0.001,0.001,0.9,0.9,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,3.62319741091405829409363422297145176679648019,3.6231974109140582940936342229714517668019444,3.62319741091405829409363422297145176679918934,1.50812e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.3344e-40,0.01875,0.009,3.6231974109140582940936342229714517668000267,True,3.6231974109140582940936342229714517668000267,True,40,349,0.45,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,0.001,0.001,0.001,1-1e-1,0.9,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,3.62319741091405829409363422297145176679648019,3.6231974109140582940936342229714517668019444,3.62319741091405829409363422297145176679918934,1.50812e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.3344e-40,0.01875,0.009,3.6231974109140582940936342229714517668000267,True,3.6231974109140582940936342229714517668000267,True,40,349,0.46,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,0.001,0.001,0.001,0.95,0.95,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,0.735496689100738816200486646623610042282675107,0.73549668910073881620048664662361004228423631,0.735496689100738816200486646623610042283455708,2.12265e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.35537e-40,0.01875,0.009,0.735496689100738816200486646623610042283691666,True,0.735496689100738816200486646623610042283691666,True,40,351,0.44,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,0.001,0.001,0.001,1-1e-2,0.99,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,0.0428744223169142325377984722555205452634672039,0.0428744223169142325377984722555205452636480051,0.0428744223169142325377984722555205452635576045,4.21699e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.12435e-40,0.01875,0.009,0.0428744223169142325377984722555205452635940776,True,0.0428744223169142325377984722555205452635940776,True,40,449,0.37,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,0.001,0.001,0.001,1-1e-3,0.999,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,0.0106883916472615672715821196905193719376146529,0.0106883916472615672715821196905193719377007487,0.0106883916472615672715821196905193719376577008,8.05507e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.12395e-40,0.009375,0.009,0.010688391647261567271582119690519371937678356,True,0.010688391647261567271582119690519371937678356,True,40,861,0.65,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,0.001,0.001,0.001,1-1e-4,0.9999,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,0.00915625691502751661118404203441651348435106362,0.00915625691502751661118404203441651348442550059,0.00915625691502751661118404203441651348438819242,8.12963e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.76516e-40,0.009375,0.009,0.00915625691502751661118404203441651348440333071,True,0.00915625691502751661118404203441651348440333071,True,40,987,0.84,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,0.001,0.001,0.001,1-1e-5,0.99999,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,0.00901550500457305016518447786956873402923293411,0.00901550500457305016518447786956873402928333601,0.00901550500457305016518447786956873402925804538,5.59058e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.8454e-40,0.009375,0.009,0.00901550500457305016518447786956873402926549628,True,0.00901550500457305016518447786956873402926549628,True,40,1041,0.81,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,0.001,0.001,0.001,1-1e-6,0.999999,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,0.00900154929873042285535999960408645902513092815,0.00900154929873042285535999960408645902518150942,0.00900154929873042285535999960408645902515621878,5.61917e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.85362e-40,0.009375,0.009,0.00900154929873042285535999960408645902515917359,True,0.00900154929873042285535999960408645902515917359,True,40,1097,0.85,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,0.001,0.001,0.001,1-1e-7,0.9999999,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,0.00900015491786091564011097844548967465973213052,0.00900015491786091564011097844548967465980567067,0.0090001549178609156401109784454896746597689006,8.17099e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.85445e-40,0.009375,0.009,0.00900015491786091564011097844548967465978105726,True,0.00900015491786091564011097844548967465978105726,True,40,1145,0.76,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,0.001,0.001,0.001,1-1e-8,0.99999999,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,0.00900001549166597543969989494876245663036643504,0.00900001549166597543969989494876245663044033392,0.00900001549166597543969989494876245663040338448,8.21097e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.85453e-40,0.009375,0.009,0.00900001549166597543969989494876245663042230735,True,0.00900001549166597543969989494876245663042230735,True,40,1201,0.81,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
A,0.001,0.001,0.001,1-1e-9,0.999999999,CERTIFIED,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),True,True,0.00900000154916539638786901710658428190477073813,0.00900000154916539638786901710658428190482167813,0.00900000154916539638786901710658428190479620813,5.66e-39,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.85454e-40,0.009375,0.009,0.00900000154916539638786901710658428190481326089,True,0.00900000154916539638786901710658428190481326089,True,40,1257,0.88,U:x-space B&B (unconditional) + C:logit (conditional on C-15 Thm 1),
