alpha,R3,R3^3,s,t_boundary,margin_simplex_inside,margin_direct_eig_inside,margin_simplex_outside,margin_direct_eig_outside
0.75,7.078116022520105,354.6116763557116,21.276700581342695,333.33497577436043,4.3630407509098745e-08,4.363040773114335e-08,-4.3630349777501465e-08,-4.363034911136765e-08
0.75,7.078116022520105,354.6116763557116,35.461167635571165,319.15050872012984,4.177379353542676e-08,4.177379442360518e-08,-4.177373980063237e-08,-4.177373891245395e-08
0.75,7.078116022520105,354.6116763557116,49.64563468979962,304.96604166591436,3.9917177563353334e-08,3.9917178451531754e-08,-3.9917132044209325e-08,-3.9917131600120115e-08
0.75,7.078116022520105,354.6116763557116,63.830101744028084,290.78157461168365,3.806056403377056e-08,3.8060564699904376e-08,-3.8060521845295625e-08,-3.806052162325102e-08
0.75,7.078116022520105,354.6116763557116,78.01456879825655,276.5971075574529,3.620395050418779e-08,3.620395139236621e-08,-3.620391186842653e-08,-3.620391098024811e-08
0.75,7.078116022520105,354.6116763557116,92.19903585248503,262.4126405032222,3.4347336974605014e-08,3.4347337418694224e-08,-3.4347301447468226e-08,-3.434730211360204e-08
0.75,7.078116022520105,354.6116763557116,106.3835029067135,248.22817344899153,3.2490723667066845e-08,3.2490724111156055e-08,-3.249069147059913e-08,-3.249069058242071e-08
0.75,7.078116022520105,354.6116763557116,120.56796996094195,234.04370639476082,3.063411035952868e-08,3.0634110803617887e-08,-3.063408082759622e-08,-3.063408082759622e-08
0.75,7.078116022520105,354.6116763557116,134.75243701517041,219.85923934053017,2.8777497051990508e-08,2.8777498162213533e-08,-2.8777470406637917e-08,-2.8777470406637917e-08
0.75,7.078116022520105,354.6116763557116,148.93690406939888,205.67477228631464,2.69208819680955e-08,2.6920882634229315e-08,-2.6920861762036452e-08,-2.6920861095902637e-08
0.75,7.078116022520105,354.6116763557116,163.12137112362734,191.49030523208393,2.5064268882601937e-08,2.5064268882601937e-08,-2.5064251119033543e-08,-2.5064250230855123e-08
0.75,7.078116022520105,354.6116763557116,177.3058381778558,177.30583817785327,2.3207656241197583e-08,2.3207656685286793e-08,-2.3207640253986028e-08,-2.320763980989682e-08
0.75,7.078116022520105,354.6116763557116,191.49030523208427,163.12137112362257,2.1351043377748624e-08,2.1351043821837834e-08,-2.1351029388938514e-08,-2.135102916689391e-08
0.75,7.078116022520105,354.6116763557116,205.67477228631276,148.93690406939191,1.949443073634427e-08,1.949443118043348e-08,-1.9494418523891e-08,-1.9494418301846395e-08
0.75,7.078116022520105,354.6116763557116,219.8592393405412,134.75243701516132,1.7637818094939917e-08,1.763781831698452e-08,-1.7637807214754275e-08,-1.763780654862046e-08
0.75,7.078116022520105,354.6116763557116,234.04370639476969,120.56796996093053,1.5781205453535563e-08,1.5781206563758587e-08,-1.578119590561755e-08,-1.5781195683572946e-08
0.75,7.078116022520105,354.6116763557116,248.22817344899815,106.3835029066999,1.3924593256220419e-08,1.3924593922354234e-08,-1.3924584818525432e-08,-1.3924583930347012e-08
0.75,7.078116022520105,354.6116763557116,262.4126405032266,92.19903585248434,1.206797906050383e-08,1.206797906050383e-08,-1.2067975285745547e-08,-1.2067975063700942e-08
0.75,7.078116022520105,354.6116763557116,276.59710755745505,78.01456879825363,1.0211366863188687e-08,1.0211366863188687e-08,-1.0211363754564218e-08,-1.0211362866385798e-08
0.75,7.078116022520105,354.6116763557116,290.78157461168354,63.830101744022954,8.354754665873543e-09,8.354754887918148e-09,-8.354752001338284e-09,-8.354751557249074e-09
0.75,7.078116022520105,354.6116763557116,304.966041665912,49.645634689792274,6.498142690603004e-09,6.498142912647609e-09,-6.4981404701569545e-09,-6.49813980402314e-09
0.75,7.078116022520105,354.6116763557116,319.15050872014046,35.461167635561594,4.64153093737707e-09,4.641530715332465e-09,-4.6415282728418106e-09,-4.641527606707996e-09
0.75,7.078116022520105,354.6116763557116,333.33497577436896,21.276700581330907,2.7849191841511356e-09,2.7849194061957405e-09,-2.7849165196158765e-09,-2.7849165196158765e-09
0.75,7.078116022520105,354.6116763557116,347.5194428285974,7.092233527115339,9.283054325237572e-10,9.28305876612967e-10,-9.283063207021769e-10,-9.283056545683621e-10
0.75,7.078116022520105,354.6116763557116,352.838617973933,1.773058381769386,2.32077246309359e-10,2.3207791244317377e-10,-2.3207569199712452e-10,-2.3207480381870482e-10
0.7,17.024749104655864,4934.488727323155,0.0,4934.4887273227705,1.7948553532320943e-08,1.7948555308677783e-08,-1.794853043968203e-08,-1.7948527997191377e-08
0.7,17.024749104655864,4934.488727323155,98.68977454646311,4835.798952776606,1.7589582235189027e-08,1.7589582901322842e-08,-1.758955892050551e-08,-1.758955892050551e-08
0.7,17.024749104655864,4934.488727323155,296.0693236393893,4638.419403683649,1.6871639640925196e-08,1.6871639640925196e-08,-1.6871618102598518e-08,-1.6871617214420098e-08
0.7,17.024749104655864,4934.488727323155,493.4488727323155,4441.039854590694,1.615369726870597e-08,1.615369726870597e-08,-1.6153677284691526e-08,-1.615367706264692e-08
0.7,17.024749104655864,4934.488727323155,690.8284218252417,4243.660305497735,1.5435754674442137e-08,1.5435755118531347e-08,-1.5435736466784533e-08,-1.5435736022695323e-08
0.7,17.024749104655864,4934.488727323155,888.2079709181679,4046.2807564047775,1.4717812524267515e-08,1.4717812968356725e-08,-1.471779564887754e-08,-1.4717795204788331e-08
0.7,17.024749104655864,4934.488727323155,1085.587520011094,3848.9012073120316,1.3999869485914473e-08,1.3999869930003683e-08,-1.3999855053015153e-08,-1.3999855053015153e-08
0.7,17.024749104655864,4934.488727323155,1282.9670691040203,3651.5216582190747,1.3281927113695247e-08,1.3281927779829061e-08,-1.3281914235108161e-08,-1.3281913568974346e-08
0.7,17.024749104655864,4934.488727323155,1480.3466181969468,3454.1421091261172,1.2563984963520625e-08,1.256398518556523e-08,-1.2563973195156564e-08,-1.2563972529022749e-08
0.7,17.024749104655864,4934.488727323155,1677.7261672898728,3256.762560033161,1.1846042591301398e-08,1.1846042369256793e-08,-1.1846031933160361e-08,-1.1846031044981942e-08
0.7,17.024749104655864,4934.488727323155,1875.105716382799,3059.383010940204,1.112810066317138e-08,1.1128101329305196e-08,-1.112809067116416e-08,-1.112809022707495e-08
0.7,17.024749104655864,4934.488727323155,2072.4852654757256,2862.0034618472464,1.0410158290952154e-08,1.0410158512996759e-08,-1.0410149631212562e-08,-1.0410149631212562e-08
0.7,17.024749104655864,4934.488727323155,2269.8648145686516,2664.6239127542904,9.692216362822137e-09,9.692216806911347e-09,-9.692208147171755e-09,-9.69220792512715e-09
0.7,17.024749104655864,4934.488727323155,2467.2443636615776,2467.244363661333,8.974274212647515e-09,8.974274656736725e-09,-8.974267107220157e-09,-8.974265996997133e-09
0.7,17.024749104655864,4934.488727323155,2664.623912754504,2269.864814568586,8.256331618383683e-09,8.256332062472893e-09,-8.25632651135777e-09,-8.256326733402375e-09
0.7,17.024749104655864,4934.488727323155,2862.0034618474306,2072.485265475628,7.538389468209061e-09,7.538389912298271e-09,-7.538385249361568e-09,-7.538385249361568e-09
0.7,17.024749104655864,4934.488727323155,3059.383010940356,1875.1057163826717,6.820447540079044e-09,6.820447984168254e-09,-6.8204437653207606e-09,-6.820443321231551e-09
0.7,17.024749104655864,4934.488727323155,3256.7625600332826,1677.7261672897148,6.102505611949027e-09,6.102506278082842e-09,-6.102502503324558e-09,-6.102502503324558e-09
0.7,17.024749104655864,4934.488727323155,3454.142109126209,1480.346618196757,5.38456368381901e-09,5.38456368381901e-09,-5.384561019283751e-09,-5.384561241328356e-09
0.7,17.024749104655864,4934.488727323155,3651.5216582191347,1282.96706910401,4.6666213115997834e-09,4.666621533644388e-09,-4.666620423421364e-09,-4.666619979332154e-09
0.7,17.024749104655864,4934.488727323155,3848.901207312061,1085.5875200110531,3.9486793834697664e-09,3.948679827558976e-09,-3.948678717335952e-09,-3.948678273246742e-09
0.7,17.024749104655864,4934.488727323155,4046.2807564049876,888.2079709180965,3.2307378994289593e-09,3.230738343518169e-09,-3.2307372332951445e-09,-3.2307365671613297e-09
0.7,17.024749104655864,4934.488727323155,4243.660305497913,690.8284218251392,2.512796193343547e-09,2.5127959712989423e-09,-2.5127955272097324e-09,-2.5127953051651275e-09
0.7,17.024749104655864,4934.488727323155,4441.03985459084,493.4488727321824,1.7948544872581351e-09,1.79485515339195e-09,-1.7948538211243203e-09,-1.7948527109012957e-09
0.7,17.024749104655864,4934.488727323155,4638.419403683766,296.0693236392252,1.076912781172723e-09,1.076913003217328e-09,-1.0769121150389083e-09,-1.0769114489050935e-09
0.7,17.024749104655864,4934.488727323155,4835.798952776692,98.68977454626818,3.589712971319159e-10,3.5897196326573066e-10,-3.589704089534962e-10,-3.589697428196814e-10
0.7,17.024749104655864,4934.488727323155,4909.8162836865395,24.672443636488154,8.974265774952528e-11,8.974332388334005e-11,-8.974265774952528e-11,-8.974176957110558e-11
