alpha,b,g=1-b,W_alpha,W_over_T1
0.8,70.7945784384,-69.7945784384,5592.14569494,8.77679527679
0.8,74.9894209332,-73.9894209332,6035.40853203,8.94260736592
0.8,79.4328234724,-78.4328234724,6515.67268589,9.11416213244
0.8,84.1395141645,-83.1395141645,7036.11375939,9.29159652837
0.8,89.1250938134,-88.1250938134,7600.18463442,9.47505268436
0.8,94.4060876286,-93.4060876286,8211.63995099,9.66467800878
0.8,100,-99,8874.56276314,9.86062529238
0.8,105.925372518,-104.925372518,9593.3935661,10.0630528184
0.8,112.20184543,-111.20184543,10372.9619067,10.2721244784
0.8,118.850222744,-117.850222744,11218.5208079,10.4880098936
0.8,125.892541179,-124.892541179,12135.784259,10.7108845416
0.8,133.352143216,-132.352143216,13130.9680459,10.9409298895
0.8,141.253754462,-140.253754462,14210.8342202,11.178333532
0.8,149.623565609,-148.623565609,15382.7395325,11.4232893357
0.8,158.489319246,-157.489319246,16654.6881848,11.6759975891
0.8,167.880401812,-166.880401812,18035.3892888,11.936665159
0.8,177.827941004,-176.827941004,19534.3194515,12.2055056523
0.8,188.364908949,-187.364908949,21161.7909469,12.4827395842
0.8,199.526231497,-198.526231497,22929.0259742,12.7685945531
0.8,211.348903984,-210.348903984,24848.2375485,13.0633054212
0.8,223.872113857,-222.872113857,26932.7176174,13.3671145019
0.8,237.137370566,-236.137370566,29196.9330515,13.6802717541
0.8,251.188643151,-250.188643151,31656.6302147,14.0030349823
0.8,266.07250598,-265.07250598,34328.9488833,14.3356700447
0.8,281.838293126,-280.838293126,37232.5463524,14.6784510679
0.8,298.538261892,-297.538261892,40387.7326432,15.0316606682
0.8,316.227766017,-315.227766017,43816.6178066,15.3955901815
0.8,334.965439158,-333.965439158,47543.2724084,15.7705398994
0.8,354.813389234,-353.813389234,51593.9023795,16.1568193137
0.8,375.837404288,-374.837404288,55997.039519,16.5547473692
0.8,398.107170553,-397.107170553,60783.7490558,16.9646527233
0.8,421.696503429,-420.696503429,65987.8557997,17.3868740152
0.8,446.683592151,-445.683592151,71646.1905512,17.8217601428
0.8,473.151258961,-472.151258961,77798.8585878,18.2696705486
0.8,501.187233627,-500.187233627,84489.5322106,18.7309755144
0.8,530.884444231,-529.884444231,91765.7695116,19.2060564652
0.8,562.34132519,-561.34132519,99679.3617155,19.6953062827
0.8,595.662143529,-594.662143529,108286.711665,20.1991296281
0.8,630.95734448,-629.95734448,117649.246246,20.7179432749
0.8,668.343917569,-667.343917569,127833.865802,21.2521764521
0.8,707.945784384,-706.945784384,138913.43386,21.8022711978
0.8,749.894209332,-748.894209332,150967.3108,22.3686827231
0.8,794.328234724,-793.328234724,164081.935398,22.9518797877
0.8,841.395141645,-840.395141645,178351.458571,23.5523450864
0.8,891.250938134,-890.250938134,193878.433988,24.1705756473
0.8,944.060876286,-943.060876286,210774.570691,24.8070832419
0.8,1000,-999,229161.553272,25.4623948079
0.9,0.001,0.999,3.61419741091,401.577490102
0.9,0.00105925372518,0.998940746275,3.61503515778,379.201473207
0.9,0.0011220184543,0.998877981546,3.61592231432,358.077128317
0.9,0.00118850222744,0.998811497773,3.61686178048,338.134436678
0.9,0.00125892541179,0.998741074588,3.61785662473,319.307296246
0.9,0.00133352143216,0.998666478568,3.61891009364,301.53330259
0.9,0.00141253754462,0.998587462455,3.62002562196,284.753542047
0.9,0.00149623565609,0.998503764344,3.62120684332,268.912396443
0.9,0.00158489319246,0.998415106808,3.62245760145,253.957358745
0.9,0.00167880401812,0.998321195982,3.62378196202,239.83885902
0.9,0.00177827941004,0.99822172059,3.62518422508,226.510100132
0.9,0.00188364908949,0.998116350911,3.6266689382,213.926902629
0.9,0.00199526231497,0.998004737685,3.6282409103,202.047558307
0.9,0.00211348903984,0.99788651096,3.62990522615,190.832691963
0.9,0.00223872113857,0.997761278861,3.63166726171,180.245130884
0.9,0.00237137370566,0.997628626294,3.63353270012,170.249781637
0.9,0.00251188643151,0.997488113568,3.6355075487,160.813513749
0.9,0.0026607250598,0.99733927494,3.63759815658,151.90504989
0.9,0.00281838293126,0.997181617069,3.63981123343,143.494862212
0.9,0.00298538261892,0.997014617381,3.64215386895,135.555074466
0.9,0.00316227766017,0.99683772234,3.64463355342,128.059369616
0.9,0.00334965439158,0.996650345608,3.64725819918,120.982902606
0.9,0.00354813389234,0.996451866108,3.6500361632,114.302218009
0.9,0.00375837404288,0.996241625957,3.65297627064,107.99517229
0.9,0.00398107170553,0.996018928294,3.65608783961,102.040860408
0.9,0.00421696503429,0.995783034966,3.65938070695,96.4195465273
0.9,0.00446683592151,0.995533164078,3.6628652553,91.1125986085
0.9,0.00473151258961,0.99526848741,3.6665524413,86.1024266518
0.9,0.00501187233627,0.994988127664,3.67045382503,81.3724243992
0.9,0.00530884444231,0.994691155558,3.67458160081,76.9069142958
0.9,0.0056234132519,0.994376586748,3.67894862917,72.6910955315
0.9,0.00595662143529,0.994043378565,3.68356847026,68.7109949878
0.9,0.0063095734448,0.993690426555,3.68845541861,64.9534209295
0.9,0.00668343917569,0.993316560824,3.69362453925,61.4059192872
0.9,0.00707945784384,0.992920542156,3.69909170523,58.0567323848
0.9,0.00749894209332,0.992501057907,3.70487363667,54.8947599772
0.9,0.00794328234724,0.992056717653,3.71098794117,51.9095224667
0.9,0.00841395141645,0.991586048584,3.71745315581,49.0911261785
0.9,0.00891250938134,0.991087490619,3.7242887905,46.4302305788
0.9,0.00944060876286,0.990559391237,3.73151537305,43.9180173273
0.9,0.01,0.99,3.73915449562,41.5461610624
0.9,0.0105925372518,0.989407462748,3.74722886278,39.3068018205
0.9,0.011220184543,0.988779815457,3.75576234119,37.1925189999
0.9,0.0118850222744,0.988114977726,3.76478001074,35.1963067822
0.9,0.0125892541179,0.987410745882,3.77430821748,33.31155093
0.9,0.0133352143216,0.986664785678,3.78437462802,31.5320068833
0.9,0.0141253754462,0.985874624554,3.79500828569,29.851779084
0.9,0.0149623565609,0.985037643439,3.80623966834,28.2653014571
0.9,0.0158489319246,0.984151068075,3.81810074793,26.7673189875
0.9,0.0167880401812,0.983211959819,3.83062505188,25.3528703273
0.9,0.0177827941004,0.9822172059,3.84384772627,24.0172713802
0.9,0.0188364908949,0.981163509105,3.85780560101,22.7560998049
0.9,0.0199526231497,0.98004737685,3.87253725707,21.5651803888
0.9,0.0211348903984,0.978865109602,3.88808309581,20.4405712415
0.9,0.0223872113857,0.977612788614,3.90448541074,19.3785507641
0.9,0.0237137370566,0.976286262943,3.92178846167,18.3756053497
0.9,0.0251188643151,0.974881135685,3.94003855175,17.4284177745
0.9,0.026607250598,0.973392749402,3.95928410728,16.5338562413
0.9,0.0281838293126,0.971816170687,3.97957576106,15.6889640388
0.9,0.0298538261892,0.970146173811,4.00096643918,14.8909497817
0.9,0.0316227766017,0.968377223398,4.02351145199,14.1371782001
0.9,0.0334965439158,0.966503456084,4.04726858954,13.4251614459
0.9,0.0354813389234,0.964518661077,4.0722982221,12.7525508891
0.9,0.0375837404288,0.962416259571,4.09866340636,12.1171293744
0.9,0.0398107170553,0.960189282945,4.12642999789,11.5168039136
0.9,0.0421696503429,0.957830349657,4.15566677081,10.9495987887
0.9,0.0446683592151,0.955331640785,4.1864455453,10.4136490419
0.9,0.0473151258961,0.952684874104,4.21884132401,9.90719433235
0.9,0.0501187233627,0.949881276637,4.25293243833,9.42857313589
0.9,0.0530884444231,0.946911555577,4.28880070562,8.97621727127
0.9,0.056234132519,0.943765867481,4.32653159871,8.54864673208
0.9,0.0595662143529,0.940433785647,4.36621442877,8.14446480779
0.9,0.063095734448,0.936904265552,4.40794254317,7.76235347715
0.9,0.0668343917569,0.933165608243,4.45181353969,7.40106905819
0.9,0.0707945784384,0.929205421562,4.49792949876,7.05943810008
0.9,0.0749894209332,0.925010579067,4.54639723549,6.73635350295
0.9,0.0794328234724,0.920567176528,4.59732857319,6.4307708524
0.9,0.0841395141645,0.915860485835,4.65084064054,6.14170495638
0.9,0.0891250938134,0.910874906187,4.70705619429,5.8682265727
0.9,0.0944060876286,0.905593912371,4.76610396983,5.60945931625
0.9,0.1,0.9,4.82811906191,5.36457673546
0.9,0.105925372518,0.894074627482,4.89324333801,5.13279954841
0.9,0.11220184543,0.88779815457,4.96162588704,4.91339302943
0.9,0.118850222744,0.881149777256,5.03342350606,4.7056645376
0.9,0.125892541179,0.874107458821,5.10880122821,4.50896117907
0.9,0.133352143216,0.866647856784,5.18793289485,4.32266759584
0.9,0.141253754462,0.858746245538,5.27100177541,4.14620387376
0.9,0.149623565609,0.850376434391,5.35820123862,3.97902356327
0.9,0.158489319246,0.841510680754,5.44973547902,3.82061180662
0.9,0.167880401812,0.832119598188,5.54582030291,3.67048356584
0.9,0.177827941004,0.822172058996,5.6466839784,3.52818194594
0.9,0.188364908949,0.811635091051,5.75256815433,3.39327660834
0.9,0.199526231497,0.800473768503,5.8637288534,3.26536226975
0.9,0.211348903984,0.788651096016,5.98043754532,3.1440572819
0.9,0.223872113857,0.776127886143,6.10298230602,3.0290022881
0.9,0.237137370566,0.762862629434,6.2316690698,2.91985895251
0.9,0.251188643151,0.748811356849,6.36682298162,2.81630875848
0.9,0.26607250598,0.73392749402,6.50878985756,2.71805187236
0.9,0.281838293126,0.718161706874,6.65793776198,2.62480606959
0.9,0.298538261892,0.701461738108,6.81465871086,2.53630571977
0.9,0.316227766017,0.683772233983,6.97937051143,2.45230082782
0.9,0.334965439158,0.665034560842,7.15251874927,2.3725561284
0.9,0.354813389234,0.645186610766,7.33457893488,2.2968502309
0.9,0.375837404288,0.624162595712,7.52605882291,2.2249748124
0.9,0.398107170553,0.601892829447,7.72750091835,2.15673385625
0.9,0.421696503429,0.578303496571,7.93948518521,2.09194293386
0.9,0.446683592151,0.553316407849,8.16263197458,2.03042852754
0.9,0.473151258961,0.526848741039,8.39760519055,1.97202739234
0.9,0.501187233627,0.498812766373,8.64511571399,1.91658595474
0.9,0.530884444231,0.469115555769,8.90592510596,1.86395974632
0.9,0.56234132519,0.43765867481,9.18084961443,1.81401287067
0.9,0.595662143529,0.404337856471,9.47076451011,1.76661750158
0.9,0.63095734448,0.36904265552,9.77660877942,1.7216534111
0.9,0.668343917569,0.331656082431,10.0993902051,1.67900752552
0.9,0.707945784384,0.292054215616,10.4401908675,1.63857350816
0.9,0.749894209332,0.250105790668,10.8001731029,1.60025136708
0.9,0.794328234724,0.205671765276,11.1805859572,1.5639470867
0.9,0.841395141645,0.158604858355,11.5827721797,1.52957228172
0.9,0.891250938134,0.108749061866,12.0081758,1.49704387223
0.9,0.944060876286,0.0559391237141,12.4583503419,1.4662837788
0.9,1,0,12.9349677272,1.43721863636
0.9,1.05925372518,-0.0592537251773,13.4398279291,1.40977952576
0.9,1.1220184543,-0.122018454302,13.9748694408,1.38390172216
0.9,1.18850222744,-0.188502227437,14.5421806301,1.35952445901
0.9,1.25892541179,-0.258925411794,15.1440120551,1.33659070693
0.9,1.33352143216,-0.333521432163,15.7827898267,1.31504696646
0.9,1.41253754462,-0.412537544623,16.4611301074,1.29484307397
0.9,1.49623565609,-0.496235656094,17.181854846,1.27593201987
0.9,1.58489319246,-0.584893192461,17.9480088545,1.25826977839
0.9,1.67880401812,-0.678804018123,18.7628783466,1.2418151483
0.9,1.77827941004,-0.778279410039,19.6300110623,1.22652960381
0.9,1.88364908949,-0.88364908949,20.55323812,1.21237715516
0.9,1.99526231497,-0.995262314969,21.5366977441,1.1993242182
0.9,2.11348903984,-1.11348903984,22.584861035,1.18733949247
0.9,2.23872113857,-1.23872113857,23.7025599583,1.17639384726
0.9,2.37137370566,-1.37137370566,24.8950177478,1.16646021523
0.9,2.51188643151,-1.51188643151,26.1678819348,1.15751349294
0.9,2.6607250598,-1.6607250598,27.5272602335,1.14953044815
0.9,2.81838293126,-1.81838293126,28.9797595331,1.14248963323
0.9,2.98538261892,-1.98538261892,30.5325282693,1.13637130448
0.9,3.16227766017,-2.16227766017,32.1933024742,1.1311573469
0.9,3.34965439158,-2.34965439158,33.9704558246,1.12683120417
0.9,3.54813389234,-2.54813389234,35.8730540449,1.12337781347
0.9,3.75837404288,-2.75837404288,37.9109140448,1.12078354488
0.9,3.98107170553,-2.98107170553,40.0946682116,1.11903614507
0.9,4.21696503429,-3.21696503429,42.4358343097,1.11812468511
0.9,4.46683592151,-3.46683592151,44.946891484,1.11803951198
0.9,4.73151258961,-3.73151258961,47.6413629059,1.11877220383
0.9,5.01187233627,-4.01187233627,50.5339056471,1.12031552851
0.9,5.30884444231,-4.30884444231,53.640408423,1.1226634054
0.9,5.6234132519,-4.6234132519,56.9780979004,1.12581087022
0.9,5.95662143529,-4.95662143529,60.5656543266,1.12975404271
0.9,6.3095734448,-5.3095734448,64.4233373082,1.13449009706
0.9,6.68343917569,-5.68343917569,68.5731226355,1.14001723485
0.9,7.07945784384,-6.07945784384,73.0388511345,1.14633466048
0.9,7.49894209332,-6.49894209332,77.846390612,1.15344255886
0.9,7.94328234724,-6.94328234724,83.0238120547,1.16134207533
0.9,8.41395141645,-7.41395141645,88.6015813498,1.17003529765
0.9,8.91250938134,-7.91250938134,94.6127679037,1.17952524001
0.9,9.44060876286,-8.44060876286,101.093271661,1.18981582886
0.9,10,-9,108.08207016,1.20091189066
0.9,10.5925372518,-9.59253725177,115.621487402,1.21281914127
0.9,11.220184543,-10.220184543,123.757486487,1.22554417703
0.9,11.8850222744,-10.8850222744,132.53998811,1.23909446744
0.9,12.5892541179,-11.5892541179,142.023217244,1.25347834937
0.9,13.3352143216,-12.3352143216,152.266080503,1.26870502274
0.9,14.1253754462,-13.1253754462,163.332576922,1.2847845476
0.9,14.9623565609,-13.9623565609,175.292245139,1.30172784262
0.9,15.8489319246,-14.8489319246,188.220650215,1.31954668484
0.9,16.7880401812,-15.7880401812,202.199913633,1.33825371084
0.9,17.7827941004,-16.7827941004,217.319290323,1.357862419
0.9,18.8364908949,-17.8364908949,233.675796917,1.37838717307
0.9,19.9526231497,-18.9526231497,251.374895799,1.39984320699
0.9,21.1348903984,-20.1348903984,270.531239931,1.42224663069
0.9,22.3872113857,-21.3872113857,291.269483897,1.44561443724
0.9,23.7137370566,-22.7137370566,313.72516706,1.46996451096
0.9,25.1188643151,-24.1188643151,338.045675291,1.49531563675
0.9,26.607250598,-25.607250598,364.39128829,1.5216875104
0.9,28.1838293126,-27.1838293126,392.936320149,1.54910075005
0.9,29.8538261892,-28.8538261892,423.870361492,1.5775769087
0.9,31.6227766017,-30.6227766017,457.399632292,1.60713848774
0.9,33.4965439158,-32.4965439158,493.748455249,1.63780895158
0.9,35.4813389234,-34.4813389234,533.160860529,1.66961274326
0.9,37.5837404288,-36.5837404288,575.902333623,1.70257530119
0.9,39.8107170553,-38.8107170553,622.261719134,1.73672307682
0.9,42.1696503429,-41.1696503429,672.553294453,1.77208355347
0.9,44.6683592151,-43.6683592151,727.119028555,1.80868526609
0.9,47.3151258961,-46.3151258961,786.331042476,1.84655782217
0.9,50.1187233627,-49.1187233627,850.594289556,1.88573192364
0.9,53.0884444231,-52.0884444231,920.349475148,1.92623938986
0.9,56.234132519,-55.234132519,996.076237238,1.96811318168
0.9,59.5662143529,-58.5662143529,1078.29661138,2.01138742657
0.9,63.095734448,-62.095734448,1167.57880544,2.05609744489
0.9,66.8343917569,-65.8343917569,1264.54131191,2.10227977721
0.9,70.7945784384,-69.7945784384,1369.85738813,2.1499722128
0.9,74.9894209332,-73.9894209332,1484.2599373,2.19921381921
0.9,79.4328234724,-78.4328234724,1608.5468264,2.25004497312
0.9,84.1395141645,-83.1395141645,1743.58668008,2.30250739222
0.9,89.1250938134,-88.1250938134,1890.32519334,2.3566441684
0.9,94.4060876286,-93.4060876286,2049.79200951,2.41249980212
0.9,100,-99,2223.10821424,2.47012023804
0.9,105.925372518,-104.925372518,2411.49450094,2.52955290191
0.9,112.20184543,-111.20184543,2616.2800678,2.59084673872
0.9,118.850222744,-117.850222744,2838.91231223,2.6540522523
0.9,125.892541179,-124.892541179,3080.9673942,2.71922154608
0.9,133.352143216,-132.352143216,3344.16174665,2.78640836543
0.9,141.253754462,-140.253754462,3630.36461805,2.85566814125
0.9,149.623565609,-148.623565609,3941.61173964,2.92705803512
0.9,158.489319246,-157.489319246,4280.12021878,3.00063698589
0.9,167.880401812,-166.880401812,4648.30476816,3.07646575775
0.9,177.827941004,-176.827941004,5048.79539132,3.15460698996
0.9,188.364908949,-187.364908949,5484.45665507,3.23512524804
0.9,199.526231497,-198.526231497,5958.4086917,3.31808707668
0.9,211.348903984,-210.348903984,6474.05008626,3.40356105432
0.9,223.872113857,-222.872113857,7035.08281858,3.49161784943
0.9,237.137370566,-236.137370566,7645.53944471,3.58233027851
0.9,251.188643151,-250.188643151,8309.81271904,3.67577336601
0.9,266.07250598,-265.07250598,9032.68787687,3.77202440599
0.9,281.838293126,-280.838293126,9819.37781633,3.87116302575
0.9,298.538261892,-297.538261892,10675.5614408,3.97327125143
0.9,316.227766017,-315.227766017,11607.4254459,4.07843357553
0.9,334.965439158,-333.965439158,12621.7098609,4.18673702663
0.9,354.813389234,-353.813389234,13725.7576822,4.29827124112
0.9,375.837404288,-374.837404288,14927.5689678,4.41312853715
0.9,398.107170553,-397.107170553,16235.8597929,4.53140399084
0.9,421.696503429,-420.696503429,17660.126505,4.65319551474
0.9,446.683592151,-445.683592151,19210.7157554,4.77860393873
0.9,473.151258961,-472.151258961,20898.9008255,4.90773309326
0.9,501.187233627,-500.187233627,22736.9648173,5.04068989519
0.9,530.884444231,-529.884444231,24738.2913224,5.1775844361
0.9,562.34132519,-561.34132519,26917.4632455,5.31853007334
0.9,595.662143529,-594.662143529,29290.3705152,5.4636435237
0.9,630.95734448,-629.95734448,31874.3274815,5.61304495997
0.9,668.343917569,-667.343917569,34688.2008735,5.7668581103
0.9,707.945784384,-706.945784384,37752.5492672,5.92521036057
0.9,749.894209332,-748.894209332,41089.7750992,6.08823285973
0.9,794.328234724,-793.328234724,44724.2903572,6.25606062834
0.9,841.395141645,-840.395141645,48682.6971772,6.42883267031
0.9,891.250938134,-890.250938134,52993.9846916,6.60669208788
0.9,944.060876286,-943.060876286,57689.7435889,6.78978620012
0.9,1000,-999,62804.3999834,6.97826666482
0.95,0.001,0.999,0.726496689101,80.7218543445
0.95,0.00105925372518,0.998940746275,0.72708402705,76.2679537456
0.95,0.0011220184543,0.998877981546,0.727705308035,72.0631153856
0.95,0.00118850222744,0.998811497773,0.728362443085,68.0934023299
0.95,0.00125892541179,0.998741074588,0.729057445062,64.3456570387
0.95,0.00133352143216,0.998666478568,0.729792433436,60.8074577609
0.95,0.00141253754462,0.998587462455,0.730569639235,57.4670773661
0.95,0.00149623565609,0.998503764344,0.731391410134,54.3134444805
0.95,0.00158489319246,0.998415106808,0.732260215704,51.3361067965
0.95,0.00167880401812,0.998321195982,0.733178652801,48.5251964352
0.95,0.00177827941004,0.99822172059,0.734149451098,45.8713972465
0.95,0.00188364908949,0.998116350911,0.735175478753,43.3659139389
0.95,0.00199526231497,0.998004737685,0.736259748198,41.0004429367
0.95,0.00211348903984,0.99788651096,0.737405422054,38.7671448678
0.95,0.00223872113857,0.997761278861,0.738615819146,36.6586185906
0.95,0.00237137370566,0.997628626294,0.73989442062,34.6678766758
0.95,0.00251188643151,0.997488113568,0.741244876146,32.7883222588
0.95,0.0026607250598,0.99733927494,0.742671010182,31.0137271897
0.95,0.00281838293126,0.997181617069,0.744176828312,29.3382114047
0.95,0.00298538261892,0.997014617381,0.745766523606,27.7562234543
0.95,0.00316227766017,0.99683772234,0.74744448302,26.2625221208
0.95,0.00334965439158,0.996650345608,0.749215293797,24.8521590659
0.95,0.00354813389234,0.996451866108,0.751083749861,23.5204624506
0.95,0.00375837404288,0.996241625957,0.753054858185,22.2630214731
0.95,0.00398107170553,0.996018928294,0.755133845118,21.0756717725
0.95,0.00421696503429,0.995783034966,0.757326162646,19.9544816523
0.95,0.00446683592151,0.995533164078,0.759637494589,18.8957390754
0.95,0.00473151258961,0.99526848741,0.762073762699,17.895939389
0.95,0.00501187233627,0.994988127664,0.764641132666,16.9517737387
0.95,0.00530884444231,0.994691155558,0.767346020013,16.0601181325
0.95,0.0056234132519,0.994376586748,0.77019509587,15.2180231189
0.95,0.00595662143529,0.994043378565,0.77319529264,14.4227040453
0.95,0.0063095734448,0.993690426555,0.776353809547,13.6715318633
0.95,0.00668343917569,0.993316560824,0.779678118075,12.9620244505
0.95,0.00707945784384,0.992920542156,0.783175967317,12.2918384209
0.95,0.00749894209332,0.992501057907,0.78685538925,11.6587613953
0.95,0.00794328234724,0.992056717653,0.790724703963,11.0607047061
0.95,0.00841395141645,0.991586048584,0.794792524879,10.495696513
0.95,0.00891250938134,0.991087490619,0.799067763999,9.96187530494
0.95,0.00944060876286,0.990559391237,0.803559637239,9.45748376831
0.95,0.01,0.99,0.808277669909,8.98086299898
0.95,0.0105925372518,0.989407462748,0.813231702397,8.53044703987
0.95,0.011220184543,0.988779815457,0.81843189616,8.10475772502
0.95,0.0118850222744,0.988114977726,0.823888740085,7.70239981293
0.95,0.0125892541179,0.987410745882,0.829613057324,7.32205639254
0.95,0.0133352143216,0.986664785678,0.83561601273,6.96248454635
0.95,0.0141253754462,0.985874624554,0.84190912097,6.62251125584
0.95,0.0149623565609,0.985037643439,0.848504255472,6.30102953528
0.95,0.0158489319246,0.984151068075,0.855413658318,5.99699478094
0.95,0.0167880401812,0.983211959819,0.862649951227,5.70942132292
0.95,0.0177827941004,0.9822172059,0.87022614776,5.4373791683
0.95,0.0188364908949,0.981163509105,0.878155666917,5.17999092422
0.95,0.0199526231497,0.98004737685,0.886452348252,4.9364288907
0.95,0.0211348903984,0.978865109602,0.895130468689,4.70591231328
0.95,0.0223872113857,0.977612788614,0.904204761185,4.48770478629
0.95,0.0237137370566,0.976286262943,0.91369043541,4.2811117981
0.95,0.0251188643151,0.974881135685,0.923603200617,4.08547841013
0.95,0.026607250598,0.973392749402,0.933959290867,3.90018706212
0.95,0.0281838293126,0.971816170687,0.944775492792,3.72465549625
0.95,0.0298538261892,0.970146173811,0.956069176071,3.55833479364
0.95,0.0316227766017,0.968377223398,0.967858326811,3.40070751676
0.95,0.0334965439158,0.966503456084,0.980161584015,3.25128595183
0.95,0.0354813389234,0.964518661077,0.992998279341,3.10961044586
0.95,0.0375837404288,0.962416259571,1.00638848036,2.97524783288
0.95,0.0398107170553,0.960189282945,1.02035303753,2.84778994481
0.95,0.0421696503429,0.957830349657,1.0349136351,2.72685220213
0.95,0.0446683592151,0.955331640785,1.05009284622,2.61207228033
0.95,0.0473151258961,0.952684874104,1.06591419247,2.50310884799
0.95,0.0501187233627,0.949881276637,1.08240220815,2.39964037284
0.95,0.0530884444231,0.946911555577,1.09958250955,2.30136399214
0.95,0.056234132519,0.943765867481,1.11748186963,2.20799444429
0.95,0.0595662143529,0.940433785647,1.13612829838,2.11926305824
0.95,0.063095734448,0.936904265552,1.15555112924,2.03491679808
0.95,0.0668343917569,0.933165608243,1.17578111211,1.95471735967
0.95,0.0707945784384,0.929205421562,1.19685051331,1.87844031705
0.95,0.0749894209332,0.925010579067,1.21879322299,1.80587431581
0.95,0.0794328234724,0.920567176528,1.24164487063,1.73682031117
0.95,0.0841395141645,0.915860485835,1.26544294915,1.67109084862
0.95,0.0891250938134,0.910874906187,1.29022694834,1.60850938475
0.95,0.0944060876286,0.905593912371,1.31603849828,1.54890964642
0.95,0.1,0.9,1.3429215236,1.49213502622
0.95,0.105925372518,0.894074627482,1.37092240943,1.4380380124
0.95,0.11220184543,0.88779815457,1.4000901799,1.38647965145
0.95,0.118850222744,0.881149777256,1.43047669034,1.33732904166
0.95,0.125892541179,0.874107458821,1.46213683424,1.29046285608
0.95,0.133352143216,0.866647856784,1.49512876615,1.24576489327
0.95,0.141253754462,0.858746245538,1.52951414189,1.20312565434
0.95,0.149623565609,0.850376434391,1.56535837759,1.16244194497
0.95,0.158489319246,0.841510680754,1.60273092899,1.12361650097
0.95,0.167880401812,0.832119598188,1.64170559281,1.08655763606
0.95,0.177827941004,0.822172058996,1.68236083207,1.05117891084
0.95,0.188364908949,0.811635091051,1.72478012734,1.01739882147
0.95,0.199526231497,0.800473768503,1.76905235613,0.985140507235
0.95,0.211348903984,0.788651096016,1.81527220293,0.954331475751
0.95,0.223872113857,0.776127886143,1.86354060234,0.92490334486
0.95,0.237137370566,0.762862629434,1.91396521829,0.896791600264
0.95,0.251188643151,0.748811356849,1.96666096238,0.869935367967
0.95,0.26607250598,0.73392749402,2.02175055469,0.844277200658
0.95,0.281838293126,0.718161706874,2.07936513077,0.819762877227
0.95,0.298538261892,0.701461738108,2.13964489877,0.796341214621
0.95,0.316227766017,0.683772233983,2.20273985095,0.773963891315
0.95,0.334965439158,0.665034560842,2.26881053449,0.752585281698
0.95,0.354813389234,0.645186610766,2.33802888647,0.732162300715
0.95,0.375837404288,0.624162595712,2.41057913881,0.712654258141
0.95,0.398107170553,0.601892829447,2.48665879907,0.694022721909
0.95,0.421696503429,0.578303496571,2.56647971378,0.676231389929
0.95,0.446683592151,0.553316407849,2.65026922147,0.659245969889
0.95,0.473151258961,0.526848741039,2.7382714032,0.643034066529
0.95,0.501187233627,0.498812766373,2.83074843904,0.627565075952
0.95,0.530884444231,0.469115555769,2.92798207977,0.61281008651
0.95,0.56234132519,0.43765867481,3.03027524389,0.598741785885
0.95,0.595662143529,0.404337856471,3.13795375083,0.585334373953
0.95,0.63095734448,0.36904265552,3.25136820222,0.572563481098
0.95,0.668343917569,0.331656082431,3.3708960243,0.560406091616
0.95,0.707945784384,0.292054215616,3.49694368552,0.548840471914
0.95,0.749894209332,0.250105790668,3.62994910457,0.537846103178
0.95,0.794328234724,0.205671765276,3.77038426578,0.52740361827
0.95,0.841395141645,0.158604858355,3.91875805986,0.517494742548
0.95,0.891250938134,0.108749061866,4.07561936987,0.508102238412
0.95,0.944060876286,0.0559391237141,4.24156042402,0.499209853301
0.95,1,0,4.41722043873,0.49080227097
0.95,1.05925372518,-0.0592537251773,4.60328957744,0.482865065809
0.95,1.1220184543,-0.122018454302,4.80051325311,0.475384660039
0.95,1.18850222744,-0.188502227437,5.00969680462,0.468348283614
0.95,1.25892541179,-0.258925411794,5.23171058013,0.461743936633
0.95,1.33352143216,-0.333521432163,5.46749546317,0.455560354154
0.95,1.41253754462,-0.412537544623,5.71806888084,0.449786973223
0.95,1.49623565609,-0.496235656094,5.98453133636,0.444413902017
0.95,1.58489319246,-0.584893192461,6.26807351278,0.439431890959
0.95,1.67880401812,-0.678804018123,6.56998399795,0.434832305686
0.95,1.77827941004,-0.778279410039,6.89165768612,0.430607101775
0.95,1.88364908949,-0.88364908949,7.23460491587,0.42674880111
0.95,1.99526231497,-0.995262314969,7.60046140973,0.423250469804
0.95,2.11348903984,-1.11348903984,7.99099908668,0.42010569758
0.95,2.23872113857,-1.23872113857,8.40813782469,0.417308578537
0.95,2.37137370566,-1.37137370566,8.85395825798,0.41485369321
0.95,2.51188643151,-1.51188643151,9.33071570066,0.41273609187
0.95,2.6607250598,-1.6607250598,9.84085529689,0.410951278973
0.95,2.81838293126,-1.81838293126,10.3870285066,0.409495198721
0.95,2.98538261892,-1.98538261892,10.9721110456,0.408364221652
0.95,3.16227766017,-2.16227766017,11.5992224092,0.407555132221
0.95,3.34965439158,-2.34965439158,12.2717471208,0.407065117313
0.95,3.54813389234,-2.54813389234,12.9933578584,0.406891755643
0.95,3.75837404288,-2.75837404288,13.7680406267,0.407033007998
0.95,3.98107170553,-2.98107170553,14.6001221571,0.407487208276
0.95,4.21696503429,-3.21696503429,15.4942997338,0.408253055294
0.95,4.46683592151,-3.46683592151,16.4556736627,0.409329605313
0.95,4.73151258961,-3.73151258961,17.4897826188,0.410716265265
