alpha,T1,T_alpha,W_alpha,L3_at_kappa0,L3_cain_boundary,L3_fractional_boundary,realizability,sqrt4G
0.666667666667,11.8278049203,1.67584800686e+17,1.67584800686e+17,2.5,-9.32780492029,-1.67584800686e+17,all L3,0
0.666667699052,11.8278049203,1.52303298633e+17,1.52303298633e+17,2.5,-9.32780492029,-1.52303298633e+17,all L3,0
0.666667732486,11.8278049203,1.38415266822e+17,1.38415266822e+17,2.5,-9.32780492029,-1.38415266822e+17,all L3,0
0.666667767003,11.8278049203,1.25793639199e+17,1.25793639199e+17,2.5,-9.32780492029,-1.25793639199e+17,all L3,0
0.666667802638,11.8278049203,1.1432293656e+17,1.1432293656e+17,2.5,-9.32780492029,-1.1432293656e+17,all L3,0
0.666667839426,11.8278049203,1.03898209625e+17,1.03898209625e+17,2.5,-9.32780492029,-1.03898209625e+17,all L3,0
0.666667877406,11.8278049203,9.44240794397e+16,9.44240794397e+16,2.5,-9.32780492029,-9.44240794397e+16,all L3,0
0.666667916617,11.8278049203,8.58138640221e+16,8.58138640221e+16,2.5,-9.32780492029,-8.58138640221e+16,all L3,0
0.666667957096,11.8278049203,7.79887858393e+16,7.79887858393e+16,2.5,-9.32780492029,-7.79887858393e+16,all L3,0
0.666667998887,11.8278049203,7.08772507791e+16,7.08772507791e+16,2.5,-9.32780492029,-7.08772507791e+16,all L3,0
0.666668042032,11.8278049203,6.44141931679e+16,6.44141931679e+16,2.5,-9.32780492029,-6.44141931679e+16,all L3,0
0.666668086573,11.8278049203,5.85404804115e+16,5.85404804115e+16,2.5,-9.32780492029,-5.85404804115e+16,all L3,0
0.666668132557,11.8278049203,5.32023721296e+16,5.32023721296e+16,2.5,-9.32780492029,-5.32023721296e+16,all L3,0
0.666668180031,11.8278049203,4.83510282536e+16,4.83510282536e+16,2.5,-9.32780492029,-4.83510282536e+16,all L3,0
0.666668229041,11.8278049203,4.39420623444e+16,4.39420623444e+16,2.5,-9.32780492029,-4.39420623444e+16,all L3,0
0.666668279639,11.8278049203,3.99351353963e+16,3.99351353963e+16,2.5,-9.32780492029,-3.99351353963e+16,all L3,0
0.666668331876,11.8278049203,3.62935867788e+16,3.62935867788e+16,2.5,-9.32780492029,-3.62935867788e+16,all L3,0
0.666668385804,11.8278049203,3.29840988607e+16,3.29840988607e+16,2.5,-9.32780492029,-3.29840988607e+16,all L3,0
0.666668441479,11.8278049203,2.99763920944e+16,2.99763920944e+16,2.5,-9.32780492029,-2.99763920944e+16,all L3,0
0.666668498956,11.8278049203,2.72429480554e+16,2.72429480554e+16,2.5,-9.32780492029,-2.72429480554e+16,all L3,0
0.666668558296,11.8278049203,2.47587576172e+16,2.47587576172e+16,2.5,-9.32780492029,-2.47587576172e+16,all L3,0
0.666668619557,11.8278049203,2.25010921724e+16,2.25010921724e+16,2.5,-9.32780492029,-2.25010921724e+16,all L3,0
0.666668682801,11.8278049203,2.04492956479e+16,2.04492956479e+16,2.5,-9.32780492029,-2.04492956479e+16,all L3,0
0.666668748094,11.8278049203,1.85845955329e+16,1.85845955329e+16,2.5,-9.32780492029,-1.85845955329e+16,all L3,0
0.666668815502,11.8278049203,1.68899311329e+16,1.68899311329e+16,2.5,-9.32780492029,-1.68899311329e+16,all L3,0
0.666668885093,11.8278049203,1.5349797443e+16,1.5349797443e+16,2.5,-9.32780492029,-1.5349797443e+16,all L3,0
0.666668956937,11.8278049203,1.39501033255e+16,1.39501033255e+16,2.5,-9.32780492029,-1.39501033255e+16,all L3,0
0.666669031108,11.8278049203,1.26780425611e+16,1.26780425611e+16,2.5,-9.32780492029,-1.26780425611e+16,all L3,0
0.666669107681,11.8278049203,1.15219766839e+16,1.15219766839e+16,2.5,-9.32780492029,-1.15219766839e+16,all L3,0
0.666669186734,11.8278049203,1.04713285072e+16,1.04713285072e+16,2.5,-9.32780492029,-1.04713285072e+16,all L3,0
0.666669268347,11.8278049203,9.51648534407e+15,9.51648534407e+15,2.5,-9.32780492029,-9.51648534407e+15,all L3,0
0.666669352603,11.8278049203,8.64871105318e+15,8.64871105318e+15,2.5,-9.32780492029,-8.64871105318e+15,all L3,0
0.666669439588,11.8278049203,7.8600661152e+15,7.8600661152e+15,2.5,-9.32780492029,-7.8600661152e+15,all L3,0
0.66666952939,11.8278049203,7.14333498965e+15,7.14333498965e+15,2.5,-9.32780492029,-7.14333498965e+15,all L3,0
0.6666696221,11.8278049203,6.49196009734e+15,6.49196009734e+15,2.5,-9.32780492029,-6.49196009734e+15,all L3,0
0.666669717812,11.8278049203,5.89998182327e+15,5.89998182327e+15,2.5,-9.32780492029,-5.89998182327e+15,all L3,0
0.666669816624,11.8278049203,5.36198398937e+15,5.36198398937e+15,2.5,-9.32780492029,-5.36198398937e+15,all L3,0
0.666669918637,11.8278049203,4.87304430153e+15,4.87304430153e+15,2.5,-9.32780492029,-4.87304430153e+15,all L3,0
0.666670023953,11.8278049203,4.42868931297e+15,4.42868931297e+15,2.5,-9.32780492029,-4.42868931297e+15,all L3,0
0.666670132679,11.8278049203,4.02485349723e+15,4.02485349723e+15,2.5,-9.32780492029,-4.02485349723e+15,all L3,0
0.666670244927,11.8278049203,3.65784204688e+15,3.65784204688e+15,2.5,-9.32780492029,-3.65784204688e+15,all L3,0
0.66667036081,11.8278049203,3.32429707367e+15,3.32429707367e+15,2.5,-9.32780492029,-3.32429707367e+15,all L3,0
0.666670480446,11.8278049203,3.02116688474e+15,3.02116688474e+15,2.5,-9.32780492029,-3.02116688474e+15,all L3,0
0.666670603956,11.8278049203,2.74567805955e+15,2.74567805955e+15,2.5,-9.32780492029,-2.74567805955e+15,all L3,0
0.666670731466,11.8278049203,2.49531007628e+15,2.49531007628e+15,2.5,-9.32780492029,-2.49531007628e+15,all L3,0
0.666670863106,11.8278049203,2.26777225231e+15,2.26777225231e+15,2.5,-9.32780492029,-2.26777225231e+15,all L3,0
0.666670999008,11.8278049203,2.06098278369e+15,2.06098278369e+15,2.5,-9.32780492029,-2.06098278369e+15,all L3,0
0.666671139313,11.8278049203,1.87304969977e+15,1.87304969977e+15,2.5,-9.32780492029,-1.87304969977e+15,all L3,0
0.66667128416,11.8278049203,1.70225355227e+15,1.70225355227e+15,2.5,-9.32780492029,-1.70225355227e+15,all L3,0
0.666671433699,11.8278049203,1.54703168348e+15,1.54703168348e+15,2.5,-9.32780492029,-1.54703168348e+15,all L3,0
0.666671588081,11.8278049203,1.40596392916e+15,1.40596392916e+15,2.5,-9.32780492029,-1.40596392916e+15,all L3,0
0.666671747462,11.8278049203,1.27775962509e+15,1.27775962509e+15,2.5,-9.32780492029,-1.27775962509e+15,all L3,0
0.666671912005,11.8278049203,1.16124579821e+15,1.16124579821e+15,2.5,-9.32780492029,-1.16124579821e+15,all L3,0
0.666672081877,11.8278049203,1.05535643531e+15,1.05535643531e+15,2.5,-9.32780492029,-1.05535643531e+15,all L3,0
0.66667225725,11.8278049203,9.59122728791e+14,9.59122728791e+14,2.5,-9.32780492029,-9.59122728791e+14,all L3,0
0.666672438302,11.8278049203,8.71664213766e+14,8.71664213766e+14,2.5,-9.32780492029,-8.71664213766e+14,all L3,0
0.666672625218,11.8278049203,7.92180711573e+14,7.92180711573e+14,2.5,-9.32780492029,-7.92180711573e+14,all L3,0
0.666672818187,11.8278049203,7.1994500917e+14,7.1994500917e+14,2.5,-9.32780492029,-7.1994500917e+14,all L3,0
0.666673017406,11.8278049203,6.54296205828e+14,6.54296205828e+14,2.5,-9.32780492029,-6.54296205828e+14,all L3,0
0.666673223076,11.8278049203,5.94633665856e+14,5.94633665856e+14,2.5,-9.32780492029,-5.94633665856e+14,all L3,0
0.666673435408,11.8278049203,5.40411523376e+14,5.40411523376e+14,2.5,-9.32780492029,-5.40411523376e+14,all L3,0
0.666673654615,11.8278049203,4.91133688395e+14,4.91133688395e+14,2.5,-9.32780492029,-4.91133688395e+14,all L3,0
0.666673880922,11.8278049203,4.46349307407e+14,4.46349307407e+14,2.5,-9.32780492029,-4.46349307407e+14,all L3,0
0.666674114557,11.8278049203,4.05648638784e+14,4.05648638784e+14,2.5,-9.32780492029,-4.05648638784e+14,all L3,0
0.666674355759,11.8278049203,3.68659303872e+14,3.68659303872e+14,2.5,-9.32780492029,-3.68659303872e+14,all L3,0
0.666674604772,11.8278049203,3.350428797e+14,3.350428797e+14,2.5,-9.32780492029,-3.350428797e+14,all L3,0
0.66667486185,11.8278049203,3.04491803123e+14,3.04491803123e+14,2.5,-9.32780492029,-3.04491803123e+14,all L3,0
0.666675127253,11.8278049203,2.76726556458e+14,2.76726556458e+14,2.5,-9.32780492029,-2.76726556458e+14,all L3,0
0.666675401252,11.8278049203,2.51493110294e+14,2.51493110294e+14,2.5,-9.32780492029,-2.51493110294e+14,all L3,0
0.666675684123,11.8278049203,2.28560599279e+14,2.28560599279e+14,2.5,-9.32780492029,-2.28560599279e+14,all L3,0
0.666675976156,11.8278049203,2.0771920983e+14,2.0771920983e+14,2.5,-9.32780492029,-2.0771920983e+14,all L3,0
0.666676277646,11.8278049203,1.88778260509e+14,1.88778260509e+14,2.5,-9.32780492029,-1.88778260509e+14,all L3,0
0.666676588901,11.8278049203,1.7156445744e+14,1.7156445744e+14,2.5,-9.32780492029,-1.7156445744e+14,all L3,0
0.666676910235,11.8278049203,1.55920308779e+14,1.55920308779e+14,2.5,-9.32780492029,-1.55920308779e+14,all L3,0
0.666677241976,11.8278049203,1.41702683822e+14,1.41702683822e+14,2.5,-9.32780492029,-1.41702683822e+14,all L3,0
0.66667758446,11.8278049203,1.28781503403e+14,1.28781503403e+14,2.5,-9.32780492029,-1.28781503403e+14,all L3,0
0.666677938035,11.8278049203,1.17038549811e+14,1.17038549811e+14,2.5,-9.32780492029,-1.17038549811e+14,all L3,0
0.666678303062,11.8278049203,1.06366385185e+14,1.06366385185e+14,2.5,-9.32780492029,-1.06366385185e+14,all L3,0
0.666678679909,11.8278049203,9.66673685088e+13,9.66673685088e+13,2.5,-9.32780492029,-9.66673685088e+13,all L3,0
0.666679068961,11.8278049203,8.78527623117e+13,8.78527623117e+13,2.5,-9.32780492029,-8.78527623117e+13,all L3,0
0.666679470613,11.8278049203,7.98419207403e+13,7.98419207402e+13,2.5,-9.32780492029,-7.98419207402e+13,all L3,0
0.666679885272,11.8278049203,7.25615517476e+13,7.25615517476e+13,2.5,-9.32780492029,-7.25615517476e+13,all L3,0
0.66668031336,11.8278049203,6.59450465066e+13,6.59450465066e+13,2.5,-9.32780492029,-6.59450465066e+13,all L3,0
0.666680755312,11.8278049203,5.99318700099e+13,5.99318700099e+13,2.5,-9.32780492029,-5.99318700099e+13,all L3,0
0.666681211577,11.8278049203,5.44670071931e+13,5.44670071931e+13,2.5,-9.32780492029,-5.44670071931e+13,all L3,0
0.666681682618,11.8278049203,4.95004596146e+13,4.95004596146e+13,2.5,-9.32780492029,-4.95004596146e+13,all L3,0
0.666682168913,11.8278049203,4.49867879966e+13,4.49867879966e+13,2.5,-9.32780492029,-4.49867879966e+13,all L3,0
0.666682670957,11.8278049203,4.08846964954e+13,4.08846964954e+13,2.5,-9.32780492029,-4.08846964954e+13,all L3,0
0.666683189261,11.8278049203,3.71566548696e+13,3.71566548696e+13,2.5,-9.32780492029,-3.71566548696e+13,all L3,0
0.666683724349,11.8278049203,3.376855512e+13,3.376855512e+13,2.5,-9.32780492029,-3.376855512e+13,all L3,0
0.666684276767,11.8278049203,3.06893994202e+13,3.06893994202e+13,2.5,-9.32780492029,-3.06893994202e+13,all L3,0
0.666684847075,11.8278049203,2.78910165126e+13,2.78910165126e+13,2.5,-9.32780492029,-2.78910165126e+13,all L3,0
0.666685435852,11.8278049203,2.53478039624e+13,2.53478039623e+13,2.5,-9.32780492029,-2.53478039624e+13,all L3,0
0.666686043697,11.8278049203,2.30364939224e+13,2.30364939224e+13,2.5,-9.32780492029,-2.30364939224e+13,all L3,0
0.666686671227,11.8278049203,2.09359402433e+13,2.09359402433e+13,2.5,-9.32780492029,-2.09359402433e+13,all L3,0
0.666687319081,11.8278049203,1.90269250087e+13,1.90269250087e+13,2.5,-9.32780492029,-1.90269250087e+13,all L3,0
0.666687987914,11.8278049203,1.72919827051e+13,1.72919827051e+13,2.5,-9.32780492029,-1.72919827051e+13,all L3,0
0.666688678409,11.8278049203,1.57152404279e+13,1.57152404279e+13,2.5,-9.32780492029,-1.57152404279e+13,all L3,0
0.666689391265,11.8278049203,1.42822726551e+13,1.42822726551e+13,2.5,-9.32780492029,-1.42822726551e+13,all L3,0
0.666690127207,11.8278049203,1.29799692689e+13,1.29799692689e+13,2.5,-9.32780492029,-1.29799692689e+13,all L3,0
0.666690886983,11.8278049203,1.17964156082e+13,1.17964156081e+13,2.5,-9.32780492029,-1.17964156082e+13,all L3,0
0.666691671364,11.8278049203,1.07207834579e+13,1.07207834579e+13,2.5,-9.32780492029,-1.07207834579e+13,all L3,0
0.666692481148,11.8278049203,9.74323198252e+12,9.7432319825e+12,2.5,-9.32780492029,-9.74323198251e+12,all L3,0
0.666693317157,11.8278049203,8.85481768946e+12,8.85481768945e+12,2.5,-9.32780492029,-8.85481768946e+12,all L3,0
0.66669418024,11.8278049203,8.04741260399e+12,8.04741260398e+12,2.5,-9.32780492029,-8.04741260399e+12,all L3,0
0.666695071275,11.8278049203,7.31362990575e+12,7.31362990574e+12,2.5,-9.32780492029,-7.31362990575e+12,all L3,0
0.666695991166,11.8278049203,6.64675634597e+12,6.64675634596e+12,2.5,-9.32780492029,-6.64675634597e+12,all L3,0
0.666696940847,11.8278049203,6.04069082661e+12,6.0406908266e+12,2.5,-9.32780492029,-6.04069082661e+12,all L3,0
0.666697921285,11.8278049203,5.48988858137e+12,5.48988858135e+12,2.5,-9.32780492029,-5.48988858136e+12,all L3,0
0.666698933474,11.8278049203,4.98931044568e+12,4.98931044567e+12,2.5,-9.32780492029,-4.98931044568e+12,all L3,0
0.666699978443,11.8278049203,4.53437675325e+12,4.53437675324e+12,2.5,-9.32780492029,-4.53437675325e+12,all L3,0
0.666701057254,11.8278049203,4.12092543629e+12,4.12092543628e+12,2.5,-9.32780492029,-4.12092543629e+12,all L3,0
0.666702171002,11.8278049203,3.74517394604e+12,3.74517394603e+12,2.5,-9.32780492029,-3.74517394604e+12,all L3,0
0.666703320819,11.8278049203,3.40368464672e+12,3.40368464671e+12,2.5,-9.32780492029,-3.40368464671e+12,all L3,0
0.666704507874,11.8278049203,3.09333336371e+12,3.0933333637e+12,2.5,-9.32780492029,-3.09333336371e+12,all L3,0
0.666705733372,11.8278049203,2.81128080089e+12,2.81128080088e+12,2.5,-9.32780492029,-2.81128080089e+12,all L3,0
