g12,g13,g23,alpha,T1,T_alpha,W_alpha,W_over_T1,L3_cain,L3_frac
-6,-6,0,0.99,39.5830052443,42.1940447985,2.61103955422,0.0659636512719,-26.5830052443,-29.1940447985
-6,-5.95,0,0.99,39.4639835467,42.0670754803,2.60309193362,0.0659612056279,-26.5139835467,-29.1170754803
-6,-5.9,0,0.99,39.3447131199,41.939843505,2.59513038513,0.0659588081688,-26.4447131199,-29.039843505
-6,-5.85,0,0.99,39.2251912553,41.8123460296,2.58715477437,0.0659564604168,-26.3751912553,-28.9623460296
-6,-5.8,0,0.99,39.1054151948,41.6845801596,2.57916496478,0.0659541639421,-26.3054151948,-28.8845801596
-6,-5.75,0,0.99,38.9853821297,41.5565429473,2.57116081763,0.0659519203654,-26.2353821297,-28.8065429473
-6,-5.7,0,0.99,38.865089199,41.4282313909,2.56314219191,0.065949731359,-26.165089199,-28.7282313909
-6,-5.65,0,0.99,38.7445334882,41.2996424325,2.55510894433,0.0659475986492,-26.0945334882,-28.6496424325
-6,-5.6,0,0.99,38.623712028,41.1707729572,2.54706092922,0.0659455240183,-26.023712028,-28.5707729572
-6,-5.55,0,0.99,38.5026217927,41.0416197913,2.53899799852,0.0659435093066,-25.9526217927,-28.4916197913
-6,-5.5,0,0.99,38.381259699,40.9121797007,2.53092000171,0.0659415564147,-25.881259699,-28.4121797007
-6,-5.45,0,0.99,38.2596226037,40.7824493894,2.52282678573,0.0659396673057,-25.8096226037,-28.3324493894
-6,-5.4,0,0.99,38.1377073029,40.6524254979,2.51471819496,0.0659378440079,-25.7377073029,-28.2524254979
-6,-5.35,0,0.99,38.0155105301,40.5221046012,2.50659407114,0.0659360886172,-25.6655105301,-28.1721046012
-6,-5.3,0,0.99,37.893028954,40.3914832073,2.4984542533,0.0659344032997,-25.593028954,-28.0914832073
-6,-5.25,0,0.99,37.7702591775,40.2605577552,2.49029857771,0.0659327902944,-25.5202591775,-28.0105577552
-6,-5.2,0,0.99,37.6471977349,40.1293246127,2.48212687781,0.0659312519166,-25.4471977349,-27.9293246127
-6,-5.15,0,0.99,37.523841091,39.9977800752,2.47393898415,0.0659297905603,-25.373841091,-27.8477800752
-6,-5.1,0,0.99,37.4001856384,39.8659203627,2.46573472429,0.0659284087019,-25.3001856384,-27.7659203627
-6,-5.05,0,0.99,37.2762276954,39.7337416182,2.45751392278,0.0659271089033,-25.2262276954,-27.6837416182
-6,-5,0,0.99,37.1519635045,39.6012399056,2.44927640104,0.0659258938156,-25.1519635045,-27.6012399056
-6,-4.95,0,0.99,37.0273892294,39.4684112067,2.4410219773,0.0659247661826,-25.0773892294,-27.5184112067
-6,-4.9,0,0.99,36.9025009532,39.3352514197,2.43275046653,0.0659237288448,-25.0025009532,-27.4352514197
-6,-4.85,0,0.99,36.7772946757,39.2017563561,2.42446168035,0.0659227847433,-24.9272946757,-27.3517563561
-6,-4.8,0,0.99,36.6517663113,39.0679217382,2.41615542694,0.0659219369243,-24.8517663113,-27.2679217382
-6,-4.75,0,0.99,36.5259116859,38.9337431969,2.40783151097,0.0659211885435,-24.7759116859,-27.1837431969
-6,-4.7,0,0.99,36.3997265345,38.799216268,2.3994897335,0.0659205428707,-24.6997265345,-27.099216268
-6,-4.65,0,0.99,36.2732064986,38.6643363905,2.3911298919,0.0659200032948,-24.6232064986,-27.0143363905
-6,-4.6,0,0.99,36.1463471226,38.5290989023,2.38275177973,0.0659195733291,-24.5463471226,-26.9290989023
-6,-4.55,0,0.99,36.0191438517,38.3934990384,2.37435518667,0.0659192566166,-24.4691438517,-26.8434990384
-6,-4.5,0,0.99,35.8915920279,38.2575319264,2.36593989841,0.0659190569359,-24.3915920279,-26.7575319264
-6,-4.45,0,0.99,35.7636868874,38.121192584,2.35750569655,0.0659189782073,-24.3136868874,-26.671192584
-6,-4.4,0,0.99,35.6354235567,37.9844759152,2.34905235847,0.0659190244991,-24.2354235567,-26.5844759152
-6,-4.35,0,0.99,35.5067970493,37.8473767065,2.34057965726,0.0659192000341,-24.1567970493,-26.4973767065
-6,-4.3,0,0.99,35.3778022617,37.7098896233,2.33208736157,0.0659195091972,-24.0778022617,-26.4098896233
-6,-4.25,0,0.99,35.2484339701,37.5720092056,2.3235752355,0.0659199565425,-23.9984339701,-26.3220092056
-6,-4.2,0,0.99,35.1186868257,37.4337298642,2.3150430385,0.0659205468015,-23.9186868257,-26.2337298642
-6,-4.15,0,0.99,34.9885553511,37.2950458763,2.30649052522,0.0659212848909,-23.8385553511,-26.1450458763
-6,-4.1,0,0.99,34.8580339354,37.1559513808,2.29791744539,0.0659221759221,-23.7580339354,-26.0559513808
-6,-4.05,0,0.99,34.7271168299,37.0164403736,2.28932354367,0.06592322521,-23.6771168299,-25.9664403736
-6,-4,0,0.99,34.5957981433,36.8765067029,2.28070855955,0.0659244382831,-23.5957981433,-25.8765067029
-6,-3.95,0,0.99,34.4640718366,36.7361440638,2.27207222717,0.0659258208937,-23.5140718366,-25.7861440638
-6,-3.9,0,0.99,34.3319317178,36.595345993,2.26341427517,0.0659273790292,-23.4319317178,-25.695345993
-6,-3.85,0,0.99,34.1993714368,36.4541058634,2.25473442656,0.0659291189234,-23.3493714368,-25.6041058634
-6,-3.8,0,0.99,34.0663844791,36.3124168777,2.24603239857,0.0659310470692,-23.2663844791,-25.5124168777
-6,-3.75,0,0.99,33.9329641603,36.1702720628,2.23730790244,0.0659331702315,-23.1829641603,-25.4202720628
-6,-3.7,0,0.99,33.7991036196,36.0276642629,2.2285606433,0.0659354954612,-23.0991036196,-25.3276642629
-6,-3.65,0,0.99,33.6647958132,35.8845861331,2.21979031997,0.0659380301097,-23.0147958132,-25.2345861331
-6,-3.6,0,0.99,33.5300335073,35.7410301321,2.21099662477,0.0659407818451,-22.9300335073,-25.1410301321
-6,-3.55,0,0.99,33.3948092713,35.5969885146,2.20217924336,0.0659437586682,-22.8448092713,-25.0469885146
-6,-3.5,0,0.99,33.2591154696,35.4524533241,2.19333785453,0.0659469689306,-22.7591154696,-24.9524533241
-6,-3.45,0,0.99,33.122944254,35.307416384,2.18447213001,0.0659504213533,-22.672944254,-24.857416384
-6,-3.4,0,0.99,32.9862875552,35.1618692895,2.17558173425,0.0659541250469,-22.5862875552,-24.7618692895
-6,-3.35,0,0.99,32.8491370741,35.0158033983,2.16666632422,0.065958089533,-22.4991370741,-24.6658033983
-6,-3.3,0,0.99,32.7114842723,34.8692098214,2.15772554917,0.0659623247666,-22.4114842723,-24.5692098214
-6,-3.25,0,0.99,32.5733203624,34.7220794128,2.14875905042,0.0659668411607,-22.3233203624,-24.4720794128
-6,-3.2,0,0.99,32.4346362979,34.574402759,2.13976646114,0.065971649612,-22.2346362979,-24.374402759
-6,-3.15,0,0.99,32.2954227622,34.4261701682,2.13074740605,0.0659767615287,-22.1454227622,-24.2761701682
-6,-3.1,0,0.99,32.1556701572,34.2773716584,2.12170150123,0.06598218886,-22.0556701572,-24.1773716584
-6,-3.05,0,0.99,32.0153685912,34.127996945,2.11262835382,0.0659879441276,-21.9653685912,-24.077996945
-6,-3,0,0.99,31.8745078664,33.9780354282,2.10352756178,0.06599404046,-21.8745078664,-23.9780354282
-6,-2.95,0,0.99,31.7330774651,33.8274761787,2.09439871357,0.0660004916282,-21.7830774651,-23.8774761787
-6,-2.9,0,0.99,31.5910665358,33.6763079238,2.08524138793,0.066007312085,-21.6910665358,-23.7763079238
-6,-2.85,0,0.99,31.4484638781,33.5245190316,2.07605515352,0.0660145170067,-21.5984638781,-23.6745190316
-6,-2.8,0,0.99,31.3052579266,33.3720974953,2.06683956864,0.0660221223377,-21.5052579266,-23.5720974953
-6,-2.75,0,0.99,31.1614367343,33.2190309153,2.05759418096,0.0660301448391,-21.4114367343,-23.4690309153
-6,-2.7,0,0.99,31.0169879545,33.0653064816,2.04831852711,0.0660386021402,-21.3169879545,-23.3653064816
-6,-2.65,0,0.99,30.8718988219,32.9109109544,2.03901213244,0.0660475127947,-21.2218988219,-23.2609109544
-6,-2.6,0,0.99,30.7261561327,32.7558306433,2.0296745106,0.0660568963405,-21.1261561327,-23.1558306433
-6,-2.55,0,0.99,30.5797462229,32.6000513862,2.02030516327,0.066066773365,-21.0297462229,-23.0500513862
-6,-2.5,0,0.99,30.4326549455,32.4435585252,2.01090357973,0.0660771655751,-20.9326549455,-22.9435585252
-6,-2.45,0,0.99,30.2848676466,32.2863368831,2.00146923654,0.0660880958733,-20.8348676466,-22.8363368831
-6,-2.4,0,0.99,30.1363691392,32.1283707363,1.99200159716,0.0660995884394,-20.7363691392,-22.7283707363
-6,-2.35,0,0.99,29.9871436759,31.9696437875,1.98250011156,0.0661116688199,-20.6371436759,-22.6196437875
-6,-2.3,0,0.99,29.8371749196,31.8101391354,1.97296421583,0.0661243640239,-20.5371749196,-22.5101391354
-6,-2.25,0,0.99,29.6864459118,31.6498392436,1.96339333182,0.0661377026287,-20.4364459118,-22.3998392436
-6,-2.2,0,0.99,29.5349390391,31.4887259058,1.95378686669,0.0661517148929,-20.3349390391,-22.2887259058
-6,-2.15,0,0.99,29.3826359975,31.3267802101,1.94414421259,0.0661664328807,-20.2326359975,-22.1767802101
-6,-2.1,0,0.99,29.2295177535,31.1639824997,1.93446474618,0.0661818905973,-20.1295177535,-22.0639824997
-6,-2.05,0,0.99,29.0755645032,31.0003123315,1.92474782829,0.0661981241356,-20.0255645032,-21.9503123315
-6,-2,0,0.99,28.9207556272,30.8357484307,1.91499280354,0.0662151718382,-19.9207556272,-21.8357484307
-6,-1.95,0,0.99,28.7650696436,30.6702686435,1.90519899992,0.0662330744728,-19.8150696436,-21.7202686435
-6,-1.9,0,0.99,28.6084841562,30.5038498846,1.89536572844,0.0662518754259,-19.7084841562,-21.6038498846
-6,-1.85,0,0.99,28.450975799,30.3364680818,1.8854922828,0.0662716209147,-19.600975799,-21.4864680818
-6,-1.8,0,0.99,28.2925201767,30.1680981158,1.87557793907,0.0662923602194,-19.4925201767,-21.3680981158
-6,-1.75,0,0.99,28.1330917999,29.9987137552,1.86562195537,0.0663141459403,-19.3830917999,-21.2487137552
-6,-1.7,0,0.99,27.9726640149,29.8282875865,1.85562357165,0.0663370342799,-19.2726640149,-21.1282875865
-6,-1.65,0,0.99,27.8112089283,29.6567909378,1.84558200952,0.066361085355,-19.1612089283,-21.0067909378
-6,-1.6,0,0.99,27.6486973245,29.4841937966,1.83549647205,0.0663863635421,-19.0486973245,-20.8841937966
-6,-1.55,0,0.99,27.4850985764,29.3104647202,1.82536614382,0.0664129378598,-18.9350985764,-20.7604647202
-6,-1.5,0,0.99,27.3203805476,29.1355707385,1.8151901909,0.0664408823932,-18.8203805476,-20.6355707385
-6,-1.45,0,0.99,27.154509487,28.959477248,1.80496776107,0.0664702767669,-18.704509487,-20.509477248
-6,-1.4,0,0.99,26.9874499119,28.782147896,1.79469798411,0.0665012066711,-18.5874499119,-20.382147896
-6,-1.35,0,0.99,26.8191644817,28.6035444541,1.78437997237,0.0665337644499,-18.4691644817,-20.2535444541
-6,-1.3,0,0.99,26.6496138588,28.4236266803,1.77401282144,0.0665680497599,-18.3496138588,-20.1236266803
-6,-1.25,0,0.99,26.4787565553,28.2423521665,1.76359561117,0.0666041703085,-18.2287565553,-19.9923521665
-6,-1.2,0,0.99,26.3065487651,28.0596761721,1.75312740699,0.0666422426844,-18.1065487651,-19.8596761721
-6,-1.15,0,0.99,26.1329441784,27.87555144,1.74260726165,0.0666823932946,-17.9829441784,-19.72555144
-6,-1.1,0,0.99,25.9578937764,27.6899279938,1.73203421734,0.0667247594223,-17.8578937764,-19.5899279938
-6,-1.05,0,0.99,25.7813456047,27.5027529133,1.72140730853,0.0667694904264,-17.7313456047,-19.4527529133
-6,-1,0,0.99,25.6032445204,27.3139700858,1.71072556538,0.0668167491045,-17.6032445204,-19.3139700858
-6,-0.95,0,0.99,25.4235319116,27.1235199297,1.69998801806,0.0668667132468,-17.4735319116,-19.1735199297
-6,-0.9,0,0.99,25.2421453841,26.9313390862,1.68919370208,0.0669195774122,-17.3421453841,-19.0313390862
-6,-0.85,0,0.99,25.0590184101,26.737360075,1.67834166491,0.0669755549658,-17.2090184101,-18.887360075
-6,-0.8,0,0.99,24.8740799348,26.5415109089,1.6674309741,0.0670348804244,-17.0740799348,-18.7415109089
-6,-0.75,0,0.99,24.6872539332,26.3437146605,1.65646072727,0.0670978121648,-16.9372539332,-18.5937146605
-6,-0.7,0,0.99,24.4984589085,26.143888973,1.64543006449,0.067164635565,-16.7984589085,-18.443888973
-6,-0.65,0,0.99,24.307607325,25.9419455085,1.63433818341,0.0672356666599,-16.657607325,-18.2919455085
-6,-0.6,0,0.99,24.1146049625,25.7377893205,1.623184358,0.0673112564158,-16.5146049625,-18.1377893205
-6,-0.55,0,0.99,23.9193501785,25.5313181402,1.61196796168,0.0673917957489,-16.3693501785,-17.9813181402
-6,-0.5,0,0.99,23.7217330633,25.3224215592,1.60068849587,0.0674777214463,-16.2217330633,-17.8224215592
-6,-0.45,0,0.99,23.5216344667,25.1109800922,1.58934562549,0.0675695231867,-16.0716344667,-17.6609800922
-6,-0.4,0,0.99,23.3189248724,24.8968640954,1.57793922308,0.0676677519103,-15.9189248724,-17.4968640954
-6,-0.35,0,0.99,23.1134630894,24.6799325134,1.56646942397,0.0677730298532,-15.7634630894,-17.3299325134
-6,-0.3,0,0.99,22.9050947239,24.4600314194,1.55493669546,0.0678860626511,-15.6050947239,-17.1600314194
-6,-0.25,0,0.99,22.6936503827,24.2369923068,1.54334192404,0.0680076540357,-15.4436503827,-16.9869923068
-6,-0.2,0,0.99,22.4789435506,24.0106300766,1.531686526,0.068138723804,-15.2789435506,-16.8106300766
-6,-0.15,0,0.99,22.2607680647,23.7807406533,1.51997258854,0.0682803299562,-15.1107680647,-16.6307406533
-6,-0.1,0,0.99,22.0388950887,23.5470981396,1.50820305091,0.0684336961922,-14.9388950887,-16.4470981396
-6,-0.05,0,0.99,21.81306946,23.309451399,1.49638193903,0.0686002463693,-14.76306946,-16.259451399
-6,0,0,0.99,21.5830052443,23.0675199159,1.4845146716,0.0687816480974,-14.5830052443,-16.0675199159
