g12,g13,g23,alpha,T1,T_alpha,W_alpha,W_over_T1,L3_cain,L3_frac
0.7,0.65,-2,0.75,8.24483081913,371.722813034,363.477982215,44.0855598117,-6.59483081913,-370.072813034
0.7,0.7,-2,0.75,7.9947331922,369.252469952,361.25773676,45.1869659781,-6.3947331922,-367.652469952
0.7,0.75,-2,0.75,7.72713996118,366.766384879,359.039244917,46.4647006165,-6.17713996118,-365.216384879
0.7,0.8,-2,0.75,7.43645788314,364.26405579,356.827597907,47.9835431753,-5.93645788314,-362.76405579
0.7,0.85,-2,0.75,7.11327145131,361.744952832,354.63168138,49.8549343727,-5.66327145131,-360.294952832
0.7,0.9,-2,0.75,6.73922187263,359.208516074,352.469294201,52.3011856358,-5.33922187263,-357.808516074
0.7,0.95,-2,0.75,6.26691223962,356.654153029,350.38724079,55.9106665919,-4.91691223962,-355.304153029
0.75,-6,-2,0.75,23.7929535085,632.386817193,608.593863684,25.5787438691,-15.5429535085,-624.136817193
0.75,-5.95,-2,0.75,23.7006961183,630.657218818,606.956522699,25.6092276644,-15.5006961183,-622.457218818
0.75,-5.9,-2,0.75,23.6082864477,628.925406511,605.317120063,25.6400277675,-15.4582864477,-620.775406511
0.75,-5.85,-2,0.75,23.5157228385,627.191362135,603.675639297,25.6711496152,-15.4157228385,-619.091362135
0.75,-5.8,-2,0.75,23.4230036022,625.455067302,602.0320637,25.7025987753,-15.3730036022,-617.405067302
0.75,-5.75,-2,0.75,23.3301270189,623.716503368,600.386376349,25.7343809514,-15.3301270189,-615.716503368
0.75,-5.7,-2,0.75,23.2370913373,621.97565143,598.738560093,25.7665019861,-15.2870913373,-614.02565143
0.75,-5.65,-2,0.75,23.1438947729,620.232492319,597.088597546,25.7989678663,-15.2438947729,-612.332492319
0.75,-5.6,-2,0.75,23.0505355078,618.487006596,595.436471089,25.8317847274,-15.2005355078,-610.637006596
0.75,-5.55,-2,0.75,22.9570116897,616.739174547,593.782162857,25.864958858,-15.1570116897,-608.939174547
0.75,-5.5,-2,0.75,22.8633214307,614.988976173,592.125654742,25.8984967052,-15.1133214307,-607.238976173
0.75,-5.45,-2,0.75,22.7694628066,613.236391191,590.466928384,25.9324048793,-15.0694628066,-605.536391191
