triple,regime,alpha,W_alpha,C_beta*(1-alpha),27/K^3+(9S-27)/K^2
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666666793051,8.30132694981e+19,13.4629697262,8.30132694981e+19
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666666826398,4.1120915203e+19,13.4629683794,4.1120915203e+19
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666666868543,2.03693901589e+19,13.4629666772,2.03693901589e+19
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666666921807,1.00900491313e+19,13.4629645259,1.00900491313e+19
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666666989126,4.99814136686e+18,13.462961807,4.99814136687e+18
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666667074206,2.47584692445e+18,13.4629583707,2.47584692445e+18
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666667181734,1.22641949047e+18,13.4629540277,1.22641949047e+18
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666667317634,6.07511212679e+17,13.4629485389,6.0751121268e+17
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666667489391,3.00932818257e+17,13.4629416018,3.00932818258e+17
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666667706465,1.49068131005e+17,13.4629328344,1.49068131006e+17
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666667980814,7.38414235574e+16,13.4629217537,7.38414235581e+16
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666668327549,3.65776091419e+16,13.4629077495,3.65776091424e+16
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.66666876577,1.81188474779e+16,13.4628900502,1.81188474784e+16
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666669319615,8.97523489101e+15,13.462867681,8.97523489134e+15
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666670019591,4.44591420432e+15,13.4628394097,4.44591420458e+15
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666670904254,2.20229925469e+15,13.4628036792,2.2022992549e+15
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666672022334,1.09091668982e+15,13.4627585211,1.09091668998e+15
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666673435417,5.40389423316e+14,13.4627014482,5.40389423446e+14
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666675221339,2.67683803496e+14,13.4626293167,2.67683803598e+14
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666677478474,1.32598114544e+14,13.4625381535,1.32598114625e+14
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.66668033115,6.56829429008e+13,13.462422937,6.56829429649e+13
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.6666839365,3.25362770281e+13,13.4622773208,3.25362770788e+13
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666688493114,1.61169593818e+13,13.462093284,1.61169594219e+13
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666694251983,7.98359257517e+12,13.4618606895,7.98359260695e+12
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666701530319,3.954700691e+12,13.4615667253,3.95470071615e+12
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666710729031,1.95897491094e+12,13.4611951992,1.95897493084e+12
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666722354807,970385119142,13.4607256467,970385134889
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666737048022,480683685129,13.4601322035,480683697590
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666755618016,238108355654,13.4593821814,238108365515
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.66677908767,117947812161,13.4584342673,117947819964
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.66680874975,58425863902.9,13.4572362478,58425870078.3
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666846238116,28941457290.2,13.455722133,28941462177.5
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.66689361772,14336252684.6,13.4538085218,14336256552.8
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666953498348,7101513176.87,13.4513900076,7101516238.68
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.667029178372,3517759502.46,13.4483333729,3517761926.24
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.667124826434,1742534512.51,13.4444702505,1742536431.46
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.667245711065,863170571.805,13.4395878503,863172091.321
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.667398490889,427574554.318,13.4334172375,427575757.785
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.667591581394,211800538.662,13.4256185196,211801492.06
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.667835618483,104916124.476,13.4157621241,104916880.013
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.668144044319,51970556.8947,13.4033051363,51971155.8763
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.668533847758,25743786.1993,13.3875613946,25744261.31
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.669026500133,12752265.0682,13.367663695,12752642.1689
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.669649137953,6316870.97562,13.3425160232,6317170.5286
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.670436057642,3129077.15236,13.3107331833,3129315.34828
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.671430604677,1549993.28582,13.2705644982,1550182.93569
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.67268756116,767789.345894,13.2197973777,767940.586731
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.674276163352,380322.513612,13.1556354437,380443.366776
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.676283915378,188389.963124,13.0745444987,188486.77619
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.678821409167,93315.9013171,12.9720578537,93393.6977348
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.682028416133,46220.9488343,12.8425302915,46283.7046752
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.686081586124,22892.5505691,12.6788271148,22943.4136033
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.691204177733,11336.9459916,12.4719311491,11378.409187
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.697678355932,5612.99458623,12.2104460546,5647.03361748
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.705860734415,2777.74017567,11.8799685879,2805.92257668
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.716202018756,1373.38593226,11.4622952355,1396.95801541
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.729271832387,677.812498285,10.9344195196,697.769043607
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.745790092856,333.319792746,10.2672647448,350.460782718
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.766666666667,162.723186024,9.42408238152,177.701652786
mixed_3_0.5_1,alpha->1,0.9999999,8.44412903156e-06,8.44412457024e-06,40.5
mixed_3_0.5_1,alpha->1,0.999999873615,1.06720987798e-05,1.06720916676e-05,40.5
mixed_3_0.5_1,alpha->1,0.999999840269,1.34879152238e-05,1.34879038789e-05,40.5
mixed_3_0.5_1,alpha->1,0.999999798124,1.70466812026e-05,1.70466630756e-05,40.5
mixed_3_0.5_1,alpha->1,0.999999744859,2.15444234595e-05,2.15443944998e-05,40.5000000001
mixed_3_0.5_1,alpha->1,0.999999677541,2.72288905183e-05,2.72288442702e-05,40.5000000001
mixed_3_0.5_1,alpha->1,0.999999592461,3.44131997689e-05,3.441312589e-05,40.5000000002
mixed_3_0.5_1,alpha->1,0.999999484932,4.34930853341e-05,4.34929673201e-05,40.5000000003
mixed_3_0.5_1,alpha->1,0.999999349032,5.49686970803e-05,5.49685085826e-05,40.5000000005
mixed_3_0.5_1,alpha->1,0.999999177276,6.94721518624e-05,6.94718507939e-05,40.5000000007
mixed_3_0.5_1,alpha->1,0.999998960202,8.78023546882e-05,8.78018737819e-05,40.5000000012
mixed_3_0.5_1,alpha->1,0.999998685853,0.000110969008562,0.000110968240393,40.5000000018
mixed_3_0.5_1,alpha->1,0.999998339117,0.000140248238205,0.000140247011206,40.5000000029
mixed_3_0.5_1,alpha->1,0.999997900896,0.000177252892975,0.000177250933074,40.5000000047
mixed_3_0.5_1,alpha->1,0.999997347052,0.000224021403813,0.000224018273242,40.5000000075
mixed_3_0.5_1,alpha->1,0.999996647076,0.000283130092576,0.000283125092054,40.500000012
mixed_3_0.5_1,alpha->1,0.999995762413,0.000357835126223,0.000357827138803,40.5000000191
mixed_3_0.5_1,alpha->1,0.999994644333,0.000452251944818,0.000452239186338,40.5000000306
mixed_3_0.5_1,alpha->1,0.99999323125,0.000571582062358,0.00057156168295,40.5000000488
mixed_3_0.5_1,alpha->1,0.999991445327,0.000722399758395,0.00072236720586,40.500000078
mixed_3_0.5_1,alpha->1,0.999989188192,0.00091301449207,0.000912962494981,40.5000001246
mixed_3_0.5_1,alpha->1,0.999986335517,0.00115392906531,0.00115384600863,40.500000199
mixed_3_0.5_1,alpha->1,0.999982730167,0.00145841887411,0.00145828620447,40.5000003179
mixed_3_0.5_1,alpha->1,0.999978173553,0.00184326431818,0.00184305239889,40.5000005078
mixed_3_0.5_1,alpha->1,0.999972414684,0.00232967697249,0.00232933846225,40.5000008111
mixed_3_0.5_1,alpha->1,0.999965136348,0.00294447095419,0.00294393022954,40.5000012956
mixed_3_0.5_1,alpha->1,0.999955937636,0.00372154467281,0.00372068093017,40.5000020695
mixed_3_0.5_1,alpha->1,0.99994431186,0.00470375564769,0.00470237590728,40.5000033056
mixed_3_0.5_1,alpha->1,0.999929618644,0.00594529336507,0.00594308933993,40.5000052801
mixed_3_0.5_1,alpha->1,0.99991104865,0.00751468359901,0.00751116278216,40.5000084339
mixed_3_0.5_1,alpha->1,0.999887578996,0.00949859403482,0.00949296958417,40.5000134716
mixed_3_0.5_1,alpha->1,0.999857916917,0.0120066577785,0.0119976725495,40.5000215183
mixed_3_0.5_1,alpha->1,0.999820428551,0.0151775915814,0.015163236891,40.5000343715
mixed_3_0.5_1,alpha->1,0.999773048946,0.0191869636139,0.0191640296954,40.500054902
mixed_3_0.5_1,alpha->1,0.999713168319,0.0242570672103,0.0242204244915,40.5000876957
mixed_3_0.5_1,alpha->1,0.999637488295,0.0306694902118,0.0306109399679,40.5001400776
mixed_3_0.5_1,alpha->1,0.999541840233,0.0387811456623,0.0386875814686,40.5002237479
mixed_3_0.5_1,alpha->1,0.999420955602,0.0490447647395,0.0488952303149,40.5003573961
mixed_3_0.5_1,alpha->1,0.999268175778,0.0620351702706,0.0617961489656,40.5005708752
mixed_3_0.5_1,alpha->1,0.999075085272,0.078483083399,0.0781009518184,40.5009118711
mixed_3_0.5_1,alpha->1,0.998831048184,0.0993188185445,0.0987077476032,40.5014565561
mixed_3_0.5_1,alpha->1,0.998522622347,0.125729071636,0.124751609424,40.5023266085
mixed_3_0.5_1,alpha->1,0.998132818909,0.159231226374,0.157667097384,40.503716406
mixed_3_0.5_1,alpha->1,0.997640166533,0.201771387476,0.19926727769,40.5059364796
mixed_3_0.5_1,alpha->1,0.997017528714,0.255855012582,0.251843590812,40.5094829696
mixed_3_0.5_1,alpha->1,0.996230609025,0.324723073662,0.318292069669,40.5151486872
mixed_3_0.5_1,alpha->1,0.99523606199,0.412593006813,0.402272860259,40.5242008165
mixed_3_0.5_1,alpha->1,0.993979105507,0.524993811354,0.508411831528,40.5386655321
mixed_3_0.5_1,alpha->1,0.992390503315,0.66924120025,0.642555379627,40.5617845951
mixed_3_0.5_1,alpha->1,0.990382751289,0.855126543081,0.812092461827,40.598749724
mixed_3_0.5_1,alpha->1,0.987845257499,1.09594163449,1.0263615985,40.657888538
mixed_3_0.5_1,alpha->1,0.984638250533,1.41004796295,1.29716526182,40.7525920551
mixed_3_0.5_1,alpha->1,0.980585080543,1.82336064506,1.63941998506,40.9044790073
mixed_3_0.5_1,alpha->1,0.975462488934,2.37343162394,2.07197800197,41.1486718681
mixed_3_0.5_1,alpha->1,0.968988310734,3.11646072817,2.61866567431,41.5428042632
mixed_3_0.5_1,alpha->1,0.960805932252,4.1399627821,3.30959590657,42.1829489482
mixed_3_0.5_1,alpha->1,0.95046464791,5.58708293155,4.18282683895,43.2332480873
mixed_3_0.5_1,alpha->1,0.93739483428,7.70684171897,5.2864581836,44.9850577255
mixed_3_0.5_1,alpha->1,0.92087657381,10.967983303,6.68128067523,47.9867191937
mixed_3_0.5_1,alpha->1,0.9,16.3495851224,8.44412457469,53.3660699314
mixed_3_0.5_1,alpha->2/3,0.666666766667,1.67583980482e+20,28.1470734715,1.67583980482e+20
mixed_3_0.5_1,alpha->2/3,0.666666793051,8.30133265871e+19,28.1470712435,8.30133265871e+19
mixed_3_0.5_1,alpha->2/3,0.666666826398,4.11209509437e+19,28.1470684277,4.11209509437e+19
mixed_3_0.5_1,alpha->2/3,0.666666868543,2.03694125344e+19,28.147064869,2.03694125344e+19
mixed_3_0.5_1,alpha->2/3,0.666666921807,1.00900631395e+19,28.1470603712,1.00900631395e+19
mixed_3_0.5_1,alpha->2/3,0.666666989126,4.99815013674e+18,28.1470546868,4.99815013675e+18
mixed_3_0.5_1,alpha->2/3,0.666667074206,2.47585241484e+18,28.1470475025,2.47585241485e+18
mixed_3_0.5_1,alpha->2/3,0.666667181734,1.22642292774e+18,28.1470384227,1.22642292774e+18
mixed_3_0.5_1,alpha->2/3,0.666667317634,6.07513364588e+17,28.1470269471,6.07513364593e+17
mixed_3_0.5_1,alpha->2/3,0.666667489391,3.00934165463e+17,28.1470124438,3.00934165467e+17
mixed_3_0.5_1,alpha->2/3,0.666667706465,1.49068974425e+17,28.1469941137,1.49068974428e+17
mixed_3_0.5_1,alpha->2/3,0.666667980814,7.38419515819e+16,28.1469709474,7.38419515845e+16
mixed_3_0.5_1,alpha->2/3,0.666668327549,3.65779397124e+16,28.1469416686,3.65779397145e+16
mixed_3_0.5_1,alpha->2/3,0.66666876577,1.81190544321e+16,28.1469046647,1.81190544337e+16
mixed_3_0.5_1,alpha->2/3,0.666669319615,8.9753644549e+15,28.1468578973,8.9753644562e+15
mixed_3_0.5_1,alpha->2/3,0.666670019591,4.44599531795e+15,28.1467987905,4.44599531897e+15
mixed_3_0.5_1,alpha->2/3,0.666670904254,2.20235003597e+15,28.1467240885,2.20235003678e+15
mixed_3_0.5_1,alpha->2/3,0.666672022334,1.09094848148e+15,28.1466296764,1.09094848213e+15
mixed_3_0.5_1,alpha->2/3,0.666673435417,5.40409326514e+14,28.1465103539,5.40409327023e+14
mixed_3_0.5_1,alpha->2/3,0.666675221339,2.67696263904e+14,28.1463595484,2.67696264306e+14
mixed_3_0.5_1,alpha->2/3,0.666677478474,1.32605915385e+14,28.1461689531,1.32605915704e+14
mixed_3_0.5_1,alpha->2/3,0.66668033115,6.56878266164e+13,28.1459280696,6.56878268686e+13
mixed_3_0.5_1,alpha->2/3,0.6666839365,3.25393344753e+13,28.1456236294,3.25393346748e+13
mixed_3_0.5_1,alpha->2/3,0.666688493114,1.61188734929e+13,28.1452388632,1.61188736508e+13
mixed_3_0.5_1,alpha->2/3,0.666694251983,7.98479090068e+12,28.1447525772,7.98479102561e+12
mixed_3_0.5_1,alpha->2/3,0.666701530319,3.9554508992e+12,28.1441379854,3.95545099805e+12
mixed_3_0.5_1,alpha->2/3,0.666710729031,1.95944457568e+12,28.1433612347,1.9594446539e+12
mixed_3_0.5_1,alpha->2/3,0.666722354807,970679150103,28.1423795397,970679211993
mixed_3_0.5_1,alpha->2/3,0.666737048022,480867760983,28.1411388263,480867809956
mixed_3_0.5_1,alpha->2/3,0.666755618016,238223594499,28.1395707528,238223633251
mixed_3_0.5_1,alpha->2/3,0.66677908767,118019955930,28.137588946,118019986595
mixed_3_0.5_1,alpha->2/3,0.66680874975,58471028283.7,28.1350842431,58471052549.1
mixed_3_0.5_1,alpha->2/3,0.666846238116,28969731460.7,28.1319186787,28969750663.1
mixed_3_0.5_1,alpha->2/3,0.66689361772,14353952933.1,28.1279178859,14353968129.5
mixed_3_0.5_1,alpha->2/3,0.666953498348,7112593779.73,28.1228614911,7112605806.4
mixed_3_0.5_1,alpha->2/3,0.667029178372,3524696004.26,28.1164709757,3524705522.97
mixed_3_0.5_1,alpha->2/3,0.667124826434,1746876703.01,28.1083943341,1746884237.32
mixed_3_0.5_1,alpha->2/3,0.667245711065,865888676.47,28.0981866853,865894640.672
mixed_3_0.5_1,alpha->2/3,0.667398490889,429275966.239,28.0852857667,429280688.114
mixed_3_0.5_1,alpha->2/3,0.667591581394,212865502.906,28.0689809638,212869241.813
mixed_3_0.5_1,alpha->2/3,0.667835618483,105582682.721,28.048374168,105585643.873
mixed_3_0.5_1,alpha->2/3,0.668144044319,52387726.5207,28.0223303062,52390072.2916
mixed_3_0.5_1,alpha->2/3,0.668533847758,26004852.6606,27.9894148182,26006711.5272
mixed_3_0.5_1,alpha->2/3,0.669026500133,12915624.24,27.9478146379,12917097.859
mixed_3_0.5_1,alpha->2/3,0.669649137953,6419077.23098,27.8952383248,6420246.03864
mixed_3_0.5_1,alpha->2/3,0.670436057642,3193011.8861,27.8287898459,3193939.52886
mixed_3_0.5_1,alpha->2/3,0.671430604677,1589978.63842,27.7448090554,1590715.4786
mixed_3_0.5_1,alpha->2/3,0.67268756116,792789.504737,27.6386700841,793375.394578
mixed_3_0.5_1,alpha->2/3,0.674276163352,395947.771152,27.504526536,396414.247844
mixed_3_0.5_1,alpha->2/3,0.676283915378,198151.264487,27.3349894538,198523.287144
mixed_3_0.5_1,alpha->2/3,0.678821409167,99410.1796291,27.1207203171,99707.503855
mixed_3_0.5_1,alpha->2/3,0.682028416133,50022.7253883,26.8499166538,50260.9911186
mixed_3_0.5_1,alpha->2/3,0.686081586124,25261.6542472,26.5076619306,25453.2467674
mixed_3_0.5_1,alpha->2/3,0.691204177733,12811.1238806,26.0751039136,12965.8554439
mixed_3_0.5_1,alpha->2/3,0.697678355932,6528.4665244,25.5284162413,6654.11614589
mixed_3_0.5_1,alpha->2/3,0.705860734415,3344.64884268,24.8374860091,3447.39012208
mixed_3_0.5_1,alpha->2/3,0.716202018756,1723.01428119,23.9642550767,1807.75511034
mixed_3_0.5_1,alpha->2/3,0.729271832387,892.130090907,22.860623732,962.783573275
mixed_3_0.5_1,alpha->2/3,0.745790092856,463.469243048,21.4658012404,523.171997287
mixed_3_0.5_1,alpha->2/3,0.766666666667,240.584932524,19.7029573409,291.877359865
mixed_5_0.2_0.2,alpha->1,0.9999999,9.30930144527e-06,9.30929762301e-06,48.6
mixed_5_0.2_0.2,alpha->1,0.999999873615,1.17655451728e-05,1.1765539076e-05,48.6
mixed_5_0.2_0.2,alpha->1,0.999999840269,1.48698651472e-05,1.48698554213e-05,48.6
mixed_5_0.2_0.2,alpha->1,0.999999798124,1.87932555917e-05,1.87932400487e-05,48.6
mixed_5_0.2_0.2,alpha->1,0.999999744859,2.37518275021e-05,2.37518026691e-05,48.6000000001
mixed_5_0.2_0.2,alpha->1,0.999999677541,3.00187127724e-05,3.0018673118e-05,48.6000000001
mixed_5_0.2_0.2,alpha->1,0.999999592461,3.79391094025e-05,3.79390460649e-05,48.6000000002
mixed_5_0.2_0.2,alpha->1,0.999999484932,4.79492963734e-05,4.79491951976e-05,48.6000000003
mixed_5_0.2_0.2,alpha->1,0.999999349032,6.0600665801e-05,6.06005041769e-05,48.6000000005
mixed_5_0.2_0.2,alpha->1,0.999999177276,7.65900964357e-05,7.6589838305e-05,48.6000000008
mixed_5_0.2_0.2,alpha->1,0.999998960202,9.67983418292e-05,9.67979295065e-05,48.6000000013
mixed_5_0.2_0.2,alpha->1,0.999998685853,0.000122338547868,0.000122337889254,48.6000000021
mixed_5_0.2_0.2,alpha->1,0.999998339117,0.000154617573509,0.000154616521487,48.6000000034
mixed_5_0.2_0.2,alpha->1,0.999997900896,0.000195413493215,0.00019541181282,48.6000000054
mixed_5_0.2_0.2,alpha->1,0.999997347052,0.000246973552613,0.000246970868472,48.6000000086
mixed_5_0.2_0.2,alpha->1,0.999996647076,0.00031213797571,0.000312133688288,48.6000000138
mixed_5_0.2_0.2,alpha->1,0.999995762413,0.000394496449406,0.000394489601024,48.600000022
mixed_5_0.2_0.2,alpha->1,0.999994644333,0.000498585912425,0.000498574973331,48.6000000352
mixed_5_0.2_0.2,alpha->1,0.99999323125,0.000630140557405,0.000630123084073,48.6000000562
mixed_5_0.2_0.2,alpha->1,0.999991445327,0.000796407838161,0.00079637992743,48.6000000897
mixed_5_0.2_0.2,alpha->1,0.999989188192,0.00100654792305,0.00100650334013,48.6000001433
mixed_5_0.2_0.2,alpha->1,0.999986335517,0.00127213865204,0.00127206743767,48.6000002289
mixed_5_0.2_0.2,alpha->1,0.999982730167,0.00160781389975,0.00160770014512,48.6000003656
mixed_5_0.2_0.2,alpha->1,0.999978173553,0.00203207064711,0.00203188893927,48.600000584
mixed_5_0.2_0.2,alpha->1,0.999972414684,0.00256828944111,0.00256799918445,48.6000009328
mixed_5_0.2_0.2,alpha->1,0.999965136348,0.00324602481009,0.00324556115441,48.6000014899
mixed_5_0.2_0.2,alpha->1,0.999955937636,0.00410263728625,0.00410189663251,48.6000023799
mixed_5_0.2_0.2,alpha->1,0.99994431186,0.0051853578455,0.00518417468762,48.6000038014
mixed_5_0.2_0.2,alpha->1,0.999929618644,0.00655389994238,0.00655200986264,48.6000060721
mixed_5_0.2_0.2,alpha->1,0.99991104865,0.00828376535618,0.00828074589051,48.600009699
mixed_5_0.2_0.2,alpha->1,0.999887578996,0.0104704296863,0.0104656058127,48.6000154923
mixed_5_0.2_0.2,alpha->1,0.999857916917,0.0132346440356,0.013226937099,48.6000247461
mixed_5_0.2_0.2,alpha->1,0.999820428551,0.0167291545076,0.0167168406829,48.6000395272
mixed_5_0.2_0.2,alpha->1,0.999773048946,0.0211472250242,0.0211275490558,48.6000631373
mixed_5_0.2_0.2,alpha->1,0.999713168319,0.0267334575935,0.0267020149066,48.6001008501
mixed_5_0.2_0.2,alpha->1,0.999637488295,0.0337975456509,0.0337472935544,48.6001610892
mixed_5_0.2_0.2,alpha->1,0.999541840233,0.0427317817521,0.0426514563126,48.6002573101
mixed_5_0.2_0.2,alpha->1,0.999420955602,0.0540333866049,0.0539049664132,48.6004110054
mixed_5_0.2_0.2,alpha->1,0.999268175778,0.0683330550362,0.0681276949305,48.6006565063
mixed_5_0.2_0.2,alpha->1,0.999075085272,0.0864315593904,0.086103064808,48.6010486514
mixed_5_0.2_0.2,alpha->1,0.998831048184,0.109346861923,0.108821203725,48.6016750384
mixed_5_0.2_0.2,alpha->1,0.998522622347,0.138375041005,0.137533482769,48.602675597
mixed_5_0.2_0.2,alpha->1,0.998132818909,0.175169549816,0.17382144504,48.6042738597
mixed_5_0.2_0.2,alpha->1,0.997640166533,0.221845089318,0.219683920946,48.6068269332
mixed_5_0.2_0.2,alpha->1,0.997017528714,0.281114996859,0.277647128701,48.6109053682
mixed_5_0.2_0.2,alpha->1,0.996230609025,0.356475039742,0.350903824659,48.6174208708
mixed_5_0.2_0.2,alpha->1,0.99523606199,0.452452732681,0.443489168198,48.627830634
mixed_5_0.2_0.2,alpha->1,0.993979105507,0.574951294442,0.560502988247,48.6444645836
mixed_5_0.2_0.2,alpha->1,0.992390503315,0.731733854115,0.708390694436,48.6710502974
mixed_5_0.2_0.2,alpha->1,0.990382751289,0.933121537328,0.895298306138,48.7135571088
mixed_5_0.2_0.2,alpha->1,0.987845257499,1.19302813385,1.1315211553,48.7815588555
mixed_5_0.2_0.2,alpha->1,0.984638250533,1.53054284963,1.43007097871,48.8904477167
mixed_5_0.2_0.2,alpha->1,0.980585080543,1.97243928636,1.80739263651,49.0650659922
mixed_5_0.2_0.2,alpha->1,0.975462488934,2.55731474294,2.28426993565,49.3457549082
mixed_5_0.2_0.2,alpha->1,0.968988310734,3.34273329354,2.88697045319,49.7986643697
mixed_5_0.2_0.2,alpha->1,0.960805932252,4.41820288243,3.64869241919,50.5339404773
mixed_5_0.2_0.2,alpha->1,0.95046464791,5.93021733569,4.61139335706,51.7394472447
mixed_5_0.2_0.2,alpha->1,0.93739483428,8.13423977907,5.82810120734,53.747784123
mixed_5_0.2_0.2,alpha->1,0.92087657381,11.5129315511,7.36583523741,57.1825277921
mixed_5_0.2_0.2,alpha->1,0.9,17.0788576154,9.30929762791,63.3192785023
mixed_5_0.2_0.2,alpha->2/3,0.666666766667,1.67584007839e+20,31.0309827837,1.67584007839e+20
mixed_5_0.2_0.2,alpha->2/3,0.666666793051,8.30133437138e+19,31.0309803275,8.30133437139e+19
mixed_5_0.2_0.2,alpha->2/3,0.666666826398,4.11209616659e+19,31.0309772232,4.11209616659e+19
mixed_5_0.2_0.2,alpha->2/3,0.666666868543,2.0369419247e+19,31.0309732998,2.03694192471e+19
mixed_5_0.2_0.2,alpha->2/3,0.666666921807,1.00900673419e+19,31.0309683412,1.0090067342e+19
mixed_5_0.2_0.2,alpha->2/3,0.666666989126,4.99815276769e+18,31.0309620744,4.99815276772e+18
mixed_5_0.2_0.2,alpha->2/3,0.666667074206,2.47585406195e+18,31.030954154,2.47585406197e+18
mixed_5_0.2_0.2,alpha->2/3,0.666667181734,1.22642395891e+18,31.0309441439,1.22642395893e+18
mixed_5_0.2_0.2,alpha->2/3,0.666667317634,6.07514010156e+17,31.0309314925,6.07514010167e+17
mixed_5_0.2_0.2,alpha->2/3,0.666667489391,3.00934569621e+17,31.0309155032,3.0093456963e+17
mixed_5_0.2_0.2,alpha->2/3,0.666667706465,1.49069227448e+17,31.0308952951,1.49069227455e+17
mixed_5_0.2_0.2,alpha->2/3,0.666667980814,7.38421099869e+16,31.0308697552,7.38421099924e+16
mixed_5_0.2_0.2,alpha->2/3,0.666668327549,3.65780388817e+16,31.0308374765,3.65780388861e+16
mixed_5_0.2_0.2,alpha->2/3,0.66666876577,1.81191165169e+16,31.0307966812,1.81191165203e+16
mixed_5_0.2_0.2,alpha->2/3,0.666669319615,8.97540332294e+15,31.0307451222,8.97540332566e+15
mixed_5_0.2_0.2,alpha->2/3,0.666670019591,4.44601965114e+15,31.0306799594,4.44601965329e+15
mixed_5_0.2_0.2,alpha->2/3,0.666670904254,2.20236526965e+15,31.0305976034,2.20236527135e+15
mixed_5_0.2_0.2,alpha->2/3,0.666672022334,1.09095801843e+15,31.0304935181,1.09095801977e+15
mixed_5_0.2_0.2,alpha->2/3,0.666673435417,5.40415297031e+14,31.03036197,5.40415298097e+14
mixed_5_0.2_0.2,alpha->2/3,0.666675221339,2.67700001676e+14,31.0301957131,2.67700002519e+14
mixed_5_0.2_0.2,alpha->2/3,0.666677478474,1.3260825536e+14,31.0299855897,1.32608256027e+14
mixed_5_0.2_0.2,alpha->2/3,0.66668033115,6.56892915119e+13,31.0297200256,6.56892920397e+13
mixed_5_0.2_0.2,alpha->2/3,0.6666839365,3.2540251536e+13,31.0293843929,3.25402519536e+13
mixed_5_0.2_0.2,alpha->2/3,0.666688493114,1.61194475891e+13,31.0289602041,1.61194479194e+13
mixed_5_0.2_0.2,alpha->2/3,0.666694251983,7.9851502898e+12,31.0284240939,7.98515055121e+12
mixed_5_0.2_0.2,alpha->2/3,0.666701530319,3.95567587579e+12,31.0277465319,3.95567608262e+12
mixed_5_0.2_0.2,alpha->2/3,0.666710729031,1.95958540717e+12,31.0268901964,1.95958557082e+12
mixed_5_0.2_0.2,alpha->2/3,0.666722354807,970767305644,31.0258079184,970767435124
