triple,regime,alpha,W_alpha,C_beta*(1-alpha),27/K^3+(9S-27)/K^2
antagonistic_mixed_1.5_4_2,alpha->1,0.993979105507,0.847851306208,0.822802035056,67.5579957037
antagonistic_mixed_1.5_4_2,alpha->1,0.992390503315,1.08019584685,1.03989687338,67.5926702694
antagonistic_mixed_1.5_4_2,alpha->1,0.990382751289,1.37923092044,1.31427179465,67.6481076731
antagonistic_mixed_1.5_4_2,alpha->1,0.987845257499,1.76601216842,1.66104004584,67.7367895962
antagonistic_mixed_1.5_4_2,alpha->1,0.984638250533,2.26948299402,2.09930247694,67.8787775938
antagonistic_mixed_1.5_4_2,alpha->1,0.980585080543,2.93025275494,2.65319966289,68.1064356237
antagonistic_mixed_1.5_4_2,alpha->1,0.975462488934,3.80675323688,3.35324162597,68.4722820018
antagonistic_mixed_1.5_4_2,alpha->1,0.968988310734,4.98570850148,4.23798840299,69.0623379516
antagonistic_mixed_1.5_4_2,alpha->1,0.960805932252,6.60085137137,5.35617402718,70.0195873785
antagonistic_mixed_1.5_4_2,alpha->1,0.95046464791,8.86842718875,6.76939091885,71.5872452787
antagonistic_mixed_1.5_4_2,alpha->1,0.93739483428,12.1595780715,8.55548254775,74.194145717
antagonistic_mixed_1.5_4_2,alpha->1,0.92087657381,17.1618305193,10.8128312432,78.6394145217
antagonistic_mixed_1.5_4_2,alpha->1,0.9,25.2838638385,13.6657773354,86.5434318346
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666666766667,1.67584071671e+20,45.5525774521,1.67584071671e+20
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666666793051,8.30133836762e+19,45.5525738464,8.30133836762e+19
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666666826398,4.11209866844e+19,45.5525692894,4.11209866844e+19
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666666868543,2.03694349099e+19,45.5525635299,2.036943491e+19
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666666921807,1.00900771477e+19,45.5525562509,1.00900771477e+19
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666666989126,4.99815890662e+18,45.5525470513,4.99815890664e+18
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666667074206,2.47585790524e+18,45.5525354245,2.47585790525e+18
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666667181734,1.22642636501e+18,45.5525207299,1.22642636502e+18
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666667317634,6.07515516498e+17,45.5525021581,6.07515516505e+17
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666667489391,3.0093551267e+17,45.5524786862,3.00935512676e+17
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666667706465,1.49069817846e+17,45.5524490213,1.49069817851e+17
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666667980814,7.38424796071e+16,45.5524115294,7.38424796109e+16
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666668327549,3.65782702834e+16,45.5523641453,3.65782702865e+16
antagonistic_mixed_1.5_4_2,alpha->2/3,0.66666876577,1.81192613866e+16,45.552304259,1.8119261389e+16
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666669319615,8.97549401914e+15,45.5522285718,8.97549402106e+15
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666670019591,4.44607643185e+15,45.5521329147,4.44607643337e+15
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666670904254,2.20240081747e+15,45.5520120186,2.20240081867e+15
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666672022334,1.09098027332e+15,45.5518592244,1.09098027428e+15
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666673435417,5.40429229847e+14,45.5516661156,5.40429230601e+14
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666675221339,2.67708724418e+14,45.5514220554,2.67708725015e+14
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666677478474,1.32613716311e+14,45.5511136003,1.32613716783e+14
antagonistic_mixed_1.5_4_2,alpha->2/3,0.66668033115,6.5692710399e+13,45.55072376,6.56927107722e+13
antagonistic_mixed_1.5_4_2,alpha->2/3,0.6666839365,3.25423919755e+13,45.550231061,3.25423922708e+13
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666688493114,1.6120787646e+13,45.5496083642,1.61207878796e+13
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666694251983,7.98598925938e+12,45.54882137,7.98598944427e+12
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666701530319,3.95620113364e+12,45.5478267288,3.95620127994e+12
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666710729031,1.9599142612e+12,45.5465696533,1.95991437696e+12
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666722354807,970973197498,45.5449809007,970973289097
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666737048022,481051849842,45.5429729585,481051922322
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666755618016,238338843633,45.5404352245,238338900987
antagonistic_mixed_1.5_4_2,alpha->2/3,0.66677908767,118092107841,45.5372279139,118092153225
antagonistic_mixed_1.5_4_2,alpha->2/3,0.66680874975,58516199106,45.5331743601,58516235019.8
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666846238116,28998010728,45.5280512834,28998039148.6
antagonistic_mixed_1.5_4_2,alpha->2/3,0.66689361772,14371657214.5,45.5215764922,14371679706.2
antagonistic_mixed_1.5_4_2,alpha->2/3,0.666953498348,7123677573.58,45.513393339,7123695374.13
antagonistic_mixed_1.5_4_2,alpha->2/3,0.667029178372,3531635030.93,45.5030510755,3531649119.7
antagonistic_mixed_1.5_4_2,alpha->2/3,0.667124826434,1751220891.31,45.4899800243,1751232043.18
antagonistic_mixed_1.5_4_2,alpha->2/3,0.667245711065,868608361.908,45.4734601998,868617190.023
antagonistic_mixed_1.5_4_2,alpha->2/3,0.667398490889,430978628.958,45.4525816492,430985618.442
antagonistic_mixed_1.5_4_2,alpha->2/3,0.667591581394,213931456.857,45.4261943306,213936991.565
antagonistic_mixed_1.5_4_2,alpha->2/3,0.667835618483,106250024.079,45.3928447655,106254407.733
antagonistic_mixed_1.5_4_2,alpha->2/3,0.668144044319,52805515.7903,45.3506959775,52808988.7069
antagonistic_mixed_1.5_4_2,alpha->2/3,0.668533847758,26266409.4125,45.2974263075,26269161.7443
antagonistic_mixed_1.5_4_2,alpha->2/3,0.669026500133,13079371.3418,45.2301015308,13081553.5491
antagonistic_mixed_1.5_4_2,alpha->2/3,0.669649137953,6521590.40975,45.1450132328,6523321.54869
antagonistic_mixed_1.5_4_2,alpha->2/3,0.670436057642,3257189.42964,45.0374745403,3258563.70944
antagonistic_mixed_1.5_4_2,alpha->2/3,0.671430604677,1630156.04937,44.901561957,1631248.02151
antagonistic_mixed_1.5_4_2,alpha->2/3,0.67268756116,817941.538388,44.7297890828,818810.202425
antagonistic_mixed_1.5_4_2,alpha->2/3,0.674276163352,411693.076393,44.5126942445,412385.128912
antagonistic_mixed_1.5_4_2,alpha->2/3,0.676283915378,208007.3926,44.2383193232,208559.798099
antagonistic_mixed_1.5_4_2,alpha->2/3,0.678821409167,105579.284797,43.891551072,106021.309975
antagonistic_mixed_1.5_4_2,alpha->2/3,0.682028416133,53883.454187,43.4532886409,54238.2775619
antagonistic_mixed_1.5_4_2,alpha->2/3,0.686081586124,27677.0945503,42.899391455,27963.0799315
antagonistic_mixed_1.5_4_2,alpha->2/3,0.691204177733,14321.5977466,42.1993494919,14553.3017009
antagonistic_mixed_1.5_4_2,alpha->2/3,0.697678355932,7472.22974116,41.3146027149,7661.1986743
antagonistic_mixed_1.5_4_2,alpha->2/3,0.705860734415,3933.45646365,40.1964170907,4088.85766748
antagonistic_mixed_1.5_4_2,alpha->2/3,0.716202018756,2089.42988737,38.783200199,2218.55220528
antagonistic_mixed_1.5_4_2,alpha->2/3,0.729271832387,1119.14484841,36.9971085701,1227.79810294
antagonistic_mixed_1.5_4_2,alpha->2/3,0.745790092856,603.045404668,34.7397598747,695.883211857
antagonistic_mixed_1.5_4_2,alpha->2/3,0.766666666667,325.264730638,31.8868137825,406.053066944
all_mutualistic_competitive_0.5,alpha->1,0.9999999,4.04003440746e-06,4.04003196288e-06,13.5
all_mutualistic_competitive_0.5,alpha->1,0.999999873615,5.10599103887e-06,5.10598713807e-06,13.5
all_mutualistic_competitive_0.5,alpha->1,0.999999840269,6.45319890058e-06,6.4531926702e-06,13.5
all_mutualistic_competitive_0.5,alpha->1,0.999999798124,8.15586591152e-06,8.15585595795e-06,13.5
all_mutualistic_competitive_0.5,alpha->1,0.999999744859,1.03077798013e-05,1.03077638986e-05,13.5
all_mutualistic_competitive_0.5,alpha->1,0.999999677541,1.3027474278e-05,1.30274488787e-05,13.5000000001
all_mutualistic_competitive_0.5,alpha->1,0.999999592461,1.64647584224e-05,1.64647178499e-05,13.5000000001
all_mutualistic_competitive_0.5,alpha->1,0.999999484932,2.0808968876e-05,2.08089040696e-05,13.5000000001
all_mutualistic_competitive_0.5,alpha->1,0.999999349032,2.62993995257e-05,2.62992960109e-05,13.5000000002
all_mutualistic_competitive_0.5,alpha->1,0.999999177276,3.32384833444e-05,3.32383180036e-05,13.5000000004
all_mutualistic_competitive_0.5,alpha->1,0.999998960202,4.20084525805e-05,4.20081884782e-05,13.5000000006
all_mutualistic_competitive_0.5,alpha->1,0.999998685853,5.30923953725e-05,5.30919735162e-05,13.5000000009
all_mutualistic_competitive_0.5,alpha->1,0.999998339117,6.71008691615e-05,6.710019532e-05,13.5000000015
all_mutualistic_competitive_0.5,alpha->1,0.999997900896,8.48055376048e-05,8.48044612694e-05,13.5000000023
all_mutualistic_competitive_0.5,alpha->1,0.999997347052,0.000107181685232,0.00010717996598,13.5000000038
all_mutualistic_competitive_0.5,alpha->1,0.999996647076,0.000135461953577,0.000135459207391,13.500000006
all_mutualistic_competitive_0.5,alpha->1,0.999995762413,0.000171204262365,0.000171199875834,13.5000000096
all_mutualistic_competitive_0.5,alpha->1,0.999994644333,0.000216377662122,0.000216370655416,13.5000000153
all_mutualistic_competitive_0.5,alpha->1,0.99999323125,0.000273470855986,0.000273459664015,13.5000000244
all_mutualistic_competitive_0.5,alpha->1,0.999991445327,0.000345629382172,0.000345611504939,13.500000039
all_mutualistic_competitive_0.5,alpha->1,0.999989188192,0.000436829035277,0.000436800479429,13.5000000623
all_mutualistic_competitive_0.5,alpha->1,0.999986335517,0.000552095114227,0.000552049500968,13.5000000995
all_mutualistic_competitive_0.5,alpha->1,0.999982730167,0.000697779629659,0.000697706769731,13.500000159
all_mutualistic_competitive_0.5,alpha->1,0.999978173553,0.000881911829815,0.000881795447099,13.5000002539
all_mutualistic_competitive_0.5,alpha->1,0.999972414684,0.00111464149607,0.00111445559117,13.5000004056
all_mutualistic_competitive_0.5,alpha->1,0.999965136348,0.00140879965515,0.00140850269615,13.5000006478
all_mutualistic_competitive_0.5,alpha->1,0.999955937636,0.00178060795945,0.00178013360136,13.5000010347
all_mutualistic_competitive_0.5,alpha->1,0.99994431186,0.00225057639514,0.00224981865306,13.5000016528
all_mutualistic_competitive_0.5,alpha->1,0.999929618644,0.00284463970134,0.0028434292616,13.50000264
all_mutualistic_competitive_0.5,alpha->1,0.99991104865,0.00359559659243,0.00359366296244,13.500004217
all_mutualistic_competitive_0.5,alpha->1,0.999887578996,0.00454493345085,0.00454184447703,13.5000067358
all_mutualistic_competitive_0.5,alpha->1,0.999857916917,0.00574513676889,0.00574020198031,13.5000107592
all_mutualistic_competitive_0.5,alpha->1,0.999820428551,0.00726262783543,0.00725474395729,13.5000171857
all_mutualistic_competitive_0.5,alpha->1,0.999773048946,0.00918149111689,0.00916889511317,13.500027451
all_mutualistic_competitive_0.5,alpha->1,0.999713168319,0.0116082173988,0.0115880916117,13.5000438479
all_mutualistic_competitive_0.5,alpha->1,0.999637488295,0.0146777481178,0.0146455887589,13.5000700388
all_mutualistic_competitive_0.5,alpha->1,0.999541840233,0.0185611942046,0.0185098010338,13.500111874
all_mutualistic_competitive_0.5,alpha->1,0.999420955602,0.0234757194904,0.0233935787732,13.5001786983
all_mutualistic_competitive_0.5,alpha->1,0.999268175778,0.0296972374753,0.0295659324928,13.5002854382
all_mutualistic_competitive_0.5,alpha->1,0.999075085272,0.0375767891274,0.037366850649,13.500455937
all_mutualistic_competitive_0.5,alpha->1,0.998831048184,0.0475617758133,0.0472260270421,13.5007282817
all_mutualistic_competitive_0.5,alpha->1,0.998522622347,0.0602236577622,0.0596865294089,13.5011633137
all_mutualistic_competitive_0.5,alpha->1,0.998132818909,0.076294361022,0.0754347129328,13.501858227
all_mutualistic_competitive_0.5,alpha->1,0.997640166533,0.0967145708477,0.095338026379,13.502968301
all_mutualistic_competitive_0.5,alpha->1,0.997017528714,0.122698499862,0.12049279331,13.5047416409
all_mutualistic_competitive_0.5,alpha->1,0.996230609025,0.155821892934,0.152284600292,13.5075747419
all_mutualistic_competitive_0.5,alpha->1,0.99523606199,0.198143456777,0.192464618413,13.5121014248
all_mutualistic_competitive_0.5,alpha->1,0.993979105507,0.252375433008,0.24324606211,13.5193353606
all_mutualistic_competitive_0.5,alpha->1,0.992390503315,0.322128193231,0.307426098469,13.5308989208
all_mutualistic_competitive_0.5,alpha->1,0.990382751289,0.412269333618,0.388539922085,13.549391775
all_mutualistic_competitive_0.5,alpha->1,0.987845257499,0.52946514072,0.491055482295,13.5789874797
all_mutualistic_competitive_0.5,alpha->1,0.984638250533,0.683022095854,0.62061958884,13.6264065165
all_mutualistic_competitive_0.5,alpha->1,0.980585080543,0.886240208351,0.784368952061,13.702522391
all_mutualistic_competitive_0.5,alpha->1,0.975462488934,1.15867603332,0.9913232905,13.8250617345
all_mutualistic_competitive_0.5,alpha->1,0.968988310734,1.53010066454,1.25288215923,14.0232705748
all_mutualistic_competitive_0.5,alpha->1,0.960805932252,2.0477953919,1.58345286543,14.3463105179
all_mutualistic_competitive_0.5,alpha->1,0.95046464791,2.79086754308,2.0012440584,14.8792508959
all_mutualistic_competitive_0.5,alpha->1,0.93739483428,3.9005654296,2.52926870684,15.775969734
all_mutualistic_competitive_0.5,alpha->1,0.92087657381,5.65089193911,3.19661170988,17.3340238657
all_mutualistic_competitive_0.5,alpha->1,0.9,8.63466105309,4.04003196501,20.1887080281
all_mutualistic_competitive_0.5,alpha->2/3,0.666666766667,1.67583889293e+20,13.4667691767,1.67583889293e+20
all_mutualistic_competitive_0.5,alpha->2/3,0.666666793051,8.30132694981e+19,13.4667681107,8.30132694981e+19
all_mutualistic_competitive_0.5,alpha->2/3,0.666666826398,4.1120915203e+19,13.4667667635,4.1120915203e+19
all_mutualistic_competitive_0.5,alpha->2/3,0.666666868543,2.03693901589e+19,13.4667650608,2.03693901589e+19
all_mutualistic_competitive_0.5,alpha->2/3,0.666666921807,1.00900491313e+19,13.4667629089,1.00900491313e+19
all_mutualistic_competitive_0.5,alpha->2/3,0.666666989126,4.99814136686e+18,13.4667601893,4.99814136687e+18
all_mutualistic_competitive_0.5,alpha->2/3,0.666667074206,2.47584692445e+18,13.466756752,2.47584692445e+18
all_mutualistic_competitive_0.5,alpha->2/3,0.666667181734,1.22641949047e+18,13.4667524078,1.22641949047e+18
all_mutualistic_competitive_0.5,alpha->2/3,0.666667317634,6.07511212679e+17,13.4667469174,6.0751121268e+17
all_mutualistic_competitive_0.5,alpha->2/3,0.666667489391,3.00932818257e+17,13.4667399784,3.00932818258e+17
all_mutualistic_competitive_0.5,alpha->2/3,0.666667706465,1.49068131005e+17,13.4667312085,1.49068131006e+17
all_mutualistic_competitive_0.5,alpha->2/3,0.666667980814,7.38414235574e+16,13.4667201247,7.38414235581e+16
all_mutualistic_competitive_0.5,alpha->2/3,0.666668327549,3.65776091419e+16,13.4667061165,3.65776091424e+16
all_mutualistic_competitive_0.5,alpha->2/3,0.66666876577,1.8118847478e+16,13.4666884122,1.81188474784e+16
all_mutualistic_competitive_0.5,alpha->2/3,0.666669319615,8.97523489103e+15,13.4666660367,8.97523489134e+15
all_mutualistic_competitive_0.5,alpha->2/3,0.666670019591,4.44591420433e+15,13.4666377575,4.44591420458e+15
all_mutualistic_competitive_0.5,alpha->2/3,0.666670904254,2.20229925471e+15,13.4666020168,2.2022992549e+15
all_mutualistic_competitive_0.5,alpha->2/3,0.666672022334,1.09091668983e+15,13.466556846,1.09091668998e+15
all_mutualistic_competitive_0.5,alpha->2/3,0.666673435417,5.40389423323e+14,13.466499757,5.40389423446e+14
all_mutualistic_competitive_0.5,alpha->2/3,0.666675221339,2.67683803502e+14,13.4664276052,2.67683803598e+14
all_mutualistic_competitive_0.5,alpha->2/3,0.666677478474,1.32598114548e+14,13.4663364162,1.32598114625e+14
all_mutualistic_competitive_0.5,alpha->2/3,0.66668033115,6.56829429044e+13,13.4662211672,6.56829429649e+13
all_mutualistic_competitive_0.5,alpha->2/3,0.6666839365,3.25362770309e+13,13.4660755099,3.25362770788e+13
all_mutualistic_competitive_0.5,alpha->2/3,0.666688493114,1.6116959384e+13,13.4658914213,1.61169594219e+13
all_mutualistic_competitive_0.5,alpha->2/3,0.666694251983,7.98359257696e+12,13.4656587611,7.98359260695e+12
all_mutualistic_competitive_0.5,alpha->2/3,0.666701530319,3.95470069243e+12,13.465364714,3.95470071615e+12
all_mutualistic_competitive_0.5,alpha->2/3,0.666710729031,1.95897491206e+12,13.4649930831,1.95897493084e+12
all_mutualistic_competitive_0.5,alpha->2/3,0.666722354807,970385120033,13.464523398,970385134889
all_mutualistic_competitive_0.5,alpha->2/3,0.666737048022,480683685834,13.4639297874,480683697590
all_mutualistic_competitive_0.5,alpha->2/3,0.666755618016,238108356212,13.4631795537,238108365515
all_mutualistic_competitive_0.5,alpha->2/3,0.66677908767,117947812602,13.4622313722,117947819964
all_mutualistic_competitive_0.5,alpha->2/3,0.66680874975,58425864251.9,13.4610330147,58425870078.3
all_mutualistic_competitive_0.5,alpha->2/3,0.666846238116,28941457566.3,13.4595184727,28941462177.5
all_mutualistic_competitive_0.5,alpha->2/3,0.66689361772,14336252903,13.4576043216,14336256552.8
all_mutualistic_competitive_0.5,alpha->2/3,0.666953498348,7101513349.6,13.4551851251,7101516238.68
all_mutualistic_competitive_0.5,alpha->2/3,0.667029178372,3517759639.08,13.4521276279,3517761926.24
all_mutualistic_competitive_0.5,alpha->2/3,0.667124826434,1742534620.55,13.4482634157,1742536431.46
all_mutualistic_competitive_0.5,alpha->2/3,0.667245711065,863170657.24,13.4433796379,863172091.321
all_mutualistic_competitive_0.5,alpha->2/3,0.667398490889,427574621.863,13.4372072842,427575757.785
all_mutualistic_competitive_0.5,alpha->2/3,0.667591581394,211800592.052,13.4294063661,211801492.06
all_mutualistic_competitive_0.5,alpha->2/3,0.667835618483,104916166.667,13.4195471897,104916880.013
all_mutualistic_competitive_0.5,alpha->2/3,0.668144044319,51970590.2237,13.4070866873,51971155.8763
all_mutualistic_competitive_0.5,alpha->2/3,0.668533847758,25743812.5166,13.3913385038,25744261.31
all_mutualistic_competitive_0.5,alpha->2/3,0.669026500133,12752285.8378,13.3714351903,12752642.1689
all_mutualistic_competitive_0.5,alpha->2/3,0.669649137953,6316887.35573,13.3462804234,6317170.5286
all_mutualistic_competitive_0.5,alpha->2/3,0.670436057642,3129090.0594,13.3144886164,3129315.34828
all_mutualistic_competitive_0.5,alpha->2/3,0.671430604677,1550003.44492,13.2743085983,1550182.93569
all_mutualistic_competitive_0.5,alpha->2/3,0.67268756116,767797.330849,13.2235271546,767940.586731
all_mutualistic_competitive_0.5,alpha->2/3,0.674276163352,380328.778439,13.1593471182,380443.366776
all_mutualistic_competitive_0.5,alpha->2/3,0.676283915378,188394.867099,13.0782332946,188486.77619
all_mutualistic_competitive_0.5,alpha->2/3,0.678821409167,93319.7287579,12.9757177344,93393.6977348
all_mutualistic_competitive_0.5,alpha->2/3,0.682028416133,46223.9247621,12.8461536279,46283.7046752
all_mutualistic_competitive_0.5,alpha->2/3,0.686081586124,22894.8531052,12.6824042646,22943.4136033
all_mutualistic_competitive_0.5,alpha->2/3,0.691204177733,11338.7161709,12.4754499262,11378.409187
all_mutualistic_competitive_0.5,alpha->2/3,0.697678355932,5614.34412915,12.2138910575,5647.03361748
all_mutualistic_competitive_0.5,alpha->2/3,0.705860734415,2778.75764798,11.8833203513,2805.92257668
all_mutualistic_competitive_0.5,alpha->2/3,0.716202018756,1374.14163337,11.4655291583,1396.95801541
all_mutualistic_competitive_0.5,alpha->2/3,0.729271832387,678.362350408,10.9375045099,697.769043607
all_mutualistic_competitive_0.5,alpha->2/3,0.745790092856,333.708450235,10.2701615068,350.460782718
all_mutualistic_competitive_0.5,alpha->2/3,0.766666666667,162.986545441,9.42674125169,177.701652786
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.9999999,4.0388948781e-06,4.0388924471e-06,13.5
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999999873615,5.10455084424e-06,5.10454696309e-06,13.5
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999999840269,6.45137870059e-06,6.45137250764e-06,13.5
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999999798124,8.15356544592e-06,8.15355554877e-06,13.5
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999999744859,1.03048723421e-05,1.03048565306e-05,13.5
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999999677541,1.30237996601e-05,1.30237744068e-05,13.5000000001
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999999592461,1.64601142147e-05,1.64600738752e-05,13.5000000001
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999999484932,2.08030992308e-05,2.08030347906e-05,13.5000000001
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999999349032,2.62919810616e-05,2.62918781332e-05,13.5000000002
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999999177276,3.32291073315e-05,3.32289429322e-05,13.5000000004
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999998960202,4.19966024099e-05,4.19963398111e-05,13.5000000006
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999998685853,5.30774180554e-05,5.30769985996e-05,13.5000000009
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999998339117,6.70819393118e-05,6.70812692985e-05,13.5000000015
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999997900896,8.4781611867e-05,8.47805416511e-05,13.5000000023
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999997347052,0.000107151444692,0.000107149735213,13.5000000038
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999996647076,0.000135423730868,0.000135421000291,13.500000006
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999995762413,0.000171155949459,0.000171151587859,13.5000000096
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999994644333,0.000216316593622,0.000216309626746,13.5000000153
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.99999323125,0.000273393661391,0.00027338253304,13.5000000244
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999991445327,0.000345531798706,0.000345514023095,13.500000039
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999989188192,0.000436705670698,0.000436677277175,13.5000000623
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999986335517,0.000551939145996,0.000551893792022,13.5000000995
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999982730167,0.00069758242302,0.000697509977259,13.500000159
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999978173553,0.000881662452433,0.000881546731287,13.5000002539
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999972414684,0.00111432610027,0.00111414125214,13.5000004056
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999965136348,0.00140840069027,0.00140810541933,13.5000006478
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999955937636,0.00178010316537,0.00177963150376,13.5000010347
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.99994431186,0.00224993751261,0.00224918407791,13.5000016528
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999929618644,0.0028438308139,0.00284262725494,13.50000264
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.99991104865,0.0035945719859,0.00359264934777,13.500004217
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999887578996,0.00454363483612,0.00454056342195,13.5000067358
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999857916917,0.005743489657,0.00573858292114,13.5000107592
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999820428551,0.0072605367724,0.00725269771228,13.5000171857
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999773048946,0.0091788333672,0.00916630897009,13.500027451
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999713168319,0.0116048344916,0.0115848231194,13.5000438479
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999637488295,0.0146734344089,0.0146414578808,13.5000700388
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999541840233,0.0185556812138,0.0185045802309,13.500111874
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999420955602,0.0234686541698,0.0233869804709,13.5001786983
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999268175778,0.0296881516374,0.0295575932402,13.5002854382
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.999075085272,0.0375650558142,0.0373563110997,13.500455937
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.998831048184,0.0475465461194,0.0472127066516,13.5007282817
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.998522622347,0.0602037680329,0.0596696944573,13.5011633137
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.998132818909,0.0762681946296,0.0754134361095,13.501858227
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.997640166533,0.0966798495596,0.0953111357041,13.502968301
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.997017528714,0.122651964965,0.120458807579,13.5047416409
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.996230609025,0.155758812055,0.152241647487,13.5075747419
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.99523606199,0.198056852548,0.192410332588,13.5121014248
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.993979105507,0.252254863674,0.243177453067,13.5193353606
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.992390503315,0.321957804699,0.307339387053,13.5308989208
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.990382751289,0.412024715069,0.388430332018,13.549391775
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.987845257499,0.529108194767,0.490916977086,13.5789874797
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.984638250533,0.682492576394,0.62044453928,13.6264065165
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.980585080543,0.885441595705,0.784147715989,13.702522391
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.975462488934,1.15745165145,0.991043681688,13.8250617345
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.968988310734,1.52819270902,1.25252877613,14.0232705748
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.960805932252,2.04477343043,1.58300624284,14.3463105179
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.95046464791,2.78600105541,2.00067959524,14.8792508959
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.93739483428,3.89259001266,2.52855531109,15.775969734
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.92087657381,5.63756261755,3.19571008595,17.3340238657
mutualistic_mixed_0.2_0.8_0.5,alpha->1,0.9,8.61184501552,4.03889244922,20.1887080281
mutualistic_mixed_0.2_0.8_0.5,alpha->2/3,0.666666766667,1.67583889293e+20,13.4629707919,1.67583889293e+20
