g12,g13,g23,alpha,T1,T_alpha,W_alpha,W_over_T1,L3_cain,L3_frac
-6,-6,0,0.9,39.5830052443,84.1567479287,44.5737426844,1.12608283301,-26.5830052443,-71.1567479287
-6,-5.95,0,0.9,39.4639835467,83.9088573597,44.444873813,1.12621357042,-26.5139835467,-70.9588573597
-6,-5.9,0,0.9,39.3447131199,83.6604952496,44.3157821297,1.12634655626,-26.4447131199,-70.7604952496
-6,-5.85,0,0.9,39.2251912553,83.4116568099,44.1864655546,1.12648183834,-26.3751912553,-70.5616568099
-6,-5.8,0,0.9,39.1054151948,83.1623371699,44.0569219751,1.12661946576,-26.3054151948,-70.3623371699
-6,-5.75,0,0.9,38.9853821297,82.9125313754,43.9271492457,1.12675948897,-26.2353821297,-70.1625313754
-6,-5.7,0,0.9,38.865089199,82.6622343861,43.7971451871,1.12690195983,-26.165089199,-69.9622343861
-6,-5.65,0,0.9,38.7445334882,82.4114410734,43.6669075852,1.12704693163,-26.0945334882,-69.7614410734
-6,-5.6,0,0.9,38.623712028,82.1601462189,43.5364341909,1.12719445918,-26.023712028,-69.5601462189
-6,-5.55,0,0.9,38.5026217927,81.9083445115,43.4057227187,1.12734459883,-25.9526217927,-69.3583445115
-6,-5.5,0,0.9,38.381259699,81.6560305453,43.2747708464,1.12749740852,-25.881259699,-69.1560305453
-6,-5.45,0,0.9,38.2596226037,81.4031988175,43.1435762138,1.12765294788,-25.8096226037,-68.9531988175
-6,-5.4,0,0.9,38.1377073029,81.1498437254,43.0121364225,1.12781127824,-25.7377073029,-68.7498437254
-6,-5.35,0,0.9,38.0155105301,80.8959595643,42.8804490342,1.12797246272,-25.6655105301,-68.5459595643
-6,-5.3,0,0.9,37.893028954,80.6415405245,42.7485115704,1.12813656629,-25.593028954,-68.3415405245
-6,-5.25,0,0.9,37.7702591775,80.3865806889,42.6163215114,1.12830365583,-25.5202591775,-68.1365806889
-6,-5.2,0,0.9,37.6471977349,80.13107403,42.4838762951,1.12847380021,-25.4471977349,-67.93107403
-6,-5.15,0,0.9,37.523841091,79.8750144072,42.3511733161,1.12864707036,-25.373841091,-67.7250144072
-6,-5.1,0,0.9,37.4001856384,79.6183955633,42.2182099249,1.12882353936,-25.3001856384,-67.5183955633
-6,-5.05,0,0.9,37.2762276954,79.361211122,42.0849834266,1.12900328248,-25.2262276954,-67.311211122
-6,-5,0,0.9,37.1519635045,79.1034545844,41.9514910799,1.12918637732,-25.1519635045,-67.1034545844
-6,-4.95,0,0.9,37.0273892294,78.8451193254,41.817730096,1.12937290385,-25.0773892294,-66.8951193254
-6,-4.9,0,0.9,36.9025009532,78.5861985908,41.6836976376,1.12956294454,-25.0025009532,-66.6861985908
-6,-4.85,0,0.9,36.7772946757,78.3266854933,41.5493908176,1.12975658443,-24.9272946757,-66.4766854933
-6,-4.8,0,0.9,36.6517663113,78.0665730089,41.4148066976,1.12995391125,-24.8517663113,-66.2665730089
-6,-4.75,0,0.9,36.5259116859,77.8058539733,41.2799422874,1.1301550155,-24.7759116859,-66.0558539733
-6,-4.7,0,0.9,36.3997265345,77.5445210774,41.1447945429,1.13035999059,-24.6997265345,-65.8445210774
-6,-4.65,0,0.9,36.2732064986,77.2825668638,41.0093603653,1.13056893294,-24.6232064986,-65.6325668638
-6,-4.6,0,0.9,36.1463471226,77.0199837221,40.8736365994,1.13078194211,-24.5463471226,-65.4199837221
-6,-4.55,0,0.9,36.0191438517,76.7567638844,40.7376200328,1.13099912093,-24.4691438517,-65.2067638844
-6,-4.5,0,0.9,35.8915920279,76.4928994213,40.6013073934,1.13122057561,-24.3915920279,-64.9928994213
-6,-4.45,0,0.9,35.7636868874,76.2283822364,40.464695349,1.13144641592,-24.3136868874,-64.7783822364
-6,-4.4,0,0.9,35.6354235567,75.9632040618,40.3277805051,1.13167675532,-24.2354235567,-64.5632040618
-6,-4.35,0,0.9,35.5067970493,75.6973564526,40.1905594033,1.13191171109,-24.1567970493,-64.3473564526
-6,-4.3,0,0.9,35.3778022617,75.4308307819,40.0530285202,1.13215140454,-24.0778022617,-64.1308307819
-6,-4.25,0,0.9,35.2484339701,75.1636182351,39.915184265,1.13239596116,-23.9984339701,-63.9136182351
-6,-4.2,0,0.9,35.1186868257,74.8957098041,39.7770229783,1.1326455108,-23.9186868257,-63.6957098041
-6,-4.15,0,0.9,34.9885553511,74.6270962811,39.6385409299,1.13290018785,-23.8385553511,-63.4770962811
-6,-4.1,0,0.9,34.8580339354,74.3577682526,39.4997343172,1.13316013148,-23.7580339354,-63.2577682526
-6,-4.05,0,0.9,34.7271168299,74.0877160931,39.3605992632,1.13342548579,-23.6771168299,-63.0377160931
