triple,beta12,beta13,beta23,alpha,L3_at_kappa0,L3_cain_boundary,L3_fractional_boundary,band_width_in_L3,realizability_2sqrtG_if_G>0,evidence
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666666837607709,-0.5,-4.69736659610103,-3.3550053933693e+19,3.3550053933693e+19,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666666847803377,-0.5,-4.69736659610103,-2.81976446717057e+19,2.81976446717057e+19,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.66666685860716,-0.5,-4.69736659610103,-2.3699132229588e+19,2.3699132229588e+19,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666666870055327,-0.5,-4.69736659610103,-1.99182902328803e+19,1.99182902328803e+19,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666666882186313,-0.5,-4.69736659610103,-1.6740624995965e+19,1.6740624995965e+19,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666666895040844,-0.5,-4.69736659610103,-1.40699086814271e+19,1.40699086814271e+19,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666666908662074,-0.5,-4.69736659610103,-1.18252652272566e+19,1.18252652272566e+19,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666666923095735,-0.5,-4.69736659610103,-9.93872105422207e+18,9.93872105422207e+18,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666666938390282,-0.5,-4.69736659610103,-8.35314678745055e+18,8.35314678745055e+18,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666666954597062,-0.5,-4.69736659610103,-7.02052716131562e+18,7.02052716131562e+18,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666666971770485,-0.5,-4.69736659610103,-5.90050708306868e+18,5.90050708306868e+18,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666666989968206,-0.5,-4.69736659610103,-4.95916943831669e+18,4.95916943831669e+18,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666667009251318,-0.5,-4.69736659610103,-4.16800813735835e+18,4.16800813735835e+18,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666667029684559,-0.5,-4.69736659610103,-3.50306479047652e+18,3.50306479047652e+18,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666667051336528,-0.5,-4.69736659610103,-2.9442032036085e+18,2.9442032036085e+18,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666667074279914,-0.5,-4.69736659610103,-2.47449962717264e+18,2.47449962717264e+18,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666667098591744,-0.5,-4.69736659610103,-2.07973022704785e+18,2.07973022704785e+18,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666667124353638,-0.5,-4.69736659610103,-1.74794038000208e+18,1.74794038000208e+18,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666667151652083,-0.5,-4.69736659610103,-1.4690826402702e+18,1.4690826402702e+18,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666667180578726,-0.5,-4.69736659610103,-1.23471248109318e+18,1.23471248109318e+18,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.66666721123068,-0.5,-4.69736659610103,-1.03773257458592e+18,1.03773257458592e+18,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.66666724371085,-0.5,-4.69736659610103,-8.72177865959818e+17,8.72177865959818e+17,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666667278128279,-0.5,-4.69736659610103,-7.33034933696313e+17,7.33034933696313e+17,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666667314598514,-0.5,-4.69736659610103,-6.16090175900002e+17,6.16090175900002e+17,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666667353243992,-0.5,-4.69736659610103,-5.17802204381658e+17,5.17802204381658e+17,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666667394194455,-0.5,-4.69736659610103,-4.3519460835294e+17,4.3519460835294e+17,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666667437587381,-0.5,-4.69736659610103,-3.65765818797728e+17,3.65765818797728e+17,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666667483568452,-0.5,-4.69736659610103,-3.07413354055989e+17,3.07413354055989e+17,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666667532292033,-0.5,-4.69736659610103,-2.58370151951762e+17,2.58370151951762e+17,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666667583921701,-0.5,-4.69736659610103,-2.17151059120985e+17,2.17151059120985e+17,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666667638630787,-0.5,-4.69736659610103,-1.82507855974836e+17,1.82507855974836e+17,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666667696602962,-0.5,-4.69736659610103,-1.53391457721694e+17,1.53391457721694e+17,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.66666775803285,-0.5,-4.69736659610103,-1.2892014522929e+17,1.2892014522929e+17,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666667823126684,-0.5,-4.69736659610103,-1.08352864552715e+17,1.08352864552715e+17,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666667892102997,-0.5,-4.69736659610103,-9.10667858726378e+16,9.10667858726378e+16,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666667965193359,-0.5,-4.69736659610103,-7.65384424438444e+16,7.65384424438444e+16,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666668042643148,-0.5,-4.69736659610103,-6.43278789069039e+16,6.43278789069039e+16,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.66666812471238,-0.5,-4.69736659610103,-5.40653281039938e+16,5.40653281039938e+16,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666668211676578,-0.5,-4.69736659610103,-4.54400137705744e+16,4.54400137705744e+16,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666668303827701,-0.5,-4.69736659610103,-3.81907393049477e+16,3.81907393049477e+16,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666668401475117,-0.5,-4.69736659610103,-3.20979781449242e+16,3.20979781449242e+16,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666668504946651,-0.5,-4.69736659610103,-2.6977225886706e+16,2.6977225886706e+16,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666668614589678,-0.5,-4.69736659610103,-2.26734130493436e+16,2.26734130493436e+16,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666668730772293,-0.5,-4.69736659610103,-1.90562091703392e+16,1.90562091703392e+16,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666668853884545,-0.5,-4.69736659610103,-1.60160760618071e+16,1.60160760618071e+16,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666668984339748,-0.5,-4.69736659610103,-1.3460950708607e+16,1.3460950708607e+16,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666669122575868,-0.5,-4.69736659610103,-1.13134573859895e+16,1.13134573859895e+16,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666669269056992,-0.5,-4.69736659610103,-9.50856449686731e+15,9.50856449686731e+15,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666669424274889,-0.5,-4.69736659610103,-7.99161527066177e+15,7.99161527066177e+15,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666669588750657,-0.5,-4.69736659610103,-6.71667260065137e+15,6.71667260065136e+15,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666669763036477,-0.5,-4.69736659610103,-5.64512796219361e+15,5.6451279621936e+15,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666669947717462,-0.5,-4.69736659610103,-4.74453224199556e+15,4.74453224199556e+15,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666670143413626,-0.5,-4.69736659610103,-3.98761309575611e+15,3.98761309575611e+15,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666670350781961,-0.5,-4.69736659610103,-3.35144907703661e+15,3.35144907703661e+15,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666670570518648,-0.5,-4.69736659610103,-2.81677551131974e+15,2.81677551131973e+15,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666670803361388,-0.5,-4.69736659610103,-2.36740111470377e+15,2.36740111470377e+15,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666671050091883,-0.5,-4.69736659610103,-1.98971768078912e+15,1.98971768078911e+15,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.66667131153846,-0.5,-4.69736659610103,-1.67228798905046e+15,1.67228798905046e+15,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666671588578849,-0.5,-4.69736659610103,-1.40549945615307e+15,1.40549945615307e+15,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666671882143135,-0.5,-4.69736659610103,-1.18127304274594e+15,1.18127304274593e+15,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666672193216873,-0.5,-4.69736659610103,-992818599484761,992818599484756,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666672522844405,-0.5,-4.69736659610103,-834429243557299,834429243557295,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666672872132358,-0.5,-4.69736659610103,-701308539971013,701308539971008,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666673242253367,-0.5,-4.69736659610103,-589425253318587,589425253318582,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666673634450005,-0.5,-4.69736659610103,-495391271380183,495391271380178,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.66667405003896,-0.5,-4.69736659610103,-416359004572323,416359004572318,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.66667449041545,-0.5,-4.69736659610103,-349935153712264,349935153712260,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666674957057912,-0.5,-4.69736659610103,-294108234638399,294108234638394,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666675451532965,-0.5,-4.69736659610103,-247187665348232,247187665348228,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666675975500663,-0.5,-4.69736659610103,-207752571029597,207752571029592,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666676530720078,-0.5,-4.69736659610103,-174608756096110,174608756096105,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666677119055197,-0.5,-4.69736659610103,-146752541037795,146752541037790,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666677742481186,-0.5,-4.69736659610103,-123340368388716,123340368388711,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666678403091018,-0.5,-4.69736659610103,-103663257661620,103663257661616,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666679103102497,-0.5,-4.69736659610103,-87125335600114.4,87125335600109.7,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666679844865711,-0.5,-4.69736659610103,-73225791615769.9,73225791615765.2,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666680630870915,-0.5,-4.69736659610103,-61543711946793.1,61543711946788.4,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666681463756893,-0.5,-4.69736659610103,-51725333338188.1,51725333338183.4,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666682346319819,-0.5,-4.69736659610103,-43473330164077.2,43473330164072.5,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666683281522644,-0.5,-4.69736659610103,-36537810654446.6,36537810654441.9,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666684272505039,-0.5,-4.69736659610103,-30708749534098.6,30708749534093.9,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666685322593942,-0.5,-4.69736659610103,-25809627918080.8,25809627918076.1,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666686435314721,-0.5,-4.69736659610103,-21692087870303.9,21692087870299.2,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666687614403016,-0.5,-4.69736659610103,-18231439742358,18231439742353.3,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666688863817274,-0.5,-4.69736659610103,-15322886255599,15322886255594.3,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666690187752041,-0.5,-4.69736659610103,-12878348968719.5,12878348968714.8,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666691590652045,-0.5,-4.69736659610103,-10823801037977.3,10823801037972.6,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666693077227118,-0.5,-4.69736659610103,-9097025495514.48,9097025495509.79,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666694652468004,-0.5,-4.69736659610103,-7645731160078.06,7645731160073.36,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.66669632166312,-0.5,-4.69736659610103,-6425969125859.14,6425969125854.44,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666698090416304,-0.5,-4.69736659610103,-5400801877824.59,5400801877819.89,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666699964665634,-0.5,-4.69736659610103,-4539184728774.22,4539184728769.52,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.66670195070336,-0.5,-4.69736659610103,-3815025706850.51,3815025706845.81,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666704055197027,-0.5,-4.69736659610103,-3206395424168.46,3206395424163.76,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666706285211866,-0.5,-4.69736659610103,-2694862998660.01,2694862998655.31,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666708648234505,-0.5,-4.69736659610103,-2264937919598.27,2264937919593.58,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666711152198109,-0.5,-4.69736659610103,-1903600955617.29,1903600955612.6,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666713805509012,-0.5,-4.69736659610103,-1599909899032.98,1599909899028.28,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666716617074936,-0.5,-4.69736659610103,-1344668207624.82,1344668207620.12,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.6667195963349,-0.5,-4.69736659610103,-1130146509900.05,1130146509895.35,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666722753290909,-0.5,-4.69736659610103,-949848540023.931,949848540019.234,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666726098541527,-0.5,-4.69736659610103,-798314414176.483,798314414171.786,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666729643317467,-0.5,-4.69736659610103,-670955291305.922,670955291301.225,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666733399519287,-0.5,-4.69736659610103,-563914411325.651,563914411320.954,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666737379757347,-0.5,-4.69736659610103,-473950302524.988,473950302520.29,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666741597394146,-0.5,-4.69736659610103,-398338621514.932,398338621510.235,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666746066589179,-0.5,-4.69736659610103,-334789653136.704,334789653132.007,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666750802346474,-0.5,-4.69736659610103,-281378972036.859,281378972032.162,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666755820564966,-0.5,-4.69736659610103,-236489166139.962,236489166135.264,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666761138091871,-0.5,-4.69736659610103,-198760857270.112,198760857265.415,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666766772779247,-0.5,-4.69736659610103,-167051535705.046,167051535700.348,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666772743543927,-0.5,-4.69736659610103,-140400962058.825,140400962054.128,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666779070431024,-0.5,-4.69736659610103,-118002088774.286,118002088769.589,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666785774681232,-0.5,-4.69736659610103,-99176620659.6506,99176620654.9532,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666792878802131,-0.5,-4.69736659610103,-83354474374.9412,83354474370.2438,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.66680040664375,-0.5,-4.69736659610103,-70056514848.6735,70056514843.9761,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666808383478639,-0.5,-4.69736659610103,-58880045842.9089,58880045838.2115,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666816836086713,-0.5,-4.69736659610103,-49486615279.9926,49486615275.2952,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666825792845157,-0.5,-4.69736659610103,-41591766049.0275,41591766044.3302,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666835283823696,-0.5,-4.69736659610103,-34956421915.6734,34956421910.976,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666845340885544,-0.5,-4.69736659610103,-29379647682.3149,29379647677.6175,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666855997794376,-0.5,-4.69736659610103,-24692564356.5715,24692564351.8742,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666867290327678,-0.5,-4.69736659610103,-20753235062.9324,20753235058.2351,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666879256396864,-0.5,-4.69736659610103,-17442366831.0859,17442366826.3886,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666891936174548,-0.5,-4.69736659610103,-14659698099.7621,14659698095.0647,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666905372229415,-0.5,-4.69736659610103,-12320962539.8938,12320962535.1964,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666919609669129,-0.5,-4.69736659610103,-10355337254.7052,10355337250.0078,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666934696291775,-0.5,-4.69736659610103,-8703298081.17014,8703298076.47277,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666950682746323,-0.5,-4.69736659610103,-7314817046.01573,7314817041.31836,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666967622702667,-0.5,-4.69736659610103,-6147847390.80797,6147847386.1106,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.666985573031808,-0.5,-4.69736659610103,-5167050288.36863,5167050283.67126,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.667004593996783,-0.5,-4.69736659610103,-4342724692.83346,4342724688.1361,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.667024749454976,-0.5,-4.69736659610103,-3649907915.86647,3649907911.1691,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.667046107072505,-0.5,-4.69736659610103,-3067619692.66305,3067619687.96569,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.667068738551391,-0.5,-4.69736659610103,-2578226845.8184,2578226841.12103,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.667092719870275,-0.5,-4.69736659610103,-2166909307.6132,2166909302.91584,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.667118131539495,-0.5,-4.69736659610103,-1821211330.44097,1821211325.7436,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.667145058871377,-0.5,-4.69736659610103,-1530664294.90067,1530664290.2033,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.667173592266644,-0.5,-4.69736659610103,-1286469693.22425,1286469688.52689,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.667203827517915,-0.5,-4.69736659610103,-1081232687.93639,1081232683.23902,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.667235866131295,-0.5,-4.69736659610103,-908738177.266946,908738172.569579,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.667269815667157,-0.5,-4.69736659610103,-763762585.963602,763762581.266235,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.667305790101244,-0.5,-4.69736659610103,-641915682.068028,641915677.370662,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.667343910207308,-0.5,-4.69736659610103,-539507629.457205,539507624.759838,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.667384303962572,-0.5,-4.69736659610103,-453437250.168109,453437245.470742,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.667427106977381,-0.5,-4.69736659610103,-381098112.791958,381098108.094592,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.66747246295047,-0.5,-4.69736659610103,-320299603.064183,320299598.366816,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.667520524151393,-0.5,-4.69736659610103,-269200586.456697,269200581.75933,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.667571451931725,-0.5,-4.69736659610103,-226253653.915759,226253649.218392,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.667625417266748,-0.5,-4.69736659610103,-190158262.355799,190158257.658432,0.565685424949238,FLOAT
"mutualistic_mixed_(0.2,0.8,0.5)",0.2,0.8,0.5,0.66768260132946,-0.5,-4.69736659610103,-159821350.88627,159821346.188903,0.565685424949238,FLOAT
