triple,beta12,beta13,beta23,alpha,L3_at_kappa0,L3_cain_boundary,L3_fractional_boundary,band_width_in_L3,realizability_2sqrtG_if_G>0,evidence
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.66666775803285,-0.5,-5,-1.28920145229335e+17,1.28920145229335e+17,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666667823126684,-0.5,-5,-1.08352864552757e+17,1.08352864552757e+17,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666667892102997,-0.5,-5,-9.10667858726779e+16,9.10667858726779e+16,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666667965193359,-0.5,-5,-7.65384424438824e+16,7.65384424438824e+16,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666668042643148,-0.5,-5,-6.432787890694e+16,6.432787890694e+16,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.66666812471238,-0.5,-5,-5.40653281040276e+16,5.40653281040276e+16,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666668211676578,-0.5,-5,-4.54400137706067e+16,4.54400137706067e+16,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666668303827701,-0.5,-5,-3.81907393049778e+16,3.81907393049778e+16,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666668401475117,-0.5,-5,-3.20979781449527e+16,3.20979781449527e+16,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666668504946651,-0.5,-5,-2.69772258867331e+16,2.69772258867331e+16,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666668614589678,-0.5,-5,-2.26734130493691e+16,2.26734130493691e+16,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666668730772293,-0.5,-5,-1.90562091703631e+16,1.90562091703631e+16,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666668853884545,-0.5,-5,-1.60160760618299e+16,1.60160760618299e+16,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666668984339748,-0.5,-5,-1.34609507086284e+16,1.34609507086284e+16,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666669122575868,-0.5,-5,-1.13134573860097e+16,1.13134573860097e+16,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666669269056992,-0.5,-5,-9.50856449688636e+15,9.50856449688636e+15,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666669424274889,-0.5,-5,-7.99161527067978e+15,7.99161527067977e+15,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666669588750657,-0.5,-5,-6.71667260066836e+15,6.71667260066835e+15,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666669763036477,-0.5,-5,-5.64512796220965e+15,5.64512796220965e+15,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666669947717462,-0.5,-5,-4.74453224201067e+15,4.74453224201066e+15,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666670143413626,-0.5,-5,-3.98761309577036e+15,3.98761309577036e+15,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666670350781961,-0.5,-5,-3.35144907705009e+15,3.35144907705008e+15,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666670570518648,-0.5,-5,-2.81677551133245e+15,2.81677551133244e+15,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666670803361388,-0.5,-5,-2.36740111471576e+15,2.36740111471576e+15,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666671050091883,-0.5,-5,-1.98971768080044e+15,1.98971768080044e+15,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.66667131153846,-0.5,-5,-1.67228798906114e+15,1.67228798906114e+15,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666671588578849,-0.5,-5,-1.40549945616316e+15,1.40549945616316e+15,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666671882143135,-0.5,-5,-1.18127304275545e+15,1.18127304275544e+15,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666672193216873,-0.5,-5,-992818599493742,992818599493736,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666672522844405,-0.5,-5,-834429243565772,834429243565767,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666672872132358,-0.5,-5,-701308539979006,701308539979001,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666673242253367,-0.5,-5,-589425253326138,589425253326133,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666673634450005,-0.5,-5,-495391271387304,495391271387299,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.66667405003896,-0.5,-5,-416359004579044,416359004579039,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.66667449041545,-0.5,-5,-349935153718605,349935153718600,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666674957057912,-0.5,-5,-294108234644384,294108234644379,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666675451532965,-0.5,-5,-247187665353883,247187665353878,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666675975500663,-0.5,-5,-207752571034928,207752571034923,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666676530720078,-0.5,-5,-174608756101141,174608756101136,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666677119055197,-0.5,-5,-146752541042541,146752541042536,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666677742481186,-0.5,-5,-123340368393196,123340368393191,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666678403091018,-0.5,-5,-103663257665848,103663257665843,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666679103102497,-0.5,-5,-87125335604104.9,87125335604099.9,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666679844865711,-0.5,-5,-73225791619535.1,73225791619530.1,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666680630870915,-0.5,-5,-61543711950346.5,61543711950341.5,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666681463756893,-0.5,-5,-51725333341541.5,51725333341536.5,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666682346319819,-0.5,-5,-43473330167241.9,43473330167236.9,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666683281522644,-0.5,-5,-36537810657433.1,36537810657428.1,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666684272505039,-0.5,-5,-30708749536917,30708749536912,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666685322593942,-0.5,-5,-25809627920740.6,25809627920735.6,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666686435314721,-0.5,-5,-21692087872814,21692087872809,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666687614403016,-0.5,-5,-18231439744726.8,18231439744721.8,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666688863817274,-0.5,-5,-15322886257834.5,15322886257829.5,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666690187752041,-0.5,-5,-12878348970829,12878348970824,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666691590652045,-0.5,-5,-10823801039968.2,10823801039963.2,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666693077227118,-0.5,-5,-9097025497393.32,9097025497388.32,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666694652468004,-0.5,-5,-7645731161851.13,7645731161846.13,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.66669632166312,-0.5,-5,-6425969127532.42,6425969127527.42,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666698090416304,-0.5,-5,-5400801879403.7,5400801879398.7,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666699964665634,-0.5,-5,-4539184730264.43,4539184730259.43,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.66670195070336,-0.5,-5,-3815025708256.83,3815025708251.83,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666704055197027,-0.5,-5,-3206395425495.63,3206395425490.63,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666706285211866,-0.5,-5,-2694862999912.49,2694862999907.49,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666708648234505,-0.5,-5,-2264937920780.26,2264937920775.26,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666711152198109,-0.5,-5,-1903600956732.75,1903600956727.75,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666713805509012,-0.5,-5,-1599909900085.65,1599909900080.65,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666716617074936,-0.5,-5,-1344668208618.24,1344668208613.24,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.6667195963349,-0.5,-5,-1130146510837.56,1130146510832.56,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666722753290909,-0.5,-5,-949848540908.675,949848540903.675,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666726098541527,-0.5,-5,-798314415011.424,798314415006.424,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666729643317467,-0.5,-5,-670955292093.873,670955292088.873,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666733399519287,-0.5,-5,-563914412069.253,563914412064.253,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666737379757347,-0.5,-5,-473950303226.736,473950303221.736,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666741597394146,-0.5,-5,-398338622177.184,398338622172.184,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666746066589179,-0.5,-5,-334789653761.682,334789653756.682,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666750802346474,-0.5,-5,-281378972626.661,281378972621.661,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666755820564966,-0.5,-5,-236489166696.569,236489166691.569,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666761138091871,-0.5,-5,-198760857795.392,198760857790.392,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666766772779247,-0.5,-5,-167051536200.761,167051536195.761,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666772743543927,-0.5,-5,-140400962526.641,140400962521.641,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666779070431024,-0.5,-5,-118002089215.772,118002089210.772,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666785774681232,-0.5,-5,-99176621076.2887,99176621071.2887,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666792878802131,-0.5,-5,-83354474768.1306,83354474763.1306,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.66680040664375,-0.5,-5,-70056515219.734,70056515214.734,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666808383478639,-0.5,-5,-58880046193.0862,58880046188.0862,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666816836086713,-0.5,-5,-49486615610.4618,49486615605.4618,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666825792845157,-0.5,-5,-41591766360.898,41591766355.898,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666835283823696,-0.5,-5,-34956422209.9921,34956422204.9921,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666845340885544,-0.5,-5,-29379647960.0699,29379647955.0699,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666855997794376,-0.5,-5,-24692564618.6951,24692564613.6951,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666867290327678,-0.5,-5,-20753235310.3042,20753235305.3042,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666879256396864,-0.5,-5,-17442367064.5364,17442367059.5364,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666891936174548,-0.5,-5,-14659698320.0748,14659698315.0748,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666905372229415,-0.5,-5,-12320962747.8083,12320962742.8083,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666919609669129,-0.5,-5,-10355337450.9193,10355337445.9193,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666934696291775,-0.5,-5,-8703298266.34248,8703298261.34248,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666950682746323,-0.5,-5,-7314817220.76782,7314817215.76782,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666967622702667,-0.5,-5,-6147847555.72628,6147847550.72628,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.666985573031808,-0.5,-5,-5167050444.00672,5167050439.00672,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.667004593996783,-0.5,-5,-4342724839.71366,4342724834.71366,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.667024749454976,-0.5,-5,-3649908054.48175,3649908049.48175,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.667046107072505,-0.5,-5,-3067619823.4786,3067619818.4786,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.667068738551391,-0.5,-5,-2578226969.27327,2578226964.27327,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.667092719870275,-0.5,-5,-2166909424.1217,2166909419.1217,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.667118131539495,-0.5,-5,-1821211440.39407,1821211435.39407,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.667145058871377,-0.5,-5,-1530664398.66737,1530664393.66737,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.667173592266644,-0.5,-5,-1286469791.15276,1286469786.15276,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.667203827517915,-0.5,-5,-1081232780.35533,1081232775.35533,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.667235866131295,-0.5,-5,-908738264.486438,908738259.486438,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.667269815667157,-0.5,-5,-763762668.276305,763762663.276305,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.667305790101244,-0.5,-5,-641915759.750131,641915754.750131,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.667343910207308,-0.5,-5,-539507702.769354,539507697.769354,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.667384303962572,-0.5,-5,-453437319.356276,453437314.356276,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.667427106977381,-0.5,-5,-381098178.088274,381098173.088274,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.66747246295047,-0.5,-5,-320299664.687707,320299659.687707,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.667520524151393,-0.5,-5,-269200644.614163,269200639.614163,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.667571451931725,-0.5,-5,-226253708.802262,226253703.802262,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.667625417266748,-0.5,-5,-190158314.155453,190158309.155453,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.66768260132946,-0.5,-5,-159821399.772828,159821394.772828,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.667743196098802,-0.5,-5,-134324286.269671,134324281.269671,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.667807405004176,-0.5,-5,-112894855.814252,112894850.814252,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.667875443608401,-0.5,-5,-94884170.4248588,94884165.4248588,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.667947540331402,-0.5,-5,-79746820.4672021,79746815.4672021,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.668023937217061,-0.5,-5,-67024408.2554315,67024403.2554315,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.668104890745814,-0.5,-5,-56331666.5973202,56331661.5973202,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.668190672695706,-0.5,-5,-47344791.9178764,47344786.9178764,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.66828157105481,-0.5,-5,-39791638.658753,39791633.658753,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.668377890988062,-0.5,-5,-33443478.0143866,33443473.0143866,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.668479955861763,-0.5,-5,-28108071.4386107,28108066.4386107,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.668588108329191,-0.5,-5,-23623849.1695723,23623844.1695723,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.668702711480957,-0.5,-5,-19855017.4840226,19855012.4840226,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.668824150063978,-0.5,-5,-16687446.5159016,16687441.5159016,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.668952831773153,-0.5,-5,-14025214.1120059,14025209.1120059,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.669089188620082,-0.5,-5,-11787701.063786,11787696.063786,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.669233678383419,-0.5,-5,-9907149.75142492,9907144.75142492,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.669386786145729,-0.5,-5,-8326612.26976753,8326607.26976753,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.669549025922018,-0.5,-5,-6998225.90003101,6998220.90003101,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.669720942385384,-0.5,-5,-5881763.70424494,5881758.70424494,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.669903112695601,-0.5,-5,-4943416.35063175,4943411.35063175,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.670096148436769,-0.5,-5,-4154768.28054709,4154763.28054709,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.670300697670525,-0.5,-5,-3491937.2126569,3491932.2126569,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.670517447111728,-0.5,-5,-2934850.92636098,2934845.92636098,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.670747124433902,-0.5,-5,-2466639.42359464,2466634.42359464,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.67099050071219,-0.5,-5,-2073124.06212515,2073119.06212515,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.671248393012015,-0.5,-5,-1742388.18999064,1742383.18999064,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.671521667132144,-0.5,-5,-1464416.27878762,1464411.27878762,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.671811240511352,-0.5,-5,-1230790.62784725,1230785.62784725,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.67211808530846,-0.5,-5,-1034436.45472219,1034431.45472219,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.672443231666078,-0.5,-5,-869407.652672445,869402.652672445,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.672787771169006,-0.5,-5,-730706.727340887,730701.727340887,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.673152860508921,-0.5,-5,-614133.459837236,614128.459837236,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.673539725367628,-0.5,-5,-516157.713364338,516152.713364338,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.673949664531935,-0.5,-5,-433812.531643598,433807.531643598,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.674384054253956,-0.5,-5,-364604.291888048,364599.291888048,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.674844352871474,-0.5,-5,-306437.191524315,306432.191524315,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.675332105703892,-0.5,-5,-257549.78192855,257544.78192855,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.675848950240194,-0.5,-5,-216461.627255394,216456.627255394,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.676396621636343,-0.5,-5,-181928.473052862,181923.473052862,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.676976958540561,-0.5,-5,-152904.567054062,152899.567054062,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.677591909266059,-0.5,-5,-128510.991122959,128505.991122959,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.67824353833194,-0.5,-5,-108009.0453645,108004.0453645,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.678934033394218,-0.5,-5,-90777.8784017908,90772.8784017908,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.679665712590243,-0.5,-5,-76295.6864079237,76290.6864079237,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.680441032321174,-0.5,-5,-64123.9115510402,64118.9115510402,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.681262595498641,-0.5,-5,-53893.9613411193,53888.9613411193,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.68213316028326,-0.5,-5,-45296.0467062869,45291.0467062869,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.683055649344363,-0.5,-5,-38069.8007871234,38064.8007871234,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.684033159672015,-0.5,-5,-31996.394361973,31991.394361973,0.707106781186548,FLOAT
"all_mutualistic_(0.5,0.5,0.5)",0.5,0.5,0.5,0.68506897297426,-0.5,-5,-26891.9091382116,26886.9091382116,0.707106781186548,FLOAT
