family,beta12,beta13,beta23,alpha,T1,T_alpha_L,T_alpha_U,T_alpha_mid,ratio_mid,W_mid,W_over_T1_mid,x1_hat,x2_hat,x3_hat,x_enclosure_radius,evidence
atlas_A,0.0316227766017,0.0316227766017,0.0316227766017,0.999999999,0.2846049894153,0.284604998215791401764843983219853541840628582,0.284604998215791401764843983219853541841018883,0.284604998215791401764843983219853541840823732,1.0000000309217747,8.800491391180998e-09,3.0921774805357276e-08,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21211e-40,CERTIFIED
atlas_A,0.0316227766017,0.0316227766017,0.0316227766017,0.9999999999,0.2846049894153,0.28460499029534912755290373035535383551069878,0.284604990295349127552903730355353835511198135,0.284604990295349127552903730355353835510945587,1.0000000030921774,8.800491446692149e-10,3.092177500040358e-09,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21211e-40,CERTIFIED
atlas_A,0.1,0.1,0.1,0.6666666766666667,0.8999999999999999,167583885133513274238834.469326687984505980121,167583885133513274238834.469326687984505980331,167583885133513274238834.469326687984505980226,1.8620431681501476e+23,1.6758388513351326e+23,1.8620431681501476e+23,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.54578e-50,CERTIFIED
atlas_A,0.1,0.1,0.1,0.6666667666666667,0.8999999999999999,167583852305449774120.368550542604669598207897,167583852305449774120.368550542604669598207918,167583852305449774120.368550542604669598207907,1.8620428033938866e+20,1.6758385230544978e+20,1.8620428033938866e+20,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.54578e-50,CERTIFIED
atlas_A,0.1,0.1,0.1,0.6666676666666667,0.8999999999999999,167583524024814771.918018401001437972992136707,167583524024814771.91801840100143797299213671,167583524024814771.918018401001437972992136709,1.8620391558312755e+17,1.675835240248148e+17,1.8620391558312755e+17,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.54578e-50,CERTIFIED
atlas_A,0.1,0.1,0.1,0.6666766666666667,0.8999999999999999,167580241218463.732206509966634931175557515352,167580241218463.732206509966634931177360814324,167580241218463.732206509966634931176459164838,186200268020515.25,167580241218462.8,186200268020514.25,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.32782e-40,CERTIFIED
atlas_A,0.1,0.1,0.1,0.6667666666666666,0.8999999999999999,167547413153.935676638479820411869248733077664,167547413153.93567663847982041186924891354064,167547413153.93567663847982041186924882331073,186163792393.26187,167547413153.03568,186163792392.26187,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.32787e-40,CERTIFIED
atlas_A,0.1,0.1,0.1,0.6676666666666666,0.8999999999999999,167219131.49129285156973795896077432083257445,167219131.491292851569737958960774320857133908,167219131.491292851569737958960774320844854179,185799034.99032542,167219130.59129286,185799033.99032542,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.32837e-40,CERTIFIED
atlas_A,0.1,0.1,0.1,0.6766666666666666,0.8999999999999999,163935.300534610997267944785835063870089107092,163935.30053461099726794478583506387009100293,163935.300534610997267944785835063870090055011,182150.33392734555,163934.400534611,182149.33392734558,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.33354e-40,CERTIFIED
atlas_A,0.1,0.1,0.1,0.7,0.8999999999999999,4195.46736711147697188057591467671698591033493,4195.46736711147697188057591467671698593281038,4195.46736711147697188057591467671698592161967,4661.630407901642,4194.567367111477,4660.630407901642,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.34857e-40,CERTIFIED
atlas_A,0.1,0.1,0.1,0.75,0.8999999999999999,236.067921454278779001426026881549672058101552,236.067921454278779001426026881549672058507097,236.067921454278779001426026881549672058304324,262.2976905047542,235.16792145427877,261.2976905047542,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.39274e-40,CERTIFIED
atlas_A,0.1,0.1,0.1,0.7666666666666667,0.8999999999999999,130.127418880487694701242203783921722707242368,130.127418880487694701242203783921722707512731,130.12741888048769470124220378392172270737755,144.58602097831965,129.22741888048768,143.58602097831965,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.41323e-40,CERTIFIED
atlas_A,0.1,0.1,0.1,0.8,0.8999999999999999,49.2305694313123038077248507963824423443506644,49.2305694313123038077248507963824423444153166,49.2305694313123038077248507963824423443829905,54.70063270145812,48.330569431312306,53.700632701458126,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.46956e-40,CERTIFIED
atlas_A,0.1,0.1,0.1,0.85,0.8999999999999999,15.4624351035834013216916232338724542383941097,15.4624351035834013216916232338724542384157828,15.4624351035834013216916232338724542384049463,17.180483448426003,14.5624351035834,16.180483448426003,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.63436e-40,CERTIFIED
atlas_A,0.1,0.1,0.1,0.9,0.8999999999999999,5.72811906191015947702145857452149125224694393,5.72811906191015947702145857452149125225419893,5.72811906191015947702145857452149125225061735,6.364576735455733,4.82811906191016,5.364576735455733,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.13409e-40,CERTIFIED
atlas_A,0.1,0.1,0.1,0.9,0.8999999999999999,5.72811906191015947702145857452149125224694393,5.72811906191015947702145857452149125225419893,5.72811906191015947702145857452149125225061735,6.364576735455733,4.82811906191016,5.364576735455733,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.13409e-40,CERTIFIED
atlas_A,0.1,0.1,0.1,0.95,0.8999999999999999,2.2429215235999016846061461521730341256484655,2.24292152359990168460614615217303412565135832,2.24292152359990168460614615217303412564993487,2.492135026222113,1.3429215235999017,1.4921350262221131,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,6.67209e-40,CERTIFIED
atlas_A,0.1,0.1,0.1,0.99,0.8999999999999999,1.07659038516773650015257131832742836803967469,1.07659038516773650015257131832742836804061601,1.07659038516773650015257131832742836804015683,1.196211539075263,0.17659038516773662,0.19621153907526293,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.09666e-40,CERTIFIED
atlas_A,0.1,0.1,0.1,0.999,0.8999999999999999,0.916159132718419844206184037251174510280209881,0.916159132718419844206184037251174510281311907,0.916159132718419844206184037251174510280760894,1.0179545919093556,0.016159132718419955,0.017954591909355506,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.51226e-40,CERTIFIED
atlas_A,0.1,0.1,0.1,0.9999,0.8999999999999999,0.901601826120025006158067331305264193697785655,0.901601826120025006158067331305264193698864722,0.901601826120025006158067331305264193698325189,1.0017798068000279,0.0016018261200251294,0.0017798068000279216,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.56382e-40,CERTIFIED
atlas_A,0.1,0.1,0.1,0.99999,0.8999999999999999,0.900160042613748743898356399494735347886755632,0.900160042613748743898356399494735347887570672,0.900160042613748743898356399494735347887168892,1.0001778251263875,0.0001600426137488009,0.0001778251263875566,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.5691e-40,CERTIFIED
atlas_A,0.1,0.1,0.1,0.999999,0.8999999999999999,0.900016002862261876652307523819835842051177206,0.900016002862261876652307523819835842052061123,0.900016002862261876652307523819835842051624904,1.0000177809580688,1.6002862261998985e-05,1.7780958068887763e-05,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.56963e-40,CERTIFIED
atlas_A,0.1,0.1,0.1,0.9999999,0.8999999999999999,0.90000160027223592685655097269127397862434919,0.900001600272235926856550972691273978625451216,0.900001600272235926856550972691273978624900203,1.0000017780802624,1.6002722360575206e-06,1.778080262286134e-06,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.56969e-40,CERTIFIED
atlas_A,0.1,0.1,0.1,0.99999999,0.8999999999999999,0.900000160027083690946699894733444555152177781,0.900000160027083690946699894733444555153256848,0.900000160027083690946699894733444555152717314,1.0000001778078709,1.600270838064688e-07,1.7780787089607645e-07,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.56969e-40,CERTIFIED
atlas_A,0.1,0.1,0.1,0.999999999,0.8999999999999999,0.900000016002706970078149565333356501826371931,0.90000001600270697007814956533335650182722141,0.900000016002706970078149565333356501826796671,1.0000000177807855,1.600270704837925e-08,1.778078560931028e-08,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.56969e-40,CERTIFIED
atlas_A,0.1,0.1,0.1,0.9999999999,0.8999999999999999,0.900000001600270683017650621419450151601570782,0.900000001600270683017650621419450151602672808,0.900000001600270683017650621419450151602121795,1.0000000017780786,1.6002708047579972e-09,1.7780786719533304e-09,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.56969e-40,CERTIFIED
atlas_A,0.316227766017,0.316227766017,0.316227766017,0.6666666766666667,2.846049894153,167583887105274061265115.992081944037532499582,167583887105274061265115.992081944037532499792,167583887105274061265115.992081944037532499687,5.888297582187959e+22,1.6758388710527406e+23,5.888297582187959e+22,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.54578e-50,CERTIFIED
atlas_A,0.316227766017,0.316227766017,0.316227766017,0.6666667666666667,2.846049894153,167583872023057644383.749540240665996279472385,167583872023057644383.749540240665996279472406,167583872023057644383.749540240665996279472396,5.8882970522528915e+19,1.6758387202305763e+20,5.8882970522528915e+19,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.54578e-50,CERTIFIED
atlas_A,0.316227766017,0.316227766017,0.316227766017,0.6666676666666667,2.846049894153,167583721200893475.117590581428096994987333876,167583721200893475.117590581428096994987333879,167583721200893475.117590581428096994987333877,5.888291752902221e+16,1.6758372120089347e+17,5.888291752902221e+16,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.54578e-50,CERTIFIED
atlas_A,0.316227766017,0.316227766017,0.316227766017,0.6666766666666667,2.846049894153,167582212979251.329965894648654138272412881636,167582212979251.329965894648654138274216203226,167582212979251.329965894648654138273314540815,58882387593954.93,167582212979248.5,58882387593953.93,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.32783e-40,CERTIFIED
atlas_A,0.316227766017,0.316227766017,0.316227766017,0.6667666666666666,2.846049894153,167567130762.377431687439219498342020547397167,167567130762.377431687439219498342020727907475,167567130762.377431687439219498342020637652321,58877088243.12314,167567130759.5314,58877088242.12314,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.32799e-40,CERTIFIED
atlas_A,0.316227766017,0.316227766017,0.316227766017,0.6676666666666666,2.846049894153,167416308.141625567695297028618050664333356681,167416308.141625567695297028618050664357931547,167416308.141625567695297028618050664345642573,58824094.57598408,167416305.29557565,58824093.575984076,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.32957e-40,CERTIFIED
atlas_A,0.316227766017,0.316227766017,0.316227766017,0.6766666666666666,2.846049894153,165907.63430531059882561270641329477745089691,165907.63430531059882561270641329477745282284,165907.634305310598825612706413294777451859875,58294.000623866654,165904.78825541647,58293.00062386666,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.3461e-40,CERTIFIED
atlas_A,0.316227766017,0.316227766017,0.316227766017,0.7,2.846049894153,4373.50200363052931640182482160289758151030962,4373.50200363052931640182482160289758153438375,4373.50200363052931640182482160289758152234669,1536.6919647528202,4370.655953736376,1535.6919647528202,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.39572e-40,CERTIFIED
atlas_A,0.316227766017,0.316227766017,0.316227766017,0.75,2.846049894153,265.040832203283064936446645245853463997234205,265.040832203283064936446645245853463997722035,265.040832203283064936446645245853463997481059,93.12585585649427,262.19478230913006,92.12585585649428,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.5515e-40,CERTIFIED
atlas_A,0.316227766017,0.316227766017,0.316227766017,0.7666666666666667,2.846049894153,150.423846452513569854464081594928222253829982,150.423846452513569854464081594928222254147366,150.423846452513569854464081594928222253988674,52.85355213257093,147.57779655836057,51.85355213257093,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.62732e-40,CERTIFIED
atlas_A,0.316227766017,0.316227766017,0.316227766017,0.8,2.846049894153,60.8942944869870096358733508146758704821159811,60.8942944869870096358733508146758704822019391,60.8942944869870096358733508146758704821593275,21.396074120868313,58.04824459283401,20.396074120868317,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.84376e-40,CERTIFIED
atlas_A,0.316227766017,0.316227766017,0.316227766017,0.85,2.846049894153,21.8726669218435724622717025652718537988631684,21.8726669218435724622717025652718537988940252,21.8726669218435724622717025652718537988785968,7.685271775023817,19.02661702769057,6.685271775023816,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.53436e-40,CERTIFIED
atlas_A,0.316227766017,0.316227766017,0.316227766017,0.9,2.846049894153,9.82542040558774016395712877880079763797849621,9.82542040558774016395712877880079763799116951,9.8254204055877401639571287788007976379849247,3.4523008278151917,6.979370511434741,2.452300827815192,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,5.45696e-40,CERTIFIED
atlas_A,0.316227766017,0.316227766017,0.316227766017,0.9,2.846049894153,9.82542040558774016395712877880079763797849621,9.82542040558774016395712877880079763799116951,9.8254204055877401639571287788007976379849247,3.4523008278151917,6.979370511434741,2.452300827815192,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,5.45696e-40,CERTIFIED
atlas_A,0.316227766017,0.316227766017,0.316227766017,0.95,2.846049894153,5.04878974510695408970048794289459496219966818,5.04878974510695408970048794289459496220453546,5.04878974510695408970048794289459496220214773,1.7739638913145273,2.202739850953954,0.7739638913145273,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.63862e-40,CERTIFIED
atlas_A,0.316227766017,0.316227766017,0.316227766017,0.99,2.846049894153,3.17193554849978608543152267950912453022182843,3.17193554849978608543152267950912453022421615,3.17193554849978608543152267950912453022302229,1.1145045471677408,0.32588565434678607,0.11450454716774086,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.87461e-40,CERTIFIED
atlas_A,0.316227766017,0.316227766017,0.316227766017,0.999,2.846049894153,2.87669663342731050274071826902213606944877119,2.87669663342731050274071826902213606945148033,2.87669663342731050274071826902213606945014872,1.0107681665515675,0.030646739274310608,0.010768166551567518,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.1747e-40,CERTIFIED
atlas_A,0.316227766017,0.316227766017,0.316227766017,0.9999,2.846049894153,2.8490961503496099569686228039626865365180235,2.84909615034960995696862280396268653652073265,2.84909615034960995696862280396268653651940103,1.0010703453241871,0.003046256196610031,0.001070345324187162,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.20833e-40,CERTIFIED
atlas_A,0.316227766017,0.316227766017,0.316227766017,0.99999,2.846049894153,2.84635433655023969125726478346789218753995189,2.84635433655023969125726478346789218754201819,2.846354336550239691257264783467892187541008,1.0001069701546221,0.00030444239723959043,0.00010697015462204122,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21174e-40,CERTIFIED
atlas_A,0.316227766017,0.316227766017,0.316227766017,0.999999,2.846049894153,2.84608033656145027265735718493390077437556454,2.84608033656145027265735718493390077437772267,2.84608033656145027265735718493390077437666656,1.0000106963720183,3.0442408450515046e-05,1.0696372018303943e-05,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21208e-40,CERTIFIED
atlas_A,0.316227766017,0.316227766017,0.316227766017,0.9999999,2.846049894153,2.8460529383755332403824568283287412418795288,2.84605293837553324038245682832874124188210019,2.84605293837553324038245682832874124188081449,1.0000010696307677,3.044222533166163e-06,1.0696307676897353e-06,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21211e-40,CERTIFIED
atlas_A,0.316227766017,0.316227766017,0.316227766017,0.99999999,2.846049894153,2.84605019857507020711945080015415448462323526,2.8460501985750702071194508001541544846259444,2.84605019857507020711945080015415448462456687,1.0000001069630124,3.044220702186351e-07,1.0696301243490068e-07,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21211e-40,CERTIFIED
atlas_A,0.316227766017,0.316227766017,0.316227766017,0.999999999,2.846049894153,2.84604992459520518954370716474517854475298099,2.84604992459520518954370716474517854475523096,2.84604992459520518954370716474517854475408302,1.0000000106963005,3.044220520109775e-08,1.0696300603738191e-08,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21211e-40,CERTIFIED
atlas_A,0.316227766017,0.316227766017,0.316227766017,0.9999999999,2.846049894153,2.84604989719722050064268928735493707031935343,2.84604989719722050064268928735493707032206258,2.84604989719722050064268928735493707032073096,1.00000000106963,3.044220431291933e-09,1.0696300291664105e-09,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21211e-40,CERTIFIED
atlas_A,1.0,1.0,1.0,0.6666666766666667,9.0,167583893340529149268195.360280920537714656263,167583893340529149268195.360280920537714656472,167583893340529149268195.360280920537714656368,1.8620432593392127e+22,1.6758389334052914e+23,1.8620432593392127e+22,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.15933e-50,CERTIFIED
atlas_A,1.0,1.0,1.0,0.6666667666666667,9.0,167583934375608524415.36742004530207207884819,167583934375608524415.367420045302072078848211,167583934375608524415.367420045302072078848201,1.862043715284539e+19,1.6758393437560852e+20,1.862043715284539e+19,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.15933e-50,CERTIFIED
atlas_A,1.0,1.0,1.0,0.6666676666666667,9.0,167584344726402276.257966699746638713488694441,167584344726402276.257966699746638713488694444,167584344726402276.257966699746638713488694443,1.862048274737803e+16,1.6758434472640227e+17,1.862048274737803e+16,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.15934e-50,CERTIFIED
atlas_A,1.0,1.0,1.0,0.6666766666666667,9.0,167588448234340.165562030088626056953059290908,167588448234340.16556203008862605695486272882,167588448234340.16556203008862605695396101148,18620938692704.46,167588448234331.16,18620938692703.46,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,9.95901e-41,CERTIFIED
atlas_A,1.0,1.0,1.0,0.6667666666666666,9.0,167629483314.089930560247897740703692574213709,167629483314.08993056024789774070369275478397,167629483314.089930560247897740703692664500417,18625498146.009995,167629483305.08994,18625498145.009995,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,9.96275e-41,CERTIFIED
atlas_A,1.0,1.0,1.0,0.6676666666666666,9.0,168039834.482398572860210693770374427400158766,168039834.482398572860210693770374427424847647,168039834.482398572860210693770374427412503206,18671092.720266506,168039825.48239857,18671091.720266506,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.00005e-40,CERTIFIED
atlas_A,1.0,1.0,1.0,0.6766666666666666,9.0,172143.716383259275555691308310764727445851721,172143.716383259275555691308310764727447895012,172143.716383259275555691308310764727446874871,19127.07959813992,172134.71638325928,19126.07959813992,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.0406e-40,CERTIFIED
atlas_A,1.0,1.0,1.0,0.7,9.0,4935.48872732317803869647902651459797966812029,4935.48872732317803869647902651459797969567388,4935.48872732317803869647902651459797968185007,548.387636369242,4926.488727323178,547.387636369242,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.17348e-40,CERTIFIED
atlas_A,1.0,1.0,1.0,0.75,9.0,355.611676355712141579508379731422559774362639,355.611676355712141579508379731422559775003283,355.6116763557121415795083797314225597746859,39.51240848396802,346.6116763557121,38.51240848396802,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.67431e-40,CERTIFIED
atlas_A,1.0,1.0,1.0,0.7666666666666667,9.0,213.548423940685916596056730560372052057795022,213.548423940685916596056730560372052058250526,213.548423940685916596056730560372052058024243,23.727602660076215,204.54842394068592,22.727602660076215,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.96309e-40,CERTIFIED
atlas_A,1.0,1.0,1.0,0.8,9.0,96.7154941467416273742783861443646213401263678,96.7154941467416273742783861443646213402615496,96.7154941467416273742783861443646213401939587,10.746166016304626,87.71549414674163,9.746166016304626,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.99968e-40,CERTIFIED
atlas_A,1.0,1.0,1.0,0.85,9.0,41.1299975711176864408335975946652597636292854,41.1299975711176864408335975946652597636821827,41.1299975711176864408335975946652597636557341,4.569999730124187,32.129997571117684,3.569999730124187,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.33657e-39,CERTIFIED
atlas_A,1.0,1.0,1.0,0.9,9.0,21.9349677272044052438195938705703957789676733,21.9349677272044052438195938705703957789919179,21.9349677272044052438195938705703957789797956,2.437218636356045,12.934967727204405,1.437218636356045,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.26138e-40,CERTIFIED
atlas_A,1.0,1.0,1.0,0.9,9.0,21.9349677272044052438195938705703957789676733,21.9349677272044052438195938705703957789919179,21.9349677272044052438195938705703957789797956,2.437218636356045,12.934967727204405,1.437218636356045,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.26138e-40,CERTIFIED
atlas_A,1.0,1.0,1.0,0.95,9.0,13.4172204387339389052043201934541348602808478,13.4172204387339389052043201934541348602935211,13.4172204387339389052043201934541348602872763,1.4908022709704376,4.417220438733938,0.4908022709704376,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.5424e-40,CERTIFIED
atlas_A,1.0,1.0,1.0,0.99,9.0,9.69023780551587858353636336618204463294376184,9.69023780551587858353636336618204463295000666,9.69023780551587858353636336618204463294688425,1.0766930895017641,0.6902378055158778,0.07669308950176419,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.83966e-40,CERTIFIED
atlas_A,1.0,1.0,1.0,0.999,9.0,9.06565375489746924228063408561833212821125238,9.06565375489746924228063408561833212821823187,9.06565375489746924228063408561833212821474213,1.0072948616552744,0.06565375489747005,0.00729486165527445,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.91823e-40,CERTIFIED
atlas_A,1.0,1.0,1.0,0.9999,9.0,9.00653323243438166756986253352716882687099535,9.00653323243438166756986253352716882687834219,9.00653323243438166756986253352716882687466877,1.0007259147149314,0.006533232434382086,0.0007259147149313429,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.92636e-40,CERTIFIED
atlas_A,1.0,1.0,1.0,0.99999,9.0,9.00065300330336507178997253557018981192174813,9.0006530033033650717899725355701898119276256,9.00065300330336507178997253557018981192468686,1.000072555922596,0.0006530033033644855,7.255592259605394e-05,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.92718e-40,CERTIFIED
atlas_A,1.0,1.0,1.0,0.999999,9.0,9.0000652971324198551268413726971035569561195,9.00006529713241985512684137269710355696254799,9.00006529713241985512684137269710355695942558,1.0000072552369355,6.529713241931745e-05,7.2552369354797165e-06,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.92726e-40,CERTIFIED
atlas_A,1.0,1.0,1.0,0.9999999,9.0,9.00000652968126430243349286721995564659987758,9.00000652968126430243349286721995564660685707,9.00000652968126430243349286721995564660336733,1.0000007255201406,6.529681265021736e-06,7.255201405579707e-07,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.92727e-40,CERTIFIED
atlas_A,1.0,1.0,1.0,0.99999999,9.0,9.00000065296780665489593497347427457804656791,9.00000065296780665489593497347427457805336374,9.00000065296780665489593497347427457805005766,1.0000000725519784,6.529678060473998e-07,7.255197844971109e-08,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.92727e-40,CERTIFIED
atlas_A,1.0,1.0,1.0,0.999999999,9.0,9.00000006529677746773760272544157819106150015,9.00000006529677746773760272544157819106774496,9.00000006529677746773760272544157819106462255,1.0000000072551976,6.529677776256904e-08,7.255197529174337e-09,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.92727e-40,CERTIFIED
atlas_A,1.0,1.0,1.0,0.9999999999,9.0,9.00000000652967771479624184819568867448239069,9.00000000652967771479624184819568867448900285,9.00000000652967771479624184819568867448569677,1.0000000007255199,6.5296781315282715e-09,7.255197923920301e-10,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.92727e-40,CERTIFIED
atlas_A,3.16227766017,3.16227766017,3.16227766017,0.6666666766666667,28.460498941530002,167583913058137019531016.604380561831112539714,167583913058137019531016.604380561831112539924,167583913058137019531016.604380561831112539819,5.888298494078611e+21,1.6758391305813703e+23,5.888298494078611e+21,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.54578e-50,CERTIFIED
atlas_A,3.16227766017,3.16227766017,3.16227766017,0.6666667666666667,28.460498941530002,167584131551687227055.193848312382646438227201,167584131551687227055.193848312382646438227222,167584131551687227055.193848312382646438227211,5.888306171159419e+18,1.675841315516872e+20,5.888306171159419e+18,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.54578e-50,CERTIFIED
atlas_A,3.16227766017,3.16227766017,3.16227766017,0.6666676666666667,28.460498941530002,167586316487189314.270061849770402558452982878,167586316487189314.270061849770402558452982881,167586316487189314.270061849770402558452982879,5888382941967499.0,1.6758631648718928e+17,5888382941967497.0,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.5458e-50,CERTIFIED
atlas_A,3.16227766017,3.16227766017,3.16227766017,0.6666766666666667,28.460498941530002,167608165842222.157950040343680651151105755738,167608165842222.157950040343680651152909490918,167608165842222.157950040343680651152007621712,5889150650048.714,167608165842193.7,5889150650047.714,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.32799e-40,CERTIFIED
atlas_A,3.16227766017,3.16227766017,3.16227766017,0.6667666666666666,28.460498941530002,167826659404.506505835283376983774790335741561,167826659404.506505835283376983774790516636833,167826659404.506505835283376983774790426189197,5896827731.280959,167826659376.046,5896827730.280959,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.32957e-40,CERTIFIED
atlas_A,3.16227766017,3.16227766017,3.16227766017,0.6676666666666666,28.460498941530002,170011606.829269069690856482918496194719861071,170011606.829269069690856482918496194744941301,170011606.829269069690856482918496194732399645,5973598.958280577,170011578.36877015,5973597.958280577,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.34564e-40,CERTIFIED
atlas_A,3.16227766017,3.16227766017,3.16227766017,0.6766666666666666,28.460498941530002,191871.536028321351014043462600267538549174556,191871.536028321351014043462600267538551518774,191871.53602832135101404346260026753855034516,6741.67857782491,191843.0755293798,6740.67857782491,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.53432e-40,CERTIFIED
