family,beta12,beta13,beta23,alpha,T1,T_alpha_L,T_alpha_U,T_alpha_mid,ratio_mid,W_mid,W_over_T1_mid,x1_hat,x2_hat,x3_hat,x_enclosure_radius,evidence
atlas_A,0.001,0.001,0.001,0.99,0.009,0.0428744223169142325377984722555205452634672039,0.0428744223169142325377984722555205452636480051,0.0428744223169142325377984722555205452635576045,4.76382470187936,0.03387442231691423,3.7638247018793596,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.12435e-40,CERTIFIED
atlas_A,0.001,0.001,0.001,0.999,0.009,0.0106883916472615672715821196905193719376146529,0.0106883916472615672715821196905193719377007487,0.0106883916472615672715821196905193719376577008,1.187599071917952,0.0016883916472615682,0.18759907191795203,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.12395e-40,CERTIFIED
atlas_A,0.001,0.001,0.001,0.9999,0.009,0.00915625691502751661118404203441651348435106362,0.00915625691502751661118404203441651348442550059,0.00915625691502751661118404203441651348438819242,1.017361879447502,0.00015625691502751775,0.017361879447501973,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.76516e-40,CERTIFIED
atlas_A,0.001,0.001,0.001,0.99999,0.009,0.00901550500457305016518447786956873402923293411,0.00901550500457305016518447786956873402928333601,0.00901550500457305016518447786956873402925804538,1.0017227782858946,1.5505004573051e-05,0.0017227782858945555,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.8454e-40,CERTIFIED
atlas_A,0.001,0.001,0.001,0.999999,0.009,0.00900154929873042285535999960408645902513092815,0.00900154929873042285535999960408645902518150942,0.00900154929873042285535999960408645902515621878,1.0001721443033804,1.549298730424073e-06,0.00017214430338045257,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.85362e-40,CERTIFIED
atlas_A,0.001,0.001,0.001,0.9999999,0.009,0.00900015491786091564011097844548967465973213052,0.00900015491786091564011097844548967465980567067,0.0090001549178609156401109784454896746597689006,1.0000172130956573,1.5491786091621773e-07,1.7213095657357526e-05,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.85445e-40,CERTIFIED
atlas_A,0.001,0.001,0.001,0.99999999,0.009,0.00900001549166597543969989494876245663036643504,0.00900001549166597543969989494876245663044033392,0.00900001549166597543969989494876245663040338448,1.0000017212962196,1.5491665976072322e-08,1.7212962195635915e-06,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.85453e-40,CERTIFIED
atlas_A,0.001,0.001,0.001,0.999999999,0.009,0.00900000154916539638786901710658428190477073813,0.00900000154916539638786901710658428190482167813,0.00900000154916539638786901710658428190479620813,1.0000001721294884,1.5491653966581698e-09,1.7212948851757444e-07,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.85454e-40,CERTIFIED
atlas_A,0.001,0.001,0.001,0.9999999999,0.009,0.00900000015491652762723103412607458181661118446,0.00900000015491652762723103412607458181668490397,0.0090000001549165276272310341260745818166481339,1.0000000172129475,1.5491652752275265e-10,1.7212947502528074e-08,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.85454e-40,CERTIFIED
atlas_A,0.00316227766017,0.00316227766017,0.00316227766017,0.6666666766666667,0.028460498941529997,167583884250459135855867.401103074572922834619,167583884250459135855867.401103074572922834829,167583884250459135855867.401103074572922834724,5.888297481879988e+24,1.6758388425045913e+23,5.888297481879988e+24,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.54578e-50,CERTIFIED
atlas_A,0.00316227766017,0.00316227766017,0.00316227766017,0.6666667666666667,0.028460498941529997,167583843474908390290.367038555665094949903266,167583843474908390290.367038555665094949903287,167583843474908390290.367038555665094949903277,5.888296049173174e+21,1.6758384347490838e+20,5.888296049173174e+21,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.54578e-50,CERTIFIED
atlas_A,0.00316227766017,0.00316227766017,0.00316227766017,0.6666676666666667,0.028460498941529997,167583435719400933.287173188997316923374976223,167583435719400933.287173188997316923374976226,167583435719400933.287173188997316923374976224,5.88828172210504e+18,1.6758343571940093e+17,5.88828172210504e+18,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.54578e-50,CERTIFIED
atlas_A,0.00316227766017,0.00316227766017,0.00316227766017,0.6666766666666667,0.028460498941529997,167579358164325.015064552343194759630961603889,167579358164325.015064552343194759632764919017,167579358164325.015064552343194759631863263068,5888138451423655.0,167579358164324.97,5888138451423654.0,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.32781e-40,CERTIFIED
atlas_A,0.00316227766017,0.00316227766017,0.00316227766017,0.6667666666666666,0.028460498941529997,167538582612.217637572112232732196085559522393,167538582612.217637572112232732196085739928571,167538582612.21763757211223273219608564972706,5886705744562.432,167538582612.18918,5886705744561.432,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.32781e-40,CERTIFIED
atlas_A,0.00316227766017,0.00316227766017,0.00316227766017,0.6676666666666666,0.028460498941529997,167130825.742902640777173428092332269250193795,167130825.742902640777173428092332269274731683,167130825.742902640777173428092332269262461198,5872378628.577827,167130825.71444213,5872378627.577827,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.32783e-40,CERTIFIED
atlas_A,0.00316227766017,0.00316227766017,0.00316227766017,0.6766666666666666,0.028460498941529997,163051.908342794789479877304344925981238939021,163051.908342794789479877304344925981240846896,163051.908342794789479877304344925981239892958,5729060.079999754,163051.87988229585,5729059.079999755,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.32799e-40,CERTIFIED
atlas_A,0.00316227766017,0.00316227766017,0.00316227766017,0.7,0.028460498941529997,4115.64471017769986992500203187024145008506534,4115.64471017769986992500203187024145010725867,4115.64471017769986992500203187024145009616201,144609.01471309375,4115.616249678758,144608.01471309373,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.32846e-40,CERTIFIED
atlas_A,0.00316227766017,0.00316227766017,0.00316227766017,0.75,0.028460498941529997,222.98017757858977599179448079210954010801087,222.980177578589775991794480792109540108381151,222.98017757858977599179448079210954010819601,7834.724824631015,222.95171707964823,7833.724824631014,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.32978e-40,CERTIFIED
atlas_A,0.00316227766017,0.00316227766017,0.00316227766017,0.7666666666666667,0.028460498941529997,120.916270496893811150966804212905981865286368,120.916270496893811150966804212905981865525875,120.916270496893811150966804212905981865405387,4248.564677144536,120.88780999795229,4247.564677144536,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.33037e-40,CERTIFIED
atlas_A,0.00316227766017,0.00316227766017,0.00316227766017,0.8,0.028460498941529997,43.8643211104440333162053567671694327860518217,43.8643211104440333162053567671694327861076577,43.8643211104440333162053567671694327860797397,1541.2351413993147,43.835860611502504,1540.235141399315,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.33196e-40,CERTIFIED
atlas_A,0.00316227766017,0.00316227766017,0.00316227766017,0.85,0.028460498941529997,12.4100876267593710488897562698833510280587184,12.4100876267593710488897562698833510280763508,12.4100876267593710488897562698833510280675346,436.0460318090341,12.38162712781784,435.0460318090341,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.3364e-40,CERTIFIED
atlas_A,0.00316227766017,0.00316227766017,0.00316227766017,0.9,0.028460498941529997,3.67309405236068435281456000633620324843437849,3.67309405236068435281456000633620324843984271,3.67309405236068435281456000633620324843708764,129.05936961635095,3.6446335534191547,128.05936961635095,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.34879e-40,CERTIFIED
atlas_A,0.00316227766017,0.00316227766017,0.00316227766017,0.9,0.028460498941529997,3.67309405236068435281456000633620324843437849,3.67309405236068435281456000633620324843984271,3.67309405236068435281456000633620324843708764,129.05936961635095,3.6446335534191547,128.05936961635095,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.34879e-40,CERTIFIED
atlas_A,0.00316227766017,0.00316227766017,0.00316227766017,0.95,0.028460498941529997,0.775904981961265162561406304586914859622334826,0.775904981961265162561406304586914859623953426,0.775904981961265162561406304586914859623149866,27.262522120757787,0.7474444830197351,26.262522120757787,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.41691e-40,CERTIFIED
atlas_A,0.00316227766017,0.00316227766017,0.00316227766017,0.99,0.028460498941529997,0.0725956606705519980692664394760366436787625925,0.0725956606705519980692664394760366436789807018,0.0725956606705519980692664394760366436788716471,2.550751510705924,0.044135161729022,1.5507515107059242,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,5.78733e-40,CERTIFIED
atlas_A,0.00316227766017,0.00316227766017,0.00316227766017,0.999,0.028460498941529997,0.0313545699482545405954441197085276986610038772,0.0313545699482545405954441197085276986611545448,0.031354569948254540595444119708527698661079211,1.1016872899055705,0.002894071006724546,0.1016872899055706,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.83637e-40,CERTIFIED
atlas_A,0.00316227766017,0.00316227766017,0.00316227766017,0.9999,0.028460498941529997,0.0287375250153471728445121031102212852387478677,0.0287375250153471728445121031102212852388845447,0.0287375250153471728445121031102212852388163856,1.009733704050175,0.00027702607381717426,0.009733704050175086,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.16981e-40,CERTIFIED
atlas_A,0.00316227766017,0.00316227766017,0.00316227766017,0.99999,0.028460498941529997,0.0284880806751205046331925384226986304154382747,0.0284880806751205046331925384226986304155315451,0.0284880806751205046331925384226986304154849099,1.0009691233329103,2.758173359050653e-05,0.0009691233329103321,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.20783e-40,CERTIFIED
atlas_A,0.00316227766017,0.00316227766017,0.00316227766017,0.999999,0.028460498941529997,0.0284632559090859500306296996738159807083351107,0.0284632559090859500306296996738159807084301748,0.0284632559090859500306296996738159807083824633,1.0000968699656887,2.756967555951617e-06,9.686996568878165e-05,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21169e-40,CERTIFIED
atlas_A,0.00316227766017,0.00316227766017,0.00316227766017,0.9999999,0.028460498941529997,0.0284607746262304984856932528396047450008851286,0.0284607746262304984856932528396047450010232406,0.0284607746262304984856932528396047450009540052,1.0000096865729962,2.756847005021268e-07,9.68657299608488e-06,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21207e-40,CERTIFIED
atlas_A,0.00316227766017,0.00316227766017,0.00316227766017,0.99999999,0.028460498941529997,0.0284605265098795018178485277374177013668333155,0.0284605265098795018178485277374177013669696338,0.0284605265098795018178485277374177013669014747,1.0000009686530642,2.7568349506013057e-08,9.686530641170489e-07,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21211e-40,CERTIFIED
atlas_A,0.00316227766017,0.00316227766017,0.00316227766017,0.999999999,0.028460498941529997,0.0284605016983637447044120942763065428061399977,0.0284605016983637447044120942763065428062357792,0.0284605016983637447044120942763065428061877091,1.000000096865264,2.7568337473971027e-09,9.686526413541854e-08,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21211e-40,CERTIFIED
atlas_A,0.00316227766017,0.00316227766017,0.00316227766017,0.9999999999,0.028460498941529997,0.0284604992172133624156704162917920143624181747,0.0284604992172133624156704162917920143625562867,0.0284604992172133624156704162917920143624874101,1.000000009686526,2.756833650252588e-10,9.686526072210821e-09,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21211e-40,CERTIFIED
atlas_A,0.01,0.01,0.01,0.6666666766666667,0.09000000000000002,167583884312811686735898.211832260893706213868,167583884312811686735898.211832260893706214078,167583884312811686735898.211832260893706213973,1.8620431590312404e+24,1.675838843128117e+23,1.8620431590312404e+24,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.54578e-50,CERTIFIED
atlas_A,0.01,0.01,0.01,0.6666667666666667,0.09000000000000002,167583844098433899090.700264553980133083129483,167583844098433899090.700264553980133083129504,167583844098433899090.700264553980133083129493,1.8620427122048206e+21,1.675838440984339e+20,1.8620427122048206e+21,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.54578e-50,CERTIFIED
atlas_A,0.01,0.01,0.01,0.6666676666666667,0.09000000000000002,167583441954656021.315624187578227165540972791,167583441954656021.315624187578227165540972794,167583441954656021.315624187578227165540972792,1.862038243940622e+18,1.6758344195465603e+17,1.862038243940622e+18,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.54578e-50,CERTIFIED
atlas_A,0.01,0.01,0.01,0.6666766666666667,0.09000000000000002,167579420516875.92046812239472138779152510143,167579420516875.920468122394721387793328345472,167579420516875.920468122394721387792426725066,1861993561298620.8,167579420516875.8,1861993561298619.8,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.32781e-40,CERTIFIED
atlas_A,0.01,0.01,0.01,0.6667666666666666,0.09000000000000002,167539206137.751813883424387765521041361208153,167539206137.751813883424387765521041541623798,167539206137.751813883424387765521041451415976,1861546734863.9084,167539206137.6618,1861546734862.9084,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.32782e-40,CERTIFIED
atlas_A,0.01,0.01,0.01,0.6676666666666666,0.09000000000000002,167137061.023398921736455427206207042153882894,167137061.023398921736455427206207042178408456,167137061.023398921736455427206207042166147216,1857078455.8155432,167137060.93339893,1857078454.8155432,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.32787e-40,CERTIFIED
atlas_A,0.01,0.01,0.01,0.6766666666666666,0.09000000000000002,163114.286633518458558667884231841700000803297,163114.286633518458558667884231841700002681078,163114.286633518458558667884231841700001742187,1812380.962594649,163114.19663351847,1812379.962594649,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.32838e-40,CERTIFIED
atlas_A,0.01,0.01,0.01,0.7,0.09000000000000002,4121.28311817614147180247484988433580780543709,4121.28311817614147180247484988433580782716022,4121.28311817614147180247484988433580781625164,45792.03464640156,4121.193118176141,45791.03464640155,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.32986e-40,CERTIFIED
atlas_A,0.01,0.01,0.01,0.75,0.09000000000000002,223.907186618455582890991300523507209489726464,223.907186618455582890991300523507209490099683,223.907186618455582890991300523507209489914543,2487.85762909395,223.81718661845557,2486.85762909395,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.33405e-40,CERTIFIED
atlas_A,0.01,0.01,0.01,0.7666666666666667,0.09000000000000002,121.569903033352723137898071489890931628932383,121.569903033352723137898071489890931629173359,121.569903033352723137898071489890931629052871,1350.7767003705853,121.47990303335271,1349.7767003705853,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.33594e-40,CERTIFIED
atlas_A,0.01,0.01,0.01,0.8,0.09000000000000002,44.2473893399715426259842217415308905576652137,44.2473893399715426259842217415308905577232537,44.2473893399715426259842217415308905576946011,491.637659333017,44.15738933997154,490.6376593330169,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.34101e-40,CERTIFIED
atlas_A,0.01,0.01,0.01,0.85,0.09000000000000002,12.632079492032435698894895090851479976558831,12.6320794920324356988948950908514799765766471,12.6320794920324356988948950908514799765676472,140.35643880036037,12.542079492032435,139.35643880036037,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.35525e-40,CERTIFIED
atlas_A,0.01,0.01,0.01,0.9,0.09000000000000002,3.82915449561893683926376596705476654994794209,3.82915449561893683926376596705476654995368181,3.82915449561893683926376596705476654995083491,42.546161062432624,3.739154495618937,41.546161062432624,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.39552e-40,CERTIFIED
atlas_A,0.01,0.01,0.01,0.9,0.09000000000000002,3.82915449561893683926376596705476654994794209,3.82915449561893683926376596705476654995368181,3.82915449561893683926376596705476654995083491,42.546161062432624,3.739154495618937,41.546161062432624,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.39552e-40,CERTIFIED
atlas_A,0.01,0.01,0.01,0.95,0.09000000000000002,0.898277669908563088104705387546222434631763361,0.898277669908563088104705387546222434633485276,0.898277669908563088104705387546222434632624319,9.980862998984032,0.808277669908563,8.98086299898403,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.62412e-40,CERTIFIED
atlas_A,0.01,0.01,0.01,0.99,0.09000000000000002,0.154631898108590278472526766897574930682839924,0.154631898108590278472526766897574930683138389,0.154631898108590278472526766897574930682989157,1.718132201206558,0.06463189810859024,0.7181322012065581,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.51726e-40,CERTIFIED
atlas_A,0.01,0.01,0.01,0.999,0.09000000000000002,0.0950509840158119340467870647049964926904685902,0.095050984015811934046787064704996492690738357,0.0950509840158119340467870647049964926906034736,1.0561220446201325,0.005050984015811916,0.05612204462013238,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.98915e-40,CERTIFIED
atlas_A,0.01,0.01,0.01,0.9999,0.09000000000000002,0.090492714788982097563204312255907634322316406,0.0904927147889820975632043122559076343225761282,0.0904927147889820975632043122559076343224469846,1.0054746087664674,0.0004927147889820793,0.005474608766467546,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.18824e-40,CERTIFIED
atlas_A,0.01,0.01,0.01,0.99999,0.09000000000000002,0.0900491493727468069832911703661435460809694401,0.0900491493727468069832911703661435460811531111,0.0900491493727468069832911703661435460810612756,1.0005461041416308,4.914937274677622e-05,0.0005461041416308468,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.20971e-40,CERTIFIED
atlas_A,0.01,0.01,0.01,0.999999,0.09000000000000002,0.0900049137179399685278438995635438549401504153,0.0900049137179399685278438995635438549403326514,0.0900049137179399685278438995635438549402422508,1.0000545968659993,4.913717939938889e-06,5.459686599932097e-05,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21187e-40,CERTIFIED
atlas_A,0.01,0.01,0.01,0.9999999,0.09000000000000002,0.0900004913596023761912884940193030815016918636,0.0900004913596023761912884940193030815019472811,0.0900004913596023761912884940193030815018195723,1.0000054595511372,4.913596023531364e-07,5.459551137257069e-06,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21209e-40,CERTIFIED
atlas_A,0.01,0.01,0.01,0.99999999,0.09000000000000002,0.0900000491358383231389396906437149882237102847,0.090000049135838323138939690643714988223968572,0.0900000491358383231389396906437149882238394284,1.0000005459537589,4.913583830090662e-08,5.459537588989623e-07,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21211e-40,CERTIFIED
atlas_A,0.01,0.01,0.01,0.999999999,0.09000000000000002,0.0900000049135826131708184998336756556070321707,0.0900000049135826131708184998336756556072144068,0.0900000049135826131708184998336756556071225713,1.000000054595362,4.913582582477538e-09,5.4595362027528183e-08,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21211e-40,CERTIFIED
atlas_A,0.01,0.01,0.01,0.9999999999,0.09000000000000002,0.0900000004913582491256528217130731375604290995,0.0900000004913582491256528217130731375606859519,0.0900000004913582491256528217130731375605582432,1.0000000054595357,4.913582180021692e-10,5.459535755579656e-09,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21211e-40,CERTIFIED
atlas_A,0.0316227766017,0.0316227766017,0.0316227766017,0.6666666766666667,0.2846049894153,167583884509987765438526.385376132496647535553,167583884509987765438526.385376132496647535763,167583884509987765438526.385376132496647535658,5.8882974909988934e+23,1.6758388450998776e+23,5.8882974909988934e+23,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.54578e-50,CERTIFIED
atlas_A,0.0316227766017,0.0316227766017,0.0316227766017,0.6666667666666667,0.2846049894153,167583846070194686117.059631877714549553047986,167583846070194686117.059631877714549553048007,167583846070194686117.059631877714549553047996,5.88829614036224e+20,1.675838460701947e+20,5.88829614036224e+20,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.54578e-50,CERTIFIED
atlas_A,0.0316227766017,0.0316227766017,0.0316227766017,0.6666676666666667,0.2846049894153,167583461672263891.656849838855885512635875806,167583461672263891.656849838855885512635875809,167583461672263891.656849838855885512635875808,5.888282633995693e+17,1.675834616722639e+17,5.888282633995693e+17,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.54578e-50,CERTIFIED
atlas_A,0.0316227766017,0.0316227766017,0.0316227766017,0.6666766666666667,0.2846049894153,167579617692954.701513287190735101959963012692,167579617692954.701513287190735101961766366594,167579617692954.701513287190735101960864688027,588814757033018.6,167579617692954.4,588814757033017.6,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.32781e-40,CERTIFIED
atlas_A,0.0316227766017,0.0316227766017,0.0316227766017,0.6667666666666666,0.2846049894153,167541177898.617266548150285621852024667317772,167541177898.617266548150285621852024847755505,167541177898.617266548150285621852024757538216,588679693363.1357,167541177898.33267,588679693362.1357,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.32783e-40,CERTIFIED
atlas_A,0.0316227766017,0.0316227766017,0.0316227766017,0.6676666666666666,0.2846049894153,167156778.709788946257982138777748072602950288,167156778.70978894625798213877774807262749742,167156778.709788946257982138777748072615223854,587329052.2882267,167156778.42518395,587329051.2882267,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.32799e-40,CERTIFIED
atlas_A,0.0316227766017,0.0316227766017,0.0316227766017,0.6766666666666666,0.2846049894153,163311.542189754036643391799487046004927474624,163311.542189754036643391799487046004929361433,163311.542189754036643391799487046004928416524,573818.2683489337,163311.25758476462,573817.2683489337,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.32962e-40,CERTIFIED
atlas_A,0.0316227766017,0.0316227766017,0.0316227766017,0.7,0.2846049894153,4139.11113781487821766522184708136286487343549,4139.11113781487821766522184708136286489591095,4139.1111378148782176652218470813628648846262,14543.354093399337,4138.826532825463,14542.354093399337,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.3343e-40,CERTIFIED
atlas_A,0.0316227766017,0.0316227766017,0.0316227766017,0.75,0.2846049894153,226.835606080268291203035122993300159666448997,226.83560608026829120303512299330015966683691,226.835606080268291203035122993300159666642953,797.0190773755771,226.551001090853,796.0190773755771,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.34773e-40,CERTIFIED
atlas_A,0.0316227766017,0.0316227766017,0.0316227766017,0.7666666666666667,0.2846049894153,123.633427575530976344066255538466094157144423,123.633427575530976344066255538466094157400093,123.633427575530976344066255538466094157272258,434.403584524385,123.34882258611567,433.403584524385,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.35383e-40,CERTIFIED
atlas_A,0.0316227766017,0.0316227766017,0.0316227766017,0.8,0.2846049894153,45.4542154222882741680544438593776269763677977,45.4542154222882741680544438593776269764287765,45.4542154222882741680544438593776269763986545,159.70983332256617,45.16961043287297,158.70983332256617,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.37033e-40,CERTIFIED
atlas_A,0.0316227766017,0.0316227766017,0.0316227766017,0.85,0.2846049894153,13.3265444922191295002080107979417532247688925,13.3265444922191295002080107979417532247878106,13.3265444922191295002080107979417532247784434,46.82470437218102,13.04193950280383,45.82470437218102,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.41732e-40,CERTIFIED
atlas_A,0.0316227766017,0.0316227766017,0.0316227766017,0.9,0.2846049894153,4.3081164414074627003663073706243400406061665,4.30811644140746270036630737062434004061222764,4.30811644140746270036630737062434004060919707,15.137178200066593,4.023511451992163,14.137178200066595,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.55333e-40,CERTIFIED
atlas_A,0.0316227766017,0.0316227766017,0.0316227766017,0.9,0.2846049894153,4.3081164414074627003663073706243400406061665,4.30811644140746270036630737062434004061222764,4.30811644140746270036630737062434004060919707,15.137178200066593,4.023511451992163,14.137178200066595,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,1.55333e-40,CERTIFIED
atlas_A,0.0316227766017,0.0316227766017,0.0316227766017,0.95,0.2846049894153,1.25246331622682796778540721781943303655635315,1.25246331622682796778540721781943303655839649,1.25246331622682796778540721781943303655736335,4.400707516758303,0.967858326811528,3.400707516758303,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.37534e-40,CERTIFIED
atlas_A,0.0316227766017,0.0316227766017,0.0316227766017,0.99,0.2846049894153,0.387915992473988030239480489217510135885404026,0.387915992473988030239480489217510135885886162,0.387915992473988030239480489217510135885645094,1.3629978633576765,0.10331100305868801,0.3629978633576764,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,2.28759e-40,CERTIFIED
atlas_A,0.0316227766017,0.0316227766017,0.0316227766017,0.999,0.2846049894153,0.293546989220950422011427068396446959835298624,0.293546989220950422011427068396446959835820938,0.293546989220950422011427068396446959835556911,1.0314189846918043,0.008941999805650414,0.03141898469180422,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.08357e-40,CERTIFIED
atlas_A,0.0316227766017,0.0316227766017,0.0316227766017,0.9999,0.2846049894153,0.285486442404524692379775979678338083123322631,0.285486442404524692379775979678338083123821986,0.285486442404524692379775979678338083123575178,1.0030971101070139,0.0008814529892247069,0.0030971101070138905,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.19875e-40,CERTIFIED
atlas_A,0.0316227766017,0.0316227766017,0.0316227766017,0.99999,0.2846049894153,0.284693008355358293292605478493857436471143271,0.284693008355358293292605478493857436471516353,0.284693008355358293292605478493857436471332682,1.0003092670309086,8.801894005827648e-05,0.0003092670309087164,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21077e-40,CERTIFIED
atlas_A,0.0316227766017,0.0316227766017,0.0316227766017,0.999999,0.2846049894153,0.284613790046824751515620706463784912137894403,0.284613790046824751515620706463784912138273224,0.284613790046824751515620706463784912138083813,1.0000309222671846,8.800631524752411e-06,3.092226718453763e-05,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21198e-40,CERTIFIED
atlas_A,0.0316227766017,0.0316227766017,0.0316227766017,0.9999999,0.2846049894153,0.284605869465828771586838676462493518468631515,0.28460586946582877158683867646249351846914809,0.284605869465828771586838676462493518468889802,1.0000030921823633,8.800505287842597e-07,3.092182363324897e-06,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.2121e-40,CERTIFIED
atlas_A,0.0316227766017,0.0316227766017,0.0316227766017,0.99999999,0.2846049894153,0.284605077420226641230214973311363980986216509,0.284605077420226641230214973311363980986727344,0.284605077420226641230214973311363980986474796,1.0000003092177927,8.800492662386361e-08,3.0921779271917634e-07,0.333333333333333333333333333333,0.333333333333333333333333333333,0.333333333333333333333333333333,3.21211e-40,CERTIFIED
