triple,beta12,beta13,beta23,alpha,T1,T_alpha,W_alpha,evidence
"no_pair_loops_(1,1,1)",1,1,1,0.666666676666667,9,1.67583895975694e+23,1.67583895975694e+23,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66666667726311,9,1.40848390076803e+23,1.40848390076803e+23,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666677895128,9,1.18378139647596e+23,1.18378139647596e+23,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666678564843,9,9.94926783671126e+22,9.94926783671126e+22,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666679274502,9,8.36201123135078e+22,8.36201123135078e+22,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666680026488,9,7.02797710172932e+22,7.02797710172932e+22,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666680823326,9,5.90676856880156e+22,5.90676856880156e+22,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666681667691,9,4.96443213550462e+22,4.96443213550462e+22,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666682562417,9,4.172431193211e+22,4.172431193211e+22,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666683510509,9,3.50678217546236e+22,3.50678217546236e+22,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666684515149,9,2.94732753256184e+22,2.94732753256184e+22,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66666668557971,9,2.47712548601997e+22,2.47712548601997e+22,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666686707767,9,2.08193723375636e+22,2.08193723375636e+22,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666687903105,9,1.74979527857124e+22,1.74979527857124e+22,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666689169739,9,1.47064162192155e+22,1.47064162192155e+22,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66666669051192,9,1.23602275516465e+22,1.23602275516465e+22,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666691934155,9,1.03883382581751e+22,1.03883382581751e+22,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666693441218,9,8.73103429981387e+21,8.73103429981387e+21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666695038169,9,7.3381283680268e+21,7.3381283680268e+21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666696730369,9,6.16743982274919e+21,6.16743982274919e+21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666698523499,9,5.18351711636142e+21,5.18351711636142e+21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666700423579,9,4.35656449710362e+21,4.35656449710362e+21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666702436989,9,3.66153977665091e+21,3.66153977665091e+21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666704570486,9,3.07739593027306e+21,3.07739593027306e+21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666706831235,9,2.58644344696839e+21,2.58644344696839e+21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666709226825,9,2.17381509057122e+21,2.17381509057122e+21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666711765299,9,1.82701542684987e+21,1.82701542684987e+21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666714455177,9,1.53554246746557e+21,1.53554246746557e+21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666717305492,9,1.29056964483455e+21,1.29056964483455e+21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666720325813,9,1.08467856430523e+21,1.08467856430523e+21,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666723526278,9,9.11634337803545e+20,9.11634337803545e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666726917633,9,7.66196718286645e+20,7.66196718286645e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666730511263,9,6.43961504733851e+20,6.43961504733851e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666734319233,9,5.41227083580739e+20,5.41227083580739e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666738354327,9,4.54882405629384e+20,4.54882405629384e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666742630091,9,3.82312724476351e+20,3.82312724476351e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66666674716088,9,3.21320452178617e+20,3.21320452178617e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666751961906,9,2.70058583125078e+20,2.70058583125078e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666757049286,9,2.26974779969102e+20,2.26974779969102e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666762440099,9,1.90764353100561e+20,1.90764353100561e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666768152444,9,1.60330755465335e+20,1.60330755465335e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666774205498,9,1.34752384553456e+20,1.34752384553456e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666780619582,9,1.1325465900004e+20,1.1325465900004e+20,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66666678741623,9,9.51865743693939e+19,9.51865743693939e+19,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66666679461826,9,8.00009817385935e+19,8.00009817385935e+19,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666802249851,9,6.7238023133069e+19,6.7238023133069e+19,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666810336623,9,5.65112036529627e+19,5.65112036529627e+19,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666818905725,9,4.749568759425e+19,4.749568759425e+19,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666827985925,9,3.99184620842275e+19,3.99184620842275e+19,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666837607709,9,3.3550069537123e+19,3.3550069537123e+19,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666847803377,9,2.81976585680262e+19,2.81976585680262e+19,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66666685860716,9,2.36991446055668e+19,2.36991446055668e+19,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666870055327,9,1.99183012548524e+19,1.99183012548524e+19,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666882186313,9,1.67406348120667e+19,1.67406348120667e+19,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666895040844,9,1.40699174235879e+19,1.40699174235879e+19,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666908662074,9,1.1825273012972e+19,1.1825273012972e+19,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666923095735,9,9.9387279881332e+18,9.9387279881332e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666938390282,9,8.3531529627499e+18,8.3531529627499e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666954597062,9,7.0205326609999e+18,7.0205326609999e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666971770485,9,5.90051198105422e+18,5.90051198105422e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666666989968206,9,4.95917380043298e+18,4.95917380043298e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667009251318,9,4.16801202223276e+18,4.16801202223276e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667029684559,9,3.50306825032215e+18,3.50306825032215e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667051336528,9,2.94420628492611e+18,2.94420628492611e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667074279914,9,2.47450237137546e+18,2.47450237137546e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667098591744,9,2.07973267101827e+18,2.07973267101827e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667124353638,9,1.74794255658738e+18,1.74794255658738e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667151652083,9,1.4690845787239e+18,1.4690845787239e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667180578726,9,1.23471420746833e+18,1.23471420746833e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66666721123068,9,1.03773411208519e+18,1.03773411208519e+18,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66666724371085,9,8.72179235247373e+17,8.72179235247373e+17,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667278128279,9,7.33036153175521e+17,7.33036153175521e+17,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667314598514,9,6.1609126196082e+17,6.1609126196082e+17,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667353243992,9,5.17803171620853e+17,5.17803171620853e+17,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667394194455,9,4.35195469770324e+17,4.35195469770324e+17,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667437587381,9,3.6576658597084e+17,3.6576658597084e+17,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667483568452,9,3.07414037295726e+17,3.07414037295726e+17,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667532292033,9,2.58370760440941e+17,2.58370760440941e+17,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667583921701,9,2.17151601037772e+17,2.17151601037772e+17,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667638630787,9,1.82508338602651e+17,1.82508338602651e+17,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667696602962,9,1.53391887547108e+17,1.53391887547108e+17,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66666775803285,9,1.28920528029206e+17,1.28920528029206e+17,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667823126684,9,1.08353205472007e+17,1.08353205472007e+17,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667892102997,9,9.10670894932995e+16,9.10670894932995e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666667965193359,9,7.65387128465712e+16,7.65387128465711e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666668042643148,9,6.43281197259388e+16,6.43281197259388e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66666812471238,9,5.40655425759716e+16,5.40655425759716e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666668211676578,9,4.54402047780223e+16,4.54402047780223e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666668303827701,9,3.81909094150267e+16,3.81909094150267e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666668401475117,9,3.20981296439334e+16,3.20981296439334e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666668504946651,9,2.69773608108087e+16,2.69773608108087e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666668614589678,9,2.26735332119347e+16,2.26735332119347e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666668730772293,9,1.90563161864172e+16,1.90563161864172e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666668853884545,9,1.60161713696802e+16,1.60161713696802e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666668984339748,9,1.34610355892234e+16,1.34610355892234e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666669122575868,9,1.13135329801541e+16,1.13135329801541e+16,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666669269056992,9,9.50863182057406e+15,9.50863182057405e+15,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666669424274889,9,7.99167522874875e+15,7.99167522874874e+15,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666669588750657,9,6.71672599896191e+15,6.7167259989619e+15,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666669763036477,9,5.64517551840691e+15,5.6451755184069e+15,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666669947717462,9,4.74457459527226e+15,4.74457459527225e+15,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666670143413626,9,3.98765081532894e+15,3.98765081532893e+15,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666670350781961,9,3.35148266986077e+15,3.35148266986076e+15,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666670570518648,9,2.81680542888642e+15,2.81680542888641e+15,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666670803361388,9,2.36742775910837e+15,2.36742775910836e+15,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666671050091883,9,1.98974141013531e+15,1.9897414101353e+15,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66667131153846,9,1.67230912226323e+15,1.67230912226322e+15,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666671588578849,9,1.4055182772651e+15,1.40551827726509e+15,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666671882143135,9,1.18128980471499e+15,1.18128980471498e+15,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666672193216873,9,992833527593510,992833527593501,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666672522844405,9,834442538441126,834442538441116,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666672872132358,9,701320380314569,701320380314560,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666673242253367,9,589435798257360,589435798257351,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666673634450005,9,495400662639264,495400662639255,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66667405003896,9,416367368371230,416367368371221,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66667449041545,9,349942602461331,349942602461322,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666674957057912,9,294114868449599,294114868449590,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666675451532965,9,247193573380674,247193573380665,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666675975500663,9,207757832687850,207757832687841,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666676530720078,9,174613442097404,174613442097395,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666677119055197,9,146756714362468,146756714362459,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666677742481186,9,123344085126677,123344085126668,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666678403091018,9,103666567766203,103666567766194,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666679103102497,9,87128283559456.9,87128283559447.9,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666679844865711,9,73228417050739.2,73228417050730.2,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666680630870915,9,61546050143495.1,61546050143486.1,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666681463756893,9,51727415722215.2,51727415722206.2,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666682346319819,9,43475184722873,43475184722864,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666683281522644,9,36539462313459.6,36539462313450.6,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666684272505039,9,30710220491782.9,30710220491773.9,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666685322593942,9,25810937944246,25810937944237,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666686435314721,9,21693254571823.3,21693254571814.3,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666687614403016,9,18232478799806.8,18232478799797.8,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666688863817274,9,15323811634003.3,15323811633994.3,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666690187752041,9,12879173105247.2,12879173105238.2,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666691590652045,9,10824535009095.6,10824535009086.6,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666693077227118,9,9097679165858.24,9097679165849.24,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666694652468004,9,7646313315031.78,7646313315022.78,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66669632166312,9,6426487589633.52,6426487589624.52,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666698090416304,9,5401263618614.65,5401263618605.65,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666699964665634,9,4539595952412.55,4539595952403.55,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66670195070336,9,3815391940214.37,3815391940205.37,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666704055197027,9,3206721589461.59,3206721589452.59,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666706285211866,9,2695153479567.52,2695153479558.52,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666708648234505,9,2265196620203.85,2265196620194.85,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666711152198109,9,1903831352874.47,1903831352865.47,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666713805509012,9,1600115089495.74,1600115089486.74,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666716617074936,9,1344850949065.63,1344850949056.63,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.6667195963349,9,1130309258374.57,1130309258365.57,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666722753290909,9,949993482880.637,949993482871.637,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666726098541527,9,798443499454.866,798443499445.866,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666729643317467,9,671070253918.34,671070253909.34,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666733399519287,9,564016796374.691,564016796365.691,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666737379757347,9,474041486069.814,474041486060.814,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666741597394146,9,398419829065.642,398419829056.642,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666746066589179,9,334861976125.304,334861976116.304,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666750802346474,9,281443382486.208,281443382477.208,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666755820564966,9,236546529727.851,236546529718.851,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666761138091871,9,198811944964.048,198811944955.048,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666766772779247,9,167097034124.129,167097034115.129,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666772743543927,9,140441482701.964,140441482692.964,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666779070431024,9,118038176238.8,118038176229.8,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666785774681232,9,99208759960.6979,99208759951.6979,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666792878802131,9,83383097464.1701,83383097455.1701,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66680040664375,9,70082006419.6813,70082006410.6813,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666808383478639,9,58902748501.5569,58902748492.5569,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666816836086713,9,49506834149.0542,49506834140.0542,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666825792845157,9,41609772869.062,41609772860.062,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666835283823696,9,34972458697.2373,34972458688.2373,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666845340885544,9,29393929958.6019,29393929949.6019,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666855997794376,9,24705284080.1926,24705284071.1926,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666867290327678,9,20764563185.7709,20764563176.7709,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666879256396864,9,17452455601.9021,17452455592.9021,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666891936174548,9,14668683110.4247,14668683101.4247,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666905372229415,9,12328964547.7428,12328964538.7428,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666919609669129,9,10362463805.5362,10362463796.5362,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666934696291775,9,8709644954.65534,8709644945.65534,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666950682746323,9,7320469542.9866,7320469533.9866,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666967622702667,9,6152881479.70211,6152881470.70211,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.666985573031808,9,5171533626.24819,5171533617.24819,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667004593996783,9,4346717534.69808,4346717525.69808,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667024749454976,9,3653463924.4821,3653463915.4821,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667046107072505,9,3070786659.79062,3070786650.79062,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667068738551391,9,2581047334.53579,2581047325.53579,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667092719870275,9,2169421224.36343,2169421215.36343,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667118131539495,9,1823448434.49487,1823448425.49487,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667145058871377,9,1532656652.08142,1532656643.08142,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667173592266644,9,1288244079.99168,1288244070.99168,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667203827517915,9,1082812951.26215,1082812942.26215,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667235866131295,9,910145555.137201,910145546.137201,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667269815667157,9,765015992.816809,765015983.816809,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667305790101244,9,643031963.004218,643031954.004218,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667343910207308,9,540501786.635233,540501777.635233,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667384303962572,9,454322644.433745,454322635.433745,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667427106977381,9,381886643.246687,381886634.246687,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66747246295047,9,321001866.988137,321001857.988137,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667520524151393,9,269826021.735094,269826012.735094,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667571451931725,9,226810665.883062,226810656.883062,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667625417266748,9,190654336.762398,190654327.762398,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66768260132946,9,160263154.505961,160263145.505961,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667743196098802,9,134717710.362664,134717701.362664,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667807405004176,9,113245236.931495,113245227.931495,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667875443608401,9,95196217.7282731,95196208.7282731,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.667947540331402,9,80024727.9079063,80024718.9079063,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.668023937217061,9,67271910.9409222,67271901.9409222,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.668104890745814,9,56552090.9917387,56552081.9917387,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.668190672695706,9,47541100.5500645,47541091.5500645,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.66828157105481,9,39966469.9389753,39966460.9389753,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.668377890988062,9,33599181.6948646,33599172.6948646,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.668479955861763,9,28246740.1944583,28246731.1944583,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.668588108329191,9,23747346.7245864,23747337.7245864,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.668702711480957,9,19965003.6593424,19964994.6593424,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.668824150063978,9,16785399.5381924,16785390.5381924,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.668952831773153,9,14112450.4809936,14112441.4809936,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.669089188620082,9,11865393.2461621,11865384.2461621,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.669233678383419,9,9976341.93893183,9976332.93893183,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.669386786145729,9,8388234.41325422,8388225.41325422,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.669549025922018,9,7053106.20809744,7053097.20809744,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.669720942385384,9,5930639.77445975,5930630.77445975,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.669903112695601,9,4986945.08292711,4986936.08292711,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.670096148436769,9,4193534.70602825,4193525.70602825,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.670300697670525,9,3526462.35648659,3526453.35648659,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.670517447111728,9,2965598.81039668,2965589.81039668,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.670747124433902,9,2494023.30289495,2494014.30289495,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.67099050071219,9,2097511.97914464,2097502.97914464,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.671248393012015,9,1764107.9211122,1764098.9211122,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.671521667132144,9,1483759.73967423,1483750.73967423,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.671811240511352,9,1248017.79682162,1248008.79682162,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.67211808530846,9,1049778.86690495,1049769.86690495,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.672443231666078,9,883071.511840411,883062.511840411,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.672787771169006,9,742875.677329301,742866.677329301,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.673152860508921,9,624971.052733757,624962.052733757,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.673539725367628,9,525809.60766771,525800.60766771,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.673949664531935,9,442408.449930451,442399.449930451,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.674384054253956,9,372259.764299106,372250.764299106,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.674844352871474,9,313255.108502659,313246.108502659,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.675332105703892,9,263621.777078925,263612.777078925,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.675848950240194,9,221869.30891033,221860.30891033,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.676396621636343,9,186744.521098007,186735.521098007,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.676976958540561,9,157193.709754193,157184.709754193,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.677591909266059,9,132330.8750773,132321.8750773,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.67824353833194,9,111411.010283668,111402.010283668,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.678934033394218,9,93807.6471194497,93798.6471194497,FLOAT
"no_pair_loops_(1,1,1)",1,1,1,0.679665712590243,9,78993.979400982,78984.979400982,FLOAT
