triple,beta12,beta13,beta23,alpha,T1,T_Phi=T1/rho_alpha,T_alpha,certified_fraction_(TPhi-T1)/(Talpha-T1),TPhi_over_Talpha,limit_alpha_to_1_2sqrt(SG)/(S+G),evidence
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.708077509410841,21.5199353501965,1635.68584551491,3408.96426141359,0.476514373312392,0.479819006620106,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.710547432483875,21.5199353501965,1453.78267458023,2917.29306784244,0.494604609442369,0.49833274915208,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.713164672529529,21.5199353501965,1291.96977243672,2498.33756469951,0.512936367228733,0.51713178823059,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.715938016173855,21.5199353501965,1148.03835422195,2141.12728673671,0.531475048024748,0.536184075245557,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.718876774115565,21.5199353501965,1020.02188948032,1836.37259521565,0.550183481123009,0.555454754736492,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.721990812384003,21.5199353501965,906.16956406179,1576.20414303695,0.569022071709263,0.574906218883441,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.725290585461487,21.5199353501965,804.922647369903,1353.95306973508,0.587948987309869,0.594498188572664,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.728787171381207,21.5199353501965,714.89344699059,1163.96551982906,0.606920382957832,0.614187821556417,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.732492308918514,21.5199353501965,634.846567526859,1001.44609008586,0.625890664528804,0.633929847858737,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.736418437000464,21.5199353501965,563.682221451623,862.325662955664,0.644812788853676,0.653676732198336,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.740578736465914,21.5199353501965,500.421367387216,743.149800237707,0.663638598316149,0.673378862817629,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.744987174316374,21.5199353501965,444.192475797142,640.98447434928,0.682319186712269,0.692984765735677,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.749658550606174,21.5199353501965,394.219743963412,553.336422406683,0.700805292209057,0.712441343096106,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.754608548129361,21.5199353501965,349.812601615581,478.085835833951,0.719047712318292,0.731694133973628,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.759853785070145,21.5199353501965,310.356365937639,413.429458132668,0.736997734928121,0.750687595749519,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.765411870793641,21.5199353501965,275.303920139351,357.832466489566,0.754607578639364,0.769365403984044,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.771301464964215,21.5199353501965,244.168303547347,309.987768081498,0.771830834963634,0.787670768619339,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.777542340189913,21.5199353501965,216.51611343343,268.781556841976,0.788622904382741,0.805546764359004,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.784155448403264,21.5199353501965,191.961629717956,233.264157457691,0.804941417864207,0.822936673212532,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.791162991201332,21.5199353501965,170.161583411561,202.625335833432,0.820746635190061,0.839784337489965,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.798588494381158,21.5199353501965,150.810498319717,176.173383713633,0.836001811389855,0.8560345220187,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.806456886920807,21.5199353501965,133.636543248104,153.317393376817,0.850673522665828,0.871633285074559,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.814794584671205,21.5199353501965,118.397838816099,133.552229521071,0.86473194343536,0.886528358535705,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.823629579039712,21.5199353501965,104.879169103454,116.445782323426,0.878151066450492,0.900669539169347,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.83299153096317,21.5199353501965,92.8890538034045,101.628150446188,0.890908858319816,0.914009094877597,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.842911870485915,21.5199353501965,82.257141407552,88.7824573826099,0.902987343056904,0.926502192353868,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.853423902277057,21.5199353501965,72.831888268945,77.637050584367,0.914372606372038,0.938107356226776,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.864562917441269,21.5199353501965,64.4784922381017,67.9588716412097,0.925054713111904,0.948786974841449,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.876366311998457,21.5199353501965,57.0770529939453,59.5478185209329,0.935027529250196,0.958507875042995,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.888873712430073,21.5199353501965,50.5209342439329,52.2319484759143,0.944288437720528,0.967241998778384,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.9,21.5199353501965,45.5786848260584,46.8037991886829,0.951545603533915,0.973824467588931,0.989433226413886,FLOAT
"antagonistic_mixed_(1.5,4,2)",1.5,4,2,0.902127108713561,21.5199353501965,44.7153056860984,45.8633934764206,0.95283793352739,0.974967229781799,0.989433226413886,FLOAT
