alpha,s,beta12=e^s,beta13=1,beta23=e^-s/2,x1,x2,x3,cain_x1,cain_x2,cain_x3,evidence
0.75,-0.57,0.5655254387,1,1.32976202812,0.35052051289,0.335568076206,0.313911410904,0.396931724708,0.344214251571,0.258854023721,FLOAT
0.75,-0.56,0.571209063849,1,1.32312981234,0.350227924358,0.335564765187,0.314207310455,0.395819347312,0.344108809316,0.260071843372,FLOAT
0.75,-0.55,0.57694981038,1,1.31653067487,0.349935131532,0.335560266278,0.31450460219,0.394706582649,0.344000344948,0.261293072403,FLOAT
0.75,-0.54,0.582748252374,1,1.30996445073,0.3496421282,0.335554574443,0.314803297357,0.393593444467,0.343888855167,0.262517700366,FLOAT
0.75,-0.53,0.588604969678,1,1.30343097578,0.349348908141,0.335547684636,0.315103407223,0.39247994658,0.343774336787,0.263745716632,FLOAT
0.75,-0.52,0.59452054797,1,1.29693008667,0.349055465121,0.3355395918,0.315404943079,0.391366102866,0.343656786744,0.264977110391,FLOAT
0.75,-0.51,0.600495578812,1,1.29046162087,0.348761792901,0.335530290867,0.315707916232,0.390251927266,0.343536202089,0.266211870645,FLOAT
0.75,-0.5,0.606530659713,1,1.28402541669,0.34846788523,0.335519776759,0.316012338011,0.389137433786,0.343412579996,0.267449986218,FLOAT
0.75,-0.49,0.612626394184,1,1.2776213132,0.348173735851,0.335508044389,0.31631821976,0.388022636496,0.343285917759,0.268691445745,FLOAT
0.75,-0.48,0.618783391806,1,1.27124915032,0.347879338498,0.335495088658,0.316625572844,0.386907549525,0.343156212794,0.269936237682,FLOAT
0.75,-0.47,0.625002268283,1,1.26490876873,0.347584686899,0.33548090446,0.316934408641,0.385792187066,0.343023462636,0.271184350298,FLOAT
0.75,-0.46,0.631283645507,1,1.25860000993,0.347289774774,0.33546548668,0.317244738546,0.384676563373,0.342887664945,0.272435771683,FLOAT
0.75,-0.45,0.637628151622,1,1.25232271619,0.346994595837,0.335448830194,0.317556573969,0.383560692758,0.342748817504,0.273690489738,FLOAT
0.75,-0.44,0.644036421083,1,1.24607673059,0.346699143797,0.335430929871,0.317869926332,0.382444589596,0.34260691822,0.274948492184,FLOAT
0.75,-0.43,0.650509094723,1,1.23986189697,0.346403412358,0.335411780571,0.318184807071,0.381328268319,0.342461965124,0.276209766557,FLOAT
0.75,-0.42,0.657046819815,1,1.23367805996,0.346107395219,0.335391377148,0.318501227633,0.380211743416,0.342313956373,0.277474300211,FLOAT
0.75,-0.41,0.663650250136,1,1.22752506496,0.345811086075,0.335369714447,0.318819199478,0.379095029435,0.342162890248,0.278742080316,FLOAT
0.75,-0.4,0.670320046036,1,1.22140275816,0.345514478617,0.335346787311,0.319138734073,0.377978140982,0.34200876516,0.280013093859,FLOAT
0.75,-0.39,0.677056874498,1,1.21531098649,0.345217566533,0.335322590572,0.319459842895,0.376861092715,0.341851579643,0.281287327642,FLOAT
0.75,-0.38,0.683861409212,1,1.20924959766,0.34492034351,0.33529711906,0.31978253743,0.375743899352,0.341691332362,0.282564768286,FLOAT
0.75,-0.37,0.690734330637,1,1.20321844013,0.344622803231,0.335270367598,0.320106829171,0.374626575662,0.341528022108,0.28384540223,FLOAT
0.75,-0.36,0.697676326071,1,1.19721736312,0.34432493938,0.335242331005,0.320432729614,0.373509136469,0.341361647803,0.285129215728,FLOAT
0.75,-0.35,0.704688089719,1,1.19124621661,0.344026745639,0.335213004097,0.320760250265,0.372391596651,0.341192208496,0.286416194853,FLOAT
0.75,-0.34,0.711770322763,1,1.18530485132,0.343728215688,0.335182381683,0.321089402629,0.371273971136,0.341019703367,0.287706325497,FLOAT
0.75,-0.33,0.718923733432,1,1.17939311871,0.343429343212,0.335150458571,0.321420198217,0.370156274906,0.340844131727,0.288999593367,FLOAT
0.75,-0.32,0.726149037074,1,1.17351087099,0.343130121892,0.335117229566,0.321752648542,0.36903852299,0.340665493019,0.290295983991,FLOAT
0.75,-0.31,0.733446956224,1,1.16765796111,0.342830545414,0.33508268947,0.322086765116,0.367920730471,0.340483786814,0.291595482715,FLOAT
0.75,-0.3,0.740818220682,1,1.16183424273,0.342530607465,0.335046833083,0.322422559452,0.366802912479,0.340299012819,0.292898074703,FLOAT
0.75,-0.29,0.748263567579,1,1.15603957027,0.342230301734,0.335009655204,0.322760043062,0.365685084191,0.34011117087,0.294203744939,FLOAT
0.75,-0.28,0.755783741456,1,1.15027379886,0.341929621915,0.33497115063,0.323099227455,0.364567260832,0.33992026094,0.295512478227,FLOAT
0.75,-0.27,0.763379494337,1,1.14453678435,0.341628561705,0.33493131416,0.323440124136,0.363449457676,0.339726283133,0.296824259192,FLOAT
0.75,-0.26,0.771051585804,1,1.13882838332,0.341327114805,0.334890140589,0.323782744607,0.362331690039,0.339529237686,0.298139072276,FLOAT
0.75,-0.25,0.778800783071,1,1.13314845307,0.341025274922,0.334847624715,0.324127100363,0.361213973283,0.339329124972,0.299456901745,FLOAT
0.75,-0.24,0.786627861067,1,1.12749685158,0.34072303577,0.334803761337,0.324473202893,0.360096322814,0.3391259455,0.300777731685,FLOAT
0.75,-0.23,0.794533602503,1,1.12187343757,0.340420391067,0.334758545254,0.324821063679,0.358978754082,0.338919699913,0.302101546005,FLOAT
0.75,-0.22,0.802518797962,1,1.11627807046,0.340117334539,0.33471197127,0.325170694191,0.357861282578,0.338710388988,0.303428328435,FLOAT
0.75,-0.21,0.81058424597,1,1.11071061036,0.339813859921,0.334664034187,0.325522105892,0.356743923834,0.33849801364,0.304758062527,FLOAT
0.75,-0.2,0.818730753078,1,1.10517091808,0.339509960955,0.334614728813,0.325875310232,0.355626693422,0.338282574921,0.306090731658,FLOAT
0.75,-0.19,0.826959133943,1,1.09965885513,0.339205631392,0.33456404996,0.326230318648,0.354509606954,0.338064074018,0.307426319028,FLOAT
0.75,-0.18,0.835270211411,1,1.09417428371,0.338900864992,0.334511992443,0.326587142565,0.353392680082,0.337842512257,0.308764807662,FLOAT
0.75,-0.17,0.843664816596,1,1.0887170667,0.338595655529,0.33445855108,0.326945793392,0.352275928492,0.337617891099,0.310106180408,FLOAT
0.75,-0.16,0.852143788966,1,1.08328706767,0.338289996782,0.334403720696,0.327306282521,0.35115936791,0.337390212147,0.311450419944,FLOAT
0.75,-0.15,0.860707976425,1,1.07788415088,0.337983882547,0.334347496123,0.32766862133,0.350043014094,0.337159477138,0.312797508768,FLOAT
0.75,-0.14,0.869358235399,1,1.07250818125,0.337677306629,0.334289872197,0.328032821174,0.34892688284,0.336925687949,0.314147429211,FLOAT
0.75,-0.13,0.878095430921,1,1.06715902438,0.337370262848,0.33423084376,0.328398893392,0.347810989977,0.336688846596,0.315500163427,FLOAT
0.75,-0.12,0.886920436717,1,1.06183654655,0.337062745034,0.334170405664,0.328766849301,0.346695351365,0.336448955234,0.316855693401,FLOAT
0.75,-0.11,0.895834135297,1,1.05654061468,0.336754747037,0.334108552768,0.329136700195,0.345579982897,0.336206016158,0.318214000946,FLOAT
0.75,-0.1,0.904837418036,1,1.05127109638,0.336446262716,0.334045279939,0.329508457345,0.344464900496,0.3359600318,0.319575067704,FLOAT
0.75,-0.09,0.913931185271,1,1.04602785991,0.336137285949,0.333980582053,0.329882131997,0.343350120116,0.335711004734,0.32093887515,FLOAT
0.75,-0.08,0.923116346387,1,1.04081077419,0.335827810631,0.333914453996,0.330257735373,0.342235657739,0.335458937674,0.322305404587,FLOAT
0.75,-0.07,0.932393819906,1,1.0356197088,0.33551783067,0.333846890664,0.330635278665,0.341121529375,0.335203833473,0.323674637152,FLOAT
0.75,-0.06,0.941764533584,1,1.03045453395,0.335207339996,0.333777886964,0.33101477304,0.340007751059,0.334945695125,0.325046553816,FLOAT
0.75,-0.05,0.951229424501,1,1.02531512052,0.334896332555,0.333707437814,0.33139622963,0.338894338854,0.334684525765,0.326421135381,FLOAT
0.75,-0.04,0.960789439152,1,1.02020134003,0.334584802312,0.333635538145,0.331779659543,0.337781308847,0.334420328667,0.327798362486,FLOAT
0.75,-0.03,0.970445533549,1,1.01511306462,0.334272743252,0.3335621829,0.332165073848,0.336668677147,0.334153107248,0.329178215605,FLOAT
0.75,-0.02,0.980198673307,1,1.01005016708,0.333960149381,0.333487367033,0.332552483585,0.335556459889,0.333882865063,0.330560675048,FLOAT
0.75,-0.01,0.990049833749,1,1.00501252086,0.333647014725,0.333411085517,0.332941899758,0.334444673226,0.333609605812,0.331945720962,FLOAT
0.75,0,1,1,1,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,FLOAT
0.75,0.01,1.01005016708,1,0.995012479193,0.333019099276,0.333254105483,0.333726795242,0.332222456405,0.333054051607,0.334723491988,FLOAT
0.75,0.02,1.02020134003,1,0.990049833749,0.332704306646,0.33317339698,0.334122296374,0.331112058654,0.332771764755,0.336116176591,FLOAT
0.75,0.03,1.03045453395,1,0.985111939603,0.332388949563,0.333091202856,0.334519847581,0.33000215631,0.332486477039,0.337511366651,FLOAT
0.75,0.04,1.04081077419,1,0.980198673307,0.332073022167,0.333007518159,0.334919459674,0.328892765618,0.332198192866,0.338909041516,FLOAT
0.75,0.05,1.05127109638,1,0.975309912028,0.331756518628,0.332922337954,0.335321143418,0.327783902841,0.331906916779,0.34030918038,FLOAT
0.75,0.06,1.06183654655,1,0.970445533549,0.331439433138,0.332835657324,0.335724909538,0.326675584253,0.331612653466,0.341711762281,FLOAT
0.75,0.07,1.07250818125,1,0.965605416258,0.331121759917,0.332747471373,0.33613076871,0.325567826142,0.331315407756,0.343116766102,FLOAT
0.75,0.08,1.08328706767,1,0.960789439152,0.330803493213,0.332657775221,0.336538731566,0.324460644808,0.331015184619,0.344524170573,FLOAT
0.75,0.09,1.09417428371,1,0.955997481833,0.330484627301,0.332566564011,0.336948808688,0.323354056561,0.330711989166,0.345933954273,FLOAT
0.75,0.1,1.10517091808,1,0.951229424501,0.330165156486,0.332473832903,0.337361010611,0.322248077722,0.330405826648,0.34734609563,FLOAT
0.75,0.11,1.11627807046,1,0.946485147953,0.329845075101,0.332379577083,0.337775347816,0.321142724619,0.330096702461,0.34876057292,FLOAT
0.75,0.12,1.12749685158,1,0.941764533584,0.329524377509,0.332283791756,0.338191830735,0.320038013587,0.329784622138,0.350177364275,FLOAT
